business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,url
OPERATIONAL,"2VX6+XGV, Nunsaen, Fatuleu Tengah, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9500206, 'lng': 123.8612986}, 'viewport': {'northeast': {'lat': -9.948624170107276, 'lng': 123.8627132298927}, 'southwest': {'lat': -9.95132382989272, 'lng': 123.8600135701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TAMAN WISATA GUNUNG FATULEU,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109560180636409863592"">Althaf Hamuda</a>'], 'photo_reference': 'AUGGfZkvUXk1G83BRdKaRKbveHl9Bym84_7M48zyfsw89gIn8YschvzPxt_DTDTZ0XAD0L0ofLFqxazbPUoNU9djsuLNfuQb_XM1lW8dYuAC39lTKytAgUEGimdXydomdfTRL-ZzVVv4g9DF00rEKdVkiJuJ9OYNmLa63Rs4ykZtDoGDI1Ua', 'width': 4160}]",ChIJy9AwhknSVSwR68IUdP4hKEY,4.5,ChIJy9AwhknSVSwR68IUdP4hKEY,"['tourist_attraction', 'point_of_interest', 'establishment']",109.0,,,https://www.google.com/maps/place/?q=place_id:ChIJy9AwhknSVSwR68IUdP4hKEY
OPERATIONAL,"2VW6+WXM, Oelbiteno, Fatuleu Tengah, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.952670999999999, 'lng': 123.8624288}, 'viewport': {'northeast': {'lat': -9.949143449999998, 'lng': 123.8638342298927}, 'southwest': {'lat': -9.953846849999998, 'lng': 123.8611345701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Gunung Fatuleu,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107357933404872235858"">Wilhelmus Hatsarmawit Obe Koroh</a>'], 'photo_reference': 'AUGGfZlEPovjfEX1R7JsMNguyua7cAGqEJ4NXNQzEi6yvwSy9FcmB0XveOFb-0nK-Zqy0rCIYwhSZ9TfsE7EH1l6DyVxmgwMix3gAZELz_vZvmfIIaM7JQ9kHHNMVlBm14v4IXdKtSWmVgNwFtbU1MaXu8d2j3saHi87qdQIIhJDEih1O_Zg', 'width': 4032}]",ChIJjyjcYUrSVSwRygfZ5F6OAMs,4.5,ChIJjyjcYUrSVSwRygfZ5F6OAMs,"['park', 'point_of_interest', 'establishment']",454.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJjyjcYUrSVSwRygfZ5F6OAMs
,"Fatuleu Tengah, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9748808, 'lng': 123.8732565}, 'viewport': {'northeast': {'lat': -9.841833, 'lng': 123.9360101}, 'southwest': {'lat': -9.9865139, 'lng': 123.7562901}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fatuleu Tengah,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111183700185192938095"">Vivi Lado</a>'], 'photo_reference': 'AUGGfZkwGV2-hOYigZJdFSVV2V23Tqyve6ZPqOOtgiFYY6LvSlf6-CQVUL6m4_tWJLv3RmNvIBuO53llrw2rDzbt68HQHJ_03Tqk3bNHTHpgsYhgiNkKkejc3kpFSgBRl33VTLbNnBtQbECLsjjLV1eK50RaR-j0XwoaAdpo-4YA0qqyH7Pn', 'width': 960}]",ChIJfxTPT4HNVSwRobXPC_50nG4,,ChIJfxTPT4HNVSwRobXPC_50nG4,"['administrative_area_level_3', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJfxTPT4HNVSwRobXPC_50nG4
OPERATIONAL,"2VGJ+9RJ, Unnamed Road, Nunsaen, Kec. Fatuleu Tengah, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.9740386, 'lng': 123.8820183}, 'viewport': {'northeast': {'lat': -9.971865999999999, 'lng': 123.8829574298927}, 'southwest': {'lat': -9.974762799999999, 'lng': 123.8802577701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Nunsaen,,ChIJxduUjOzTVSwROA_MHHFDWGQ,5.0,ChIJxduUjOzTVSwROA_MHHFDWGQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJxduUjOzTVSwROA_MHHFDWGQ
OPERATIONAL,"4MG5+J23, Unnamed Road,Poto, Fatuleu Bar, Poto, Kec. Fatuleu Bar., Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.873483799999999, 'lng': 123.6575592}, 'viewport': {'northeast': {'lat': -9.872202770107279, 'lng': 123.6589853298927}, 'southwest': {'lat': -9.874902429892723, 'lng': 123.6562856701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Pantai Fatukolo,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109195134174235494035"">Tengakarta</a>'], 'photo_reference': 'AUGGfZlyltu3ce_ip5ZVfvZGjtKQhWg_99ab7wPiHvDeGDxbSyjSlqD4AM9C_d_N-omo4UN58XYscfkZLSigGAitt1NFDd6VHvs2oWgtJz6Z7lqITW1McD3wLqGYs9UiKE_0OgHYA2gZLKbAGR4pKekh_CXncNazla2VnMRepRDpqHSxQPLR', 'width': 3968}]",ChIJjwBmw9kwVCwRfJRLza8K1H8,4.6,ChIJjwBmw9kwVCwRfJRLza8K1H8,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",58.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJjwBmw9kwVCwRfJRLza8K1H8
OPERATIONAL,"XW86+X4, Camplong II, Fatuleu, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0325364, 'lng': 123.9102858}, 'viewport': {'northeast': {'lat': -10.03183557010728, 'lng': 123.9115146298927}, 'southwest': {'lat': -10.03453522989272, 'lng': 123.9088149701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga Cemara,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114454231094416925435"">Aji Winarso</a>'], 'photo_reference': 'AUGGfZkom3XhNprgj1Rh4AmWfEoLFQKYv79KSIQpQjzXT7fItfmC7nZx3JQeXh0mo54_OheDtuQ6w019J3y5lY69m6tjb3H3zFebce5MRxA2apvb2qasZkHlao6blud7odyZ5j_MkkMQH6FB7di0PeRKZW_mROyP4Ka02VxjJYR55o2XS5uX', 'width': 1920}]",ChIJR2qB0jvXVSwRsBqUmfRxLfk,5.0,ChIJR2qB0jvXVSwRsBqUmfRxLfk,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJR2qB0jvXVSwRsBqUmfRxLfk
OPERATIONAL,"XW8H+47, Camplong II, Fatuleu, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0346771, 'lng': 123.9281996}, 'viewport': {'northeast': {'lat': -10.03332727010728, 'lng': 123.9295494298927}, 'southwest': {'lat': -10.03602692989272, 'lng': 123.9268497701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Camplong,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111348632312080883314"">A Google User</a>'], 'photo_reference': 'AUGGfZnj1tbvMZz4aKLfH_nHR8PM_X-_QRvr-FLXkD5Hk3v9sFzpzNVG8FUMkyt7isYxBVRcqME3malg7Jr-J2tDF1t0J3sz81VGchXZLsHUt9EJ88be4yZjAGGEATjas5cHcCo1_zPOWrnUsptblQ6x0yd43mJSOvQ1VFa39mvmPwfojddQ', 'width': 4160}]",ChIJMwGLSIrXVSwRsaK1K_uiG-o,4.7,ChIJMwGLSIrXVSwRsaK1K_uiG-o,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,,,https://www.google.com/maps/place/?q=place_id:ChIJMwGLSIrXVSwRsaK1K_uiG-o
OPERATIONAL,"3V75+958, Oelbiteno, Fatuleu Tengah, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.936591, 'lng': 123.8579602}, 'viewport': {'northeast': {'lat': -9.935354570107279, 'lng': 123.8593610798927}, 'southwest': {'lat': -9.938054229892723, 'lng': 123.8566614201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Camping Fatulelu,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109424159787529091590"">Darco Lado</a>'], 'photo_reference': 'AUGGfZmAoDngMTjslF9KgwIa5fTxv4ZthlQ23a_scvRaNyb1_naGtjytc7R9tQ1mMjOW8jHhbo3E1ZatMnV5P0Wyyt3b_lz6KXfaNcFlOvhUPS0mLj7aUNNT7iyaXRWYuzSXr6tPuJS6zxYOrvMrWdnWIi6mPzWtQWYmrzAa3F0Q2jngwpye', 'width': 2448}]",ChIJc0qqlQjTVSwR9t12wt5E33I,4.8,ChIJc0qqlQjTVSwR9t12wt5E33I,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJc0qqlQjTVSwR9t12wt5E33I
OPERATIONAL,"XX87+V3, Camplong II, Fatuleu, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0327834, 'lng': 123.9626385}, 'viewport': {'northeast': {'lat': -10.03142802010728, 'lng': 123.9640191798927}, 'southwest': {'lat': -10.03412767989272, 'lng': 123.9613195201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cabang sillu,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108382437959793647549"">A Google User</a>'], 'photo_reference': 'AUGGfZnlKyuGRPqtJPpstfCGqVJQylb8eK6MPq6ubea63hc8bmH8zYkF0T5K0bGis4tRQZuVB1Gtp4DreYYuuMBstUKn-A3_Lhz12Sl1zTuPIIZu-S9omUxoGavnP3bMGdVoJMDYdWzm6ooGAACXIThXRw_fsMHEuN87515oVphL3YhvCGlG', 'width': 1080}]",ChIJ41HXndzXVSwRDJOsIkvejew,3.8,ChIJ41HXndzXVSwRDJOsIkvejew,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ41HXndzXVSwRDJOsIkvejew
OPERATIONAL,"2VV7+28, Nunsaen, Fatuleu Tengah, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.957419999999999, 'lng': 123.8633545}, 'viewport': {'northeast': {'lat': -9.956070170107278, 'lng': 123.8647043298927}, 'southwest': {'lat': -9.958769829892722, 'lng': 123.8620046701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Nasional Fatuleu,,ChIJD8IVPzTTVSwRjkLlMhcJbqY,0.0,ChIJD8IVPzTTVSwRjkLlMhcJbqY,"['park', 'point_of_interest', 'establishment']",0.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJD8IVPzTTVSwRjkLlMhcJbqY
CLOSED_TEMPORARILY,"XW96+4G3, Unnamed Road, Camplong II, Kec. Fatuleu, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.0322304, 'lng': 123.911305}, 'viewport': {'northeast': {'lat': -10.03041687010728, 'lng': 123.91375315}, 'southwest': {'lat': -10.03311652989272, 'lng': 123.91048895}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fatukuas Camping Ground,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114454231094416925435"">Aji Winarso</a>'], 'photo_reference': 'AUGGfZlmJsew7d9HZ5Qmv4Zu3ESAFBuiyQmU5zIKMiSccXEjn75pNc0Ag-I4SeqH63hgPhcIGdzLwbWlqWVmXdUTY2m0jQMi4RM1elL6LpUJ0_iAIAe8Rla2zS-04pObT82UUhp3HOdbQom9knrxgBneou4WQ5GCg4Fu62qrUyjhjKPL6TBk', 'width': 4160}]",ChIJHawnginXVSwRbGgWzopetxA,3.8,ChIJHawnginXVSwRbGgWzopetxA,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJHawnginXVSwRbGgWzopetxA
CLOSED_TEMPORARILY,"3V74+G83, Unnamed Road, Nunsaen, Kec. Fatuleu Tengah, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.9362367, 'lng': 123.8558001}, 'viewport': {'northeast': {'lat': -9.93486407010728, 'lng': 123.8566786298927}, 'southwest': {'lat': -9.937563729892723, 'lng': 123.8539789701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Oelbitenoh1,,ChIJFx5ucXLTVSwRp3Xj7Npp_DE,5.0,ChIJFx5ucXLTVSwRp3Xj7Npp_DE,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJFx5ucXLTVSwRp3Xj7Npp_DE
CLOSED_TEMPORARILY,"4V9M+RJJ, Passi, Fatuleu Tengah, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8804118, 'lng': 123.8840291}, 'viewport': {'northeast': {'lat': -9.879061970107278, 'lng': 123.8853789298927}, 'southwest': {'lat': -9.881761629892722, 'lng': 123.8826792701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fatu Taijon,,ChIJn6xJ7DHNVSwRdKud-mkQL1Y,0.0,ChIJn6xJ7DHNVSwRdKud-mkQL1Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJn6xJ7DHNVSwRdKud-mkQL1Y
