business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,permanently_closed,url
OPERATIONAL,"CP8V+PRH, Saukibe, Amfoang Barat Laut, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.583191399999999, 'lng': 123.744595}, 'viewport': {'northeast': {'lat': -9.580162, 'lng': 123.7461738798927}, 'southwest': {'lat': -9.584201199999997, 'lng': 123.7434742201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Niklopen,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101425704961586873489"">A Google User</a>'], 'photo_reference': 'AUGGfZm2wABU6aRT01aw7eVJinInjbAw2CaAL2uzhGOOMMQqZUVTogkbtlZoQ21I9LVedrogVwADGykW66cL4SCpVb42g1PrexiKAjjHys7RomendgE1kusCYAU-JC8sNLPRULTnwv_RgHJuv0-uky2_3vBcQd-uZeAqU1h2kVbQOAiwdEQc', 'width': 2448}]",ChIJY8aJIUtTVCwRikL5zbYPLQ8,0.0,ChIJY8aJIUtTVCwRikL5zbYPLQ8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJY8aJIUtTVCwRikL5zbYPLQ8
OPERATIONAL,"9M7F+6FX Ta'en, Jalan Raya Jurusan Naikliu, Bioba Barutaen, Kec. Amfoang Bar. Daya, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.6368914, 'lng': 123.6737474}, 'viewport': {'northeast': {'lat': -9.63553462010728, 'lng': 123.6751809298927}, 'southwest': {'lat': -9.638234279892723, 'lng': 123.6724812701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Mas,,ChIJJ8hvUwBPVCwRWVZ-z0JFxX4,0.0,ChIJJ8hvUwBPVCwRWVZ-z0JFxX4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ8hvUwBPVCwRWVZ-z0JFxX4
OPERATIONAL,"CQXF+QC9, Afoan, North Amfoang, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5505969, 'lng': 123.7735984}, 'viewport': {'northeast': {'lat': -9.549468420107278, 'lng': 123.7751545298927}, 'southwest': {'lat': -9.552168079892722, 'lng': 123.7724548701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai soliu,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108598227208842669354"">Bary Bio</a>'], 'photo_reference': 'AUGGfZkqSLqlZPO2YSsR3_E7xByJtmanTmERE3r4iFZ0ohm72m4PPbzZ5eHARyMgdRMkqmPRkhDNa6WGkH_F1l9woEVc6OFR644vfVyP5La7il0Ga_6qz2gHI1tqj6nXsCF8lczGNdRrDAdE37iFkibEV-YIGXICWfAnWLcxY77xeDOjYP6_', 'width': 4096}]",ChIJk9FtNQBTVCwRzA_y3RpfVys,0.0,ChIJk9FtNQBTVCwRzA_y3RpfVys,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJk9FtNQBTVCwRzA_y3RpfVys
OPERATIONAL,"9MCF+JJ, Bioba Barutaen, Amfoang Barat Daya, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6295194, 'lng': 123.6735088}, 'viewport': {'northeast': {'lat': -9.628169570107277, 'lng': 123.6748586298927}, 'southwest': {'lat': -9.63086922989272, 'lng': 123.6721589701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bakon drowwne fishing,,ChIJk9XoQuBRVCwRtWf3de6vOso,0.0,ChIJk9XoQuBRVCwRtWf3de6vOso,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJk9XoQuBRVCwRtWf3de6vOso
OPERATIONAL,"9MCG+XFG Tanjung MAS, Tg. Mas, Bioba Barutaen, Kec. Amfoang Bar. Daya, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.6279364, 'lng': 123.675441}, 'viewport': {'northeast': {'lat': -9.626586570107278, 'lng': 123.6767908298927}, 'southwest': {'lat': -9.629286229892722, 'lng': 123.6740911701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bakon drone fishing,,ChIJvcCjRUlRVCwRVC48eUntbQY,5.0,ChIJvcCjRUlRVCwRVC48eUntbQY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"{'compound_code': '9MCG+R5 Bioba Barutaen, Kupang Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q259MCG+R5'}",,,https://www.google.com/maps/place/?q=place_id:ChIJvcCjRUlRVCwRVC48eUntbQY
OPERATIONAL,"7XV4+75M, Lelogama, Amfoang Selatan, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7059513, 'lng': 123.9576818}, 'viewport': {'northeast': {'lat': -9.704245570107277, 'lng': 123.9586749298927}, 'southwest': {'lat': -9.706945229892721, 'lng': 123.9559752701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Basusun Lelogama,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110848749925783293069"">Al- Jimbrong</a>'], 'photo_reference': 'AUGGfZmWO7OwH58DYqhDqUNiLMVHpLEPmUGVNhA0zrKOxxE6s7VP0vgCfpdiodt-t5822zTeZBrjiReRuwrnf6FYjg_JY7eRZs8viw0q_LdH-EiP4s3-tJhJR3VI7ZDUJ0MuctzT3aZAnuQ1JxUH41qvrynBuqoEiF0QsPuDbaIIrhhel7mo', 'width': 4000}]",ChIJpY3I5-S3VSwRlOMfqtQB6X0,4.4,ChIJpY3I5-S3VSwRlOMfqtQB6X0,"['tourist_attraction', 'point_of_interest', 'establishment']",140.0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJpY3I5-S3VSwRlOMfqtQB6X0
OPERATIONAL,"GVVR+MW, Lilmus, North Amfoang, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4557709, 'lng': 123.892369}, 'viewport': {'northeast': {'lat': -9.454599470107278, 'lng': 123.8940738298927}, 'southwest': {'lat': -9.457299129892721, 'lng': 123.8913741701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu perahu,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103604937853839418931"">A Google User</a>'], 'photo_reference': 'AUGGfZnolOQuBGsVxfFBtf1q2PuHil2DOuOaGhAjCUxrglyoefDq5LX3kSV5Yq8F536kFAoVyPM1VJ8H3-ikxcwbxTCpSwvpRPGie6yZY0Kmk2cyT8nvXsdFvfiJB8Q9-_wJp01_aA_MrvmMq592ebC6Q5FcXY7E_BhFfa3p0fr9v8BfN_LO', 'width': 1970}]",ChIJHVpEiaCpVSwRv2V4O3SI2ac,0.0,ChIJHVpEiaCpVSwRv2V4O3SI2ac,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJHVpEiaCpVSwRv2V4O3SI2ac
OPERATIONAL,"FQGR+PF, Afoan, North Amfoang, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.523223, 'lng': 123.7911572}, 'viewport': {'northeast': {'lat': -9.52235937010728, 'lng': 123.7929842298927}, 'southwest': {'lat': -9.525059029892724, 'lng': 123.7902845701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bakon drone fishing,,ChIJnZN2R0hVVCwRriPertHQiLk,0.0,ChIJnZN2R0hVVCwRriPertHQiLk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJnZN2R0hVVCwRriPertHQiLk
OPERATIONAL,"8X38+C5V, Unnamed Road, Lelogama, Amfoang Sel., Nusa Tenggara Tim., Lelogama, Kec. Amfoang Sel., Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.696392999999999, 'lng': 123.965432}, 'viewport': {'northeast': {'lat': -9.695132020107275, 'lng': 123.9673762298927}, 'southwest': {'lat': -9.697831679892719, 'lng': 123.9646765701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Humon_Teletubies Lelogama,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117906428264734859402"">robert</a>'], 'photo_reference': 'AUGGfZkrHyFzAGv4RmH3LdiidluReCmNFj7g-CXOoJ1yQFzipghjF2tfTmm59JOu3q2PgPGRRWx81fPdG4VIWRHN42YkbiXgbFPJAC3M_PLdH4QLsmRjbcmKyQOX1JmMBWNvCPFT81JrPR3FjOIwxr2_nHUpoMImQ6rjQTxYaWTWfyyAIk4l', 'width': 4000}]",ChIJXf38tGe3VSwRXIyUcDx3qoA,4.8,ChIJXf38tGe3VSwRXIyUcDx3qoA,"['tourist_attraction', 'point_of_interest', 'establishment']",159.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJXf38tGe3VSwRXIyUcDx3qoA
OPERATIONAL,"8X25+486, Lelogama, Amfoang Selatan, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6997023, 'lng': 123.9582783}, 'viewport': {'northeast': {'lat': -9.698391820107279, 'lng': 123.9595703798927}, 'southwest': {'lat': -9.701091479892723, 'lng': 123.9568707201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit cinta lelogama,,ChIJz5OLYwC3VSwRgls9gFvk8XQ,0.0,ChIJz5OLYwC3VSwRgls9gFvk8XQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJz5OLYwC3VSwRgls9gFvk8XQ
