business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,plus_code,url
OPERATIONAL,"2VX6+XGV, Nunsaen, Fatuleu Tengah, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9500206, 'lng': 123.8612986}, 'viewport': {'northeast': {'lat': -9.948624170107276, 'lng': 123.8627132298927}, 'southwest': {'lat': -9.95132382989272, 'lng': 123.8600135701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TAMAN WISATA GUNUNG FATULEU,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109914239619347897544"">made arthana</a>'], 'photo_reference': 'AUGGfZmi-FXgIlBtNv5eT48_S96LGh8-fLHPueNUIE7kXh25Cc2Sl8741JaAJL8Sc5WsToq5yhaOO5bLYEaLn3ragofaITqXIeRXVEkUwZyj8KhRId1rq762pjDhUD73W5jvhT2vlQZ9RdfC3wiwoDVU0PMzJtqUvQ_ZUkkoIz9oeSqqte31', 'width': 4608}]",ChIJy9AwhknSVSwR68IUdP4hKEY,4.5,ChIJy9AwhknSVSwR68IUdP4hKEY,"['tourist_attraction', 'point_of_interest', 'establishment']",109,,,,https://www.google.com/maps/place/?q=place_id:ChIJy9AwhknSVSwR68IUdP4hKEY
OPERATIONAL,"XX87+V3, Camplong II, Fatuleu, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0327834, 'lng': 123.9626385}, 'viewport': {'northeast': {'lat': -10.03142802010728, 'lng': 123.9640191798927}, 'southwest': {'lat': -10.03412767989272, 'lng': 123.9613195201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cabang sillu,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108382437959793647549"">A Google User</a>'], 'photo_reference': 'AUGGfZlkKhqdrxp-nhnOIH-y70cnezUZEPTksvOn1PVMkQFgo2Y6NnzqF07gbXRRv68mmL6PsDJiElv6t0IZz-vmOLgQRK084i_F2JHOM5GFkvOF0l7qvqMBToqrpvUvCHq1cm9XQHXrlSo2-yfJd2M6C3I5oiyBhqwLuuIKpEADlxdu78AE', 'width': 1080}]",ChIJ41HXndzXVSwRDJOsIkvejew,3.8,ChIJ41HXndzXVSwRDJOsIkvejew,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,,,https://www.google.com/maps/place/?q=place_id:ChIJ41HXndzXVSwRDJOsIkvejew
OPERATIONAL,"XW86+X4, Camplong II, Fatuleu, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0325364, 'lng': 123.9102858}, 'viewport': {'northeast': {'lat': -10.03183557010728, 'lng': 123.9115146298927}, 'southwest': {'lat': -10.03453522989272, 'lng': 123.9088149701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Telaga Cemara,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114454231094416925435"">Aji Winarso</a>'], 'photo_reference': 'AUGGfZljPh4adolh4E7V1MyUgFeMENX-X-9HNX7Js9GOScqWV6CcfL-m3nLQzHnRjsfr-v-O8Aywr46W6bEXq_bYHyWR-4Q8l4ZxCfmZKoR-vyoj9Ijoiy0Nk874R73CFQulq4T9GM0-3A0GE0T9YEyconGXptbuztHZGjw8_N38ptAf19kQ', 'width': 1920}]",ChIJR2qB0jvXVSwRsBqUmfRxLfk,5.0,ChIJR2qB0jvXVSwRsBqUmfRxLfk,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJR2qB0jvXVSwRsBqUmfRxLfk
OPERATIONAL,"XW6G+VC6, Taman wisata alam, Camplong I, Kec. Fatuleu, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.0379511, 'lng': 123.9259741}, 'viewport': {'northeast': {'lat': -10.03664462010728, 'lng': 123.9273245798927}, 'southwest': {'lat': -10.03934427989272, 'lng': 123.9246249201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oenaek,,ChIJ43pUOQDXVSwRJndyjkarVjs,0.0,ChIJ43pUOQDXVSwRJndyjkarVjs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ43pUOQDXVSwRJndyjkarVjs
OPERATIONAL,"XW8H+47, Camplong II, Fatuleu, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0346771, 'lng': 123.9281996}, 'viewport': {'northeast': {'lat': -10.03332727010728, 'lng': 123.9295494298927}, 'southwest': {'lat': -10.03602692989272, 'lng': 123.9268497701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Camplong,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111348632312080883314"">A Google User</a>'], 'photo_reference': 'AUGGfZlKrP8sTDkyduBt7WHylGKoLTSLmicKy-m4zpIXHGr2-SyQ3tAE17gAXmT3y95H8PNSnTpj9QVWhH8TbPiiooIi2VLVXkEf8-3Du7dEbWQgDJD-3djvMNZWh5gU8E_WW0ysy2GSKHowr0zkuE8lVkS577t4NNpuBaNOwJhvLYyP8x8F', 'width': 4160}]",ChIJMwGLSIrXVSwRsaK1K_uiG-o,4.7,ChIJMwGLSIrXVSwRsaK1K_uiG-o,"['tourist_attraction', 'point_of_interest', 'establishment']",10,,,,https://www.google.com/maps/place/?q=place_id:ChIJMwGLSIrXVSwRsaK1K_uiG-o
OPERATIONAL,"2VW6+WXM, Oelbiteno, Fatuleu Tengah, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.952670999999999, 'lng': 123.8624288}, 'viewport': {'northeast': {'lat': -9.949143449999998, 'lng': 123.8638342298927}, 'southwest': {'lat': -9.953846849999998, 'lng': 123.8611345701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Gunung Fatuleu,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107357933404872235858"">Wilhelmus Hatsarmawit Obe Koroh</a>'], 'photo_reference': 'AUGGfZnIZfyAmZaGZzxTtbvg7dXUQlAgJOQkSir4rnV0LVhkE_bcaGhTsLPhCo2gYLU5e1GAnddmPqT8bTeG5cXsXaF-AoQGJ3QiT6E_Baadyhc_Cg7aapeyFdYBLcT1ImtAFKO2tJyhz1N6cQa97TYAzPpUBBsjGrA4rSzzeWDzJ25UAM-P', 'width': 4032}]",ChIJjyjcYUrSVSwRygfZ5F6OAMs,4.5,ChIJjyjcYUrSVSwRygfZ5F6OAMs,"['park', 'point_of_interest', 'establishment']",454,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJjyjcYUrSVSwRygfZ5F6OAMs
OPERATIONAL,"W2J4+JVJ, Oebola, Fatuleu, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0689318, 'lng': 124.0081126}, 'viewport': {'northeast': {'lat': -10.06757147010728, 'lng': 124.0094068798927}, 'southwest': {'lat': -10.07027112989272, 'lng': 124.0067072201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Sekdes Oebola,,ChIJRTO6agB3ViwRmTSbajMSGgk,0.0,ChIJRTO6agB3ViwRmTSbajMSGgk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJRTO6agB3ViwRmTSbajMSGgk
CLOSED_TEMPORARILY,"XW96+4G3, Unnamed Road, Camplong II, Kec. Fatuleu, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.0322304, 'lng': 123.911305}, 'viewport': {'northeast': {'lat': -10.03041687010728, 'lng': 123.91375315}, 'southwest': {'lat': -10.03311652989272, 'lng': 123.91048895}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fatukuas Camping Ground,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114454231094416925435"">Aji Winarso</a>'], 'photo_reference': 'AUGGfZkOGfL6j95nehZR_GGA-9A7b7o16XIXFISn6URsW8yHjhBjcZOCSZyeTogRvt0FwRj_9mfls3HjqXZXbqBWxf1f_xBu3zf92jwAJWqc2bbYRNDaTBLqaAX9o0Ut1m5Ag0UCih65sRV81IRjtS9bIK72l1Sj8H8X3ixIA-8qCppn1Dr6', 'width': 4160}]",ChIJHawnginXVSwRbGgWzopetxA,3.8,ChIJHawnginXVSwRbGgWzopetxA,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,True,,https://www.google.com/maps/place/?q=place_id:ChIJHawnginXVSwRbGgWzopetxA
OPERATIONAL,"W3W9+MQ3, Unnamed Road, Sillu, Kec. Fatuleu, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.05337, 'lng': 124.06942}, 'viewport': {'northeast': {'lat': -10.05202017010728, 'lng': 124.0707698298927}, 'southwest': {'lat': -10.05471982989272, 'lng': 124.0680701701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Hono,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104859595298149632928"">ucoktarigan</a>'], 'photo_reference': 'AUGGfZn18kUaAWgcab7guNpM3oINL3Z7alFqO10DMwg-eaAAYAiUfAxukx67jvlI6Dug151VeGlYJpQivVL4CEeBRdkiUgEwIwa7MfxBWO7gDQZtiCzYwLmrnKD3hFT-2cDKnkhqPIbsLpaJe5OkNzO3zB8SEFo7nJF1KzrHW45QKmakpFch', 'width': 4032}]",ChIJE90hbzt1ViwRIJQcY5yQWzk,4.5,ChIJE90hbzt1ViwRIJQcY5yQWzk,"['tourist_attraction', 'point_of_interest', 'establishment']",17,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJE90hbzt1ViwRIJQcY5yQWzk
OPERATIONAL,"2VGJ+9RJ, Unnamed Road, Nunsaen, Kec. Fatuleu Tengah, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.9740386, 'lng': 123.8820183}, 'viewport': {'northeast': {'lat': -9.971865999999999, 'lng': 123.8829574298927}, 'southwest': {'lat': -9.974762799999999, 'lng': 123.8802577701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Nunsaen,,ChIJxduUjOzTVSwROA_MHHFDWGQ,5.0,ChIJxduUjOzTVSwROA_MHHFDWGQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJxduUjOzTVSwROA_MHHFDWGQ
