business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,photos,opening_hours,url
OPERATIONAL,"9M7F+6FX Ta'en, Jalan Raya Jurusan Naikliu, Bioba Barutaen, Kec. Amfoang Bar. Daya, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.6368914, 'lng': 123.6737474}, 'viewport': {'northeast': {'lat': -9.63553462010728, 'lng': 123.6751809298927}, 'southwest': {'lat': -9.638234279892723, 'lng': 123.6724812701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Mas,ChIJJ8hvUwBPVCwRWVZ-z0JFxX4,0.0,ChIJJ8hvUwBPVCwRWVZ-z0JFxX4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ8hvUwBPVCwRWVZ-z0JFxX4
OPERATIONAL,"9MCF+JJ, Bioba Barutaen, Amfoang Barat Daya, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6295194, 'lng': 123.6735088}, 'viewport': {'northeast': {'lat': -9.628169570107277, 'lng': 123.6748586298927}, 'southwest': {'lat': -9.63086922989272, 'lng': 123.6721589701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bakon drowwne fishing,ChIJk9XoQuBRVCwRtWf3de6vOso,0.0,ChIJk9XoQuBRVCwRtWf3de6vOso,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk9XoQuBRVCwRtWf3de6vOso
OPERATIONAL,"9MCG+XFG Tanjung MAS, Tg. Mas, Bioba Barutaen, Kec. Amfoang Bar. Daya, Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.6279364, 'lng': 123.675441}, 'viewport': {'northeast': {'lat': -9.626586570107278, 'lng': 123.6767908298927}, 'southwest': {'lat': -9.629286229892722, 'lng': 123.6740911701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bakon drone fishing,ChIJvcCjRUlRVCwRVC48eUntbQY,5.0,ChIJvcCjRUlRVCwRVC48eUntbQY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"{'compound_code': '9MCG+R5 Bioba Barutaen, Kupang Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q259MCG+R5'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJvcCjRUlRVCwRVC48eUntbQY
CLOSED_TEMPORARILY,"8QG3+752, Manubelon, Amfoang Barat Daya, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.674353, 'lng': 123.752906}, 'viewport': {'northeast': {'lat': -9.673003170107277, 'lng': 123.7542558298927}, 'southwest': {'lat': -9.675702829892721, 'lng': 123.7515561701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taen manubelon,ChIJJcK5MqJNVCwRggq_3U9oe6c,4.0,ChIJJcK5MqJNVCwRggq_3U9oe6c,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102291775926019123835"">Adi Dethan</a>'], 'photo_reference': 'AUGGfZmJWzKy-qqSdlUbJ3GGrYWHCJHd3i6X9EvKGe2abuuPu-ldj70E8n2e2jJzBL77QKLQpiXuwjOSlwuF-MZGJS0m7pERnhxKoCKf9g0qZSHu6zAAer-CNPdnpEvRTytq7-28vDg4Je0JEd47h7e6xYfUo8TvfS3zDb0gl0ixjTufLA54', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJJcK5MqJNVCwRggq_3U9oe6c
CLOSED_TEMPORARILY,"8PWJ+J9Q, Manubelon, Amfoang Barat Daya, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6534, 'lng': 123.731}, 'viewport': {'northeast': {'lat': -9.652050170107279, 'lng': 123.7323498298927}, 'southwest': {'lat': -9.654749829892722, 'lng': 123.7296501701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Manubelon,ChIJ042GZxNNVCwRHRL82Ru6WwM,0.0,ChIJ042GZxNNVCwRHRL82Ru6WwM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112182559447343127044"">laura clementine</a>'], 'photo_reference': 'AUGGfZl8KZyy5EUr7Vx9blJUUtgfTP6378eHcElZPC89AgsGNLMSQ8V3rTyoFsK29vewR_iXVtYrcHbU8wPsvlkPtIOemOiYgwGGy2bPKRjXI8j1opC7DGDNpsmhxau8ZKMI3ABKNtvOkfzKKtDAtqzjhvTyXMb3keepgl8P-A9TCsMeEYan', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ042GZxNNVCwRHRL82Ru6WwM
OPERATIONAL,"CP8V+PRH, Saukibe, Amfoang Barat Laut, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.583191399999999, 'lng': 123.744595}, 'viewport': {'northeast': {'lat': -9.580162, 'lng': 123.7461738798927}, 'southwest': {'lat': -9.584201199999997, 'lng': 123.7434742201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Niklopen,ChIJY8aJIUtTVCwRikL5zbYPLQ8,0.0,ChIJY8aJIUtTVCwRikL5zbYPLQ8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101425704961586873489"">A Google User</a>'], 'photo_reference': 'AUGGfZkFKt7RfgYdjMUnALGxIvEq1bMuAzVhxOWRXT1OUbjrmB_AOBZW0JrrhzLbC5dRPbVEdfNUrZRDSoJ4neKw1WVe2TYi34K6Kj2kq6fQYn43DTmeMp5-ZEuJjiAK8-jU6_FLL3pK4yTIFM2t4tYtgDJm8DAM6LkTANEpXPa6bdMIp8Z2', 'width': 2448}]",,https://www.google.com/maps/place/?q=place_id:ChIJY8aJIUtTVCwRikL5zbYPLQ8
OPERATIONAL,"7MJJ+CJ, Tuakau, Fatuleu Barat, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7189196, 'lng': 123.6815017}, 'viewport': {'northeast': {'lat': -9.717571270107277, 'lng': 123.6828798298927}, 'southwest': {'lat': -9.72027092989272, 'lng': 123.6801801701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Batu Perahu. Siumolo,ChIJaQDIXwBJVCwRFs_pveo8L2A,0.0,ChIJaQDIXwBJVCwRFs_pveo8L2A,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJaQDIXwBJVCwRFs_pveo8L2A
OPERATIONAL,"7MPM+8J, Tuakau, Fatuleu Barat, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7141258, 'lng': 123.6840116}, 'viewport': {'northeast': {'lat': -9.713178920107277, 'lng': 123.6857906798927}, 'southwest': {'lat': -9.71587857989272, 'lng': 123.6830910201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Termanu,ChIJCZe6RNhJVCwRDRVd3eEtxF8,0.0,ChIJCZe6RNhJVCwRDRVd3eEtxF8,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCZe6RNhJVCwRDRVd3eEtxF8
OPERATIONAL,"7MJJ+GJ7, Unnamed Road, Tuakau, Kec. Fatuleu Bar., Kabupaten Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.7187216, 'lng': 123.681537}, 'viewport': {'northeast': {'lat': -9.717372120107278, 'lng': 123.6828922298927}, 'southwest': {'lat': -9.720071779892722, 'lng': 123.6801925701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tuakau,ChIJf-EkAT9JVCwRWi7wVz0sZ9c,4.6,ChIJf-EkAT9JVCwRWi7wVz0sZ9c,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,"[{'height': 3019, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107804941552115459097"">A Google User</a>'], 'photo_reference': 'AUGGfZluvflo0yE_JV9shtfzw9ycsuyLu4pbx8A6HcgI2A9lp5_4iHwWvNvEFBYPHPwd99aROBAkWa_OxFoLObC7YD8abZb_vIwI5jTGkGoPMmIeUhS0QC8leAN0KegKAfsDMPQPSTBo2nUwsfsU-gCMWcbr9NCGay2_bi2Rbcy5NOfCJscc', 'width': 4025}]",,https://www.google.com/maps/place/?q=place_id:ChIJf-EkAT9JVCwRWi7wVz0sZ9c
OPERATIONAL,"7XV4+75M, Lelogama, Amfoang Selatan, Kupang Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7059513, 'lng': 123.9576818}, 'viewport': {'northeast': {'lat': -9.704245570107277, 'lng': 123.9586749298927}, 'southwest': {'lat': -9.706945229892721, 'lng': 123.9559752701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Basusun Lelogama,ChIJpY3I5-S3VSwRlOMfqtQB6X0,4.4,ChIJpY3I5-S3VSwRlOMfqtQB6X0,"['tourist_attraction', 'point_of_interest', 'establishment']",140.0,,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110848749925783293069"">Al- Jimbrong</a>'], 'photo_reference': 'AUGGfZlBBjcU7dufY-kVomoKQz3kArdVjTS8QpFjjB8BR7At-enauCpNl9btlzdrQAL7_9vFUkimGV414zk-hpuUv3p3JDr0YbaPm7dD9rngkVrc0Wj4XTKdhj4e1Uxp-PqoHjrP7x3ZqJ4YlT6jIozkw5K6Ph4GCh-Yy5Yi17OnIVJUudbB', 'width': 4000}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJpY3I5-S3VSwRlOMfqtQB6X0
