business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"Jl. Lae Bincilin Tinada No.75, Tinada, Kec. Tinada, Kabupaten Pakpak Bharat, Sumatera Utara 22272, Indonesia","{'location': {'lat': 2.5936201, 'lng': 98.32870899999999}, 'viewport': {'northeast': {'lat': 2.594968629892722, 'lng': 98.3300588298927}, 'southwest': {'lat': 2.592268970107277, 'lng': 98.32735917010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gapura Wisata Alam Lae Mbilulu,ChIJUQDF0dwxMDARJh9NL5-HiYg,"{'compound_code': 'H8VH+CF Tinada, Pakpak Bharat Regency, North Sumatra, Indonesia', 'global_code': '6MJWH8VH+CF'}",5.0,ChIJUQDF0dwxMDARJh9NL5-HiYg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJUQDF0dwxMDARJh9NL5-HiYg
OPERATIONAL,"Siempat Rube I, Siempat Rube, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.587856, 'lng': 98.3593937}, 'viewport': {'northeast': {'lat': 2.589182879892722, 'lng': 98.36071872989272}, 'southwest': {'lat': 2.586483220107278, 'lng': 98.35801907010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Kuta Jungak,ChIJ-Q8w46UvMDARIQ3JC76g0M4,"{'compound_code': 'H9Q5+4Q Siempat Rube I, Pakpak Bharat Regency, North Sumatra, Indonesia', 'global_code': '6MJWH9Q5+4Q'}",5.0,ChIJ-Q8w46UvMDARIQ3JC76g0M4,"['tourist_attraction', 'point_of_interest', 'establishment']",14,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104918283399049451932"">A Google User</a>'], 'photo_reference': 'AUGGfZlp1lsJkQ4EXxRGib2PqkVMn-e0GkOy9Eg4neWRo8_yxamwNFS6w5MARExNNIN9YjkFdXv-2dwLl9F8U5Tfma27EaaS44qNMsO1syuyjKVNEF_O-ejGtBl3uaLHXAaXuuc3r9tVDmSfDB-SYtOJrQHLjcZSDA14TcXt463nLrE0h7cP', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJ-Q8w46UvMDARIQ3JC76g0M4
OPERATIONAL,"Jl. Runding, Sidiangkat, Kec. Sidikalang, Kabupaten Dairi, Sumatera Utara 22216, Indonesia","{'location': {'lat': 2.6988634, 'lng': 98.30353939999999}, 'viewport': {'northeast': {'lat': 2.700175579892722, 'lng': 98.30487307989272}, 'southwest': {'lat': 2.697475920107278, 'lng': 98.30217342010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Penatapan Puncak Sidiangkat,ChIJ5yrrqdk5MDARevJoDuzR2Nk,"{'compound_code': 'M8X3+GC Sidiangkat, Dairi Regency, North Sumatra, Indonesia', 'global_code': '6MJWM8X3+GC'}",4.2,ChIJ5yrrqdk5MDARevJoDuzR2Nk,"['tourist_attraction', 'point_of_interest', 'establishment']",294,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115410618688900170745"">Syahputra Putra</a>'], 'photo_reference': 'AUGGfZnCqgb6SgI9QSGWuAP1FO0NJwpA94m4gJFOtqnadZgTeZG8l9_Z6JgViM5Visoe62u8C1wy4GbKP_gZ20KLXdL9cacI_7DTWMvRg6tju2E-Kjxtvt04VoUxEcHGcT85sI8D7Grli8cseJ-UwhZf461iD7m9wkC1chQOk2cJLHrsv4iN', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJ5yrrqdk5MDARevJoDuzR2Nk
OPERATIONAL,"F9QM+GF, Ulu Merah, Sitellu Tali Urang Julu, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.4887566, 'lng': 98.3837485}, 'viewport': {'northeast': {'lat': 2.490164279892722, 'lng': 98.38521317989272}, 'southwest': {'lat': 2.487464620107278, 'lng': 98.38251352010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lahan D.Purba,ChIJzYSXZAApMDARDHQjNC0Esqg,,0.0,ChIJzYSXZAApMDARDHQjNC0Esqg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzYSXZAApMDARDHQjNC0Esqg
OPERATIONAL,"M8FH+CGP, Kutadame, Kerajaan, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6735752, 'lng': 98.3288219}, 'viewport': {'northeast': {'lat': 2.674964029892722, 'lng': 98.33015262989272}, 'southwest': {'lat': 2.672264370107277, 'lng': 98.32745297010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agrowisata Nanas Kuta Dame,ChIJc7tG65sxMDARh6raqNzOr6I,,5.0,ChIJc7tG65sxMDARh6raqNzOr6I,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118206007160355772666"">A Google User</a>'], 'photo_reference': 'AUGGfZlF7T46E2a0T1c7bRHzYS-uB_vJodFMNomDa0t5VizXrrOIJ3JFseAMXFEVzFYQMptFItXOl1PNZ0xzUh5oc4mf7gX1dCdk4e-b4nLRocdFH6RfFOJSGLnqrM8FGf21dhbf-6TYafWAPNcikd53ungu7o0Mf6ehBqZDiv6r9Wy57lkW', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJc7tG65sxMDARh6raqNzOr6I
OPERATIONAL,"J86X+9J5, Buluh Tellang, Tinada, Pakpak Bharat Regency, North Sumatra 22271, Indonesia","{'location': {'lat': 2.6108756, 'lng': 98.3491183}, 'viewport': {'northeast': {'lat': 2.611776129892723, 'lng': 98.35052947989271}, 'southwest': {'lat': 2.609076470107278, 'lng': 98.34782982010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Lae Mbilulu,ChIJXcfbd0owMDARQbEGf2MpDx8,,4.5,ChIJXcfbd0owMDARQbEGf2MpDx8,"['tourist_attraction', 'point_of_interest', 'establishment']",210,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103921602246083320842"">A Google User</a>'], 'photo_reference': 'AUGGfZmSgOilrL40nsW3O2IQry72kGOPvfXs0yAnvCLZfQNCyXxk4Xmbre3RBaHD_jBiO4tfoU0yGvgi6EmvAd-SvPk7ELLtL3zS0kXBcUJxCShd6QWC_nK5cjvVAr9F5xFzUGMrRYsEQOpmD8mlXLm-RDm1LmcxkZ-lY-QuK87N1vqN1o-d', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJXcfbd0owMDARQbEGf2MpDx8
OPERATIONAL,"Jl. Subulussalam - Sidikalang No.171, Sidiangkat, Kec. Sidikalang, Kabupaten Dairi, Sumatera Utara 22216, Indonesia","{'location': {'lat': 2.6988701, 'lng': 98.3035381}, 'viewport': {'northeast': {'lat': 2.700179679892722, 'lng': 98.30487062989272}, 'southwest': {'lat': 2.697480020107278, 'lng': 98.30217097010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panatapan Puncak Sidiangkat,ChIJ35BzX5k5MDARiNjrDctGYyE,"{'compound_code': 'M8X3+GC Sidiangkat, Dairi Regency, North Sumatra, Indonesia', 'global_code': '6MJWM8X3+GC'}",3.3,ChIJ35BzX5k5MDARiNjrDctGYyE,"['tourist_attraction', 'point_of_interest', 'establishment']",6,{'open_now': True},"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102083301642964977640"">irwansyah d&#39;syaila</a>'], 'photo_reference': 'AUGGfZkYzY5VKmTir3w8WpnNpauLj1G30mXXH-gMFWFKlpPrSwjgxMi5EmUZpxRfCk6HVH1m2kMJpuQz54vxbii5vWK3mKAfVn5OMRq-rV6qu4EJNxu9aiG8RhTAWDDMJNyGDqgPVdkc9AJ8cJG8tRbUMKhgbMQ4W4q4AWXJTE-GDJSGWevR', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJ35BzX5k5MDARiNjrDctGYyE
OPERATIONAL,"JC82+5Q9, Desa, Kuta Jungak, Kec. Siempat Rube, Kabupaten Pakpak Bharat, Sumatera Utara 22272, Indonesia","{'location': {'lat': 2.6154089, 'lng': 98.4019754}, 'viewport': {'northeast': {'lat': 2.616459929892723, 'lng': 98.40395052989273}, 'southwest': {'lat': 2.613760270107278, 'lng': 98.40125087010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kininduma Simantas,ChIJSyCHP3gzMDARq8bWZt5XhfE,,0.0,ChIJSyCHP3gzMDARq8bWZt5XhfE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106913018611615708219"">A Google User</a>'], 'photo_reference': 'AUGGfZkylVtYhXlo2O82tlcZMU2Li8eejT8yWQwOZmc33s9KjUSJnaCuaUiKD9zWBCM4mOALXkYbfnKg1PEDWEqwSvSiXaevuWWNPfUxtBu_tUOXDztCCrf7ydZATDJui5bn_ueYPi5qwBtDleJsf0jwahZHhW4KuqBQSSDrHdKkikdeBE5O', 'width': 2352}]",,https://www.google.com/maps/place/?q=place_id:ChIJSyCHP3gzMDARq8bWZt5XhfE
OPERATIONAL,"Tinada, Pakpak Bharat Regency, North Sumatra 22272, Indonesia","{'location': {'lat': 2.5838425, 'lng': 98.27856}, 'viewport': {'northeast': {'lat': 2.585192329892722, 'lng': 98.27990982989272}, 'southwest': {'lat': 2.582492670107277, 'lng': 98.27721017010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Lae Sampuren Singgabit,ChIJN5pqxlMlMDAR7U8dsNNQvYw,"{'compound_code': 'H7MH+GC Tinada, Pakpak Bharat Regency, North Sumatra, Indonesia', 'global_code': '6MJWH7MH+GC'}",3.0,ChIJN5pqxlMlMDAR7U8dsNNQvYw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117988242719087393091"">A Google User</a>'], 'photo_reference': 'AUGGfZljfmvpBv5KZ0oQtREtx5wW4rraJeBJIDg9nn1mr8ZKBY_Fjs3I640uHv0TmKQl4-OrXpqlfUZx1j_mxWobOj9nZHNPx8CeKM_Go0LMKVXLFJei-GG3fxKeo8im60j_LBX2vjN8jHwNjvjWC-EJhoh_uvzkMJ-7t1mfqY6ZGiTuz2z2', 'width': 1840}]",,https://www.google.com/maps/place/?q=place_id:ChIJN5pqxlMlMDAR7U8dsNNQvYw
OPERATIONAL,"J84P+8HW, Prongil, Tinada, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6058746, 'lng': 98.3364673}, 'viewport': {'northeast': {'lat': 2.607282929892722, 'lng': 98.33778992989274}, 'southwest': {'lat': 2.604583270107278, 'lng': 98.33509027010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa prongil,ChIJH3lYdjIxMDARzQ-K7I6Pdv8,,0.0,ChIJH3lYdjIxMDARzQ-K7I6Pdv8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJH3lYdjIxMDARzQ-K7I6Pdv8
