formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,url
"Labuhan Batu Regency, North Sumatra, Indonesia","{'location': {'lat': 2.3439863, 'lng': 100.1703257}, 'viewport': {'northeast': {'lat': 2.7404021, 'lng': 100.3651169}, 'southwest': {'lat': 1.799406, 'lng': 99.661344}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Labuhan Batu Regency,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109115368598863730410"">A Google User</a>'], 'photo_reference': 'AUGGfZnFrgZvx36rg-H9yMmFB_yvLdjQ4aksrKXix-nM_1oy2t4305ofuuhDR45BJQMB9OZBWb8aYB9QsZ_9orjhm7cL-AfcT-GCgY0ZDIB-RjH-dDRmmznm5Zdtkhi5jlfpVCo2cE8mR6WGDOQlXTbIzPSvtqwl7Afl19j1TRUDqABprxT0', 'width': 2048}]",ChIJMVb0KQt6LTAR3mlr-Ex-bGQ,ChIJMVb0KQt6LTAR3mlr-Ex-bGQ,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJMVb0KQt6LTAR3mlr-Ex-bGQ
"4PQQ+R3, Batu Tunggal, Na IX-X, North Labuhan Batu Regency, North Sumatra, Indonesia","{'location': {'lat': 2.1395232, 'lng': 99.73764779999999}, 'viewport': {'northeast': {'lat': 2.14084805, 'lng': 99.73978319999999}, 'southwest': {'lat': 2.13554865, 'lng': 99.73693600000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tangkahan padas Pak Marbun,,ChIJqc4-vs6ZLTARttZgpujEwXQ,ChIJqc4-vs6ZLTARttZgpujEwXQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJqc4-vs6ZLTARttZgpujEwXQ
"3R2W+XJ6, Ujung Bandar, Rantau Selatan, Labuhan Batu Regency, North Sumatra 21413, Indonesia","{'location': {'lat': 2.0524164, 'lng': 99.8465147}, 'viewport': {'northeast': {'lat': 2.054758799999999, 'lng': 99.84776377989273}, 'southwest': {'lat': 2.0516356, 'lng': 99.84506412010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Juang 45 Lobusona,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107862552045918561326"">muhammad gibran</a>'], 'photo_reference': 'AUGGfZkgaGTknR53XbgYJ0_Fg-iRGvrkqczbVAdCeTV3zgUwYt69hJU9QKe77oNPj_ob2L52hxMCpFHwJ4IdCd2d4vQQcup7OTYPuRL5j267TgpP2ZlDozNsYAVIWBpRSVRp8A41Xfx7JDOvXo5VeDsb_XYSTLiRI72nnv32C1owxg0pZrO5', 'width': 2560}]",ChIJbTiJyyKhLTARl-aeN0Curhc,ChIJbTiJyyKhLTARl-aeN0Curhc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.8,296.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJbTiJyyKhLTARl-aeN0Curhc
"5P9F+3JX, Batu Tunggal, Na IX-X, North Labuhan Batu Regency, North Sumatra 21454, Indonesia","{'location': {'lat': 2.1677435, 'lng': 99.72410029999999}, 'viewport': {'northeast': {'lat': 2.169093329892722, 'lng': 99.7254501298927}, 'southwest': {'lat': 2.166393670107277, 'lng': 99.72275047010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pante Simormor,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110237020662890806956"">ridho ritonga</a>'], 'photo_reference': 'AUGGfZnwkpiZ6F4_nSxztVbc1LOkv5xsYMLk4oLmjk9MLtNEvrLQi09UeSm6B4ybJ9DZOJkqKkgvTBFoEtEOcivjODldnXwMiiVA2C2Nw6fqSv7h0uLUunNKcMRp3Uz_aWxZ6hUvhRWxhztnX_Mwm4qIg1EIgtXQ4LThGKJ73xnspxpr8M5q', 'width': 3024}]",ChIJBz4xvhuZLTARsj-mVf4pEqw,ChIJBz4xvhuZLTARsj-mVf4pEqw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJBz4xvhuZLTARsj-mVf4pEqw
"M37P+H6M, Sei Penggantungan, Panai Hilir, Labuhan Batu Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6639508, 'lng': 100.0855495}, 'viewport': {'northeast': {'lat': 2.665299179892723, 'lng': 100.0868689298927}, 'southwest': {'lat': 2.662599520107278, 'lng': 100.0841692701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan Op. Holong Panggabean,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109090917961487492866"">Sappe Tua Panggabean</a>'], 'photo_reference': 'AUGGfZkH5kV4pzSr5QFJEONBa1jrtWT8nH3TXR04sGHqo3abGKTGCjiMzPIBadp_raaF5orReyjoCtu3-yCy7AOWe_nL380sNGD824OryMti7hpa_vX9W_fYgHjeJs4QfEhcuSiuwYuRzaK_-vvfY1507YjRK2BGkENTYjV07sr3DVzOLpoz', 'width': 720}]",ChIJxfXB4SWTMjARRZkcOhw4E4U,ChIJxfXB4SWTMjARRZkcOhw4E4U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJxfXB4SWTMjARRZkcOhw4E4U
"3X53+GXX, Jl. SM. Raja, Emplasmen Aek Nabara, Kec. Bilah Hulu, Kab. Labuhanbatu, Sumatera Utara 21462, Indonesia","{'location': {'lat': 2.0588684, 'lng': 99.9549719}, 'viewport': {'northeast': {'lat': 2.060275029892722, 'lng': 99.95638507989271}, 'southwest': {'lat': 2.057575370107278, 'lng': 99.95368542010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Kota Aek Nabara,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116749479970269639534"">Arun Rambey</a>'], 'photo_reference': 'AUGGfZm3doRr52C80P2nKn5ckM8PdEPpEXIX_oPtXOTojRCguiNaRHsUY9zr7TeHvbP-ycwO6jflFueUzldaODop97larxHtVS40WVge_jKeAxuXymJ54XXn0SyLZRLeZa-n-O5ERVCGES1CCfN3iYh3cIJqjJ_ve66vUBq1HRHBvk8sdKyH', 'width': 4000}]",ChIJg8rOGk0LLTARaOHUPF52rOw,ChIJg8rOGk0LLTARaOHUPF52rOw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.0,227.0,{},,https://www.google.com/maps/place/?q=place_id:ChIJg8rOGk0LLTARaOHUPF52rOw
"4Q88+328, Dusun Janji, Dusun, Bangun Sari, Kec. Bilah Bar., Kab. Labuhanbatu, Indonesia","{'location': {'lat': 2.1151574, 'lng': 99.76507339999999}, 'viewport': {'northeast': {'lat': 2.116678129892722, 'lng': 99.76634882989272}, 'southwest': {'lat': 2.113978470107277, 'lng': 99.76364917010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang Pemandian Aek U Jalu,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118009728329203645166"">A Google User</a>'], 'photo_reference': 'AUGGfZnfL2SSAU1M4c1aIKYJ00wxAXdZMepOi1sOuTxixUVkzJ6I2ZS4nggbfn743Mp4q0P2SicXXc58Wv5Rf50SvSBElhq-O5fzw6IlymUVY6l2LYBrAE8MmaoLMhFR1DbRybINpCo-KuerUDc3d5Ih6d5gXNyo2Fivwd5YBvYwcVggINI1', 'width': 3060}]",ChIJ77hlEACZLTAR2rIJW5sJoCw,ChIJ77hlEACZLTAR2rIJW5sJoCw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,5.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ77hlEACZLTAR2rIJW5sJoCw
"2RQC+XWG, Jl. Linggahara, Lobusona, Kec. Rantau Sel., Kab. Labuhanbatu, Sumatera Utara 21417, Indonesia","{'location': {'lat': 2.039926, 'lng': 99.82232920000001}, 'viewport': {'northeast': {'lat': 2.041201729892722, 'lng': 99.82360242989272}, 'southwest': {'lat': 2.038502070107278, 'lng': 99.82090277010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Linggahara Water Falls,"[{'height': 1108, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111651658291825295164"">Rian J. Marjuki</a>'], 'photo_reference': 'AUGGfZmNFK8AzfJ9y5Uep6MYj0OFtR4MlmQVBNDPnZQZ8qxiE0rYcW-3Mn56JefwjaPymK-P3po6sCng3MJxnZoBW2lXELLyGuOT0Y4F2Eng8RptB9zmtpNBOuzQPf9kGhb8m6h41fxleQRs8yYP7CDVQ7n7oALuPVklRHcy0SQCMtrmzNXz', 'width': 1478}]",ChIJq6qq6uWhLTARANBUVcU08aI,ChIJq6qq6uWhLTARANBUVcU08aI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.7,175.0,,,https://www.google.com/maps/place/?q=place_id:ChIJq6qq6uWhLTARANBUVcU08aI
"4QP5+PM8, Jl. Aek Buru Batu Tunggal, Batu Tunggal, Kec. Na IX-X, Kabupaten Labuhanbatu Utara, Sumatera Utara 21411, Indonesia","{'location': {'lat': 2.136779, 'lng': 99.7592183}, 'viewport': {'northeast': {'lat': 2.138124829892722, 'lng': 99.76056472989272}, 'southwest': {'lat': 2.135425170107278, 'lng': 99.75786507010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Aek Buru,"[{'height': 4144, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108532649227259036264"">ruri efendi</a>'], 'photo_reference': 'AUGGfZn0-Rggfkamdq5AAuLHCe15jTGzsfdnqNS00czvAIeADC0oVvQPonanyPJfSQDMJTN3sYgFrsfk2XhXXRVrvUSDK7dUVck6BBFDQ7CcIjQqsFSXDIEppReefkLd95bCTkQ_Y1809m67-40UGzq8Zj70NmUW0aX-38fxEbaqIfOeLocT', 'width': 5520}]",ChIJ11ET9FyYLTAR5wfz-fBLo1g,ChIJ11ET9FyYLTAR5wfz-fBLo1g,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.7,57.0,{},,https://www.google.com/maps/place/?q=place_id:ChIJ11ET9FyYLTAR5wfz-fBLo1g
"4Q68+89, Afdeling I RantauPrapat, Bilah Barat, Labuhan Batu Regency, North Sumatra, Indonesia","{'location': {'lat': 2.1107953, 'lng': 99.7659508}, 'viewport': {'northeast': {'lat': 2.112717779892723, 'lng': 99.7681855}, 'southwest': {'lat': 2.110018120107278, 'lng': 99.76520590000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian Aek U Jalu.,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102115463635054876370"">A Google User</a>'], 'photo_reference': 'AUGGfZkUq8HAhxpQpIV6R_-M9SS_iv7VfPeAjfLuAFwF1HPIaHYmoEuWIcACeR6i3QXrEfUBiND025bgbZ_ZXWn7QqF8zEFgYqQZYtPkUENVngmZuS2_ZOhRSN3H5KEFG-qmZ76VkrL2RrhhRzP8pJl_8O_T9cHfGQPDIFFtbE2hla6bFuy8', 'width': 960}]",ChIJoTr2KACjLTARChzyGAocNy0,ChIJoTr2KACjLTARChzyGAocNy0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJoTr2KACjLTARChzyGAocNy0
