business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,permanently_closed,url
OPERATIONAL,"Dsn.cikondang No.05/05, Bunter, Kec. Sukadana, Kabupaten Ciamis, Jawa Barat, Indonesia","{'location': {'lat': -7.269119699999999, 'lng': 108.4829823}, 'viewport': {'northeast': {'lat': -7.267545370107277, 'lng': 108.4848828798927}, 'southwest': {'lat': -7.270245029892721, 'lng': 108.4821832201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lebak cikaroya,ChIJ62hei3tnby4RXO3O9EUd1BE,"{'compound_code': 'PFJM+95 Bunter, Ciamis Regency, West Java, Indonesia', 'global_code': '6P4CPFJM+95'}",5.0,ChIJ62hei3tnby4RXO3O9EUd1BE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ62hei3tnby4RXO3O9EUd1BE
OPERATIONAL,"PCMH+336, Salakaria, Sukadana, Ciamis Regency, West Java 46272, Indonesia","{'location': {'lat': -7.267334399999999, 'lng': 108.427648}, 'viewport': {'northeast': {'lat': -7.265954320107277, 'lng': 108.4290135298927}, 'southwest': {'lat': -7.268653979892721, 'lng': 108.4263138701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Kalungguhan pokdarwis Tunas Mulya,ChIJqyqSTZ1nby4R5MWOqounvEE,,4.0,ChIJqyqSTZ1nby4R5MWOqounvEE,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 2600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116036831146482372659"">anton purwanto</a>'], 'photo_reference': 'AUGGfZl5LHbkl2OtLH6adv2eika50HkVX219EfKZN0ppuCWXWVU9v-S8FgbMl1hibihe-Z1QctIwL5RISESzbbxuZ1IDAE83Zb5ixkwKWsDRGLOWdhw5CAVu_g15b0_BkpO5RUgE8r94bio3ZbjrA-w_O81t8wae_Dq7qVHpGlDRxq6f2GOc', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJqyqSTZ1nby4R5MWOqounvEE
OPERATIONAL,"PCFX+32M, Jl. Kuda Pawana, Sukadana, Kec. Sukadana, Kabupaten Ciamis, Jawa Barat 46272, Indonesia","{'location': {'lat': -7.277293299999999, 'lng': 108.44754}, 'viewport': {'northeast': {'lat': -7.275980870107278, 'lng': 108.4488754298927}, 'southwest': {'lat': -7.278680529892722, 'lng': 108.4461757701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,POS GENCAR,ChIJhf7Dn3xnby4RtYY4-V32zfI,,5.0,ChIJhf7Dn3xnby4RtYY4-V32zfI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110255244233333899065"">A Google User</a>'], 'photo_reference': 'AUGGfZlDSloZirLtJAF4WdHTI4QJS-ojuz_7RyoFfhbCV389vx1nHI_njcrC64hoMmfBPP9ASwukEXFUn26HG_ok_7UsiLihHc4mzqzUQVlThpVxV1g4cgEGehvBz2god8EcUP36J_xN8OZNlUhi6mP_UxJJkwb8RMYUHFwnWOC7vzkyhCV_', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJhf7Dn3xnby4RtYY4-V32zfI
OPERATIONAL,"PC4R+G67, Unnamed Road, Ciparigi, Kec. Sukadana, Kabupaten Ciamis, Jawa Barat 46272, Indonesia","{'location': {'lat': -7.293705399999999, 'lng': 108.4405504}, 'viewport': {'northeast': {'lat': -7.292318920107277, 'lng': 108.4419442798927}, 'southwest': {'lat': -7.295018579892721, 'lng': 108.4392446201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasir pantun,ChIJ6VxMKglnby4Rx7vKQE1FOX8,,4.3,ChIJ6VxMKglnby4Rx7vKQE1FOX8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115101282744799283540"">A Google User</a>'], 'photo_reference': 'AUGGfZlwPQJ74Ng6WcmA-dgIpM2sG_WwgBhbvyqhBg1w_y-zzu_p_7fRAQnuvTebFUC5mMBjpkZEkduBxmC3Dux5-OdcumFEFUeIW5CfV6H-ByvbfPTLPKrgCld4rrxeJk0xdWUIExvljLn4kyV85SlHt3Z13QiPWoqAndQlLN2v10TEWI1n', 'width': 2304}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ6VxMKglnby4Rx7vKQE1FOX8
OPERATIONAL,"PFFP+8VH, Bunter, Sukadana, Ciamis Regency, West Java, Indonesia","{'location': {'lat': -7.276697299999999, 'lng': 108.487248}, 'viewport': {'northeast': {'lat': -7.275208920107278, 'lng': 108.48867465}, 'southwest': {'lat': -7.277908579892722, 'lng': 108.48296805}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persawahan Cikondang,ChIJ1zmagflnby4ROgkWqEbxs-8,,3.0,ChIJ1zmagflnby4ROgkWqEbxs-8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108734696032434023752"">Yaya User</a>'], 'photo_reference': 'AUGGfZmXyKzEbVGM3PllLdPEbtfM96nCwCpktHHiHcALqi4osVi55Ispl9CON5ftBFO6Silv2ARvUJLXECtXmTnBzyj9OZKSyKhdafNLKVe8lP7W_IV99xkj3LaR50KikkPGPp3xTQz6j9TTLoizX1qZA042Foi7gBiW-xtAPwa5ZV1A83-n', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ1zmagflnby4ROgkWqEbxs-8
OPERATIONAL,"MFXR+787, Bunter, Sukadana, Ciamis Regency, West Java, Indonesia","{'location': {'lat': -7.3018435, 'lng': 108.4908096}, 'viewport': {'northeast': {'lat': -7.300514020107278, 'lng': 108.4920597798927}, 'southwest': {'lat': -7.303213679892722, 'lng': 108.4893601201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Cikelebut,ChIJN_9MWQBnby4R9xgmp9vWVZQ,,0.0,ChIJN_9MWQBnby4R9xgmp9vWVZQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJN_9MWQBnby4R9xgmp9vWVZQ
OPERATIONAL,"PF9H+QM3, Unnamed Road, Bunter, Kec. Sukadana, Kabupaten Ciamis, Jawa Barat 46272, Indonesia","{'location': {'lat': -7.2806183, 'lng': 108.4791783}, 'viewport': {'northeast': {'lat': -7.279268470107276, 'lng': 108.4805281298927}, 'southwest': {'lat': -7.28196812989272, 'lng': 108.4778284701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Brothersdog Peak,ChIJ5W6r4lBnby4R2JOOKCxBANc,,3.7,ChIJ5W6r4lBnby4R2JOOKCxBANc,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110552304542768803835"">A Google User</a>'], 'photo_reference': 'AUGGfZnzrWW0i743TiACkOcLhJojz-mtXQ8jKvjJZQiI0l-sNXi9QG1up_jq5w-QQNuohGH79BQG7XkBR7bVjjm8UVPd85vrcu8ZMobJqkHqKxGyLzFM0oQzMeZgNFfd1-fFw0VyI0v3ahjnHEPTn_Gelg3dknLGcYBmf3swFkciYxO41jAQ', 'width': 2448}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ5W6r4lBnby4R2JOOKCxBANc
OPERATIONAL,"PC8W+F4P, Ciparigi, Sukadana, Ciamis Regency, West Java 46272, Indonesia","{'location': {'lat': -7.2837879, 'lng': 108.4453164}, 'viewport': {'northeast': {'lat': -7.2814083, 'lng': 108.4463759298927}, 'southwest': {'lat': -7.2845811, 'lng': 108.4436762701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Obyek Wisata Pasir Pantun,ChIJiXFPedhnby4R3Ow8t746zz4,,5.0,ChIJiXFPedhnby4R3Ow8t746zz4,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116720474996248373793"">Vicky Nugraha</a>'], 'photo_reference': 'AUGGfZn0dYGPYRRZu0sfBUImvN-hnrbHrWd14W2Ke6uGUEtDM2Elj-FflqweLh1rdP0226Oiu1VfPPtw9Qab6zEIOeI8dpGs8DvSJFOX1dlHfIrtZ1bCXny3uASyOOkq4PDElAgziJ3thzNwgWBy5XIRWdLnCAnoCu9tj4XPsZ_4Q9KLFrzu', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJiXFPedhnby4R3Ow8t746zz4
OPERATIONAL,"MCPW+9MC, RT.26/RW.01, Dusun Cigaleuh wetan, Ciparigi, Kec. Sukadana, Kabupaten Ciamis, Jawa Barat, Indonesia","{'location': {'lat': -7.3140898, 'lng': 108.4466864}, 'viewport': {'northeast': {'lat': -7.312743720107277, 'lng': 108.4480268798927}, 'southwest': {'lat': -7.315443379892721, 'lng': 108.4453272201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Belimbing madu terdekat,ChIJqdO1FgBhby4RKjRywAdSUZM,,5.0,ChIJqdO1FgBhby4RKjRywAdSUZM,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 3968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104942661146894657537"">A Google User</a>'], 'photo_reference': 'AUGGfZkhoLonmmFYOjIjXRaQ8378zyAfICjT5b2SAMPfxYGVbx0JM-6BFb20G7uj_5fXYQAv0Ao1HpcPgC6XXvYglVnOmyqbOc0A5e-0pO9-TqcD9czse8Pf74zCsPIdfNM3lhZ0VVRpuDCOPIuUl2kGLav5lK-JyJsyC2zMNG0g_Gvo6jbd', 'width': 2976}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJqdO1FgBhby4RKjRywAdSUZM
OPERATIONAL,"Ciparigi, Sukadana, Ciamis Regency, West Java 46272, Indonesia","{'location': {'lat': -7.304201599999999, 'lng': 108.4473927}, 'viewport': {'northeast': {'lat': -7.302755370107277, 'lng': 108.4486037298927}, 'southwest': {'lat': -7.305455029892721, 'lng': 108.4459040701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pasir Madu ""RAVIZ FARM""",ChIJG0JrL35nby4RI8a7NrZ8tAg,"{'compound_code': 'MCWW+8X Ciparigi, Ciamis Regency, West Java, Indonesia', 'global_code': '6P4CMCWW+8X'}",4.5,ChIJG0JrL35nby4RI8a7NrZ8tAg,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105150061374314177613"">A Google User</a>'], 'photo_reference': 'AUGGfZn9sVHnOnCml16z-xlHQte7Ns8cbIR9hqfUHGRG8SGlsy8lZSkPmx8qEAd4lo0GEtCcorS_h47Fey8AxYr7KJ34qqRiPkoy349qnt6mcdfE_S6FZO1z_KP4uRsCkvmet0IMrRhM_5XamAM9INZ5XZf48pWRPvDpyn6qQ_Z3ukKctEO1', 'width': 4160}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJG0JrL35nby4RI8a7NrZ8tAg
