business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,permanently_closed,url
OPERATIONAL,"JM3X+C4, Punti, Soromandi, Bima Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3964729, 'lng': 118.697836}, 'viewport': {'northeast': {'lat': -8.395123070107276, 'lng': 118.6991858298927}, 'southwest': {'lat': -8.39782272989272, 'lng': 118.6964861701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asakota Soromandi Lighthouse,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102066710549915530969"">Firman Herdiansah</a>'], 'photo_reference': 'AUGGfZnlHsS2kCymemUY1abPdagf_12wzxgvIxMiKkVW7f6HFGqKNiyO3tgHJ7GptCYcHYOwTJP1wx88Q1hkwwEZcE22CmmZ1y6Wne_vB8v_meI1fvI5L9yLEtg6VChdS7FYxDLnm3LeC7R0j86PtNkOdbonLKVmF8v2gOjD93e_8qX-AR7_', 'width': 3000}]",ChIJQ4kXuR6LtS0RUa0ICq3C_AI,0.0,ChIJQ4kXuR6LtS0RUa0ICq3C_AI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ4kXuR6LtS0RUa0ICq3C_AI
OPERATIONAL,"Punti, Soromandi, Bima Regency, West Nusa Tenggara 84162, Indonesia","{'location': {'lat': -8.411424199999999, 'lng': 118.6840552}, 'viewport': {'northeast': {'lat': -8.409951770107277, 'lng': 118.6854351798927}, 'southwest': {'lat': -8.41265142989272, 'lng': 118.6827355201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,So Noti,"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104545686549852497668"">fajar soromandi</a>'], 'photo_reference': 'AUGGfZn2QmAfOjcg9RV6qh_sBRupFB06HhsGG5xM3nCYXvGH3Kv3Oy6lqgkmmv4Sf-gbWDaoGH99pKP6DCq3Op3UyK5Ghv-LRF7Eu1cKZl3lu_TRvKHQvgChpkNvpRB4Vijo67hO3bMcU4kVREcZS1kk06Hx_42dw2bm3l03hC2UMWO3ffk1', 'width': 4128}]",ChIJGz6NlEuLtS0RFhRrDdmfsP0,4.0,ChIJGz6NlEuLtS0RFhRrDdmfsP0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,{'open_now': False},"{'compound_code': 'HMQM+CJ Punti, Bima Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3WHMQM+CJ'}",,,https://www.google.com/maps/place/?q=place_id:ChIJGz6NlEuLtS0RFhRrDdmfsP0
OPERATIONAL,"PGPP+PC4, Jl. Lintas Sampungu, Sampungu, Kec. Soromandi, Kabupaten Bima, Nusa Tenggara Bar. 84162, Indonesia","{'location': {'lat': -8.2632458, 'lng': 118.5360864}, 'viewport': {'northeast': {'lat': -8.262162699999998, 'lng': 118.54036635}, 'southwest': {'lat': -8.2664951, 'lng': 118.53465975}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tebing pantai TORO CENDANA Sampungu,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117680704863079807782"">A Google User</a>'], 'photo_reference': 'AUGGfZlpgHIpPT8_tGjFjdF0A51bOv_7NDdtQRp8I7BCUTNECfqLjeFho5n7JobXxgNrFg7TKh1z_18KVqSBglbJSI1l-R20annYZ0cpb4JaRvC2jbaQGMXUehe2wKIjOsGIjoIkMR3nOl00QHBqjob7KV1Yx_hWAUu9PmJ4uCSBj7Xjz2k0', 'width': 3264}]",ChIJlXXCG40Pyi0RJlPockR9oGw,4.4,ChIJlXXCG40Pyi0RJlPockR9oGw,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJlXXCG40Pyi0RJlPockR9oGw
OPERATIONAL,"JMMQ+J3F, Kananta, Soromandi, Bima Regency, West Nusa Tenggara 84162, Indonesia","{'location': {'lat': -8.365939, 'lng': 118.6876805}, 'viewport': {'northeast': {'lat': -8.36477222010728, 'lng': 118.6886998798928}, 'southwest': {'lat': -8.367471879892724, 'lng': 118.6860002201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wadu Pa'a,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104429912687870528147"">A Google User</a>'], 'photo_reference': 'AUGGfZmDN5aYqEPgPdLl1vzLcQr-_QMf7Rz6BePTcHmM0P0jqDpNcFlF4qj6qkfEBXKlf4RpTDj9_PwxGgxMRD2Rj5B2yJXWqRy3dVVbGxiP9ZOEd3ycEK5fsirSimG9PEJfasRTyNFKFQ0ecf92n4ybSvwV4l3OQ8LKh6o__8Hj6XrsLOqv', 'width': 2560}]",ChIJo1daxrKKtS0Rm-BYWhoEkXA,4.3,ChIJo1daxrKKtS0Rm-BYWhoEkXA,"['tourist_attraction', 'point_of_interest', 'establishment']",55.0,{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJo1daxrKKtS0Rm-BYWhoEkXA
OPERATIONAL,"Desa, Lewintana, Kec. Soromandi, Kabupaten Bima, Nusa Tenggara Bar. 84612, Indonesia","{'location': {'lat': -8.471573099999999, 'lng': 118.679114}, 'viewport': {'northeast': {'lat': -8.470228770107276, 'lng': 118.6803579798927}, 'southwest': {'lat': -8.47292842989272, 'lng': 118.6776583201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WPM( Wisata Pasir Mangrove ),"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117013679224806298828"">A Google User</a>'], 'photo_reference': 'AUGGfZkeCJ8G-eklO9LPqZ1hkmh6t-P5AO3bYZrLTHP1rZiFEihh-zBLWSpbINPAxvmxG-S7sKOLB63XhxcIQ0fdbhw0OIjjX76tuTEfhBH-fvWzL16J337VqTwqPcydgfXX-aa7dxmhPN3M9mjcPi-6J7AEcW8wXsx-_WWAZFIbHQmnT-B6', 'width': 4160}]",ChIJYc4lXNCJtS0RUJJh_WzhcJU,5.0,ChIJYc4lXNCJtS0RUJJh_WzhcJU,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,"{'compound_code': 'GMHH+9J Bajo, Bima Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3WGMHH+9J'}",,,https://www.google.com/maps/place/?q=place_id:ChIJYc4lXNCJtS0RUJJh_WzhcJU
OPERATIONAL,"MMR5+7XC Sai, Desa, Kec. Soromandi, Kabupaten Bima, Nusa Tenggara Bar. 84162, Indonesia","{'location': {'lat': -8.3093066, 'lng': 118.6598979}, 'viewport': {'northeast': {'lat': -8.308606170107279, 'lng': 118.6610001298927}, 'southwest': {'lat': -8.311305829892722, 'lng': 118.6583004701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Sai Soromandi,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107741910430743379190"">A Google User</a>'], 'photo_reference': 'AUGGfZl7MOOoDFT63LpNsGgYTkDagFrzDPM_5a75xwAxtpMPNO37lww6hH0tkzKZXHf7vWUaNjbTYlMdPkppJMx-4H2DKxUgbxiOaVv5ATQXPmioLdSsDkRoimrERodg_JQ98p_QDTDGnMaWznLQgdGvkRkmyTsoBArUj0JbCFFhMgu1ePTj', 'width': 4144}]",ChIJ5a6DKdoJyi0RikelcgcnYTo,4.8,ChIJ5a6DKdoJyi0RikelcgcnYTo,"['travel_agency', 'point_of_interest', 'establishment']",6.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5a6DKdoJyi0RikelcgcnYTo
OPERATIONAL,"GPMF+625, Jl. Sultan Muhamad Salahuddin, Dara, Kec. Rasanae Bar., Kab. Bima, Nusa Tenggara Bar. 84118, Indonesia","{'location': {'lat': -8.4669857, 'lng': 118.7226177}, 'viewport': {'northeast': {'lat': -8.465639320107279, 'lng': 118.7240346298927}, 'southwest': {'lat': -8.468338979892723, 'lng': 118.7213349701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Amahami Beach,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109907837227820828395"">A Google User</a>'], 'photo_reference': 'AUGGfZk9nKhTUZ5BlSQJ1XS5On_zriJwiFmrzDv8e61bDGcduHlsDQUv9VTxZmY2QlkEHjtgs7Pj6wT44lJFZfm9aN1ySIiVyHe7tUr1RTLnOAzehyxpsPuTtvqZr2hIMyiBtGn3zVIUy_YzAT5jW0AbcVRqRASM83G2xHVF5AxgpTug9-Qu', 'width': 4001}]",ChIJdXLp1H-JtS0RPXq1kokjk6Y,4.4,ChIJdXLp1H-JtS0RPXq1kokjk6Y,"['tourist_attraction', 'point_of_interest', 'establishment']",246.0,{'open_now': True},,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJdXLp1H-JtS0RPXq1kokjk6Y
OPERATIONAL,"Dara, Rasanae Barat, Bima Regency, West Nusa Tenggara 84111, Indonesia","{'location': {'lat': -8.465245099999999, 'lng': 118.7233609}, 'viewport': {'northeast': {'lat': -8.463931120107278, 'lng': 118.7247433798927}, 'southwest': {'lat': -8.466630779892721, 'lng': 118.7220437201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Amahami,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111808833311051437651"">Didit Aja</a>'], 'photo_reference': 'AUGGfZkre95o1p608w5ZD7Yk_z9fDG8zJj4FwebTyOmtjudMkeWrAb6KKDVrx11JFpV_dHEWLfW0tNgTZ9RZYuoPGQ58dqOD-0_GGnA6hkwrpxLDt8dcNuiwUw6Py8k73enP-ukizqeBMA163RrRCiaa3yhjWAlCg69wlpNgE5d6pkgiNTWA', 'width': 720}]",ChIJaWlApdWLtS0RR1D-pIiSWVs,4.4,ChIJaWlApdWLtS0RR1D-pIiSWVs,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1105.0,{'open_now': True},"{'compound_code': 'GPMF+W8 Dara, Bima Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3WGPMF+W8'}",,,https://www.google.com/maps/place/?q=place_id:ChIJaWlApdWLtS0RR1D-pIiSWVs
,"Soromandi, Bima Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.381186699999999, 'lng': 118.6901139}, 'viewport': {'northeast': {'lat': -8.2430901, 'lng': 118.6988139}, 'southwest': {'lat': -8.481983, 'lng': 118.44603}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Soromandi,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111808833311051437651"">Didit Aja</a>'], 'photo_reference': 'AUGGfZkladG5_iaDoCV41prCTR2GZhUbuCwg4utbpseBtg0ZWXDaFvWS9MNM3Kvvsgjg-OkvPWdbtkwS1sTN43lzmKBwYGzcIFTxU-sYq4GP8k-KBJvQKU9-nhEGlvEpgICCTypk0DOo1OkKhndZS2DPVAxPcQU30VeW94NuPdUmQQn6Gmwh', 'width': 720}]",ChIJbRznFYcMyi0R2ves17y8OmA,,ChIJbRznFYcMyi0R2ves17y8OmA,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJbRznFYcMyi0R2ves17y8OmA
OPERATIONAL,"Unnamed Road, Kolo, Kec. Asakota, Kab. Bima, Nusa Tenggara Bar., Indonesia","{'location': {'lat': -8.4019221, 'lng': 118.7108159}, 'viewport': {'northeast': {'lat': -8.400537870107279, 'lng': 118.7121582798927}, 'southwest': {'lat': -8.403237529892722, 'lng': 118.7094586201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sonau Hill,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101870894556206933551"">fathur puput</a>'], 'photo_reference': 'AUGGfZlvOuCy__bpI_VlpB3PGnYAvFTB51VZdR1-JSPrakFM3dJ2DZV-UsbavTqU8zQ3lagv7D-DZ3kLhPrIPq-LmLhNLacno9aeN8Ik9z3cx_EE9nU_yvaUxVdvbgvk1WCb90vNz006uaIULKWqxJgz1lPrwxhWcPj7CHzKuf-J7Vq_BGlm', 'width': 3024}]",ChIJDcEt3J6LtS0RTMTtgwpe_Uc,5.0,ChIJDcEt3J6LtS0RTMTtgwpe_Uc,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': False},"{'compound_code': 'HPX6+68 Kolo, Bima Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3WHPX6+68'}",,,https://www.google.com/maps/place/?q=place_id:ChIJDcEt3J6LtS0RTMTtgwpe_Uc
