business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,price_level,permanently_closed,url
OPERATIONAL,"MRQF+7VQ, Mawu, Ambalawi, Bima Regency, West Nusa Tenggara 84153, Indonesia","{'location': {'lat': -8.3117783, 'lng': 118.824722}, 'viewport': {'northeast': {'lat': -8.31042847010728, 'lng': 118.8260718298927}, 'southwest': {'lat': -8.313128129892723, 'lng': 118.8233721701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jati nda'a,ChIJHwJXahvztS0Rbu4AmiXf_0U,5.0,ChIJHwJXahvztS0Rbu4AmiXf_0U,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJHwJXahvztS0Rbu4AmiXf_0U
OPERATIONAL,"MQ64+7F, Nipa, Ambalawi, Bima Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3392953, 'lng': 118.7561905}, 'viewport': {'northeast': {'lat': -8.337945470107277, 'lng': 118.7575403298927}, 'southwest': {'lat': -8.34064512989272, 'lng': 118.7548406701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nggaro la ade,ChIJ17AzFpj1tS0ROhrviEa4OLQ,0.0,ChIJ17AzFpj1tS0ROhrviEa4OLQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ17AzFpj1tS0ROhrviEa4OLQ
OPERATIONAL,"MQR9+HXQ, Pantai Pasir Putih, Nipa, Kec. Ambalawi, Kabupaten Bima, Nusa Tenggara Bar. 84153, Indonesia","{'location': {'lat': -8.3085325, 'lng': 118.769992}, 'viewport': {'northeast': {'lat': -8.30725162010728, 'lng': 118.7713381798928}, 'southwest': {'lat': -8.309951279892724, 'lng': 118.7686385201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasir Putih Beach,ChIJOxOFBKvztS0RNrkFVmcF-4Q,4.0,ChIJOxOFBKvztS0RNrkFVmcF-4Q,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114607145068399377299"">irfan vanfey</a>'], 'photo_reference': 'AUGGfZlihDqVTIg0KRoqeFIAP2IWOWxy_1Xyd_YBK27uGmJjd0Noa7Zks3KQ23wpMf_gqL30zCvvBuE9CZnc-VLiDy1Hxf12nwlItoqr9qto7I6KnAyfrGEUwj-K8azE75NmZAzCWU8dXmeVlBe1bQrTUB49FY4p_t-qjKF11jKeWRpnfFu-', 'width': 4160}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJOxOFBKvztS0RNrkFVmcF-4Q
OPERATIONAL,"HQQQ+5RW, Jl. Lintas Bima-Wera, Kole, Kec. Ambalawi, Kabupaten Bima, Nusa Tenggara Bar. 84119, Indonesia","{'location': {'lat': -8.412005599999999, 'lng': 118.789587}, 'viewport': {'northeast': {'lat': -8.410680070107276, 'lng': 118.7908945298927}, 'southwest': {'lat': -8.41337972989272, 'lng': 118.7881948701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Ncai Kapenta,ChIJx41aNNGNtS0RiUNBgCHjizI,4.3,ChIJx41aNNGNtS0RiUNBgCHjizI,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113534557902918977452"">A Google User</a>'], 'photo_reference': 'AUGGfZnjtdTaTcSv9TEPybewlxA03DR9j0TuodXHlLeEerI4sHVTKu8gNL5PyklgcSTK9P2u9KMXxBhfnLsUCn6wTC6NsERXgd1Sg-R0Aj6ShD3Us1F7E40WW9_gPaJ0pFmDtlT-RC8Ppkkf2y3FBPH2PDnRSrpFEuT_JyqZn2hcRpf38n9z', 'width': 1080}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJx41aNNGNtS0RiUNBgCHjizI
OPERATIONAL,"MQC4+43M, Nipa, Ambalawi, Bima Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3296534, 'lng': 118.7551823}, 'viewport': {'northeast': {'lat': -8.328290620107278, 'lng': 118.7566979798927}, 'southwest': {'lat': -8.330990279892722, 'lng': 118.7539983201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pantai Sapui Nipa,ChIJ-13-twD1tS0RRXz6oC2HDI0,4.0,ChIJ-13-twD1tS0RRXz6oC2HDI0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112706770347387048431"">A Google User</a>'], 'photo_reference': 'AUGGfZm8eiAgOGzOLZVnNPgFlLWbfQlXuLq4vKsmSOIKifyjFw5Ewsy9bm1g-PuUn6y2hwSTKonwTy4eG8NQ4quR3HQMJPRLQUsTJ0Uwwjvlh3m6DTW1bVXEdK4KormWZTc5ZhswEVAUP53sex_nHa-5MHq0GIPYBNT5m8gm1eXd4Faxz9l-', 'width': 1920}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-13-twD1tS0RRXz6oC2HDI0
OPERATIONAL,"MQXP+4CX, Mawu, Ambalawi, Bima Regency, West Nusa Tenggara 84153, Indonesia","{'location': {'lat': -8.3021353, 'lng': 118.7861069}, 'viewport': {'northeast': {'lat': -8.300825720107278, 'lng': 118.7874828298927}, 'southwest': {'lat': -8.303525379892722, 'lng': 118.7847831701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tololai,ChIJUeDS5F7xtS0RXobFeqPKJnQ,4.3,ChIJUeDS5F7xtS0RXobFeqPKJnQ,"['tourist_attraction', 'point_of_interest', 'establishment']",35.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104070480104531847492"">A Google User</a>'], 'photo_reference': 'AUGGfZkOSzAj8-zFfFUPPqsXCVmyOsJ3aHrd1Qy2IjD2tsWrxKg-1FG0WsJR610Ej4QBlkvQNEe3BeOnu5Ceiu3xY2knFERd6my93DbkEZkGs5TGuwJhHnjv-rZwxt34slOu0l-_ePFFsfq-46il5n-qcnVgkho7kOaCJRP_En0g0KVsVuHW', 'width': 3120}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJUeDS5F7xtS0RXobFeqPKJnQ
OPERATIONAL,"HRCP+V79, Kole, Ambalawi, Bima Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.4278395, 'lng': 118.8357438}, 'viewport': {'northeast': {'lat': -8.426489670107276, 'lng': 118.8370936298927}, 'southwest': {'lat': -8.42918932989272, 'lng': 118.8343939701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,So Sori Kole,ChIJhW49FpSNtS0R8rhT_-Rz_C4,1.0,ChIJhW49FpSNtS0R8rhT_-Rz_C4,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107755881994705026488"">A Google User</a>'], 'photo_reference': 'AUGGfZkGr8bVqeZdjnGlopj_dgU0egvoz2vB-x_Et7KgEDTCTXh_RE0lzNJorDUeRORKkGQi0kxYATPVT80O1pIdpwpdv2IxlhSBD8w9tFR993UCGsb79LwdRscLWtBFS8KoCHZujd7T5S5tyOgtD5RWrJ4kBwbMkUs851eOtcnvObN7IIE6', 'width': 720}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJhW49FpSNtS0R8rhT_-Rz_C4
OPERATIONAL,"MP6W+77, Nipa, Ambalawi, Bima Regency, West Nusa Tenggara 84119, Indonesia","{'location': {'lat': -8.3393221, 'lng': 118.7457255}, 'viewport': {'northeast': {'lat': -8.337676670107278, 'lng': 118.74644385}, 'southwest': {'lat': -8.340376329892722, 'lng': 118.74357045}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oi fanda beach,ChIJt8eqB-P1tS0RSy04jAoUbzY,4.5,ChIJt8eqB-P1tS0RSy04jAoUbzY,"['tourist_attraction', 'point_of_interest', 'establishment']",66.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116109966243756356151"">Rhalleopha Q Madatirha</a>'], 'photo_reference': 'AUGGfZkdlVXZkSVEMD9l5YvYag9OCDqttTfXKKh2o1Cc05uXRr30LgCWE9OdRbOx1n4OkTpe6z1AWgV7FejBB7u9QjY6QxTWAK1IsJ62D337Tr9eWRZZhLH9Ny-lMbQPexVedFpgP9bX9Xzft2tL-aEukYKyd82Opgn5Ld8GNWJwHg1yvBDe', 'width': 4160}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJt8eqB-P1tS0RSy04jAoUbzY
OPERATIONAL,"MP6P+3V3, Nipa, Ambalawi, Bima Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.339852200000001, 'lng': 118.7371874}, 'viewport': {'northeast': {'lat': -8.338605170107279, 'lng': 118.7387274798927}, 'southwest': {'lat': -8.341304829892723, 'lng': 118.7360278201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sori Nehe 3 Beach,ChIJwx8mGgD1tS0RGKq35oyKGxM,5.0,ChIJwx8mGgD1tS0RGKq35oyKGxM,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110612576204791817340"">Riyan Saputra</a>'], 'photo_reference': 'AUGGfZm7luOWntPUF6FCAC5jjFCm5s6dOsAFlw_mo__CKSH5WpTyfTKj31y7kSNMbefwAG5yfRZCsatTwkfhBpxlgd3F_eCgYntNoGajLgW4Z3iiPuA9IeavzWpKa-eBIcIJZyjFkpBbkjyDX0C2Qh8pA5IwsCHdwJjp-JI-JysSz6-QLjEI', 'width': 3060}]",{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJwx8mGgD1tS0RGKq35oyKGxM
OPERATIONAL,"Jatibaru, Asakota, Bima Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.425599499999999, 'lng': 118.7689796}, 'viewport': {'northeast': {'lat': -8.424249670107276, 'lng': 118.7703294298927}, 'southwest': {'lat': -8.42694932989272, 'lng': 118.7676297701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Ademalembo,ChIJO3q7GwCNtS0RNwv00ZbE0Tk,5.0,ChIJO3q7GwCNtS0RNwv00ZbE0Tk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116857953399189834626"">A Google User</a>'], 'photo_reference': 'AUGGfZk4OpOAjR-CL3wkdgPbcpKqcljTi7SJbmK8_WqXJyqksDYIXQheNGceEUrq4jORadvZroy_QiY52APqm925uNiENHcS6F3N8x8MrlqIlDTYGyj4_FAfq6UqB-icpE7GLfYF4ciUZZ8SDQ7p2MHJVoidC7WWAITSlQu-MDNxtbzpWWrj', 'width': 1600}]",{'open_now': False},"{'compound_code': 'HQF9+QH Jatibaru, Bima Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3WHQF9+QH'}",,,https://www.google.com/maps/place/?q=place_id:ChIJO3q7GwCNtS0RNwv00ZbE0Tk
OPERATIONAL,"MP4J+W4V, Nipa, Ambalawi, Bima Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3426451, 'lng': 118.7303112}, 'viewport': {'northeast': {'lat': -8.341295270107278, 'lng': 118.7316610298927}, 'southwest': {'lat': -8.343994929892721, 'lng': 118.7289613701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,So Nehe Beach,ChIJ5wEB41r1tS0RZ6CFiJA5K3k,4.3,ChIJ5wEB41r1tS0RZ6CFiJA5K3k,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100338996907819965511"">A Google User</a>'], 'photo_reference': 'AUGGfZkC5F2_JSipoahbiIhf8zZ0dYB8TOaKUJ3DBlRyw5mWB9dbiS4zM6Jx0T1p5eFb_nHGAHufd2SS0r0Q0TQCwNsDggQb430eLkLvywQyQmvDJSgoNZvqq5B3i9K-ftQQGWFpXzw4A3U_The2y6wRL9_UIIOool-bDrVd7iB8sJFUkJoS', 'width': 4080}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJ5wEB41r1tS0RZ6CFiJA5K3k
OPERATIONAL,"MP2H+4C6, Kolo, Asakota, Bima Regency, West Nusa Tenggara 84119, Indonesia","{'location': {'lat': -8.3497155, 'lng': 118.7285302}, 'viewport': {'northeast': {'lat': -8.348425470107278, 'lng': 118.7298980798927}, 'southwest': {'lat': -8.351125129892722, 'lng': 118.7271984201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pantai so sanumbe,ChIJHQ5nj9CKtS0RsoAXQ2kVpLg,4.3,ChIJHQ5nj9CKtS0RsoAXQ2kVpLg,"['tourist_attraction', 'point_of_interest', 'establishment']",52.0,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100168116095526758735"">A Google User</a>'], 'photo_reference': 'AUGGfZkS_Nk7c_0pmOnV3Xjq0IjX7P3Mibgf3_9nXXtvTzIYt7y7mmX9HXEWfR6VBA2xPmpGHAmfvxXIN8Dz5QdVw1ASUJ8YYGY4H4_6-DrvlvreCsU27kaPtQK5jZnvqPK3PjVAgI8vX5tB7boy8fue9uS1soRVGTwxdJ-suNL-SQiz-0rF', 'width': 4096}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJHQ5nj9CKtS0RsoAXQ2kVpLg
OPERATIONAL,"JMMQ+J3F, Kananta, Soromandi, Bima Regency, West Nusa Tenggara 84162, Indonesia","{'location': {'lat': -8.365939, 'lng': 118.6876805}, 'viewport': {'northeast': {'lat': -8.36477222010728, 'lng': 118.6886998798928}, 'southwest': {'lat': -8.367471879892724, 'lng': 118.6860002201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wadu Pa'a,ChIJo1daxrKKtS0Rm-BYWhoEkXA,4.3,ChIJo1daxrKKtS0Rm-BYWhoEkXA,"['tourist_attraction', 'point_of_interest', 'establishment']",55.0,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104429912687870528147"">A Google User</a>'], 'photo_reference': 'AUGGfZnt3zmx5aSqAKTk3qjuN_Knn_PM-ztP-41oLTHVnFD5bGdrOmnDqRqTHLdQ-LFBrPoRS_cEH85FWrn3Wo6Ib1_ty4EVuP54xwdqCrJNRbboc7J6ouTeQ32yeI3KZAo3nyeCwmOr6a3_hVe0KrZCs3GoNk9R5i1A5a7TTcnU2wqHtdCu', 'width': 2560}]",{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJo1daxrKKtS0Rm-BYWhoEkXA
