business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,url
OPERATIONAL,"J3CM+75X, Dumoga I, Dumoga Timur, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.6204604, 'lng': 124.0828156}, 'viewport': {'northeast': {'lat': 0.6218079798927223, 'lng': 124.0841407298928}, 'southwest': {'lat': 0.6191083201072778, 'lng': 124.0814410701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,IRS,ChIJdUfbn1RJfjIRA9i-qzyN_0I,0,ChIJdUfbn1RJfjIRA9i-qzyN_0I,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJdUfbn1RJfjIRA9i-qzyN_0I
OPERATIONAL,"J46H+8W, Kembang Mertha, Dumoga Timur, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.610771, 'lng': 124.1298048}, 'viewport': {'northeast': {'lat': 0.6121826798927222, 'lng': 124.1310725298927}, 'southwest': {'lat': 0.6094830201072777, 'lng': 124.1283728701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,DK88,ChIJqai1KgBJfjIRevDM4plZr54,0,ChIJqai1KgBJfjIRevDM4plZr54,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJqai1KgBJfjIRevDM4plZr54
OPERATIONAL,"H322+WGR, Werdhi Agung, Dumoga Barat, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.5522669, 'lng': 124.0512685}, 'viewport': {'northeast': {'lat': 0.5535630798927222, 'lng': 124.0526067298927}, 'southwest': {'lat': 0.5508634201072777, 'lng': 124.0499070701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah ketut dody,ChIJixZaLk9NfjIRhwhTVlsCiQc,4,ChIJixZaLk9NfjIRhwhTVlsCiQc,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJixZaLk9NfjIRhwhTVlsCiQc
OPERATIONAL,"M3P7+RMJ sekitar, Bumbungon, Kec. Dumoga, Kabupaten Bolaang Mongondow, Sulawesi Utara, Indonesia","{'location': {'lat': 0.6870994, 'lng': 124.0641419}, 'viewport': {'northeast': {'lat': 0.6884492298927222, 'lng': 124.0654917298927}, 'southwest': {'lat': 0.6857495701072778, 'lng': 124.0627920701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ronal kamu,ChIJ8Wj2lzlDfjIR8ysT3T0BX7A,0,ChIJ8Wj2lzlDfjIR8ysT3T0BX7A,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114354608786894935697"">A Google User</a>'], 'photo_reference': 'AUGGfZm0khLnqAzNvqIXaKIvJ8yNRKfUTTECR9cslhsQlezZQwXNNyzyGe48ePO0-0zTjqg0FmoclSzL6IJ1VzcMYu4MllFvKuV3P0YEIisXSHtOlF9KXLrK4eD9_91W24gzIZ1aORRqpFBFrOTlhVuTHG5d_cTWeBWKRCFBXb7Dv3RzLnf3', 'width': 3120}]",https://www.google.com/maps/place/?q=place_id:ChIJ8Wj2lzlDfjIR8ysT3T0BX7A
OPERATIONAL,"H2QH+6XQ, Konarom, Dumoga Utara, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.5880978, 'lng': 124.0300067}, 'viewport': {'northeast': {'lat': 0.5893547298927222, 'lng': 124.0312637298927}, 'southwest': {'lat': 0.5866550701072778, 'lng': 124.0285640701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ariawan Egam,ChIJFdOK5-JPfjIRCgOZ-SbiL0E,0,ChIJFdOK5-JPfjIRCgOZ-SbiL0E,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 723, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118091324527316045543"">A Google User</a>'], 'photo_reference': 'AUGGfZkGyESyKltRSipPCnlSX9bUQyLhMvTQEIE9Yhwzq6ysLkm1t3z6Seqv5h9trPGNLjCjFkHlSwQmRm17Sxa_s7nD4VUJ3Ds_TF-syQY6THuJh8UCr5qdWyAsCcv0IgB5sXTh15EVm73ym-UOShuAWnUHLhoRRNasAwhPItOpPtvThRDx', 'width': 720}]",https://www.google.com/maps/place/?q=place_id:ChIJFdOK5-JPfjIRCgOZ-SbiL0E
OPERATIONAL,"M3P7+RMJ, Bumbungon, Dumoga, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.6870994, 'lng': 124.0641419}, 'viewport': {'northeast': {'lat': 0.6884492298927222, 'lng': 124.0654917298927}, 'southwest': {'lat': 0.6857495701072778, 'lng': 124.0627920701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tondano,ChIJz49NtGpDfjIRCVS11mPi0Iw,0,ChIJz49NtGpDfjIRCVS11mPi0Iw,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJz49NtGpDfjIRCVS11mPi0Iw
OPERATIONAL,"H2JJ+JVW, Konarom, Dumoga Utara, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.5816099, 'lng': 124.0321895}, 'viewport': {'northeast': {'lat': 0.5823172298927223, 'lng': 124.033574}, 'southwest': {'lat': 0.5796175701072778, 'lng': 124.028036}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Fira zakarya,ChIJiavirgZPfjIR8MJfLizy5ws,0,ChIJiavirgZPfjIR8MJfLizy5ws,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJiavirgZPfjIR8MJfLizy5ws
OPERATIONAL,"H24G+29G, Bar, Ibolian, Kec. Dumoga Bar., Kabupaten Bolaang Mongondow, Sulawesi Utara, Indonesia","{'location': {'lat': 0.5550563, 'lng': 124.0259338}, 'viewport': {'northeast': {'lat': 0.5564087798927222, 'lng': 124.0272778798927}, 'southwest': {'lat': 0.5537091201072777, 'lng': 124.0245782201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Amrun Yunus,ChIJFdJiRHxNfjIRf1zn7loIG3g,0,ChIJFdJiRHxNfjIRf1zn7loIG3g,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105204976646147872313"">Arca Rezka Pratama Harun</a>'], 'photo_reference': 'AUGGfZnT2GDYhqd5DcXwavJGQijIQUS5h7ARCqlyHb3aGipp2jmbBxAWj8Ls8iVoZo7-RIiybWtcZsPmG7VKrp5tAAOJ4c5zvqAC5xVyWIRozLIhH7wmHBgv3X01jUJv4W3Le_Hi0--lBpUvWYMPJsrgy4tahrI7nDs34_wgjFC5E_eK-2Se', 'width': 4000}]",https://www.google.com/maps/place/?q=place_id:ChIJFdJiRHxNfjIRf1zn7loIG3g
OPERATIONAL,"G2QP+MR9, Carikne Pak Rauh, Unnamed Road, Werdhi Agung Sel., Kec. Dumoga Bar., Kabupaten Bolaang Mongondow, Sulawesi Utara, Indonesia","{'location': {'lat': 0.5392440000000001, 'lng': 124.0371025}, 'viewport': {'northeast': {'lat': 0.5406302798927222, 'lng': 124.0384640798927}, 'southwest': {'lat': 0.5379306201072778, 'lng': 124.0357644201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Dewa,ChIJx3Ch-hZNfjIRIbfbIZpKcr4,0,ChIJx3Ch-hZNfjIRIbfbIZpKcr4,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJx3Ch-hZNfjIRIbfbIZpKcr4
OPERATIONAL,"JXFG+V2C, North Tapadaka, Dumoga Utara, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.6246932, 'lng': 123.9750018}, 'viewport': {'northeast': {'lat': 0.6260430298927222, 'lng': 123.9763516298927}, 'southwest': {'lat': 0.6233433701072777, 'lng': 123.9736519701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Jakarta Jaya,ChIJB5Om8RpFfjIRDKXa-QHVXIc,0,ChIJB5Om8RpFfjIRDKXa-QHVXIc,"['lodging', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJB5Om8RpFfjIRDKXa-QHVXIc
