formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"Muara Siau, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -2.2830758, 'lng': 102.094966}, 'viewport': {'northeast': {'lat': -2.1942609, 'lng': 102.1875201}, 'southwest': {'lat': -2.411369, 'lng': 101.725573}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara Siau,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113337528967104057250"">Fadhil Hamid</a>'], 'photo_reference': 'AUGGfZn401alyDjTyxPLiG1A_f2K4jH4496WpZgyb7K1xg29-xk7GD_qfRsAxHHeS4jMd_214B2Gzr-54W6BDkksMsh4sgeMfIfSZWVqXIXAzLCmwkcbU2SR80B8_tYWzXP56jV_q8xjgac6Py0cCBzoYDByuCNVC_lLmPk-Q1Kwyc5R_BIC', 'width': 2448}]",ChIJ7Vvec737LS4RBiT48jRbq9U,ChIJ7Vvec737LS4RBiT48jRbq9U,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7Vvec737LS4RBiT48jRbq9U
"P33W+6WQ, Unnamed Road, Muara Siau, Kec. Muara Siau, Kabupaten Merangin, Jambi 37371, Indonesia","{'location': {'lat': -2.2969007, 'lng': 102.0973487}, 'viewport': {'northeast': {'lat': -2.29041515, 'lng': 102.0991616798927}, 'southwest': {'lat': -2.29906255, 'lng': 102.0964620201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Alam Benteng,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102125269737272654434"">A Google User</a>'], 'photo_reference': 'AUGGfZmlzXidy8QPGdyHs6AA7FuE7EmxccpDnJg8vhZEaFgnXYHmgvWuee9v0wVb-MKzp_i_F5C4bShFFqSswlzK9yDpXSJ2sfHMxjl62ZC2BEvjl_orNb2Qu-h-Q6tpdR11BPCYTOLaPiWwtE7cCoehCS4UDZdxRhQevaI56KwrgpPw6k7x', 'width': 1600}]",ChIJdaXE8qkHLi4R4UnIJI-o2BY,ChIJdaXE8qkHLi4R4UnIJI-o2BY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJdaXE8qkHLi4R4UnIJI-o2BY
"Merangin Regency, Jambi, Indonesia","{'location': {'lat': -2.1752789, 'lng': 101.9804613}, 'viewport': {'northeast': {'lat': -1.6462141, 'lng': 102.630756}, 'southwest': {'lat': -2.767906, 'lng': 101.5415941}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Merangin Regency,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112284827082813184340"">A Google User</a>'], 'photo_reference': 'AUGGfZmnDxrgRcReitgcBnQt97FkOHnZk0pHZmEOw5dcEF3Ba9ntUZ-uBJ7QBaoLrD3dwOcrZYQEp4v0TUqM0pQS8VDW1kC1Be-d80xT9q15An-jNrhrkIkgHxV4IZ0BFixFdPRx1FXlrkjCY52Kmil6Rl4k3rtgrlKbtLUPL6tLHlJUmn4U', 'width': 4160}]",ChIJOYk3FWbiLS4RAM8gsoCdAwM,ChIJOYk3FWbiLS4RAM8gsoCdAwM,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOYk3FWbiLS4RAM8gsoCdAwM
"Muara Siau, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -2.3212959, 'lng': 102.0975389}, 'viewport': {'northeast': {'lat': -2.284592, 'lng': 102.105108}, 'southwest': {'lat': -2.367823, 'lng': 102.0787381}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara Siau,,ChIJG3uN_0oHLi4RA-j6FUplydY,ChIJG3uN_0oHLi4RA-j6FUplydY,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJG3uN_0oHLi4RA-j6FUplydY
"Pasar Muara Siau, Muara Siau, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -2.2864032, 'lng': 102.0875395}, 'viewport': {'northeast': {'lat': -2.277464, 'lng': 102.103386}, 'southwest': {'lat': -2.297015, 'lng': 102.0733591}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasar Muara Siau,,ChIJxT1pLpwHLi4RHNjxulmZTf0,ChIJxT1pLpwHLi4RHNjxulmZTf0,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJxT1pLpwHLi4RHNjxulmZTf0
"JWC5+P58, Tuo, Lembah Masurai, Merangin Regency, Jambi 37372, Indonesia","{'location': {'lat': -2.378222, 'lng': 101.9079559}, 'viewport': {'northeast': {'lat': -2.376334870107278, 'lng': 101.9087417798927}, 'southwest': {'lat': -2.379034529892723, 'lng': 101.9060421201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Niagara Sigerincing,"[{'height': 2368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112491016380885289052"">honda cb</a>'], 'photo_reference': 'AUGGfZmDVKWH7JqzaHkPdhb8Yr4K208rlsPBtCdkokiBiqTJiNlFR6jdSxWNzsCU6iMbLS_WO8yMVCG3801kmWjm1QZ4pEdLT9ta9ErDDX2KOGQgdGkAYWo0L63nPCj1hzYs-danGfBklNIAOe-rurd0Fs-JljAuZN5II5dZtb34NKok1-dT', 'width': 4208}]",ChIJXQI0YTf4LS4RgMz-tbr170U,ChIJXQI0YTf4LS4RgMz-tbr170U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,276.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJXQI0YTf4LS4RgMz-tbr170U
"R5X3+7G9, Air Batu, Kec. Renah Pembarap, Kabupaten Merangin, Jambi 37361, Indonesia","{'location': {'lat': -2.1518347, 'lng': 102.1538444}, 'viewport': {'northeast': {'lat': -2.150335770107278, 'lng': 102.1550987798927}, 'southwest': {'lat': -2.153035429892722, 'lng': 102.1523991201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Muara Karing,"[{'height': 1079, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106148579784286521309"">A Google User</a>'], 'photo_reference': 'AUGGfZmHdLVNIGfSm8XE5GYZt-G-n08TuiilgV01RJXALzQskbQApahT_FynmlYvkBNQSLhVPAk54FOvNUPXiTVloGjJMniyc8wXrYNGn9WQzB44aZYYNIYG9-eNHIldJWWqrxnfu5lsZhoZd0_sQkX7Pty3zwB1NUY0TQJSm79-1kfUx4CT', 'width': 1600}]",ChIJ3fhtFxMLLi4RguVEGby8tZY,ChIJ3fhtFxMLLi4RguVEGby8tZY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.2,110.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ3fhtFxMLLi4RguVEGby8tZY
"R4C6+H8M, Air Batu, Renah Pembarap, Merangin Regency, Jambi 37361, Indonesia","{'location': {'lat': -2.1785474, 'lng': 102.110799}, 'viewport': {'northeast': {'lat': -2.177197570107278, 'lng': 102.1121488298927}, 'southwest': {'lat': -2.179897229892723, 'lng': 102.1094491701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Galeri Of Geopark Merangin,"[{'height': 3324, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107918006777091850325"">A Google User</a>'], 'photo_reference': 'AUGGfZl2fadCNNKcBx8FR_3TLzO5hv6gkNXa6HmUbcathy3gA--bQN4z1pZpgOFQ6ZngTFafL9XPMF0QsTs0TWKNJbFTe6OIsozpGd7FCWRbV0TZsOtv76L_uIDPrYZtrTrcjzQQr2c6LmjoPRw_fCtMV1eNxAvJPEEE_Vphv_593N8CNaOQ', 'width': 3071}]",ChIJb7alL-wJLi4RAQcglMBGj3w,ChIJb7alL-wJLi4RAQcglMBGj3w,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.8,17.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJb7alL-wJLi4RAQcglMBGj3w
"R5XG+7CM, Biuku Tanjung, Bangko Barat, Merangin Regency, Jambi 37311, Indonesia","{'location': {'lat': -2.1517837, 'lng': 102.176041}, 'viewport': {'northeast': {'lat': -2.150433870107277, 'lng': 102.1773908298927}, 'southwest': {'lat': -2.153133529892722, 'lng': 102.1746911701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teluk Wang Sakti,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110984295428544478928"">Astri Arlin</a>'], 'photo_reference': 'AUGGfZnRpqv7QGxly1O6AYSYzGZ3wP52xNtRmbolX5Ts9JjpqYDVP5Q5xl0u_nQzw0To2Q6v2Py7xm2GKhfLUUj0BMIDzzHH0j0YdPyC8cKGBWMwvAg_wqMPt-XurwtcFyRXJzpXBMQHVfnAroWhOcAjleg02A4vlLnXafQhCu74oC3aEi5a', 'width': 4160}]",ChIJf0s2n20MLi4R-XAPasi0qb0,ChIJf0s2n20MLi4R-XAPasi0qb0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.1,142.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJf0s2n20MLi4R-XAPasi0qb0
"MX4X+C2W, Desa, Talang Paruh, Kec. Lembah Masurai, Kabupaten Merangin, Jambi 37372, Indonesia","{'location': {'lat': -2.3438919, 'lng': 101.9975866}, 'viewport': {'northeast': {'lat': -2.342542070107278, 'lng': 101.9989364298927}, 'southwest': {'lat': -2.345241729892722, 'lng': 101.9962367701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Serintik Hujan Paneh,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104133844978554245240"">A Google User</a>'], 'photo_reference': 'AUGGfZk2ZUeJLzCAo-kEfYqB633eRv9_aK3bDWJLp2PQdpH2I0XP-NfEcZ8ZDAZY6s8Aph6et72ncAwocLRsiSWCPrTaieAs1iZxEy1Qyao3Y2dOkKV9SdLFdQrMdhh7QPKahgq8clH1mD-COrqoydc8XCGUwRAnh8c_eS8QkIiLP4XTZvOJ', 'width': 3120}]",ChIJlZn3GPf_LS4RnRKtMdXx3ww,ChIJlZn3GPf_LS4RnRKtMdXx3ww,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,28.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJlZn3GPf_LS4RnRKtMdXx3ww
