business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"2CPR+G8, Bungo Antoi, Tabir Selatan, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -1.9636691, 'lng': 102.4408576}, 'viewport': {'northeast': {'lat': -1.95697115, 'lng': 102.4422632798927}, 'southwest': {'lat': -1.96590175, 'lng': 102.4395636201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spor,ChIJw4SocABDLi4Rx4BgpmS1zRI,0.0,ChIJw4SocABDLi4Rx4BgpmS1zRI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJw4SocABDLi4Rx4BgpmS1zRI
OPERATIONAL,"2CPW+26, Bungo Antoi, Tabir Selatan, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -1.9649631, 'lng': 102.4456175}, 'viewport': {'northeast': {'lat': -1.963613270107278, 'lng': 102.4469673298927}, 'southwest': {'lat': -1.966312929892722, 'lng': 102.4442676701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot ke 2,ChIJx-0XeQBDLi4RMMMvzelR6P0,0.0,ChIJx-0XeQBDLi4RMMMvzelR6P0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJx-0XeQBDLi4RMMMvzelR6P0
OPERATIONAL,"2C66+W6F, Sungai Sahut, Tabir Selatan, Merangin Regency, Jambi 37354, Indonesia","{'location': {'lat': -1.9876776, 'lng': 102.41056}, 'viewport': {'northeast': {'lat': -1.985964170107278, 'lng': 102.4116600798927}, 'southwest': {'lat': -1.988663829892722, 'lng': 102.4089604201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agro Wisata Bukit Hijau N Embung,ChIJa5hkI7ZpLi4RLzenJW3Cs9c,5.0,ChIJa5hkI7ZpLi4RLzenJW3Cs9c,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108978357088367387303"">A Google User</a>'], 'photo_reference': 'AUGGfZlhFwQL3Gz7mMxPv0pyA_R5iDhieHks4vR6BZiB2cTMpL18DeB3WIw1yKHiDzf5bKU-WeN4g-oQgdTsYM0O1S_AkV4QWN5eqAwQhpMI6gs-Z2EFFFWnbjunE_0c9xZjbhtx1YhsnldXyoRs9mCIDVsDOalxYzkHkp06CxoB2SyOY98', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJa5hkI7ZpLi4RLzenJW3Cs9c
OPERATIONAL,"4CRQ+FP, Bungo Tanjung, Tabir Selatan, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -1.8572104, 'lng': 102.431033}, 'viewport': {'northeast': {'lat': -1.855860570107278, 'lng': 102.4323828298927}, 'southwest': {'lat': -1.858560229892723, 'lng': 102.4296831701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEBUN EXPERIMEN MAS DIAN,ChIJj8yDQgBfLi4Ri7voKBT5LoY,0.0,ChIJj8yDQgBfLi4Ri7voKBT5LoY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJj8yDQgBfLi4Ri7voKBT5LoY
OPERATIONAL,"4CW2+9VM, Lubuk Bumbun, Margo Tabir, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -1.854035, 'lng': 102.4021694}, 'viewport': {'northeast': {'lat': -1.852685170107278, 'lng': 102.4035192298927}, 'southwest': {'lat': -1.855384829892722, 'lng': 102.4008195701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun HARFAND,ChIJJQiFCeRhLi4RNZyZt3UOPbE,0.0,ChIJJQiFCeRhLi4RNZyZt3UOPbE,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110225094841177520023"">Harfandika P</a>'], 'photo_reference': 'AUGGfZmF9pMD2Wly4cM-aqjEBvMTSQRxT5CcQ6iLGLfZeynYwuKfirAsLo12hjzPEeMaI5egMoeVuMOWJf55C45vYB_shClBoRYJFSZ0mHdHCXH0IoLb_XSJLMzjGcrLTqCFwTTN-oJy_qugil-4UkiHoTSOLLR0rsz5yp9YDXWE45snvbkX', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJJQiFCeRhLi4RNZyZt3UOPbE
OPERATIONAL,"7CGC+573, Rantau Limau Manis, Tabir Ilir, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -1.7246192, 'lng': 102.4206655}, 'viewport': {'northeast': {'lat': -1.723269370107278, 'lng': 102.4220153298927}, 'southwest': {'lat': -1.725969029892722, 'lng': 102.4193156701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Hampala/Sebarau,ChIJu_8VFgCLLi4REoILck6z9yk,0.0,ChIJu_8VFgCLLi4REoILck6z9yk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJu_8VFgCLLi4REoILck6z9yk
OPERATIONAL,"X8MF+PV, Mudo, Bangko, Merangin Regency, Jambi 37311, Indonesia","{'location': {'lat': -2.0157107, 'lng': 102.3246797}, 'viewport': {'northeast': {'lat': -2.014360870107278, 'lng': 102.3260295298927}, 'southwest': {'lat': -2.017060529892722, 'lng': 102.3233298701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau loging,ChIJp-_sGk1vLi4R039LxdOzoWk,5.0,ChIJp-_sGk1vLi4R039LxdOzoWk,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111758381390780555108"">A Google User</a>'], 'photo_reference': 'AUGGfZmNCxw-WMyKP-WgZGRqGivPZkMcenO9khZ2PkHFXFPwA_twGKp7XWuOZiS6-EnEqthsflBtKSv115JdBCPfn8amA8hYffJ5c-FJ1ifIMfqvPRfP7xVwdrFPRHDzuOzvHVhMocXOJosCENjt6MTDKAbNWCb4iToFU17WJqnKhw9fRoOc', 'width': 1968}]",,https://www.google.com/maps/place/?q=place_id:ChIJp-_sGk1vLi4R039LxdOzoWk
OPERATIONAL,"WFXC+4G, Karang Berahi, Pamenang, Merangin Regency, Jambi 37352, Indonesia","{'location': {'lat': -2.0522264, 'lng': 102.4713261}, 'viewport': {'northeast': {'lat': -2.050876570107278, 'lng': 102.4726759298927}, 'southwest': {'lat': -2.053576229892722, 'lng': 102.4699762701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau tamalam,ChIJRw-5bxRBLi4RK9bMu4uG9jA,4.5,ChIJRw-5bxRBLi4RK9bMu4uG9jA,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109318111676380567588"">A Google User</a>'], 'photo_reference': 'AUGGfZlTyEqNBNmtJY9lqmfBu4Bex-ixElunTKfN9awEbuNWVzT4lOUknAy4BAJAzGEmz38yOMjrLJeNp14WQwVAQHair8YVGMECo_aRBzQQ_GH9BYahr_WrSritlTDLST_HhRb_fdbzVFkFt-PiHLMo2wAPeZIj1jQsfvFIuPtjEdLeWJQv', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJRw-5bxRBLi4RK9bMu4uG9jA
OPERATIONAL,"379M+995, Tambang Baru, Tabir Lintas, Merangin Regency, Jambi 37353, Indonesia","{'location': {'lat': -1.9316089, 'lng': 102.2834934}, 'viewport': {'northeast': {'lat': -1.930112820107278, 'lng': 102.28674705}, 'southwest': {'lat': -1.932812479892722, 'lng': 102.28240885}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisata Dam Betuk,ChIJAc9fM29lLi4Rh1mO_B6_J0I,3.9,ChIJAc9fM29lLi4Rh1mO_B6_J0I,"['tourist_attraction', 'point_of_interest', 'establishment']",53.0,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112424083705183473744"">Anggi LUGA Studio</a>'], 'photo_reference': 'AUGGfZmXnlfUM4SCdNdzL4ILjiMMN7tLdvjwWpqAMurKPZWIqoPUtqSNVxtRPHvfNmwmjFV46BwoIu6d8-bt8j4U0EbusFApWaPY_c01su5FI57BdX-2tDkl_7MKs44gXTx5ZYSLd646Sg2dEWi2RLAZ-6MavdrJOYiI-0w6kn6_bUEKVQm8', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJAc9fM29lLi4Rh1mO_B6_J0I
OPERATIONAL,"486J+47P, Suko Rejo, Margo Tabir, Merangin Regency, Jambi, Indonesia","{'location': {'lat': -1.8896642, 'lng': 102.3306878}, 'viewport': {'northeast': {'lat': -1.888314370107278, 'lng': 102.3320376298927}, 'southwest': {'lat': -1.891014029892723, 'lng': 102.3293379701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedong sumber,ChIJOV2VIgBlLi4R5cWxO1-fjCA,0.0,ChIJOV2VIgBlLi4R5cWxO1-fjCA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,{'open_now': True},"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113499847120015095610"">A Google User</a>'], 'photo_reference': 'AUGGfZkc6DH1KpTZg3E7cUYhaI-sIbMmyOB87TNDC9H2yHYk8P7eGRzEg00tdMkn3FtcwgHoVn8-ZYqookYklTQoNLDr1jmHiH7qUVJzlMVqLp0X8s36iWZsvDEsI7AmThC5zfzVsmjGTLflOp-Eb8iKkq9cgINszs5MxapV2z137poWsbnO', 'width': 2160}]",,https://www.google.com/maps/place/?q=place_id:ChIJOV2VIgBlLi4R5cWxO1-fjCA
