business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,url,price_level,permanently_closed
OPERATIONAL,"Jl. Pemuda No.1, Gudang, Siswodipuran, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57311, Indonesia","{'location': {'lat': -7.532800999999999, 'lng': 110.6021919}, 'viewport': {'northeast': {'lat': -7.531381520107278, 'lng': 110.6035403298927}, 'southwest': {'lat': -7.534081179892722, 'lng': 110.6008406701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Maxone Hotel Loji Kridanggo,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101132916554005775479"">A Google User</a>'], 'photo_reference': 'AUGGfZkJ290Fr-AEQvAcAfhxjhphPl9WGpvfial9hq-Z2VlxFJuqdvUMwqqanDIYeFKCdwWnQ4Q3zbhBvpeqfQWmIrNWfgej5pOTrmBkFmPmX87rMB0_LtNLW_bKq-WljGbzgi3dyWoAFzRqbbni0VDthSFuHU6R2U0qVwjoS13MTTZbXQSq', 'width': 3024}]",ChIJI4-u4ftvei4RW7GKqx4RWeI,"{'compound_code': 'FJ82+VV Siswodipuran, Boyolali Regency, Central Java, Indonesia', 'global_code': '6P4GFJ82+VV'}",4.8,ChIJI4-u4ftvei4RW7GKqx4RWeI,"['gym', 'lodging', 'night_club', 'bar', 'spa', 'health', 'restaurant', 'point_of_interest', 'food', 'establishment']",530,https://www.google.com/maps/place/?q=place_id:ChIJI4-u4ftvei4RW7GKqx4RWeI,,
OPERATIONAL,"Gebyog, Selo, Boyolali Regency, Central Java 57363, Indonesia","{'location': {'lat': -7.496861, 'lng': 110.4668611}, 'viewport': {'northeast': {'lat': -7.495583270107278, 'lng': 110.4681565298927}, 'southwest': {'lat': -7.498282929892722, 'lng': 110.4654568701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Azana Essence Villa Selo Boyolali,,"[{'height': 5728, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116698433246869513059"">A Google User</a>'], 'photo_reference': 'AUGGfZkXChy1rups8BWTcgqxXLZ7FZLEvctudl4pqHXwKP--DXKT1xrou79RBXPC3HqNIOQRh4ajzi2cEdrzica_0Ob3ZFVlrAPjrP5BJRC45Qpg7NCIrkgqEH0dg9UTLQxO596cNKq16dEu2g9wtevQMzF4KGjWk4xh394y9-LCFdEKNRgF', 'width': 3835}]",ChIJZWeL42Zlei4RVbIUx48-pFc,"{'compound_code': 'GF38+7P Selo, Boyolali Regency, Central Java, Indonesia', 'global_code': '6P4GGF38+7P'}",4.5,ChIJZWeL42Zlei4RVbIUx48-pFc,"['lodging', 'point_of_interest', 'establishment']",293,https://www.google.com/maps/place/?q=place_id:ChIJZWeL42Zlei4RVbIUx48-pFc,,
OPERATIONAL,"GGRX+XHR, Candi, Ampel, Giriharjo, Candi, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57352, Indonesia","{'location': {'lat': -7.457520999999999, 'lng': 110.5488807}, 'viewport': {'northeast': {'lat': -7.456198070107278, 'lng': 110.5502328298927}, 'southwest': {'lat': -7.458897729892722, 'lng': 110.5475331701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Kendedes 7,,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108969265042117524709"">A Google User</a>'], 'photo_reference': 'AUGGfZnJWfar5R96cCPvU7yA2HHXIis7j8onRNWgRLj-NoNld11TCXzV1GB3kOVEWupnjbhjtrSVc9RgmIS3scXadEdRTRVktQbufc3BXwdHrY8NTp67s8cLVv5-qIE74yuIxNA22csFDs1MFECzgyQMGSP6MMQ4vsXblcNLazMKfN8BRIHq', 'width': 2304}]",ChIJ2Wy3_Shwei4RTlwpTzN1MUc,,3.5,ChIJ2Wy3_Shwei4RTlwpTzN1MUc,"['lodging', 'point_of_interest', 'establishment']",182,https://www.google.com/maps/place/?q=place_id:ChIJ2Wy3_Shwei4RTlwpTzN1MUc,,
OPERATIONAL,"Dusun 2, Ngagrong, Ampel, Boyolali Regency, Central Java 57352, Indonesia","{'location': {'lat': -7.460314599999999, 'lng': 110.4804643}, 'viewport': {'northeast': {'lat': -7.458877320107278, 'lng': 110.4818206298927}, 'southwest': {'lat': -7.461576979892722, 'lng': 110.4791209701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KEMA MERBABU Glamour Camping,{'open_now': True},"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117225607755069091838"">A Google User</a>'], 'photo_reference': 'AUGGfZn5nA6mM-u6NFQY8PCElT_nsHLUezhgpprMr95tnFxk6HpRxM3aIxo8N8nofD9i15Ab_nSRzWyHCB1d2kljSqvi25lX03unwfUNPVqRWuM9eslB_FwG1171MsqlYtTFQvQwFyc0bbfG0sDMH_xXFFTij1FvPLZa_L_qjGNSEoMiSk35', 'width': 5472}]",ChIJoS-41iR7ei4RFRDDkhC3cr8,"{'compound_code': 'GFQJ+V5 Ngagrong, Boyolali Regency, Central Java, Indonesia', 'global_code': '6P4GGFQJ+V5'}",4.6,ChIJoS-41iR7ei4RFRDDkhC3cr8,"['lodging', 'point_of_interest', 'establishment']",442,https://www.google.com/maps/place/?q=place_id:ChIJoS-41iR7ei4RFRDDkhC3cr8,,
OPERATIONAL,"Jl. Profesor Soeharso No.7, Dusun 2, Kiringan, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57314, Indonesia","{'location': {'lat': -7.515625500000001, 'lng': 110.5947007}, 'viewport': {'northeast': {'lat': -7.51448547010728, 'lng': 110.5957514798927}, 'southwest': {'lat': -7.517185129892724, 'lng': 110.5930518201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HOTEL PURI MERBABU (NEW),{'open_now': True},"[{'height': 854, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106347737420949678728"">A Google User</a>'], 'photo_reference': 'AUGGfZkM8KKs_k0uhNbxzJGIMpnf_9F0H-5BAgqS32KMrjYhrmnFg6vXFtKAQau_VpMxM308VoPbXiON2-bZOfqznIdDp7a7nd5N2HqYXg5cQHZpmgY4wX-l_1QvERmULKBxNIvoAknymSUIMbSCzrunGw_7BMR_Yukd60_oCRsDJonrwg3A', 'width': 1280}]",ChIJB64_HJVuei4R-mX0hltZJg8,"{'compound_code': 'FHMV+PW Kiringan, Boyolali Regency, Central Java, Indonesia', 'global_code': '6P4GFHMV+PW'}",4.0,ChIJB64_HJVuei4R-mX0hltZJg8,"['lodging', 'point_of_interest', 'establishment']",168,https://www.google.com/maps/place/?q=place_id:ChIJB64_HJVuei4R-mX0hltZJg8,,
OPERATIONAL,"Dusun IV, Samiran, Selo, Boyolali Regency, Central Java 57363, Indonesia","{'location': {'lat': -7.5007379, 'lng': 110.4613134}, 'viewport': {'northeast': {'lat': -7.499390620107278, 'lng': 110.4626313798927}, 'southwest': {'lat': -7.502090279892721, 'lng': 110.4599317201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Santika Homestay,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102562297023714704276"">A Google User</a>'], 'photo_reference': 'AUGGfZncrt3iAPkEB025MkBS3FjgEJbc6SZX0KM56ol_EPOe2nxz_gvQ17VbXVO6jtMKnOMMT8eMvx0cByQNwzmQQTJLjoBfuA36kcDYZJd0YwQ5EXGEH90TrBaNoxIpAcqX9KiZpEsEl4Y0QLgJR6H3GjWuW156jnX858Y4MwodONKFr-VS', 'width': 4000}]",ChIJwfXWHItlei4RCqa1F353QFo,"{'compound_code': 'FFX6+PG Samiran, Boyolali Regency, Central Java, Indonesia', 'global_code': '6P4GFFX6+PG'}",4.9,ChIJwfXWHItlei4RCqa1F353QFo,"['lodging', 'point_of_interest', 'establishment']",80,https://www.google.com/maps/place/?q=place_id:ChIJwfXWHItlei4RCqa1F353QFo,,
OPERATIONAL,"Jl. Merbabu No.31, RT.003/RW.003, Bayanan, Siswodipuran, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57311, Indonesia","{'location': {'lat': -7.5324599, 'lng': 110.5986271}, 'viewport': {'northeast': {'lat': -7.530747670107277, 'lng': 110.5998716298927}, 'southwest': {'lat': -7.533447329892721, 'lng': 110.5971719701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Heritage Hotel Boyolali,,"[{'height': 3376, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110397786588046170421"">A Google User</a>'], 'photo_reference': 'AUGGfZnTx9Lv6e8nYmfunqyEqgsZRm3_4gtmhIj7OHa6HCbiq8UbuGliB7L1t2tWFkQ-86i0G5JBnSlQOkW2wjfDqMmV_TsfnqQoFp2rwyIiT9Mg_tbUPretONvpIEOyuE67i1mAxIDb-2GSIxTGebyrhGl3S2UOPxU-OH9sGkMdz7M64Z_s', 'width': 6000}]",ChIJd7Kcx7Zuei4RFCY3lEHYwUw,"{'compound_code': 'FH9X+2C Siswodipuran, Boyolali Regency, Central Java, Indonesia', 'global_code': '6P4GFH9X+2C'}",4.3,ChIJd7Kcx7Zuei4RFCY3lEHYwUw,"['lodging', 'point_of_interest', 'establishment']",341,https://www.google.com/maps/place/?q=place_id:ChIJd7Kcx7Zuei4RFCY3lEHYwUw,,
OPERATIONAL,"Jl. Jend. Sudirman No.335, Ledok, Kec. Argomulyo, Kota Salatiga, Jawa Tengah 50732, Indonesia","{'location': {'lat': -7.3413319, 'lng': 110.5095221}, 'viewport': {'northeast': {'lat': -7.340007120107279, 'lng': 110.5108094798927}, 'southwest': {'lat': -7.342706779892723, 'lng': 110.5081098201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Laras Asri Resort and Spa Salatiga,{'open_now': True},"[{'height': 533, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110778920496488879262"">Laras Asri Resort &amp; Spa</a>'], 'photo_reference': 'AUGGfZll3EFtOfhBRmz93YlOTa1lHvd3f8WHJc1n218X0mg4KxYHwlbQ2d_vgsMj0grsQH7HElp6dZR76pMKwEX6IZoCzV8aCipBr9WsQ7XGJrMz8Fy9muZSBbWPLWuXpiV_GWfalvUG1bQbabw96npbhyuae0EaV-FtJxmS--lD34wjg6jp', 'width': 800}]",ChIJHaF_etJ5ei4Rj5RPMCo6IwA,"{'compound_code': 'MG55+FR Ledok, Salatiga City, Central Java, Indonesia', 'global_code': '6P4GMG55+FR'}",4.5,ChIJHaF_etJ5ei4Rj5RPMCo6IwA,"['lodging', 'cafe', 'bar', 'spa', 'restaurant', 'point_of_interest', 'food', 'establishment']",8724,https://www.google.com/maps/place/?q=place_id:ChIJHaF_etJ5ei4Rj5RPMCo6IwA,,
OPERATIONAL,"Jalan Raya Boyolali-Semarang No.KM 4, Dusun 2, Randusari, Kec. Teras, Kabupaten Boyolali, Jawa Tengah 57372, Indonesia","{'location': {'lat': -7.537367199999999, 'lng': 110.6389486}, 'viewport': {'northeast': {'lat': -7.535967020107277, 'lng': 110.6402947298927}, 'southwest': {'lat': -7.538666679892721, 'lng': 110.6375950701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,HOTEL BOYOLALI INN,{'open_now': True},"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115060455704010255133"">A Google User</a>'], 'photo_reference': 'AUGGfZkrds6fkHj3T-dNDFnF4rEnoYgY1it6PgGET_bUeQgyn2D3dwoLW_xnD_elZQYPxcSFMQ_ryU2X5Q0GMla5xYynPOu9vbSOh9llSEm2ZOKS6SavkjPTUuWJQgKGbLFARJKymMqIBBySl4WH33iXzEbM6As1zZX7epX3RQdEXZAP_nN0', 'width': 1024}]",ChIJK4AqHttrei4R8pizzTVh3Hg,"{'compound_code': 'FJ7Q+3H Randusari, Boyolali Regency, Central Java, Indonesia', 'global_code': '6P4GFJ7Q+3H'}",4.4,ChIJK4AqHttrei4R8pizzTVh3Hg,"['lodging', 'point_of_interest', 'establishment']",88,https://www.google.com/maps/place/?q=place_id:ChIJK4AqHttrei4R8pizzTVh3Hg,,
OPERATIONAL,"Jl. Raya Boyolali-Semarang No.Km 02, Wates, Mojosongo, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57322, Indonesia","{'location': {'lat': -7.538409199999999, 'lng': 110.6173671}, 'viewport': {'northeast': {'lat': -7.537125120107277, 'lng': 110.6187178798927}, 'southwest': {'lat': -7.53982477989272, 'lng': 110.6160182201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Dya Hotel Boyolali,{'open_now': True},"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112745469758071857708"">A Google User</a>'], 'photo_reference': 'AUGGfZkAeIGFNlwNdFy0N4FVZf2PCwhx1Ldo5kT7nzPkqOeXk7oKjMWN8WWfwsXLDAZdJFcBGTxy82TSDhbhsj1m8qEEMze-M3W0O9a_weck_mJJGy_dmadPYAe9sYgfe4Hf1cKg_BidCtRrzKxyjAfogAfgjdY7Hyngf3sWX-AnZHhPsxyy', 'width': 1280}]",ChIJ____P01pei4RfAWGJON9rHw,"{'compound_code': 'FJ68+JW Mojosongo, Boyolali Regency, Central Java, Indonesia', 'global_code': '6P4GFJ68+JW'}",4.1,ChIJ____P01pei4RfAWGJON9rHw,"['lodging', 'point_of_interest', 'establishment']",710,https://www.google.com/maps/place/?q=place_id:ChIJ____P01pei4RfAWGJON9rHw,,
