business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url,permanently_closed
OPERATIONAL,"Jl. Letjen Suprapto No.62, RT.8/RW.3, Cemp. Putih Bar., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10520, Indonesia","{'location': {'lat': -6.1723694, 'lng': 106.8633929}, 'viewport': {'northeast': {'lat': -6.170947220107279, 'lng': 106.8647173298927}, 'southwest': {'lat': -6.173646879892723, 'lng': 106.8620176701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,d'Arcici Hotel Cempaka Putih,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100320512262318460481"">Devid Lintang</a>'], 'photo_reference': 'AUGGfZkQgBqBQnYN_UIXLQKSE8kagR6f5J1DigaznId2ioprsU-6_3X-lzAeJPf3GQIpJ67FKa4UlY6FMplQOVyRfi61V0_yEOzUfyRFajyNZdx8-chyUmg-UoePUxvxQNBSXbhEaQ1sSvSnHMQt1-kYtTfUrPj7eeatKD0OgZ7dgAR85ksH', 'width': 4624}]",ChIJX_FJWAT1aS4R5gBmZNbSf0U,"{'compound_code': 'RVH7+39 West Cempaka Putih, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVH7+39'}",4.2,ChIJX_FJWAT1aS4R5gBmZNbSf0U,"['lodging', 'point_of_interest', 'establishment']",1084,,https://www.google.com/maps/place/?q=place_id:ChIJX_FJWAT1aS4R5gBmZNbSf0U,
OPERATIONAL,"Jalan Letnan Jendral R. Suprapto Kav 2, Cempaka Putih Barat, Cempaka Putih, RT.10/RW.7, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10520, Indonesia","{'location': {'lat': -6.1677108, 'lng': 106.8751727}, 'viewport': {'northeast': {'lat': -6.166356470107277, 'lng': 106.8765550298927}, 'southwest': {'lat': -6.169056129892721, 'lng': 106.8738553701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,C'One Hotel Cempaka Putih,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114991209181589013695"">mister bagusnov</a>'], 'photo_reference': 'AUGGfZnPuxxx3sNDZy2-IgbnnzpGcwRLr0dN9pLb42nMgCOkqF7Yi0AWz7QXWlBZd3r9yWx_tjhjnYTtR0JKnTV1eIjar8ZZ78Y7FL8GBxZOBO83SIEq6ZC2ARDwJWBBg84qGbPzeI5LQ41CNbB5y5S_kGxjxkyb61ga3f30_PaYWHEiUG33', 'width': 4160}]",ChIJ_Q_w3wT1aS4RFLhQflz1enQ,"{'compound_code': 'RVJG+W3 East Cempaka Putih, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVJG+W3'}",4.2,ChIJ_Q_w3wT1aS4RFLhQflz1enQ,"['lodging', 'point_of_interest', 'establishment']",286,,https://www.google.com/maps/place/?q=place_id:ChIJ_Q_w3wT1aS4RFLhQflz1enQ,
OPERATIONAL,"Jl. Pangkalan Asem No.3 1, RT.1/RW.7, Galur, Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10530, Indonesia","{'location': {'lat': -6.1744295, 'lng': 106.857599}, 'viewport': {'northeast': {'lat': -6.173058320107278, 'lng': 106.8590064298927}, 'southwest': {'lat': -6.175757979892722, 'lng': 106.8563067701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Grand Cempaka,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104119785523956479179"">A Google User</a>'], 'photo_reference': 'AUGGfZk50aLtE3A--mARTQzCMnCffjgOTUu5CO4iiZinCBsV36ry2vM14tssiinzFtOxFoGMrKUZElvCAIez0tXvylGf39JbHVqhYhshVY1Oq-rTW6Dh9g2W0j1IAP0aUzJYcmQ8nNmxDq5A3yETCRp_dERRDvS6JXXNFUxRtZT_NkPf3Z_6', 'width': 4080}]",ChIJIVxG5vH1aS4RsnZwsoaLOUk,"{'compound_code': 'RVG5+62 Galur, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVG5+62'}",4.8,ChIJIVxG5vH1aS4RsnZwsoaLOUk,"['lodging', 'point_of_interest', 'establishment']",6,,https://www.google.com/maps/place/?q=place_id:ChIJIVxG5vH1aS4RsnZwsoaLOUk,
OPERATIONAL,"Jl. Jenderal Ahmad Yani No.67, RT.8/RW.3, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510, Indonesia","{'location': {'lat': -6.1771116, 'lng': 106.875287}, 'viewport': {'northeast': {'lat': -6.175670820107277, 'lng': 106.8766125798927}, 'southwest': {'lat': -6.178370479892721, 'lng': 106.8739129201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Daily Inn,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112197392783344969921"">Tedy Koesherwindo</a>'], 'photo_reference': 'AUGGfZlSKwr1SI5Kvl21twdKg6E9tr27poBJuXtDGGE3WtbE460u2ta-_mYPUATXJ3S7FPkvmjtKk0UjQy97xbyO5BCQGdgH8MtqaFS-BAg3v59HIWXhXOKjRDeypGGyYaW028gbIbxjz00t8wmp2JSrYns_Gh8i7Sb0uANlCylULqspb0zK', 'width': 4608}]",ChIJc7MZIf30aS4Rs0s0MccRDbI,"{'compound_code': 'RVFG+54 East Cempaka Putih, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVFG+54'}",4.4,ChIJc7MZIf30aS4Rs0s0MccRDbI,"['lodging', 'point_of_interest', 'establishment']",1754,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJc7MZIf30aS4Rs0s0MccRDbI,
OPERATIONAL,"Jl. Letjen Suprapto No.1, RT.1/RW.1, Cemp. Putih Bar., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10520, Indonesia","{'location': {'lat': -6.1735209, 'lng': 106.8608205}, 'viewport': {'northeast': {'lat': -6.172123970107277, 'lng': 106.8621505798927}, 'southwest': {'lat': -6.174823629892721, 'lng': 106.8594509201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tavia Heritage Hotel,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104253823623159980376"">A Google User</a>'], 'photo_reference': 'AUGGfZlmBTs5po5uZwxNXDhfHjTb-KtnNh6x7EF0GDxs3ymaNcTFWoTFazKpTR3ECsW8beJlmUiwZSOV9nicjRGfnnaLNwnpJ9erFOgi6Udm6pfFWa6kGCOBA0lDKU_Oiz5cheZAe4NX9pdICU4vaiUyeqT1d_LnuhQcg-B2nbrYZyzTHLPt', 'width': 6000}]",ChIJkxdKhEn1aS4RpynSpRWH9fk,"{'compound_code': 'RVG6+H8 West Cempaka Putih, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVG6+H8'}",4.7,ChIJkxdKhEn1aS4RpynSpRWH9fk,"['lodging', 'point_of_interest', 'establishment']",90,,https://www.google.com/maps/place/?q=place_id:ChIJkxdKhEn1aS4RpynSpRWH9fk,
OPERATIONAL,"13, Jl. Jenderal Ahmad Yani No.Kav 49, RT.13/RW.9, Rawasari, Kec. Cemp. Putih, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 10570, Indonesia","{'location': {'lat': -6.1887987, 'lng': 106.8737957}, 'viewport': {'northeast': {'lat': -6.187401870107277, 'lng': 106.8752273798927}, 'southwest': {'lat': -6.190101529892721, 'lng': 106.8725277201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Green Pramuka City by SR Property,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111766308606608144290"">Rico Tirta</a>'], 'photo_reference': 'AUGGfZm3I7qOKhYMWSSnC3hPLdDLDQvVg03C2Fuvv4TgH4DsgUoiMLtCKkqFvunCU3_eKNPXinkayS3HB5pJETxuUscxJ9HOdJCtdhEV4csjXqyzeEgAOspU7knO9XbHl9pQ9Wmc9kRbC-79h0rnYBOpImXwLfpT0iB86q66DYbhi3WyP50y', 'width': 4608}]",ChIJF7ji2Uz1aS4RbeqL-bqQb9g,"{'compound_code': 'RV6F+FG Rawasari, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RV6F+FG'}",4.4,ChIJF7ji2Uz1aS4RbeqL-bqQb9g,"['lodging', 'point_of_interest', 'establishment']",53,,https://www.google.com/maps/place/?q=place_id:ChIJF7ji2Uz1aS4RbeqL-bqQb9g,
OPERATIONAL,"Jl. Jenderal Ahmad Yani No.2, RT.2/RW.7, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510, Indonesia","{'location': {'lat': -6.173622099999999, 'lng': 106.8760455}, 'viewport': {'northeast': {'lat': -6.172263670107277, 'lng': 106.8773859298927}, 'southwest': {'lat': -6.174963329892721, 'lng': 106.8746862701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Patra Jakarta,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102402354482192555841"">Patra Jasa Jakarta Hotel</a>'], 'photo_reference': 'AUGGfZkCJqCb5QRn24tfV2JEeHNYYmklB_PJTg56fT85hkHbSZeSAe8_3NEqA83g18Q7RWRCHmT8Rtf4ye5BaEolvm-8PJtMsiK60SoPdY9lkKaOwhyHQK2A_gxtygMNGmiVyVEkKhxn96SPdvPInfvOICDBMtyYlkcnwhgUUFQR3MZQRcHO', 'width': 4608}]",ChIJwfNuuQL1aS4RzPNc1xKfid0,"{'compound_code': 'RVGG+H9 East Cempaka Putih, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVGG+H9'}",4.3,ChIJwfNuuQL1aS4RzPNc1xKfid0,"['lodging', 'point_of_interest', 'establishment']",838,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJwfNuuQL1aS4RzPNc1xKfid0,
OPERATIONAL,"Jl. Letjen Suprapto No.11E, RT.1/RW.3, Cemp. Baru, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640, Indonesia","{'location': {'lat': -6.172292, 'lng': 106.8613599}, 'viewport': {'northeast': {'lat': -6.171129170107278, 'lng': 106.8628427298927}, 'southwest': {'lat': -6.173828829892722, 'lng': 106.8601430701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Cempaka Sari,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114927203463703556977"">Hotel Cempaka Sari</a>'], 'photo_reference': 'AUGGfZmdb1eyJXJVySjQjmdDUuUb7E2mntvtcS9EpV8ZJ3aTlyN_rQ59MnW_KxWkRmsIG8BXb7HMFKJqGXOT4kdi0McPadlmct5Z3xTDHg_sZIrqypWRg_e6AY2jjTSXk9MlVe_WgkmqEntbNR6PhGukFZt34kHcLQVU5-uz3dVLSY0c39Xj', 'width': 6000}]",ChIJFVMaRKr1aS4RFagIsJRWgkw,"{'compound_code': 'RVH6+3G Cempaka Baru, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVH6+3G'}",3.9,ChIJFVMaRKr1aS4RFagIsJRWgkw,"['lodging', 'point_of_interest', 'establishment']",708,,https://www.google.com/maps/place/?q=place_id:ChIJFVMaRKr1aS4RFagIsJRWgkw,
OPERATIONAL,"Jl. Pramuka No.14 Kav.149, RT.14/RW.7, Rawasari, Cempaka Putih, Central Jakarta City, Jakarta 10570, Indonesia","{'location': {'lat': -6.192116899999999, 'lng': 106.8672601}, 'viewport': {'northeast': {'lat': -6.190819720107278, 'lng': 106.8686147798927}, 'southwest': {'lat': -6.193519379892722, 'lng': 106.8659151201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,P Hotel,"[{'height': 703, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114816681141600768635"">A Google User</a>'], 'photo_reference': 'AUGGfZlb3IXlR1k3p-nt22U3jbMueGDa1Vv3pYyWkOq0ewqPCZQbpM1cWNxxw4K6F4AD9T4sJ70kWKuynqL3jWZVLAwpseZ3Jxs1ZdZVaaDUXsNMxogYcicOY6F0e6xYV533ey8NMubNImCwN-Eadc1jVgFLcd-i3s361CwqVki5ADbM1J9T', 'width': 1000}]",ChIJIdYXsfX0aS4RktjhU0V9PSM,"{'compound_code': 'RV58+5W Rawasari, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RV58+5W'}",4.2,ChIJIdYXsfX0aS4RktjhU0V9PSM,"['lodging', 'point_of_interest', 'establishment']",611,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJIdYXsfX0aS4RktjhU0V9PSM,
OPERATIONAL,"Jl. Cempaka Putih Raya No.120, RT.8/RW.3, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510, Indonesia","{'location': {'lat': -6.1769935, 'lng': 106.8748692}, 'viewport': {'northeast': {'lat': -6.175642870107278, 'lng': 106.8761925798927}, 'southwest': {'lat': -6.178342529892721, 'lng': 106.8734929201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Asana Kawanua Jakarta,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110909022801589803219"">lukman luher daengsibalii</a>'], 'photo_reference': 'AUGGfZk7DS80mmd5ojmbpP1XzawKORdmez2dLojEt_LJhQsMO7YKU7oAUBL7dqUzBFyQY1Jw3M4LbhAHV5ZjWFP4zFUbn-iALC-TyLpCqvhu7kAzfArY0tBDpyASEROe-5DHpIm-vDTsi3ZY7o6MmBOifUnVMSwILC60Eo1DDdQsFWXTYtR3', 'width': 2560}]",ChIJg6V4Gv30aS4R8B0icA6XDx0,"{'compound_code': 'RVFF+6X East Cempaka Putih, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RVFF+6X'}",4.2,ChIJg6V4Gv30aS4R8B0icA6XDx0,"['lodging', 'point_of_interest', 'establishment']",1103,,https://www.google.com/maps/place/?q=place_id:ChIJg6V4Gv30aS4R8B0icA6XDx0,
