business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url,permanently_closed
OPERATIONAL,"Jl. Kol. Sugiono No.40, RT.02/RW.03, Jajar, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111, Indonesia","{'location': {'lat': -7.0796528, 'lng': 110.914455}, 'viewport': {'northeast': {'lat': -7.078296120107278, 'lng': 110.9157051798927}, 'southwest': {'lat': -7.080995779892722, 'lng': 110.9130055201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Padi Inn Hotel Purwodadi,"[{'height': 4791, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109667907761414001939"">A Google User</a>'], 'photo_reference': 'AUGGfZmRlOWnyVzyS085JAZx7aeQreelVwkdiQwQxsz__HCgkPSDNQmB5ufVSSHdPUusNvwdszPTjLl28F-hV6HJCbMVYNAApPsJDbQ_MXMTNYSLk_bVJDsswyD9Fm-CPPzjSWJjU0viOzrvlLsJWQYC9Z2nFpQcGUH2_aDiyNv_KdUas-_i', 'width': 3870}]",ChIJG9d5BQCxcC4RAAgAqOujXGs,"{'compound_code': 'WWC7+4Q Purwodadi, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GWWC7+4Q'}",4.9,ChIJG9d5BQCxcC4RAAgAqOujXGs,"['lodging', 'point_of_interest', 'establishment']",220,,https://www.google.com/maps/place/?q=place_id:ChIJG9d5BQCxcC4RAAgAqOujXGs,
OPERATIONAL,"Jl. Gajah Mada No.10, Majenang, Kuripan, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58112, Indonesia","{'location': {'lat': -7.085571, 'lng': 110.8950536}, 'viewport': {'northeast': {'lat': -7.084242020107278, 'lng': 110.8964982798927}, 'southwest': {'lat': -7.086941679892722, 'lng': 110.8937986201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Grand Master Hotel Purwodadi,"[{'height': 864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106738686846588151746"">A Google User</a>'], 'photo_reference': 'AUGGfZmVy3QQRSMXVfVKmEx3dfcqwh6Euwiy8sWf-T8zcPObVUXYJCYytUV30X8NV9wvarHeB78Z4YfzX804M1pddZ3kTtlfAvIzUjmzSlJzGdfZwIaQcV1w0u2FJuobtbhcdGqA1ri03URgZJ7trUjWVjMVVUBwgutv5DlyWREq6j1HUa6R', 'width': 1152}]",ChIJLbFXyoS6cC4RPuSBmq7deAc,"{'compound_code': 'WV7W+Q2 Kuripan, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GWV7W+Q2'}",4.3,ChIJLbFXyoS6cC4RPuSBmq7deAc,"['lodging', 'point_of_interest', 'establishment']",2312,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJLbFXyoS6cC4RPuSBmq7deAc,
OPERATIONAL,"Jl. MT. Haryono No.61, Jajar, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111, Indonesia","{'location': {'lat': -7.078693299999999, 'lng': 110.9150706}, 'viewport': {'northeast': {'lat': -7.077349370107278, 'lng': 110.9165258798927}, 'southwest': {'lat': -7.080049029892722, 'lng': 110.9138262201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Harvest Hotel Purwodadi,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108808263368437812652"">A Google User</a>'], 'photo_reference': 'AUGGfZnZwxySfhGvfv0uBoLPh3iPiuvZpq_YReX7iBChqT_yyK9X5Kn0YG7hnRSHnpb1hlmQtHw41LYD4kX03Yu7-A1ER4ptqdiy3MyWCFMBT2R-5VTEHn3de0-J3JdNV_fTkToJCdM1eayqjZgqGLowfHbHCiCxHDRswpf4mEuDAVXyHBFy', 'width': 1280}]",ChIJWUXwmTexcC4RTcJPQTi8TfE,"{'compound_code': 'WWC8+G2 Purwodadi, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GWWC8+G2'}",4.9,ChIJWUXwmTexcC4RTcJPQTi8TfE,"['lodging', 'point_of_interest', 'establishment']",2140,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJWUXwmTexcC4RTcJPQTi8TfE,
OPERATIONAL,"Jl. AKBP Agil Kusumadya No.100, Jatimakmur, Jati Wetan, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59346, Indonesia","{'location': {'lat': -6.837636000000001, 'lng': 110.821694}, 'viewport': {'northeast': {'lat': -6.836255220107278, 'lng': 110.8230146298927}, 'southwest': {'lat': -6.838954879892722, 'lng': 110.8203149701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Griptha,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111422114860271636177"">A Google User</a>'], 'photo_reference': 'AUGGfZkP6HBfUXfO0GGytbLO-32m41IMPePHKNg6JkbxUEUGIcDqZ2t3FESktNURDiXd3KG2GACUdgypw7pZab2Kft3ZphxvQ3gMmO2Rw-HoVRz8LslyFKqc4mIcERAY5L5q871nU2tKy_OHr_W2dqoKjy5T23N0S280h_ePblpCTd1wQ52R', 'width': 1280}]",ChIJkUto92LEcC4RQBGyOFBxVyc,"{'compound_code': '5R6C+WM Jati Wetan, Kudus Regency, Central Java, Indonesia', 'global_code': '6P5G5R6C+WM'}",4.4,ChIJkUto92LEcC4RQBGyOFBxVyc,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",5611,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJkUto92LEcC4RQBGyOFBxVyc,
OPERATIONAL,"Jl. MT. Haryono Jl. Jajar Barat No.137, Jajar, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111, Indonesia","{'location': {'lat': -7.076972199999999, 'lng': 110.9151692}, 'viewport': {'northeast': {'lat': -7.075639620107278, 'lng': 110.9166535798927}, 'southwest': {'lat': -7.078339279892722, 'lng': 110.9139539201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel 21 Purwodadi,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101550793664563086732"">Triagus S</a>'], 'photo_reference': 'AUGGfZm0ysaGGFTN4TpXzNqN1QsawTYpSth28i_JzquUqRQbej6Zo6MjQ2cEN19MC4kzH6TOjlW_Wp4_uW4kbxPC4Jsjxesu6h1u_s4oO2imMsUhUZ0yRZYjpC6nzEAnPw3-PukF1ySveakjHypr1dDAMKtdxDGBXcjejWNrE7WYGzH7O4hB', 'width': 3000}]",ChIJbQc11GKwcC4RwhRzuOeeDR4,"{'compound_code': 'WWF8+63 Purwodadi, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GWWF8+63'}",4.3,ChIJbQc11GKwcC4RwhRzuOeeDR4,"['lodging', 'point_of_interest', 'establishment']",872,,https://www.google.com/maps/place/?q=place_id:ChIJbQc11GKwcC4RwhRzuOeeDR4,
OPERATIONAL,"Jalan Glugu No.3, RT.09/RW.14, Kebondalem, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111, Indonesia","{'location': {'lat': -7.0875002, 'lng': 110.9199845}, 'viewport': {'northeast': {'lat': -7.086209520107277, 'lng': 110.9213291298927}, 'southwest': {'lat': -7.088909179892721, 'lng': 110.9186294701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Diafan Purwodadi,"[{'height': 1816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101033681294562733677"">A Google User</a>'], 'photo_reference': 'AUGGfZknC4l2mUPObXaND_yP0ru0z3eVgW3hU8GNoDmgD9UXkcTQcjI875gByuxLLHGrTT4ppaX5MbTnJFbOVIIv-Um1PUQQYxXMpaZlrrvBmHRvCixgAx4Sc1Lf8iSQPuEH6-TJQPm4o39g4kUI6yAcs8jVf_WKGh6KoDaYlq31AlUWfZ00', 'width': 4032}]",ChIJHdEJ-X2xcC4RFLqOvGRtxA8,"{'compound_code': 'WW69+XX Purwodadi, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GWW69+XX'}",4.4,ChIJHdEJ-X2xcC4RFLqOvGRtxA8,"['lodging', 'point_of_interest', 'establishment']",65,,https://www.google.com/maps/place/?q=place_id:ChIJHdEJ-X2xcC4RFLqOvGRtxA8,
OPERATIONAL,"Jl. Ampera No.8, Jajar, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111, Indonesia","{'location': {'lat': -7.077926, 'lng': 110.9159401}, 'viewport': {'northeast': {'lat': -7.076614370107279, 'lng': 110.9172892798927}, 'southwest': {'lat': -7.079314029892723, 'lng': 110.9145896201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Padi,"[{'height': 690, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111412162528635601896"">A Google User</a>'], 'photo_reference': 'AUGGfZn3Zh4yUpf1-9MskX1x0fRQ43gm_KNiMNBnhoeZ4UZ0ZaQPMN_zTmg3_Jomb-oNzAZTCDjCpskOAXp1_KbdGxmqYbqMYse7NiWoP2jQcRVs4wBKqioE_ye0RmYJyk5JiaXgv15esNyx8uC6cdpr4hlljC34W8uVPO1GKaA9QWZtzoKM', 'width': 1024}]",ChIJO12eO2OwcC4RTTBntPpD7NQ,"{'compound_code': 'WWC8+R9 Purwodadi, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GWWC8+R9'}",4.9,ChIJO12eO2OwcC4RTTBntPpD7NQ,"['lodging', 'point_of_interest', 'establishment']",3372,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJO12eO2OwcC4RTTBntPpD7NQ,
OPERATIONAL,"Jl. Gajah Mada No.89, Majenang, Kuripan, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58112, Indonesia","{'location': {'lat': -7.0884044, 'lng': 110.8999953}, 'viewport': {'northeast': {'lat': -7.087132020107279, 'lng': 110.9012884298927}, 'southwest': {'lat': -7.089831679892723, 'lng': 110.8985887701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Front One Hotel Purwodadi,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115729830278770214452"">A Google User</a>'], 'photo_reference': 'AUGGfZmznNfp527zCn6nVAp_2Gmmt_XJCf-WREZ-qXbO5qErbEbJZFW-0pgmQdmFDJc9I1FM6x08A8eHvVuvxUiztP6M_2zMQSRmad88yEWFFLdxQhIUDwJMihZ_ox1njPKzce0MCkPNNJyrkXtYwIf9_96MOg998k7Z-oOnzLfMHz0yOKCt', 'width': 2048}]",ChIJHb81rZ26cC4RYjmvl7Sdh6A,"{'compound_code': 'WV6X+JX Kuripan, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GWV6X+JX'}",4.3,ChIJHb81rZ26cC4RYjmvl7Sdh6A,"['lodging', 'point_of_interest', 'establishment']",1623,,https://www.google.com/maps/place/?q=place_id:ChIJHb81rZ26cC4RYjmvl7Sdh6A,
OPERATIONAL,"Kemantren, Godong, Grobogan Regency, Central Java, Indonesia","{'location': {'lat': -7.0245695, 'lng': 110.7752507}, 'viewport': {'northeast': {'lat': -7.023247970107278, 'lng': 110.7765938298927}, 'southwest': {'lat': -7.025947629892721, 'lng': 110.7738941701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz Syariah near Pasar Godong Grobogan,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102778904776653094763"">A Google User</a>'], 'photo_reference': 'AUGGfZkNPA2dMXUHCwo7ycnE-tIWfeYL1SSNfTNM-gfbRGGRwxyunFj4_revKNjDZmqntEJYY6Ik_57YJxCPSKzvfPh18a-phKNdNILcCZtppGK3qez5oHDBXRlUJjU0RgUhbdJzVthODo9cNx-uHBJQx8JlkJ68Mt47heWhJ1HiR1KjqB1V', 'width': 4000}]",ChIJV9NveAu_cC4RccffXeVZi2c,"{'compound_code': 'XQGG+53 Godong, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GXQGG+53'}",4.3,ChIJV9NveAu_cC4RccffXeVZi2c,"['lodging', 'point_of_interest', 'establishment']",44,,https://www.google.com/maps/place/?q=place_id:ChIJV9NveAu_cC4RccffXeVZi2c,
OPERATIONAL,"Jl. Letjen, Jl. S. Parman No.32, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111, Indonesia","{'location': {'lat': -7.0835078, 'lng': 110.9179987}, 'viewport': {'northeast': {'lat': -7.082014920107278, 'lng': 110.9193435298927}, 'southwest': {'lat': -7.084714579892721, 'lng': 110.9166438701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Karunia PKPRI,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113145159491064231601"">A Google User</a>'], 'photo_reference': 'AUGGfZlF2v1Zn4u58NoV83C_4peCxZjLN64SNPy5e-sutig1h1Z3WNjpdPjJ7UIBSRwAHMHPIAsQV64oN3DNw2gibqK1vUzSPxxEiwD_tNwhmCqLE1yVQgNLHD4hhhfA3qqOSUcLBVD3VWf3AbdKShgOm3ic0wn3DMqhsoJBnDsQ0120tkxm', 'width': 3120}]",ChIJ-StlCGWwcC4RNACARk1Rz9s,"{'compound_code': 'WW89+H5 Purwodadi, Grobogan Regency, Central Java, Indonesia', 'global_code': '6P4GWW89+H5'}",4.2,ChIJ-StlCGWwcC4RNACARk1Rz9s,"['lodging', 'point_of_interest', 'establishment']",265,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ-StlCGWwcC4RNACARk1Rz9s,
