business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"465F+F72, Benlutu, Batu Putih, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.891361999999999, 'lng': 124.2231376}, 'viewport': {'northeast': {'lat': -9.890018420107278, 'lng': 124.2244870798927}, 'southwest': {'lat': -9.892718079892722, 'lng': 124.2217874201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Benlutu,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111731238612185605491"">A Google User</a>'], 'photo_reference': 'AUGGfZnkrtIav7HInESEHmjQUiaMWVO3olrOsW06Dp4CHUua-h6UlaDUkBsLHBWsJjR-hPVyFP9JD66hkxwzldJa8NY9MMHdH563C65GYAlKPwspOxhrnGqfHZ1C86NK0jjxg6VLVS6NnPNOoACv3u8mVZR65Tl2Le38ZQ9BVPPKt6bwnfuk', 'width': 2448}]",ChIJw9cdM4fnVSwRMCE26YCO20U,2.5,ChIJw9cdM4fnVSwRMCE26YCO20U,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJw9cdM4fnVSwRMCE26YCO20U
CLOSED_TEMPORARILY,"36WC+JJ3, Unnamed Road, Benlutu, Kec. Batu Putih, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.903498299999999, 'lng': 124.221537}, 'viewport': {'northeast': {'lat': -9.902711120107277, 'lng': 124.2232610798927}, 'southwest': {'lat': -9.905410779892721, 'lng': 124.2205614201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Benlutu rice,,ChIJY9Dkn0TnVSwRSLfaWaOI2lA,5.0,ChIJY9Dkn0TnVSwRSLfaWaOI2lA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJY9Dkn0TnVSwRSLfaWaOI2lA
CLOSED_TEMPORARILY,"24JM+84M, Jl. Batu Putih - Soe, Oebobo, Kec. Batu Putih, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.9691729, 'lng': 124.1327925}, 'viewport': {'northeast': {'lat': -9.967833770107278, 'lng': 124.1341275298927}, 'southwest': {'lat': -9.970533429892722, 'lng': 124.1314278701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Foto Noelmina,,ChIJm1Viz6TfVSwRPaR_GW-bmZ4,0.0,ChIJm1Viz6TfVSwRPaR_GW-bmZ4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJm1Viz6TfVSwRPaR_GW-bmZ4
OPERATIONAL,"26Q2+H97, Tuakole, Batu Putih, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.961098400000001, 'lng': 124.2009363}, 'viewport': {'northeast': {'lat': -9.959714620107277, 'lng': 124.2022244798927}, 'southwest': {'lat': -9.962414279892721, 'lng': 124.1995248201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Tuakole kec batuputih kab TTS prov NTT INDONESIA,"[{'height': 775, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112639762052957206002"">A Google User</a>'], 'photo_reference': 'AUGGfZk5QU-hiuiiRLyx5CBhYHXHhXhp0UM_OkVIsUgsG86tkOCzeK3Q4h0305qJQ4mtdGfYXEsL9eT-FCW6s4C1jceYck5-L_imyYu5IbG5uNqUfDMpX6Oz8IDQD0s7Pwr5GXZcazGI8e8qJ9Sk1kBTJq2VRGGx_k5zNJhMBfzCFl8jzcum', 'width': 787}]",ChIJ556LxinhVSwR3HFTCgOWpyY,5.0,ChIJ556LxinhVSwR3HFTCgOWpyY,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ556LxinhVSwR3HFTCgOWpyY
OPERATIONAL,"47HG+74V, Kuatae, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8717661, 'lng': 124.2753009}, 'viewport': {'northeast': {'lat': -9.870408070107278, 'lng': 124.2766514798927}, 'southwest': {'lat': -9.873107729892721, 'lng': 124.2739518201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Kuatae,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114506624807190997466"">A Google User</a>'], 'photo_reference': 'AUGGfZnqTi8CteXDDfqvBoiqhY5QiJ596eOb0QQHqHpR6sTPUvjHGE4tVhyOPLkg5dclE2xpmbJE83ZD-WOByW1DBouNBGYpVD93FZdVw0tHf3rRcXg5EBkccfYXgQSeGPmNACm5HXPL-48OH5SBCbyMVkYLgVFf4rpwlI8ypRr7WB68AJth', 'width': 1920}]",ChIJEedif7HlVSwRro9KxNy4HNo,5.0,ChIJEedif7HlVSwRro9KxNy4HNo,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJEedif7HlVSwRro9KxNy4HNo
OPERATIONAL,"568R+2C5, Klani/Noinbila, Mollo Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8349877, 'lng': 124.2411034}, 'viewport': {'northeast': {'lat': -9.834139949999996, 'lng': 124.2437662}, 'southwest': {'lat': -9.837530950000001, 'lng': 124.2402158}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Anderias Ufi,,ChIJuzfrj3jpVSwRIwHsyjtu0m0,0.0,ChIJuzfrj3jpVSwRIwHsyjtu0m0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJuzfrj3jpVSwRIwHsyjtu0m0
OPERATIONAL,"X587+F79, Linamnutu, Amanuban Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0338385, 'lng': 124.1632288}, 'viewport': {'northeast': {'lat': -10.03294655, 'lng': 124.1649433798927}, 'southwest': {'lat': -10.03651435, 'lng': 124.1622437201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Oemufun,,ChIJs2lawQLgVSwRE3yjNRHCqLo,4.8,ChIJs2lawQLgVSwRE3yjNRHCqLo,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJs2lawQLgVSwRE3yjNRHCqLo
OPERATIONAL,"48G6+7R2, Oekamusa, Mnelalete, Kec. Amanuban Bar., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8743541, 'lng': 124.3120261}, 'viewport': {'northeast': {'lat': -9.87313892010728, 'lng': 124.3134798798927}, 'southwest': {'lat': -9.875838579892724, 'lng': 124.3107802201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oekamusa Waterfall,"[{'height': 746, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112412520084349868612"">Willy Jhon Antonio Anakay</a>'], 'photo_reference': 'AUGGfZlnfxCoWgR_lFXyvMW0Bei9RQF2maSwvbgEK2zEalhLSxPd8-F_BanUR-sNU4ikXUID5tYfutAtqL1CxpX2DjECLqMiyLkpCPI2HKzUn4Uzymxj6Lc58IK4kM50HYTEVUXTEJflh03kuySGksG8Dhhw69xFa8Z3eXeMC3-e1LfbzxY4', 'width': 993}]",ChIJm9JhQZ3lVSwR2cAkFichrqI,2.0,ChIJm9JhQZ3lVSwR2cAkFichrqI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJm9JhQZ3lVSwR2cAkFichrqI
OPERATIONAL,"355J+4C2, RT.007/RW.003, Dusun Fetomone, Oehala, Kec. Batu Putih, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.9422458, 'lng': 124.1810057}, 'viewport': {'northeast': {'lat': -9.94089597010728, 'lng': 124.1823555298927}, 'southwest': {'lat': -9.943595629892723, 'lng': 124.1796558701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Oehela,,ChIJ57wPHQDnVSwRcz013pmmeKs,0.0,ChIJ57wPHQDnVSwRcz013pmmeKs,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ57wPHQDnVSwRcz013pmmeKs
OPERATIONAL,"47RF+V9P, Karang Siri, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8577668, 'lng': 124.2734337}, 'viewport': {'northeast': {'lat': -9.856386920107278, 'lng': 124.2747443298927}, 'southwest': {'lat': -9.859086579892722, 'lng': 124.2720446701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Bunga Nifuboko SoE,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111188851083394765604"">A Google User</a>'], 'photo_reference': 'AUGGfZl3MILE_Yeb-oCd-JWDQt42sK_3lnT86bdo8eHgi9sREqIeNDZ864U4PCQVqgSCZ7eKnVxFFNtHGaX7CPQHgJksiWiKaQa-1OFAgINL9izLjv98HeOmx9YqDYlJScfW_W_VJwpUnp20VBSsg7njmvbmpODo3w-yjaovvwQDeEaKZbd7', 'width': 1088}]",ChIJr6gk-XPvVSwR5_VdpTvlv2U,5.0,ChIJr6gk-XPvVSwR5_VdpTvlv2U,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJr6gk-XPvVSwR5_VdpTvlv2U
