business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,opening_hours,url
OPERATIONAL,"4F76+3PP, Tubmonas, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.887286099999999, 'lng': 124.4618237}, 'viewport': {'northeast': {'lat': -9.886051820107276, 'lng': 124.4637102798927}, 'southwest': {'lat': -9.88875147989272, 'lng': 124.4610106201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kua Mna,ChIJjcWl52b5VSwRQrCbJiQDFQ0,0.0,ChIJjcWl52b5VSwRQrCbJiQDFQ0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJjcWl52b5VSwRQrCbJiQDFQ0
OPERATIONAL,"5FC5+HCV, Nobi Nobi, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.828521799999999, 'lng': 124.4585568}, 'viewport': {'northeast': {'lat': -9.827298420107278, 'lng': 124.4598988798927}, 'southwest': {'lat': -9.829998079892722, 'lng': 124.4571992201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Obabaat,ChIJRzvK1A73VSwRdfoa7cnzhDg,5.0,ChIJRzvK1A73VSwRdfoa7cnzhDg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRzvK1A73VSwRdfoa7cnzhDg
OPERATIONAL,"6F5Q+GVX, Sopo, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7911346, 'lng': 124.4897318}, 'viewport': {'northeast': {'lat': -9.789763720107278, 'lng': 124.4911053798927}, 'southwest': {'lat': -9.792463379892721, 'lng': 124.4884057201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Kuku - Maunum Niki-Niki,ChIJN5-lzA73VSwRg3rAs8XdZXA,5.0,ChIJN5-lzA73VSwRg3rAs8XdZXA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102684664390289561195"">Abang Supardin</a>'], 'photo_reference': 'AUGGfZmN33IBRgvoJF97sqtybcfaJqKjGUTucxC5xUa4O7LM_lcG5qeQzAV-Yj0EuDAaCr-TdkWKPxy6FUgqRX0gDEOYhHl1inH1nagWWCs7nGUJMzY3j1_iRd0cXNy0L6ANWCxdCCtEs9Z1COwTOUkROe_fDKfrN5dpW4AKYRNFDLU0EL4L', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJN5-lzA73VSwRg3rAs8XdZXA
OPERATIONAL,"5FMG+C7V, Jl. Raya Niki-Niki, Niki Niki, Kec. Amanuban Tengah, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8165043, 'lng': 124.476019}, 'viewport': {'northeast': {'lat': -9.815141620107278, 'lng': 124.4773231798927}, 'southwest': {'lat': -9.817841279892722, 'lng': 124.4746235201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,NIKI NIKI - TTS,ChIJ5VFVgZ73VSwRuioL8oVY3MU,4.5,ChIJ5VFVgZ73VSwRuioL8oVY3MU,"['tourist_attraction', 'point_of_interest', 'establishment']",25,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113710793972137979663"">A Google User</a>'], 'photo_reference': 'AUGGfZkZ-abMCf0ILW4cXX_RheDoqBYylQ0NOUyW0KqMdn1h2DoL6mEGYPUb1cAbLY2bL4CsEht5D3JK1ZnDYQJchPupPSEqoXVjqByT6ZpHKP1cc1M-6Z-UY-uqyNN8urlwHwifIXOUOLHhDN-AzaGFbi45H2RSOO6COfGbM4waJfYeAoE_', 'width': 3468}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ5VFVgZ73VSwRuioL8oVY3MU
CLOSED_TEMPORARILY,"Niki Niki, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara 52877, Indonesia","{'location': {'lat': -9.8192895, 'lng': 124.4750371}, 'viewport': {'northeast': {'lat': -9.817947570107277, 'lng': 124.4764225298927}, 'southwest': {'lat': -9.820647229892721, 'lng': 124.4737228701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Elektronik,ChIJM52ia5P3VSwRub8vIEXP73o,0.0,ChIJM52ia5P3VSwRub8vIEXP73o,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107396887225352597244"">A Google User</a>'], 'photo_reference': 'AUGGfZnEqM5-sUrprdZ4gXDm3hFrYxnv056P5E69C82nmigOXRvMwB9dECn_30ibi3gjKsfWSjMXJVn_gIDeOm7-XxTfSs4VBKNB_bC8gDJEB5itrG4ogqPqMN6HlBkCGS8vy-eOqmQIO00VywvrJsJESNLIzGJ0unr-zMMWCrmH3sIOt0fK', 'width': 1080}]",True,"{'compound_code': '5FJG+72 Niki Niki, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q265FJG+72'}",,https://www.google.com/maps/place/?q=place_id:ChIJM52ia5P3VSwRub8vIEXP73o
OPERATIONAL,"Babuin, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.956565099999999, 'lng': 124.5099684}, 'viewport': {'northeast': {'lat': -9.955131520107276, 'lng': 124.5113242798927}, 'southwest': {'lat': -9.95783117989272, 'lng': 124.5086246201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tae Mnanu,ChIJVaBYEYVV_ywRxY0dMvhWjqw,4.0,ChIJVaBYEYVV_ywRxY0dMvhWjqw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117478854127296945602"">A Google User</a>'], 'photo_reference': 'AUGGfZnre0y--xmU9rI_nOS2PcOA2x6jnqcXPW2EB7v5Uf2EzKvHOlaWCNLC6OANZRvhCQ4quxWI5DPUubivmdfITr7vJPEaNTDHIT0_QurH9Qw_QC9CSYdsX3cNQldpgbWDHc05YGSrrZ1oXn8laR_gjOWPTE_x4U0N6glyji6OEbDeiuyV', 'width': 900}]",,"{'compound_code': '2GV5+9X Babuin, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q262GV5+9X'}",,https://www.google.com/maps/place/?q=place_id:ChIJVaBYEYVV_ywRxY0dMvhWjqw
OPERATIONAL,"2FQJ+Q9, Ofu, Kolbano, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.960505999999999, 'lng': 124.4809543}, 'viewport': {'northeast': {'lat': -9.959793620107279, 'lng': 124.4819919798927}, 'southwest': {'lat': -9.962493279892723, 'lng': 124.4792923201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Manenu Ofu,ChIJG2OOoBv_VSwREwmfCdLr5Pk,5.0,ChIJG2OOoBv_VSwREwmfCdLr5Pk,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 2464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102561948253457087348"">Yohanes Tahoni</a>'], 'photo_reference': 'AUGGfZk8LXAF_UWrxQf0WCOuiH9tviU7F_FK46KuSG4AiNAbxfMQ16i2N0Z7Oc8gQpDsLaXc8J0pVo5vxy-emyF-Bh5glyHRSVeniy1CXLZi0F8RKYEh50Ud9f14Z_QRqgLQgVTVrVlmtAoBoMPlRHfDSMJWjaumSlsmE_Hf6cDguO_1aSND', 'width': 3280}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJG2OOoBv_VSwREwmfCdLr5Pk
OPERATIONAL,"5C5X+HG3, Supul, Kuatnana, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.841103799999999, 'lng': 124.448807}, 'viewport': {'northeast': {'lat': -9.839756870107278, 'lng': 124.4501570298927}, 'southwest': {'lat': -9.842456529892722, 'lng': 124.4474573701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Supul,ChIJi7LQ_XL3VSwRbkhFEtVN-uI,4.2,ChIJi7LQ_XL3VSwRbkhFEtVN-uI,"['tourist_attraction', 'point_of_interest', 'establishment']",25,"[{'height': 412, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104015258211403722979"">A Google User</a>'], 'photo_reference': 'AUGGfZma0251S6DIbnsL20la_nzrShzKWSg23V4kDIdd3Z08sx7VLU60t8bTWEjmWjvWIdNHW5CDpLDRAhVkqFh2Fr81jA4eZUQFitrdfHb35-iPYtuNdCYeFh_i4aEGKvcEPObIJEcKTaeZF-iin625qtym_p11K5XqSYlzpgZg7d-Tv3al', 'width': 720}]",,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJi7LQ_XL3VSwRbkhFEtVN-uI
OPERATIONAL,"48JX+V7, Tublopo/Meometan, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8678635, 'lng': 124.3482211}, 'viewport': {'northeast': {'lat': -9.86424895, 'lng': 124.3493971798927}, 'southwest': {'lat': -9.869068349999996, 'lng': 124.3466975201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tae Nunuh,ChIJYa3xWgD7VSwRRmXm3ONwMHw,0.0,ChIJYa3xWgD7VSwRRmXm3ONwMHw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJYa3xWgD7VSwRRmXm3ONwMHw
CLOSED_TEMPORARILY,"5FWG+7C6, Niki Niki, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.804367599999999, 'lng': 124.4759832}, 'viewport': {'northeast': {'lat': -9.803196370107278, 'lng': 124.4772463798927}, 'southwest': {'lat': -9.805896029892722, 'lng': 124.4745467201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Eusle'u,ChIJKZZKDsL3VSwRNB67MAGAaXw,0.0,ChIJKZZKDsL3VSwRNB67MAGAaXw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 767, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101554684117749993841"">Lopis Imanuwel</a>'], 'photo_reference': 'AUGGfZm-2JazxhpWbNwGxI_3xb4vlRwrWKnsEEbsGK7CzA60ERLfSAAXRFLHFC3fK4qeFxLFr7YnVHieyf72ewHZjd6pakyMzvqOxaukaVZiF7fJ7yJeee_CApshaOYQSItBRQtfrXGRaZveUdQdawCZIZ4BiU6hEOkocoQCvHKBR3gIxD1-', 'width': 1024}]",True,,,https://www.google.com/maps/place/?q=place_id:ChIJKZZKDsL3VSwRNB67MAGAaXw
