business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,plus_code,opening_hours,url
OPERATIONAL,"X587+F79, Linamnutu, Amanuban Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.0338385, 'lng': 124.1632288}, 'viewport': {'northeast': {'lat': -10.03294655, 'lng': 124.1649433798927}, 'southwest': {'lat': -10.03651435, 'lng': 124.1622437201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Oemufun,ChIJs2lawQLgVSwRE3yjNRHCqLo,4.8,ChIJs2lawQLgVSwRE3yjNRHCqLo,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,,https://www.google.com/maps/place/?q=place_id:ChIJs2lawQLgVSwRE3yjNRHCqLo
CLOSED_TEMPORARILY,"W8RM+9XJ, Noemuke-fatubalaf, Noemuke, Kec. Amanuban Sel., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.0590377, 'lng': 124.3348832}, 'viewport': {'northeast': {'lat': -10.05767162010728, 'lng': 124.3362446298927}, 'southwest': {'lat': -10.06037127989272, 'lng': 124.3335449701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandangan jalanan,ChIJmy4clLwHViwRQqJwjg8206A,0.0,ChIJmy4clLwHViwRQqJwjg8206A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105024496443510852894"">Maryan Walker</a>'], 'photo_reference': 'AUGGfZlkflG-pZUOupuluHvKep63oca7Z2fR4Zs7LHSu8dayWedXmgryn_wxwOgyIV-Ps6gIW-XJjS-CCi8jBqsxcYLQFt2DHyCltFG-8iJbXtQt591w4SjVKjQFi-2QhfBbcPRUAjNomFbs5u0gQFbCr7suvWAZ8LJWNn5ldZhf9OK66tLN', 'width': 2560}]",,,https://www.google.com/maps/place/?q=place_id:ChIJmy4clLwHViwRQqJwjg8206A
OPERATIONAL,"V946+WJ6, Jln lintas selatan, Toineke, Kec. Kualin, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.1427132, 'lng': 124.3615212}, 'viewport': {'northeast': {'lat': -10.14133837010728, 'lng': 124.3628547298927}, 'southwest': {'lat': -10.14403802989272, 'lng': 124.3601550701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Oebono,ChIJP0sHdQAFViwRTV--Q2J9fRI,0.0,ChIJP0sHdQAFViwRTV--Q2J9fRI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJP0sHdQAFViwRTV--Q2J9fRI
OPERATIONAL,"X8PV+6VH, Nifu Papan, Fatutnana, Kec. Noebeba, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.0144444, 'lng': 124.3447222}, 'viewport': {'northeast': {'lat': -10.01287122010728, 'lng': 124.3457401798927}, 'southwest': {'lat': -10.01557087989272, 'lng': 124.3430405201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nifu Papan,ChIJ6YG8JXQHViwRHl1osjaipJw,5.0,ChIJ6YG8JXQHViwRHl1osjaipJw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111598805507772580269"">Erwin Dafrison Tenistuan</a>'], 'photo_reference': 'AUGGfZmxuhR6hvRhoRNgVHnct0tZvksOWnVU0YzjnAXKEKH6Hh1XSIf1bFBdZlJN7nI5uv2UuDR1WgNi_3V2MrRTPCTQn5Tm9T9d6hO2KTdUmtegL8AerhDFlu6ZHMUAw1HBm-FksYWT3h8cDbfou7KfC3V5bZBrRr9FaHxIQXIA1p3u2vOG', 'width': 4128}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ6YG8JXQHViwRHl1osjaipJw
OPERATIONAL,"dusun 3 No.RT 24, Basmuti, Kec. Kuanfatu, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85517, Indonesia","{'location': {'lat': -10.0070931, 'lng': 124.4020253}, 'viewport': {'northeast': {'lat': -10.0028073, 'lng': 124.40414555}, 'southwest': {'lat': -10.0085217, 'lng': 124.40131855}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air,ChIJx3NY5ib9VSwRVs5zN3KEtKo,0.0,ChIJx3NY5ib9VSwRVs5zN3KEtKo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"{'compound_code': 'XCV2+5R Basmuti, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '5QX6XCV2+5R'}",,https://www.google.com/maps/place/?q=place_id:ChIJx3NY5ib9VSwRVs5zN3KEtKo
OPERATIONAL,"38JJ+HR7, Pusu, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9185878, 'lng': 124.3320541}, 'viewport': {'northeast': {'lat': -9.916711470107279, 'lng': 124.3341844}, 'southwest': {'lat': -9.919411129892723, 'lng': 124.331344}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Oefatu,ChIJ3fRfuiH7VSwRYx0XNvsJX3Y,5.0,ChIJ3fRfuiH7VSwRYx0XNvsJX3Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104101123131322647400"">A Google User</a>'], 'photo_reference': 'AUGGfZl9BxqY3n85EyUsEXF26WvmN4XPlvwW6SQpf2LZ_un_8TWQYeowuv5B635-e9okOfc72Ofxc_ZLTiFCi7teJdjZCSztmoVuADcQbrMYRmIKItacHfJmUkeYx53fZHFosxhiMxUOkImpEUZBdgDIBUQODkHbLoapPxzjavBYLaVe2r6J', 'width': 1280}]",,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ3fRfuiH7VSwRYx0XNvsJX3Y
OPERATIONAL,"48JX+V7, Tublopo/Meometan, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8678635, 'lng': 124.3482211}, 'viewport': {'northeast': {'lat': -9.86424895, 'lng': 124.3493971798927}, 'southwest': {'lat': -9.869068349999996, 'lng': 124.3466975201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tae Nunuh,ChIJYa3xWgD7VSwRRmXm3ONwMHw,0.0,ChIJYa3xWgD7VSwRRmXm3ONwMHw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJYa3xWgD7VSwRRmXm3ONwMHw
OPERATIONAL,"478W+64, Mnelalete, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8844456, 'lng': 124.2952951}, 'viewport': {'northeast': {'lat': -9.883071370107277, 'lng': 124.2965274798927}, 'southwest': {'lat': -9.885771029892721, 'lng': 124.2938278201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mia tamonob,ChIJawh1ewDlVSwRS_8UWRlfbsA,0.0,ChIJawh1ewDlVSwRS_8UWRlfbsA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJawh1ewDlVSwRS_8UWRlfbsA
OPERATIONAL,"48FF+499, Mnelalete, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.877222200000002, 'lng': 124.3234714}, 'viewport': {'northeast': {'lat': -9.875755670107278, 'lng': 124.3251428798927}, 'southwest': {'lat': -9.878455329892722, 'lng': 124.3224432201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Oenali TTS,ChIJreJeRq3lVSwRIplREbxzaQc,4.2,ChIJreJeRq3lVSwRIplREbxzaQc,"['tourist_attraction', 'point_of_interest', 'establishment']",64,,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108088383785978597447"">Doddy Panallozha</a>'], 'photo_reference': 'AUGGfZkUhmLuS4DMEfEYrajaKrf_AaVas7d_9H2SRCfBjB2ybO1iiwdqs_s_LkWmY3FQXytlQmUdQq4Lqzr_8dtI_pwTbTvXP3KSCcXe5GzAo1M3D8Nu_o4w-UBwrJCEfRFa19J1MnDSMf4mYmRuqToLD4bHobBsmzxUcQCfpA8_gr6EduKo', 'width': 4128}]",,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJreJeRq3lVSwRIplREbxzaQc
OPERATIONAL,"48G6+7R2, Oekamusa, Mnelalete, Kec. Amanuban Bar., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8743541, 'lng': 124.3120261}, 'viewport': {'northeast': {'lat': -9.87313892010728, 'lng': 124.3134798798927}, 'southwest': {'lat': -9.875838579892724, 'lng': 124.3107802201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oekamusa Waterfall,ChIJm9JhQZ3lVSwR2cAkFichrqI,2.0,ChIJm9JhQZ3lVSwR2cAkFichrqI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 746, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112412520084349868612"">Willy Jhon Antonio Anakay</a>'], 'photo_reference': 'AUGGfZme0ZUNZshVwUaTwIa7VM1KegSxmB9N-A4ycOGRidTEL88j5g8TNMgJGn7WOponIPbW1rczPDrlgSJo7oSSJ7FlgDlA4pXpqPDQ314_QiZ7oDP7SAmSCqJx1rK3XGLd6pv_owcC1_I3b4a41-jGWLkqCQJZRoOKRbJTwCB7hdwNwpR2', 'width': 993}]",,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJm9JhQZ3lVSwR2cAkFichrqI
