business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,plus_code,photos,permanently_closed,url
OPERATIONAL,"84PJ+4JH, Jl. Merpati, Pinang Mancung, Kec. Bajenis, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia","{'location': {'lat': 3.3353101, 'lng': 99.1316128}, 'viewport': {'northeast': {'lat': 3.336681829892723, 'lng': 99.13298307989272}, 'southwest': {'lat': 3.333982170107278, 'lng': 99.13028342010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang Uyut,{},ChIJlxFiSHVhMTARgRwo8cyIM4U,4.1,ChIJlxFiSHVhMTARgRwo8cyIM4U,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,,,https://www.google.com/maps/place/?q=place_id:ChIJlxFiSHVhMTARgRwo8cyIM4U
OPERATIONAL,"Jl. Setiabudi No.102-26, Berohol, Kec. Bajenis, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia","{'location': {'lat': 3.3390806, 'lng': 99.1446879}, 'viewport': {'northeast': {'lat': 3.340472129892722, 'lng': 99.14604547989272}, 'southwest': {'lat': 3.337772470107278, 'lng': 99.14334582010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Simpang Tiga Berohol, Tebing Tinggi",{},ChIJLULtOBhhMTAR438a93O8qiU,4.1,ChIJLULtOBhhMTAR438a93O8qiU,"['tourist_attraction', 'point_of_interest', 'establishment']",10,"{'compound_code': '84QV+JV Berohol, Tebing Tinggi City, North Sumatra, Indonesia', 'global_code': '6MMX84QV+JV'}",,,https://www.google.com/maps/place/?q=place_id:ChIJLULtOBhhMTAR438a93O8qiU
OPERATIONAL,"Jl. Penghulu tarip, Tanah Besih, Kec. Tebing Syahbandar, Kota Tebing Tinggi, Sumatera Utara 20063, Indonesia","{'location': {'lat': 3.3136232, 'lng': 99.1923357}, 'viewport': {'northeast': {'lat': 3.314748529892722, 'lng': 99.19366612989272}, 'southwest': {'lat': 3.312048870107278, 'lng': 99.19096647010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wetanabe Village,,ChIJ64ysTAPfMzARu2xC9eSeYzI,0.0,ChIJ64ysTAPfMzARu2xC9eSeYzI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '857R+CW Tanah Besih, Serdang Bedagai Regency, North Sumatra, Indonesia', 'global_code': '6MMX857R+CW'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ64ysTAPfMzARu2xC9eSeYzI
OPERATIONAL,"85RF+64W, Jl. Penghulu Tarip, kampung wetan, Kec. Padang Hilir, Kota Tebing Tinggi, Sumatera Utara, Indonesia","{'location': {'lat': 3.3406182, 'lng': 99.1728267}, 'viewport': {'northeast': {'lat': 3.341945879892723, 'lng': 99.17413137989271}, 'southwest': {'lat': 3.339246220107278, 'lng': 99.17143172010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterboom Wetanabe,,ChIJ0e3QfLRhMTAR45i5gUNf2wU,0.0,ChIJ0e3QfLRhMTAR45i5gUNf2wU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0e3QfLRhMTAR45i5gUNf2wU
OPERATIONAL,"959M+7C6, Paya Bagas, Tebing Tinggi, Serdang Bedagai Regency, North Sumatra, Indonesia","{'location': {'lat': 3.3681565, 'lng': 99.1835132}, 'viewport': {'northeast': {'lat': 3.369608379892723, 'lng': 99.18495592989272}, 'southwest': {'lat': 3.366908720107278, 'lng': 99.18225627010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pancing ikan mas harian,{'open_now': True},ChIJQaGMt2ZhMTARPgNi5YmnddM,5.0,ChIJQaGMt2ZhMTARPgNi5YmnddM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109385276549283072394"">suyatno eko handoko</a>'], 'photo_reference': 'AUGGfZnXC_nOPUmeOiKgcpxlOPzs6BT0lKqo4UuJiF1rF1qJ_OzOt3Xw4dXvGdKzuA_4I7ylfHjIiTfIt4Wws9pTuRN7DwKS2QzNLO269D6tIg3UQEkaIfmGMaBubjfYovY5_Zew4rfHtIgROuK2dzr-yfMsJ18UU5ajn3WatoMhrCfrTdAZ', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJQaGMt2ZhMTARPgNi5YmnddM
OPERATIONAL,"Rahmat, Jl. Basuki, Tebing Tinggi Lama, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia","{'location': {'lat': 3.3289415, 'lng': 99.1674687}, 'viewport': {'northeast': {'lat': 3.330291329892722, 'lng': 99.16881852989272}, 'southwest': {'lat': 3.327591670107278, 'lng': 99.16611887010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Squad Wong Edan,,ChIJ-VG_AgBhMTARn9TC3rJXJiQ,0.0,ChIJ-VG_AgBhMTARn9TC3rJXJiQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-VG_AgBhMTARn9TC3rJXJiQ
OPERATIONAL,"85JF+P6W, Damar Sari, Padang Hilir, Tebing Tinggi City, North Sumatra 20998, Indonesia","{'location': {'lat': 3.3318542, 'lng': 99.17307269999999}, 'viewport': {'northeast': {'lat': 3.333204029892723, 'lng': 99.17442252989274}, 'southwest': {'lat': 3.330504370107279, 'lng': 99.17172287010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Osama,,ChIJMd2J52RhMTARZxyDCpFbnqY,0.0,ChIJMd2J52RhMTARZxyDCpFbnqY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJMd2J52RhMTARZxyDCpFbnqY
OPERATIONAL,"85G4+GM7, Jl. Gatot Subroto, Mandailing, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara, Indonesia","{'location': {'lat': 3.3262879, 'lng': 99.1566855}, 'viewport': {'northeast': {'lat': 3.327604179892722, 'lng': 99.15805347989273}, 'southwest': {'lat': 3.324904520107277, 'lng': 99.15535382010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tenda Kolam,{'open_now': True},ChIJEVjBDPJhMTAR7Pv5N0A-_0U,0.0,ChIJEVjBDPJhMTAR7Pv5N0A-_0U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101100770582205398167"">A Google User</a>'], 'photo_reference': 'AUGGfZnPr2p5Zwn2_PEEzv5ojVV5lm6hoiN8zaQQGwjX3yn6kB55dLfD4KAQvgk7a9JBSCT8bOrdK4ABcoOgdZLhsgPVcfu2__d3IxkgnaaWzNWltlasnj5kCqU-HFqvSgPDiP36bcZ5Qhb6wOydKzEChhG6rKv-L_cCN5BXGbc9NFP4IjRr', 'width': 2448}]",,https://www.google.com/maps/place/?q=place_id:ChIJEVjBDPJhMTAR7Pv5N0A-_0U
OPERATIONAL,"857R+HMG, Tebing Tinggi, Padang Hilir, Tebing Tinggi City, North Sumatra 20998, Indonesia","{'location': {'lat': 3.3139445, 'lng': 99.19167309999999}, 'viewport': {'northeast': {'lat': 3.315289179892722, 'lng': 99.19300527989273}, 'southwest': {'lat': 3.312589520107277, 'lng': 99.19030562010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterboom Wetanabe,,ChIJm_tDVa_fMzARiikWD8Jb-QE,5.0,ChIJm_tDVa_fMzARiikWD8Jb-QE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118272373572718543901"">A Google User</a>'], 'photo_reference': 'AUGGfZkzeK-Lx__p82UXUmXXEkmDeP7W4fvhoASsgyIjzNjTSkbUyr_2WzHBPzKCO1NGf_mX9R0jQwSlsq7HCWO7to3kKd__a2f4cQFbmonhZKtRwMZlAc9l8n44sYM-FLjyEf8RKehwImMPoN9p8zo95UTE7SewK4iNouCss9-q2PJW4NSw', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJm_tDVa_fMzARiikWD8Jb-QE
OPERATIONAL,"Jl. Setiabudi No.LK 4, RW.2, Berohol, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia","{'location': {'lat': 3.3494785, 'lng': 99.1286835}, 'viewport': {'northeast': {'lat': 3.350827979892722, 'lng': 99.13003332989273}, 'southwest': {'lat': 3.348128320107278, 'lng': 99.12733367010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gapura selamat jalan kota serdang bedagai,,ChIJxQ7OH_JhMTARB-ye8iMuKhU,0.0,ChIJxQ7OH_JhMTARB-ye8iMuKhU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '84XH+QF Berohol, Tebing Tinggi City, North Sumatra, Indonesia', 'global_code': '6MMX84XH+QF'}",,,https://www.google.com/maps/place/?q=place_id:ChIJxQ7OH_JhMTARB-ye8iMuKhU
