business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,price_level,url
OPERATIONAL,"Rambung, Tebing Tinggi Kota, Tebing Tinggi City, North Sumatra 20631, Indonesia","{'location': {'lat': 3.3214052, 'lng': 99.1643599}, 'viewport': {'northeast': {'lat': 3.322604679892722, 'lng': 99.16571317989272}, 'southwest': {'lat': 3.319905020107278, 'lng': 99.16301352010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Kota Tebing Tinggi,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102660551033539961910"">Adolf Manurung</a>'], 'photo_reference': 'AUGGfZl4fIrWuZ0iygoQiMaoK4Ci9YFNfP-ds2JcRktDgK8UklCnLgS0L301cWG0NTWmpCWDtWyqVh9xZI5d1U4vl24Gk-rUTlwAcOuoyVO8RKGbS_Iv8LfR5nz5b0Rn0JdGSdk0R2kNdAlQg3s0W0ud8vjuOL5deM7dHfwxyPjntUQ7QHis', 'width': 4032}]",ChIJq_M0M7lhMTARw0fsQFv1FZ8,"{'compound_code': '85C7+HP Rambung, Tebing Tinggi City, North Sumatra, Indonesia', 'global_code': '6MMX85C7+HP'}",4.2,ChIJq_M0M7lhMTARw0fsQFv1FZ8,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",2091.0,,,https://www.google.com/maps/place/?q=place_id:ChIJq_M0M7lhMTARw0fsQFv1FZ8
OPERATIONAL,"85H7+C5W, Jl. Kotamadya, Tebing Tinggi Lama, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara 20616, Indonesia","{'location': {'lat': 3.3285955, 'lng': 99.16294359999999}, 'viewport': {'northeast': {'lat': 3.329921529892722, 'lng': 99.16428887989271}, 'southwest': {'lat': 3.327221870107278, 'lng': 99.16158922010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum Kota Tebing Tinggi,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106057004199772425172"">TJIUNGGU TJERMIN</a>'], 'photo_reference': 'AUGGfZmdFyRKf-mMZQvRjjjQCJu7fQW18lH83P0fuL33JoeVRUgsra5UKd3TvPLEfqAfX37zAxUWBWuXQnzInq-vM0I03EfiFgWcCtgVbzhGWDFIeUkaAyEdoejYzgSaImxeUW9Uex5XeYT3tRy36JnaLIZiBfJnF2vD3jaSDgZ8jTfZnPA', 'width': 5184}]",ChIJj7mSKrdhMTARYCKaku69cTQ,,3.8,ChIJj7mSKrdhMTARYCKaku69cTQ,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",77.0,,,https://www.google.com/maps/place/?q=place_id:ChIJj7mSKrdhMTARYCKaku69cTQ
OPERATIONAL,"85JF+P6W, Damar Sari, Padang Hilir, Tebing Tinggi City, North Sumatra 20998, Indonesia","{'location': {'lat': 3.3318542, 'lng': 99.17307269999999}, 'viewport': {'northeast': {'lat': 3.333204029892723, 'lng': 99.17442252989274}, 'southwest': {'lat': 3.330504370107279, 'lng': 99.17172287010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Osama,,,ChIJMd2J52RhMTARZxyDCpFbnqY,,0.0,ChIJMd2J52RhMTARZxyDCpFbnqY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJMd2J52RhMTARZxyDCpFbnqY
OPERATIONAL,"Jl. Merdeka, Rambung, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara 20616, Indonesia","{'location': {'lat': 3.3267033, 'lng': 99.1631963}, 'viewport': {'northeast': {'lat': 3.327953229892722, 'lng': 99.16453522989272}, 'southwest': {'lat': 3.325253570107277, 'lng': 99.16183557010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SRI MERSING,{'open_now': True},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112024887080137559619"">Jaka Zulkifli</a>'], 'photo_reference': 'AUGGfZn1ZVo6uqAyNlGur5OjvDiZrOLElzOfSnH9-S4TXoAvNSJQFIdHv1i8s-8bvko8Dm4SzLpsqud9-Uv26tFPis3Nyeqt5bE4Oos2FMFSEkdr2MVkOWwtTPrye2-qzWHARt0jw7JsXIah415qQgfWmkbpGKoA0e77HN9L78PHS9jfV6CR', 'width': 4000}]",ChIJp7wGIjhgMTAR1xsRRe3NNjE,"{'compound_code': '85G7+M7 Rambung, Tebing Tinggi City, North Sumatra, Indonesia', 'global_code': '6MMX85G7+M7'}",4.3,ChIJp7wGIjhgMTAR1xsRRe3NNjE,"['tourist_attraction', 'point_of_interest', 'establishment']",56.0,,,https://www.google.com/maps/place/?q=place_id:ChIJp7wGIjhgMTAR1xsRRe3NNjE
OPERATIONAL,"Rahmat, Jl. Basuki, Tebing Tinggi Lama, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia","{'location': {'lat': 3.3289415, 'lng': 99.1674687}, 'viewport': {'northeast': {'lat': 3.330291329892722, 'lng': 99.16881852989272}, 'southwest': {'lat': 3.327591670107278, 'lng': 99.16611887010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Squad Wong Edan,,,ChIJ-VG_AgBhMTARn9TC3rJXJiQ,,0.0,ChIJ-VG_AgBhMTARn9TC3rJXJiQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-VG_AgBhMTARn9TC3rJXJiQ
OPERATIONAL,"85G4+GM7, Jl. Gatot Subroto, Mandailing, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara, Indonesia","{'location': {'lat': 3.3262879, 'lng': 99.1566855}, 'viewport': {'northeast': {'lat': 3.327604179892722, 'lng': 99.15805347989273}, 'southwest': {'lat': 3.324904520107277, 'lng': 99.15535382010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tenda Kolam,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101100770582205398167"">A Google User</a>'], 'photo_reference': 'AUGGfZmHKMuhe-kmSBhoWOgwQuHU3sMNFt24XUIQ_L7lgvyaIbDbgOMXq3bXssiOBoY1nbsV2KVIh9iBqpofsWtYIuSMUhdsqgujHSHlujID--yXET7Znl_UqGhGixjS3RRMnK2a6Dz_YSM7vyrLHN7Qo8jZN6P2UpQE92ZKBM-RfRbLMTUO', 'width': 2448}]",ChIJEVjBDPJhMTAR7Pv5N0A-_0U,,0.0,ChIJEVjBDPJhMTAR7Pv5N0A-_0U,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJEVjBDPJhMTAR7Pv5N0A-_0U
OPERATIONAL,"Jl. Medan - Tebing Tinggi No.184, Sri Padang, Kec. Rambutan, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia","{'location': {'lat': 3.3346939, 'lng': 99.1630691}, 'viewport': {'northeast': {'lat': 3.336022379892722, 'lng': 99.16443157989272}, 'southwest': {'lat': 3.333322720107277, 'lng': 99.16173192010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sukasari,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112092993087430790602"">A Google User</a>'], 'photo_reference': 'AUGGfZne5VxMlReqRKaD7bdpGdFO5E2SeZoq1VVoU1VNmCQNBxM0gRPtJOpsxbeTeMQWTeNknhAX0HIb0qPjB_5eMN5ndnXXP8p-TC1CZZD1nsvUYBNwnjx_n-CxLjKIVOL4ENvSKoyT6DGWxI3p_yPaSoNl5QNOEmcN4Mnrcu3PsQRTz0E', 'width': 3000}]",ChIJ0yJlPvhhMTARS_j1B1aKdxc,"{'compound_code': '85M7+V6 Sri Padang, Tebing Tinggi City, North Sumatra, Indonesia', 'global_code': '6MMX85M7+V6'}",0.0,ChIJ0yJlPvhhMTARS_j1B1aKdxc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ0yJlPvhhMTARS_j1B1aKdxc
OPERATIONAL,"Jl. Setiabudi No.102-26, Berohol, Kec. Bajenis, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia","{'location': {'lat': 3.3390806, 'lng': 99.1446879}, 'viewport': {'northeast': {'lat': 3.340472129892722, 'lng': 99.14604547989272}, 'southwest': {'lat': 3.337772470107278, 'lng': 99.14334582010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Simpang Tiga Berohol, Tebing Tinggi",{},,ChIJLULtOBhhMTAR438a93O8qiU,"{'compound_code': '84QV+JV Berohol, Tebing Tinggi City, North Sumatra, Indonesia', 'global_code': '6MMX84QV+JV'}",4.1,ChIJLULtOBhhMTAR438a93O8qiU,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,,,https://www.google.com/maps/place/?q=place_id:ChIJLULtOBhhMTAR438a93O8qiU
OPERATIONAL,"85H4+C5F, Pasar Baru, Tebing Tinggi Kota, Tebing Tinggi City, North Sumatra 20998, Indonesia","{'location': {'lat': 3.3281092, 'lng': 99.15545329999999}, 'viewport': {'northeast': {'lat': 3.329404979892722, 'lng': 99.15675322989271}, 'southwest': {'lat': 3.326705320107278, 'lng': 99.15405357010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian Umum Air TC,{'open_now': True},"[{'height': 691, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111097532637223422542"">Wiono K</a>'], 'photo_reference': 'AUGGfZnQc1Nr_3xCnT1WfXcmdU7t1zE8clAzKUYVzcuj-ydxA_hXkscmQMLwNDigiOo18Xfn9u39mP_kkrarm_6ZVXwAy6gSyEEm25maWsrlT6JnAqEe-RPF5qUeiSjsVOJbfnp7h4llePEBIGESNdrh9t2Xrkj6COpMUupazEwdQBsCOU6C', 'width': 470}]",ChIJqZ1eAlxhMTARPNyT02OEiao,,5.0,ChIJqZ1eAlxhMTARPNyT02OEiao,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJqZ1eAlxhMTARPNyT02OEiao
OPERATIONAL,"85RF+64W, Jl. Penghulu Tarip, kampung wetan, Kec. Padang Hilir, Kota Tebing Tinggi, Sumatera Utara, Indonesia","{'location': {'lat': 3.3406182, 'lng': 99.1728267}, 'viewport': {'northeast': {'lat': 3.341945879892723, 'lng': 99.17413137989271}, 'southwest': {'lat': 3.339246220107278, 'lng': 99.17143172010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterboom Wetanabe,,,ChIJ0e3QfLRhMTAR45i5gUNf2wU,,0.0,ChIJ0e3QfLRhMTAR45i5gUNf2wU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ0e3QfLRhMTAR45i5gUNf2wU
