business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,price_level,permanently_closed,url
OPERATIONAL,"Jl. Malonda No.12, Silae, Kec. Ulujadi, Kota Palu, Sulawesi Tengah 94227, Indonesia","{'location': {'lat': -0.8767149, 'lng': 119.8361206}, 'viewport': {'northeast': {'lat': -0.8752847701072778, 'lng': 119.8374600798928}, 'southwest': {'lat': -0.8779844298927223, 'lng': 119.8347604201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Swiss-Belhotel Silae Palu,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104707569823123478180"">A Google User</a>'], 'photo_reference': 'AUGGfZmkGyQTcIL3PyD9NsH1zQSxYj12j3vH_ZzLffLcEci6x5VliOrjfjKC3HraukdKiWPApykOvJt4nYIoeA3xQKALB6CUWr6KjmDhrZTGcyl_M5AHjIOlmWFPAnd9vgtdQuLgRaIjOBCVFqc2WhdxDOS8Vvanr5rNq-c5niCij8qU3YJ6', 'width': 1280}]",ChIJ7V48d7jtiy0Rit6HRupAuVQ,"{'compound_code': '4RFP+8C Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4RFP+8C'}",4.5,ChIJ7V48d7jtiy0Rit6HRupAuVQ,"['lodging', 'point_of_interest', 'establishment']",4418,,,https://www.google.com/maps/place/?q=place_id:ChIJ7V48d7jtiy0Rit6HRupAuVQ
OPERATIONAL,"Jl. Wolter Monginsidi No.60, Lolu Sel., Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111, Indonesia","{'location': {'lat': -0.9048202, 'lng': 119.8746287}, 'viewport': {'northeast': {'lat': -0.9034509701072782, 'lng': 119.8760484298927}, 'southwest': {'lat': -0.9061506298927223, 'lng': 119.8733487701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,ASTON Palu Hotel & Conference Center,,"[{'height': 1154, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103080529675843854503"">A Google User</a>'], 'photo_reference': 'AUGGfZlzgISM9xGEqE7MpduAjTYKPiNGvEnh76DU9bStG5tjOgu2SviH60mD2fD1EF9hItlzM0olPAyw6zwqxYHRRWqQFOU5X-cmZMB8yraZrG2xq38FONsKolE29P6oAXPOasKQlHv_alPX2X7ysTEjdmNFeKtPFB4lOtWc22D6KDKoGXIo', 'width': 1500}]",ChIJu4knGVrtiy0RpSEJzaeXE3g,"{'compound_code': '3VWF+3V South Lolu, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX3VWF+3V'}",4.9,ChIJu4knGVrtiy0RpSEJzaeXE3g,"['lodging', 'point_of_interest', 'establishment']",508,,,https://www.google.com/maps/place/?q=place_id:ChIJu4knGVrtiy0RpSEJzaeXE3g
OPERATIONAL,"Jl. Moh. Hatta No.18, Lolu Utara, Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94114, Indonesia","{'location': {'lat': -0.8968063999999999, 'lng': 119.8728961}, 'viewport': {'northeast': {'lat': -0.8953856201072776, 'lng': 119.8742551298927}, 'southwest': {'lat': -0.8980852798927219, 'lng': 119.8715554701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Santika Palu,{'open_now': True},"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102604642501584767072"">Hotel Santika Palu</a>'], 'photo_reference': 'AUGGfZmwcolZEskJ3vQgwcMAup6tAMCY7GPp9ucIsxbqz-rRpDYGt_47MjYRxkUwq7Y_DcHDUCw4T4TcqIV-AP25Hhz_bIUXixcK0Dl0ww-zWSNA_Mru2etVcR8P9Xq56XX7rp0mZ7SIA8JA0w7AQQgkdtPArIr4CKAv15IqKrt0zAGbVv1X', 'width': 800}]",ChIJJaIoeNvtiy0R5O-6HYhXQWc,"{'compound_code': '4V3F+75 North Lolu, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4V3F+75'}",4.4,ChIJJaIoeNvtiy0R5O-6HYhXQWc,"['lodging', 'point_of_interest', 'establishment']",3301,,,https://www.google.com/maps/place/?q=place_id:ChIJJaIoeNvtiy0R5O-6HYhXQWc
OPERATIONAL,"3RPH+2VH, Duyu, Kinovaro, Sigi Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.9149303, 'lng': 119.8297193}, 'viewport': {'northeast': {'lat': -0.9136568201072778, 'lng': 119.8310203798927}, 'southwest': {'lat': -0.9163564798927221, 'lng': 119.8283207201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bukit Indah Doda Hotel & Resorts,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118275206301792548915"">yan adhitya wesda wardhana</a>'], 'photo_reference': 'AUGGfZlZGc2_qIG79HPXTkiT4sN3iAT-k_RrrUFXCATk1w04GlS31mjGcQvgov4a01z-XffwmkPpxTfq3mo0fDH7LGOi3NGQP7mfLAr2MD_A-xsCX-eMxKrkoBUR6h5wUtVagOmSwHp-xqrxeTOz3W5cGfiaYKxVVP0PiX5LBqPpoTMUgjkY', 'width': 4032}]",ChIJzaCz8Tjtiy0RrxMFRlSmx6U,,4.6,ChIJzaCz8Tjtiy0RrxMFRlSmx6U,"['lodging', 'point_of_interest', 'establishment']",129,,,https://www.google.com/maps/place/?q=place_id:ChIJzaCz8Tjtiy0RrxMFRlSmx6U
OPERATIONAL,"4V89+695, Jl. Raden Saleh No.1, Besusu Bar., Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94118, Indonesia","{'location': {'lat': -0.8848699999999999, 'lng': 119.8687019}, 'viewport': {'northeast': {'lat': -0.8835393201072776, 'lng': 119.8700750798928}, 'southwest': {'lat': -0.8862389798927222, 'lng': 119.8673754201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Palu Golden Hotel,,"[{'height': 386, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115088814199471268615"">A Google User</a>'], 'photo_reference': 'AUGGfZkoqReBKkDoHCAmHDiJ2EWob5IR_QeDTkS1sZ1TSrKpsU5BM7FQrhwBVM8MLOS_mY5XBwuGsqF4XS_IXJtd0vQtVZiMKWMFx9_Oan3h14iJAuDS_0uwf9ECFGASuFnYQwuRSJsWJkF_B20cwK6JHxKeDgJShPpeO06cvaKptNPW2zov', 'width': 684}]",ChIJk9_VNc3tiy0R4mMfG9eSHxs,,4.2,ChIJk9_VNc3tiy0R4mMfG9eSHxs,"['lodging', 'point_of_interest', 'establishment']",668,,,https://www.google.com/maps/place/?q=place_id:ChIJk9_VNc3tiy0R4mMfG9eSHxs
OPERATIONAL,"Jl. Munif Rahman 1, Silae, Kec. Ulujadi, Kota Palu, Sulawesi Tengah 94226, Indonesia","{'location': {'lat': -0.8827598999999999, 'lng': 119.8369199}, 'viewport': {'northeast': {'lat': -0.8814013701072778, 'lng': 119.8382184298928}, 'southwest': {'lat': -0.8841010298927223, 'lng': 119.8355187701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Cendana,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112679064026317204281"">A Google User</a>'], 'photo_reference': 'AUGGfZn1J42cxl2IYTS4xxW8FKrtlZNHPB90TeBvf9u1c1qzq_PSAn5xAKLDs04atI8x37snb_VrJSTFBKTskbgPVglgMng8xKI3jps7Pmf3FjmleOLX7OIFVGo_GuQ6agEB6aR8fFaFsykNwrJ-xLC5e4vSFh0oc-osP1jGFUXbtZU3lPNK', 'width': 4160}]",ChIJ23r6WFrtiy0RZaJrfNNboUY,"{'compound_code': '4R8P+VQ Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4R8P+VQ'}",4.4,ChIJ23r6WFrtiy0RZaJrfNNboUY,"['lodging', 'point_of_interest', 'establishment']",39,,,https://www.google.com/maps/place/?q=place_id:ChIJ23r6WFrtiy0RZaJrfNNboUY
OPERATIONAL,"Silae, Ulujadi, Palu City, Central Sulawesi 94227, Indonesia","{'location': {'lat': -0.870397, 'lng': 119.8186648}, 'viewport': {'northeast': {'lat': -0.8692319701072778, 'lng': 119.8200384298927}, 'southwest': {'lat': -0.8719316298927223, 'lng': 119.8173387701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,D'Kalora Hotel & Resort,{'open_now': True},"[{'height': 923, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103194023930329991720"">A Google User</a>'], 'photo_reference': 'AUGGfZmJnHa5bqSAZWY9Ca6MGsCEbHiblN34bYLdsuj07US8mYYWzbbRIW5bHs4_GlZ1LpoPV_3khldwWRBKydaHTbtzzbjgRMyERZoqzokVazxJKpz1fBnXzz1NFI3hcf9FQt0P4FZqthOF6jtbZKlRlGiFiP4zGK95ejRZPij91jIMnn-v', 'width': 1300}]",ChIJLxuKJrXtiy0RedEoZqPiS98,"{'compound_code': '4RH9+RF Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4RH9+RF'}",4.1,ChIJLxuKJrXtiy0RedEoZqPiS98,"['lodging', 'point_of_interest', 'establishment']",294,,,https://www.google.com/maps/place/?q=place_id:ChIJLxuKJrXtiy0RedEoZqPiS98
OPERATIONAL,"Jl. Tj. Harapan No.2, Tatura Utara, Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111, Indonesia","{'location': {'lat': -0.9086067, 'lng': 119.8842179}, 'viewport': {'northeast': {'lat': -0.9072475201072777, 'lng': 119.8855961798927}, 'southwest': {'lat': -0.909947179892722, 'lng': 119.8828965201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Urbanview Hotel Medio Inn Palu by RedDoorz,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113381420671722920146"">risto semris mangile</a>'], 'photo_reference': 'AUGGfZk90LEvB6lGiGlf4jSQLv2-BK_q0TVPHMU7Z7dGsjeF7X5CP2gAMrrQ35MpuBT7UnxODkcb3PIzsrJOZTuEbDg5ZPwZvLvm-ZjKuaozgb90oiuJ0bAu-WLnzIAnrKrwzc3JEnuL-f6ET5ZcaQ3K38wZ392CA53FvC_R15JW8Jo76J4d', 'width': 4032}]",ChIJubHDB2jviy0RZ5kXkR29is4,"{'compound_code': '3VRM+HM Tatura Utara, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX3VRM+HM'}",4.7,ChIJubHDB2jviy0RZ5kXkR29is4,"['lodging', 'point_of_interest', 'establishment']",30,,,https://www.google.com/maps/place/?q=place_id:ChIJubHDB2jviy0RZ5kXkR29is4
OPERATIONAL,"Jl. Sam Ratulangi No.36, Besusu Bar., Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94118, Indonesia","{'location': {'lat': -0.8844217999999999, 'lng': 119.8713448}, 'viewport': {'northeast': {'lat': -0.8830945701072777, 'lng': 119.8727975298927}, 'southwest': {'lat': -0.8857942298927222, 'lng': 119.8700978701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Grand City Hotel,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103109983759891054632"">A Google User</a>'], 'photo_reference': 'AUGGfZlgp_bDL5ah19YNoussRZrnArY0YL0yfd1Lc8cjxbX-Teoy0L52mpbI7399VvWHTqOsX7hJJyhC3fBEboQr9V6Aul7I0QAJqUD9I32VNzTE6vGO1kMi3N-n0OLEmDtF7z8d00H1cjx5kyzybOIae0pPRjwisYn4zI7ZEtQHYWGqOvB_', 'width': 4160}]",ChIJ6dfEhLvtiy0RvIqy2uY5cZA,"{'compound_code': '4V8C+6G Besusu Barat, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4V8C+6G'}",4.4,ChIJ6dfEhLvtiy0RvIqy2uY5cZA,"['lodging', 'point_of_interest', 'establishment']",51,,,https://www.google.com/maps/place/?q=place_id:ChIJ6dfEhLvtiy0RvIqy2uY5cZA
OPERATIONAL,"Jl. Kp. Nelayan No.99, Talise, Kec. Mantikulore, Kota Palu, Sulawesi Tengah 94118, Indonesia","{'location': {'lat': -0.8647069, 'lng': 119.877467}, 'viewport': {'northeast': {'lat': -0.8633596701072778, 'lng': 119.8788188798927}, 'southwest': {'lat': -0.8660593298927223, 'lng': 119.8761192201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Renjana - Kampung Nelayan Hotel, Restaurant & Convention Hall",,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108793515392147542051"">Gusti Pandi Liputo</a>'], 'photo_reference': 'AUGGfZk_U2qc4vVVghOxMN6YsZx6i7Lbt7WcdyjHJIvsQb1YGUtH68cUcIEB-euxAa6b-RQD5aHiSzJsPgIPkgoGxI1aNXTQ6odLznKnXsQItuwWLpxAuR0dcijzMAe82foq3_QVy7EpfFGv0wuznLJFQIfCYawsDuJi6QsxDMo7m-PAHehu', 'width': 4096}]",ChIJ1cn66B7siy0RY-Rw6dmhHaw,"{'compound_code': '4VPG+4X Talise, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4VPG+4X'}",4.3,ChIJ1cn66B7siy0RY-Rw6dmhHaw,"['lodging', 'point_of_interest', 'establishment']",255,,,https://www.google.com/maps/place/?q=place_id:ChIJ1cn66B7siy0RY-Rw6dmhHaw
