business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"Fatululi, Oebobo, Kupang City, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.169196, 'lng': 123.611039}, 'viewport': {'northeast': {'lat': -10.16779122010728, 'lng': 123.6122999798927}, 'southwest': {'lat': -10.17049087989272, 'lng': 123.6096003201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Harper Kupang,"[{'height': 1989, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113467192643627157835"">A Google User</a>'], 'photo_reference': 'AUGGfZmeddcGk_UC5RyUJw7sj8cjSLFSKcvCasLoQQVD9ZWRAbbuiY1KC2WIyNczLRJcTosZF_xObYX-r-XKwUAE7CP2WrUeFuCWOPJdPymwSKcN-rrT65do4pd4Tz71Gd9kWJ5FETbVorIml6cjdAbb47r5UznjX57ogWf1bOb28T_kK6wa', 'width': 2983}]",ChIJ61F7R-qdViwRUlfE2zDRpyc,"{'compound_code': 'RJJ6+8C Fatululi, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RJJ6+8C'}",4.8,ChIJ61F7R-qdViwRUlfE2zDRpyc,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1286,,,,https://www.google.com/maps/place/?q=place_id:ChIJ61F7R-qdViwRUlfE2zDRpyc
OPERATIONAL,"Jl. Antonov, Baumata Bar., Kec. Taebenu, Kota Kupang, Nusa Tenggara Tim. 85361, Indonesia","{'location': {'lat': -10.1857401, 'lng': 123.6637018}, 'viewport': {'northeast': {'lat': -10.18432327010728, 'lng': 123.6650620798927}, 'southwest': {'lat': -10.18702292989272, 'lng': 123.6623624201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Chrysant Hotel & Resort Kupang,"[{'height': 2008, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110783347309058837128"">A Google User</a>'], 'photo_reference': 'AUGGfZmAjBX_HCpeR1ZV_6emoSN1zFi6JE-4ATkyLSaRbbZfqdrUI9AUQYYznkrXLcaxMB_oQ-Z-mH_ZpY9zVkHINxPx-m9NnJva2jtu-4-dd1gCBsH2v-SrMdxcCrADlBxzzvTpJPFVZ0ClFPx4D4G1zpIbO6Y4YTlVZeQZeKSuok9JrxCL', 'width': 3008}]",ChIJh0OiZMiFViwRDt6l5hrM5B8,"{'compound_code': 'RM77+PF Baumata Barat, Kupang Regency, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RM77+PF'}",4.0,ChIJh0OiZMiFViwRDt6l5hrM5B8,"['lodging', 'point_of_interest', 'establishment']",289,,,,https://www.google.com/maps/place/?q=place_id:ChIJh0OiZMiFViwRDt6l5hrM5B8
OPERATIONAL,"Jl. Terusan Timor Raya No.142, Klp. Lima, Kec. Klp. Lima, Kota Kupang, Nusa Tenggara Tim. 85227, Indonesia","{'location': {'lat': -10.1455126, 'lng': 123.6161487}, 'viewport': {'northeast': {'lat': -10.14406767010728, 'lng': 123.6174376298927}, 'southwest': {'lat': -10.14676732989272, 'lng': 123.6147379701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Aston Kupang Hotel & Convention Center,"[{'height': 1659, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101947165578054620578"">Fave Hotel</a>'], 'photo_reference': 'AUGGfZlvfiZIrl6QI3aLRP1JZYj76LOovV7VlWixnTlaqAycR2gJMp_rz-gAIg4cK-9WK0YhH20b2ClLQG2gt0W10buzGr3wUm8h-VkujUpWShomT_QM2veJqHbqh5T6tGqs3FBYrwszYGfc-xwpN-nAY1Zh-Hiehw9JHnK5-_VRDw1ZW0wd', 'width': 1106}]",ChIJm1zZr_jyaS4ReOUs4074M6w,"{'compound_code': 'VJ38+QF Kelapa Lima, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5VJ38+QF'}",4.7,ChIJm1zZr_jyaS4ReOUs4074M6w,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",10164,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJm1zZr_jyaS4ReOUs4074M6w
OPERATIONAL,"Jl. Piet A. Tallo, RT.035/RW.012, Oesapa, Kec. Klp. Lima, Kota Kupang, Nusa Tenggara Tim. 85228, Indonesia","{'location': {'lat': -10.1552524, 'lng': 123.6550827}, 'viewport': {'northeast': {'lat': -10.15418472010728, 'lng': 123.6564425298927}, 'southwest': {'lat': -10.15688437989272, 'lng': 123.6537428701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Neo Eltari Kupang,"[{'height': 2832, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104418580963944704744"">A Google User</a>'], 'photo_reference': 'AUGGfZmcK2afW1kccG41yoVWYCvuuIgRAIULsWwvumHsCv9NkuzB3orAL4Dqt0nSdJLsFFttK6yvpTjI2i8AV1LPOxdcaGxamNABvvVWTY0LJtsrF7r-aY9d_52jLY9lQdCbDRVtFO-Erj8rCpx_hr0dPGewjHxn4CctQdo44Ykb52RaTo9r', 'width': 4240}]",ChIJnejivnODViwRiz50aQrxl7I,"{'compound_code': 'RMV4+V2 Oesapa, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RMV4+V2'}",4.5,ChIJnejivnODViwRiz50aQrxl7I,"['lodging', 'point_of_interest', 'establishment']",4441,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJnejivnODViwRiz50aQrxl7I
OPERATIONAL,"Jl. Terusan Timor Raya No.59, Pasir Panjang, Kec. Kota Lama, Kota Kupang, Nusa Tenggara Tim. 85228, Indonesia","{'location': {'lat': -10.1528795, 'lng': 123.5999571}, 'viewport': {'northeast': {'lat': -10.15165097010728, 'lng': 123.6013725298927}, 'southwest': {'lat': -10.15435062989272, 'lng': 123.5986728701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kristal Hotel Kupang,"[{'height': 721, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117086440672844240919"">A Google User</a>'], 'photo_reference': 'AUGGfZnKZjfXUPw2fq2OCdPp-0D1_vxB0mrDafp_f737o_nLH7kaZGOMUK87lNrsPA4iIIWBGKPy0SSNe0YESTrFuyZpzntQKb_O48LtZgEn_WDR9aBoqZGLmMxbLjAYb_e8ayade0ERVY5auMBjE88LC8uIQEHfgZYvLnVxbhsSWGL3Hzr7', 'width': 1280}]",ChIJb96f7sOcViwRWN9J9Dp5ETA,"{'compound_code': 'RHWX+RX Pasir Panjang, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RHWX+RX'}",4.4,ChIJb96f7sOcViwRWN9J9Dp5ETA,"['lodging', 'point_of_interest', 'establishment']",4209,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJb96f7sOcViwRWN9J9Dp5ETA
OPERATIONAL,"Jl. Adi Sucipto No.88, Penfui, Kec. Maulafa, Kota Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.1659251, 'lng': 123.6566145}, 'viewport': {'northeast': {'lat': -10.16453007010728, 'lng': 123.6581886798927}, 'southwest': {'lat': -10.16722972989272, 'lng': 123.6554890201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,La Hasienda Hotel & Restaurant,"[{'height': 731, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113064904967624877363"">Hotel La Hasienda</a>'], 'photo_reference': 'AUGGfZlmEffzFrS3C2NeRjw1rQx6obOI_gF2pHp2JHAGNogav65dG6IiuuOUwPLMdvGsT6QeOBKTFy8izQlDtq-w7OSVf1TJR4aSJBjyJ0zk_MxwiiYbKnfws2-sdTJyilbv5S7p6kXNaApTphxjfrOMx8EfMC8h6_HzTmlkuWX3QvJRFozC', 'width': 1280}]",ChIJKb5J_HuDViwRhEAecdxBxWc,"{'compound_code': 'RMM4+JJ Penfui, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RMM4+JJ'}",4.4,ChIJKb5J_HuDViwRhEAecdxBxWc,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",443,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJKb5J_HuDViwRhEAecdxBxWc
OPERATIONAL,"Jl. RA Kartini No.1, Klp. Lima, Kec. Klp. Lima, Kota Kupang, Nusa Tenggara Tim. 85228, Indonesia","{'location': {'lat': -10.150168, 'lng': 123.6162022}, 'viewport': {'northeast': {'lat': -10.14893852010728, 'lng': 123.6175900798927}, 'southwest': {'lat': -10.15163817989272, 'lng': 123.6148904201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sasando Hotel,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110029155107784121756"">A Google User</a>'], 'photo_reference': 'AUGGfZnlUKhJaKDwYXbrokxeQpNLQbj3m69x8CgVcNxExo4x2x_Jjcx7T8hBH_Q8RAvoJgSr0s0qeiFTUUzZV4NVNHaSO5pCwRVgx9d-D_UTiji6sggql4urUlQeq6SSB3h2jXBQTapwgN7aiGEhSfqMECNJRVh4mtC05qR3RcS4ESm3ZVr8', 'width': 1040}]",ChIJUT8wR0GdViwREidrdXNnYAo,"{'compound_code': 'RJX8+WF Kelapa Lima, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RJX8+WF'}",4.4,ChIJUT8wR0GdViwREidrdXNnYAo,"['lodging', 'point_of_interest', 'establishment']",189,,,,https://www.google.com/maps/place/?q=place_id:ChIJUT8wR0GdViwREidrdXNnYAo
OPERATIONAL,"0, Jl. San Juan No.5, RT.011/RW.003, Penfui Tim., Kec. Kupang Tengah, Kabupaten Kupang, Nusa Tenggara Tim. 85361, Indonesia","{'location': {'lat': -10.162758, 'lng': 123.672551}, 'viewport': {'northeast': {'lat': -10.16134062010728, 'lng': 123.6738915798927}, 'southwest': {'lat': -10.16404027989272, 'lng': 123.6711919201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Vaccinated Staff - SPOT ON 2518 Wilma Hotel Ii Premier,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113697260488148301454"">A Google User</a>'], 'photo_reference': 'AUGGfZltsCy-9s7BESICJ5f4SoB-a60cEp3-cwjfpumq4JhneVvwmoyu4bSchyNpQeDDYXQJjiKfkocSHLh5MeCtarjwN7tYrq_zcS7M-IJuzaJnIKJnH61HxtGUgyx_qrMfbBi-ZRmTC0aphz5xqWprUh0uWFDn5t31MIikHYqmejYnSjNQ', 'width': 4000}]",ChIJyZKGx5qDViwR_gaHY0gPfa0,"{'compound_code': 'RMPF+W2 East Penfui, Kupang Regency, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RMPF+W2'}",3.7,ChIJyZKGx5qDViwR_gaHY0gPfa0,"['lodging', 'point_of_interest', 'establishment']",16,,,,https://www.google.com/maps/place/?q=place_id:ChIJyZKGx5qDViwR_gaHY0gPfa0
OPERATIONAL,"Jl. W.J. Lalamentik No.50, Oebufu, Kec. Oebobo, Kota Kupang, Nusa Tenggara Tim. 85142, Indonesia","{'location': {'lat': -10.1750393, 'lng': 123.6189718}, 'viewport': {'northeast': {'lat': -10.17358607010728, 'lng': 123.6203446298927}, 'southwest': {'lat': -10.17628572989272, 'lng': 123.6176449701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel John's,"[{'height': 867, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104924974801399398109"">A Google User</a>'], 'photo_reference': 'AUGGfZmd9bIvpdXrsvlXgYxxl0HYWoJJY0Kx3nxNHvYctd-iIf33uKp-62ydN4Yq5yJPzh0XY4slm4C6OspLE9OBbBlDp7jQubFQaYRtdEDQX5l8KdCsRjO5qA7LZugOwlFHzhidyKqrsgKnfgNST-zgOUJ3EPswAZ8TdGl65waCZFCjCLyK', 'width': 1156}]",ChIJlxZ_ZlWDViwRIyHMMkFBfGk,"{'compound_code': 'RJF9+XH Oebufu, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RJF9+XH'}",4.0,ChIJlxZ_ZlWDViwRIyHMMkFBfGk,"['lodging', 'point_of_interest', 'establishment']",485,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJlxZ_ZlWDViwRIyHMMkFBfGk
OPERATIONAL,"VJ36+6Q7, Jl. Terusan Timor Raya, Oesapa, Kec. Klp. Lima, Kota Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.1469512, 'lng': 123.6119294}, 'viewport': {'northeast': {'lat': -10.14573482010728, 'lng': 123.6133286798927}, 'southwest': {'lat': -10.14843447989272, 'lng': 123.6106290201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,M Hotel,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102301311514880236468"">John Thio</a>'], 'photo_reference': 'AUGGfZnvWoTXxrOmVjZDAWECdATeq4HCnEawnC_WNFoZOW_s08O6jikfKcjZfGtQ1PSCFR33HIzPbHVVlCt4mePSm4kGW-CD6TZiaF3TLlcJ5_d_0dxbmttiFUCPFoZlT0pYtlXt6pXhAbEpUzGDripRq7hbVBxfIQuV_pxb9EvRJu1dH3Pg', 'width': 1920}]",ChIJ1587AtKcViwRUWP6Ih1z-FI,,4.2,ChIJ1587AtKcViwRUWP6Ih1z-FI,"['lodging', 'point_of_interest', 'establishment']",1057,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJ1587AtKcViwRUWP6Ih1z-FI
