business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,price_level,url
OPERATIONAL,"M9PF+WVM, Jl. Ke Dusun Gertas, Gertas, Brongkol, Kec. Jambu, Kabupaten Semarang, Jawa Tengah 50663, Indonesia","{'location': {'lat': -7.312661299999998, 'lng': 110.3746785}, 'viewport': {'northeast': {'lat': -7.311288820107277, 'lng': 110.3760529798927}, 'southwest': {'lat': -7.313988479892721, 'lng': 110.3733533201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Lereng Kelir,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107923632006545229394"">khamidin ipank</a>'], 'photo_reference': 'AUGGfZnM1Gy_O_TIv64-jjyajxthCxLB4mqW9sc24UJBbHUdaMbQVOpkMoej5jSfhYtXyPh79Wjgajvr3Bfaa2Cfu9I8XCusiB51NNl9qs-eXEqsjPSUgCv710cDlrnO1bAm5dPSG1I94QAdNN-KfOdHnigaPP8K2NDTV44dU2ZU43gzEEXs', 'width': 4160}]",ChIJEQ_yPIN_ei4Rn0q6uM8VQxc,4.4,ChIJEQ_yPIN_ei4Rn0q6uM8VQxc,"['tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",379,,,https://www.google.com/maps/place/?q=place_id:ChIJEQ_yPIN_ei4Rn0q6uM8VQxc
OPERATIONAL,"Rowosari, Tembalang, Semarang City, Central Java, Indonesia","{'location': {'lat': -7.0565164, 'lng': 110.4862531}, 'viewport': {'northeast': {'lat': -7.055305770107277, 'lng': 110.4875814798927}, 'southwest': {'lat': -7.058005429892721, 'lng': 110.4848818201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Brown Canyon,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104107508301615395732"">A Google User</a>'], 'photo_reference': 'AUGGfZlRLhb95-K2QG-Ii8G3s5DPybS_YHSUx9ZXumqrWqKQV6vqBuFVb9E6PKXL7wSH95BIw0j3y3Df6xMZuu5QEhAOgFnaRAb5W3y-2sQOerr3cFQ5OpwG_QNoNd-Df2Ewouq7dm-TJmmg0lSKXz5sp2QU-OdZXWEUM59eYQcsD6De1BYY', 'width': 3264}]",ChIJx-YWHX6OcC4RxNu9jx5FzTg,4.2,ChIJx-YWHX6OcC4RxNu9jx5FzTg,"['tourist_attraction', 'point_of_interest', 'establishment']",3571,"{'compound_code': 'WFVP+9G Rowosari, Semarang City, Central Java, Indonesia', 'global_code': '6P4GWFVP+9G'}",,https://www.google.com/maps/place/?q=place_id:ChIJx-YWHX6OcC4RxNu9jx5FzTg
OPERATIONAL,"WF3X+9H8, Jl. Girikusumo, Barang, Banyumeneng, Kec. Mranggen, Kabupaten Demak, Jawa Tengah 59567, Indonesia","{'location': {'lat': -7.096576, 'lng': 110.498964}, 'viewport': {'northeast': {'lat': -7.093196049999999, 'lng': 110.5002120798927}, 'southwest': {'lat': -7.097702650000001, 'lng': 110.4975124201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,River Rock Banyumeneng,,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100647413681736326224"">Daryo Sudaryono</a>'], 'photo_reference': 'AUGGfZkTRZrtCYmeyOcq4pTh6LGFOsLmqtUQJ9fmWWRrddbFj9DQYjMtegfn-KZldg31MC54aV9qjq-jEyDLoC3QLxC7wrpxHLpzWVgrTBhS_xKYcmSX74y9CgKHSVrN6pgM2HNymGVi6O6N_e4F9xDu_y09f7odVjzGN6IHVWF-hRHQCyIw', 'width': 8000}]",ChIJ9dXOV5aPcC4R2-RYJlY_hS0,4.8,ChIJ9dXOV5aPcC4R2-RYJlY_hS0,"['tourist_attraction', 'point_of_interest', 'establishment']",40,,,https://www.google.com/maps/place/?q=place_id:ChIJ9dXOV5aPcC4R2-RYJlY_hS0
OPERATIONAL,"VC8P+CWJ, Rejowinangun, Kalongan, Kec. Ungaran Tim., Kabupaten Semarang, Jawa Tengah 50519, Indonesia","{'location': {'lat': -7.1339171, 'lng': 110.4372585}, 'viewport': {'northeast': {'lat': -7.132574720107278, 'lng': 110.4386224798927}, 'southwest': {'lat': -7.135274379892722, 'lng': 110.4359228201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Wisata Kalongan,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112278335325374624950"">A Google User</a>'], 'photo_reference': 'AUGGfZlSijSdhEA_4TFbANAfFO9Bggt4__oZVOunc_DAypazAFbCIilee2m9_TOBzp94_ur9d6PQXOaRb50nme2mR_O2yZtFNuHRtNKSnQ22hJpOYjKXDEsj1XMzHLQJVzsE5wetSHiaFClkqrjQj8tVXRKMbJIpE7eYjiGhfTTQwX64Edi6', 'width': 4080}]",ChIJa-ItbPaPcC4R0CyfOh7c_gc,4.9,ChIJa-ItbPaPcC4R0CyfOh7c_gc,"['tourist_attraction', 'point_of_interest', 'establishment']",247,,,https://www.google.com/maps/place/?q=place_id:ChIJa-ItbPaPcC4R0CyfOh7c_gc
OPERATIONAL,"Jl. Sarjono, Bawen, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.252359900000001, 'lng': 110.4249268}, 'viewport': {'northeast': {'lat': -7.250991470107278, 'lng': 110.4262541798927}, 'southwest': {'lat': -7.253691129892722, 'lng': 110.4235545201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eling Bening,{'open_now': False},"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117365876162643257535"">As&#39;ad Fathunnuha</a>'], 'photo_reference': 'AUGGfZnzaSNewS1xtLIE_nokZcIEFYdJz1_0chCy_IWn0_xfj5anBu3qEIdxo_vR5ARZT-jafn59IGV_dnQ0hENg7thlzMk_WymElmdadKHoq636yc7oOtw0FW5qWe5eg69C3ivAV2glh_aaVZDA014EO0UUdIxy2SZ_lhlii_hN8qOQgcAH', 'width': 4624}]",ChIJ46DXBtmDcC4RVJ8oGGY-SKc,4.2,ChIJ46DXBtmDcC4RVJ8oGGY-SKc,"['tourist_attraction', 'restaurant', 'point_of_interest', 'food', 'establishment']",24016,"{'compound_code': 'PCXF+3X Bawen, Semarang Regency, Central Java, Indonesia', 'global_code': '6P4GPCXF+3X'}",2.0,https://www.google.com/maps/place/?q=place_id:ChIJ46DXBtmDcC4RVJ8oGGY-SKc
OPERATIONAL,"QCH6+2VJ, Glodogan, Bawen, Kec. Ambarawa, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.2224148, 'lng': 110.4121336}, 'viewport': {'northeast': {'lat': -7.220947570107279, 'lng': 110.41495465}, 'southwest': {'lat': -7.223647229892722, 'lng': 110.41119325}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kendalisodo,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117724614256214606644"">A Google User</a>'], 'photo_reference': 'AUGGfZnTacEWyY0whoReDKKszqAc197rNPs-S-IyLU7YJxvfsWqdaKmd53HkhIfo1KCYdCXVuhGmhDuaK2ZJYrApyGn4Eph5MYHgDvNhRx-fJDgVIPAfK31SNtg3NQTvgRovaRPLyCYVaa9_KRpn6-c4D0YB3uuG4sI6G9sCE1sQdMtBz7uG', 'width': 4160}]",ChIJN543t7KGcC4RkWAtKDMPvJA,4.7,ChIJN543t7KGcC4RkWAtKDMPvJA,"['tourist_attraction', 'point_of_interest', 'establishment']",94,,,https://www.google.com/maps/place/?q=place_id:ChIJN543t7KGcC4RkWAtKDMPvJA
OPERATIONAL,"Jl. Soekarno Hatta No.KM. 30, Begojuh, Jatijajar, Bergas, Semarang, Merakrejo, Harjosari, Kec. Bawen, Kab. Semarang, Jawa Tengah 50552, Indonesia","{'location': {'lat': -7.205990799999999, 'lng': 110.4244628}, 'viewport': {'northeast': {'lat': -7.20505867010728, 'lng': 110.4255405298927}, 'southwest': {'lat': -7.207758329892724, 'lng': 110.4228408701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mini Mania - Taman Miniatur Dunia,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110243996444789877582"">Danny Widyakusuma</a>'], 'photo_reference': 'AUGGfZlPAKYk4jbtzW1xCutUlaDsIX1cBmJayXKj7YrDTakHYVkwxXaZzZ83Xt1SUel6ze--96uqt9e62DBnPp71iSiZhS6AHFI5Dnz6G6M5DqKnauckEH7-C50N3S0k-zqVEe4Fk-4ITuXsyhW1Dy61-BIB81_H8tpKIY2eBx-Za3zLSlUh', 'width': 3264}]",ChIJxQ1bNIyHcC4Rsgkzk5_rvKM,4.5,ChIJxQ1bNIyHcC4Rsgkzk5_rvKM,"['tourist_attraction', 'point_of_interest', 'establishment']",199,"{'compound_code': 'QCVF+JQ Harjosari, Semarang Regency, Central Java, Indonesia', 'global_code': '6P4GQCVF+JQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJxQ1bNIyHcC4Rsgkzk5_rvKM
OPERATIONAL,"Q98X+35M, Barangunung, Baran, Kec. Ambarawa, Kabupaten Semarang, Jawa Tengah 50614, Indonesia","{'location': {'lat': -7.234795, 'lng': 110.3979074}, 'viewport': {'northeast': {'lat': -7.233429020107279, 'lng': 110.3993325798927}, 'southwest': {'lat': -7.236128679892722, 'lng': 110.3966329201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mbaran Gunung Village,,,ChIJS3FIUwCBcC4R3pwVW3M_I8s,0.0,ChIJS3FIUwCBcC4R3pwVW3M_I8s,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJS3FIUwCBcC4R3pwVW3M_I8s
OPERATIONAL,"Loket wisata, Hutan, Kec. Ungaran Bar., Kabupaten Semarang, Jawa Tengah 50551, Indonesia","{'location': {'lat': -7.1662971, 'lng': 110.381068}, 'viewport': {'northeast': {'lat': -7.164947270107278, 'lng': 110.3824178298927}, 'southwest': {'lat': -7.167646929892722, 'lng': 110.3797181701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Semirang Waterfall,{'open_now': False},"[{'height': 12000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102772441009112612766"">A Google User</a>'], 'photo_reference': 'AUGGfZl5iZxUHe9lQk5hDtMyuWKTNJAw_A5pD_lpftpz4DUh07QALfVDKi1CjU_W4t2OomZyWUGdxZXCAOVtFFosdE_QmDdplOHboF-EonTUbrkJWI-xOeT_is0ZISabTuP61Q2GJqminfrQQ8QIWUNjg1jaP2k83SivBFELUEiF8s2gIlKa', 'width': 9000}]",ChIJh_9_CEyGcC4RWOVXLZUT-Nk,4.5,ChIJh_9_CEyGcC4RWOVXLZUT-Nk,"['tourist_attraction', 'point_of_interest', 'establishment']",1144,"{'compound_code': 'R9MJ+FC Hutan, Semarang Regency, Central Java, Indonesia', 'global_code': '6P4GR9MJ+FC'}",,https://www.google.com/maps/place/?q=place_id:ChIJh_9_CEyGcC4RWOVXLZUT-Nk
OPERATIONAL,"MCHW+X6, Rowosabi, Kalibeji, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah, Indonesia","{'location': {'lat': -7.3201248, 'lng': 110.4455801}, 'viewport': {'northeast': {'lat': -7.318768620107278, 'lng': 110.4468987298927}, 'southwest': {'lat': -7.321468279892722, 'lng': 110.4441990701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Jembatan Kali Parat,,"[{'height': 1004, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117445332702831049237"">Dian Pramudita</a>'], 'photo_reference': 'AUGGfZkV0VRlyb4AI6i-LZVBCJlueUIuCVyUUhgBhNCS0DUJqjYSY_Yn4nAQQXv8iH3c_mdNhJpc7Ra_T-bttbPJQ6_yuMFjryAP5VIhyl27c7-JeJed2_g4y1WlN7_2wA6LwGQgOIJMuR727yPTNj3JQjus8dqSo_K4H5NPZdehy5Sjs0P9', 'width': 670}]",ChIJgff6E6l5ei4RWDby_peRl30,5.0,ChIJgff6E6l5ei4RWDby_peRl30,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJgff6E6l5ei4RWDby_peRl30
