business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,url
OPERATIONAL,"Jl. Sarjono, Bawen, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.252359900000001, 'lng': 110.4249268}, 'viewport': {'northeast': {'lat': -7.250991470107278, 'lng': 110.4262541798927}, 'southwest': {'lat': -7.253691129892722, 'lng': 110.4235545201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eling Bening,{'open_now': False},"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117365876162643257535"">As&#39;ad Fathunnuha</a>'], 'photo_reference': 'AUGGfZlesUDP58gtSDH2k5MN1bo-iSpkXlLMpBFO4HV50VgCtqCo2dEga2Ih9Aw2fS99_sYV4hV2lRGGrLAEEFMYsxI-DQGyB8FOrGlRmahewobxLzuJnI1M8QTYj5IFsXBeK8SVccRs87kF00Tmc2mYtjVi0slillU33Dsp6VPoJF6DYwLO', 'width': 4624}]",ChIJ46DXBtmDcC4RVJ8oGGY-SKc,"{'compound_code': 'PCXF+3X Bawen, Semarang Regency, Central Java, Indonesia', 'global_code': '6P4GPCXF+3X'}",2.0,4.2,ChIJ46DXBtmDcC4RVJ8oGGY-SKc,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",24016,https://www.google.com/maps/place/?q=place_id:ChIJ46DXBtmDcC4RVJ8oGGY-SKc
OPERATIONAL,"Jl. Soekarno - Hatta No.49, Ngemple, Bawen, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.240137799999999, 'lng': 110.4320613}, 'viewport': {'northeast': {'lat': -7.238785470107278, 'lng': 110.4334192298927}, 'southwest': {'lat': -7.241485129892721, 'lng': 110.4307195701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dusun Salju,{'open_now': False},"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103762632109038784986"">Soni Setiono</a>'], 'photo_reference': 'AUGGfZmKtbNk47-bFK6cfBN3HqnZ9yLnZvNJYKOdCVfvkHQlIActlEF34aOrIvvPTnZhvZIC14d-asRQg9vnviFbdKR4UKNt8LMng3_mARiY3L4ZNiWZisOV3iFSeh8u5RefpCjd_nVg0I9opDyfWsuHB_a4s3vVXJTpzef2nuP2aSJl2cSD', 'width': 2592}]",ChIJ7QgGCGaDcC4RWajEHyet6yg,"{'compound_code': 'QC5J+WV Bawen, Semarang Regency, Central Java, Indonesia', 'global_code': '6P4GQC5J+WV'}",,4.1,ChIJ7QgGCGaDcC4RWajEHyet6yg,"['tourist_attraction', 'point_of_interest', 'establishment']",57,https://www.google.com/maps/place/?q=place_id:ChIJ7QgGCGaDcC4RWajEHyet6yg
OPERATIONAL,"QCH6+2VJ, Glodogan, Bawen, Kec. Ambarawa, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.2224148, 'lng': 110.4121336}, 'viewport': {'northeast': {'lat': -7.220947570107279, 'lng': 110.41495465}, 'southwest': {'lat': -7.223647229892722, 'lng': 110.41119325}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kendalisodo,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117724614256214606644"">A Google User</a>'], 'photo_reference': 'AUGGfZmyTegQr8r2GvQQeMv3jB-ReBtL4zjYwhZCNNCx1FRtMnKVDXPpQU8p4ZWtjD_BDdw-SyjyDNNlOyCbQHDj6fle1rwsqfyHLtFdXJQlxUQO2demvijySZ4RK77Dwde7y_KQgvYi1YtqniAj6IpliuE3Qk8B8mtriSVFChcsXHsek5v_', 'width': 4160}]",ChIJN543t7KGcC4RkWAtKDMPvJA,,,4.7,ChIJN543t7KGcC4RkWAtKDMPvJA,"['tourist_attraction', 'point_of_interest', 'establishment']",94,https://www.google.com/maps/place/?q=place_id:ChIJN543t7KGcC4RkWAtKDMPvJA
OPERATIONAL,"Jl. Soekarno - Hatta, Gembol, Bawen, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.236719, 'lng': 110.431225}, 'viewport': {'northeast': {'lat': -7.23533427010728, 'lng': 110.4326026798927}, 'southwest': {'lat': -7.238033929892723, 'lng': 110.4299030201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hortimart Agro Center,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101684070391079675135"">A Google User</a>'], 'photo_reference': 'AUGGfZlG2LYwnnuZFqbCVByGowKLGJvQMCOHsH9rye1xwvd8H8QCAVukdwIaTgOC-054no9YSJhY7_QCpY9gRWnXHmpk4IsV2BhMvSiNMzGp8bNdCWpkUEtS5kjj6dFkTBh-O2sxK7RfSFZnLxI3ca3lhHnSQJUBhSFgGTocS0olkOWC2hxO', 'width': 4032}]",ChIJUwgtJOGDcC4RXzmXajd1oKY,"{'compound_code': 'QC7J+8F Bawen, Semarang Regency, Central Java, Indonesia', 'global_code': '6P4GQC7J+8F'}",,4.4,ChIJUwgtJOGDcC4RXzmXajd1oKY,"['tourist_attraction', 'point_of_interest', 'establishment']",4083,https://www.google.com/maps/place/?q=place_id:ChIJUwgtJOGDcC4RXzmXajd1oKY
OPERATIONAL,"PCWQ+P37, Gentong, Bawen, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.2532063, 'lng': 110.4376626}, 'viewport': {'northeast': {'lat': -7.252023970107277, 'lng': 110.4393871798927}, 'southwest': {'lat': -7.25472362989272, 'lng': 110.4366875201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Areal Perkebunan Kopi Kebun Getas Afdeling Assinan,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107634102090646533724"">Agus Cahyosamsu</a>'], 'photo_reference': 'AUGGfZmBMeQHKNgapNBolwfWXhekYpbPGqdspom6u8A55BpBgvEUXc8tZk5aEnq84ww-H_Mwb-jcQIUZRfvRGdkJrCVt0DPxValD4nFTmVlzzHA0X3_ZWcxKD-8CqSRufjoRVZ6M1QbG_tAZkJluyrssdi0G_VdhQvDNY_5BmY9NDYLoVliv', 'width': 3264}]",ChIJOQPK3dGDcC4RgyCh63xHk6E,,,4.3,ChIJOQPK3dGDcC4RgyCh63xHk6E,"['tourist_attraction', 'point_of_interest', 'establishment']",64,https://www.google.com/maps/place/?q=place_id:ChIJOQPK3dGDcC4RgyCh63xHk6E
OPERATIONAL,"QC3F+M34, Ngrawan Lor, Bawen, Semarang Regency, Central Java 50661, Indonesia","{'location': {'lat': -7.245858999999999, 'lng': 110.422718}, 'viewport': {'northeast': {'lat': -7.244510720107279, 'lng': 110.4240756798927}, 'southwest': {'lat': -7.247210379892723, 'lng': 110.4213760201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area semangat,,,ChIJKfBFRD-BcC4RHxWKas8wRos,,,5.0,ChIJKfBFRD-BcC4RHxWKas8wRos,"['tourist_attraction', 'point_of_interest', 'establishment']",3,https://www.google.com/maps/place/?q=place_id:ChIJKfBFRD-BcC4RHxWKas8wRos
OPERATIONAL,"QCM5+F7G, Taman Wisata Kendalisongo, Unnamed Road, Karangjoho, Samban, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.2163118, 'lng': 110.408195}, 'viewport': {'northeast': {'lat': -7.215147570107277, 'lng': 110.4099573798927}, 'southwest': {'lat': -7.217847229892721, 'lng': 110.4072577201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TAMAN WARU EMAS KENDALISODO,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115119547011748828342"">A Google User</a>'], 'photo_reference': 'AUGGfZmufrgnnq6WPB07i0n0o3KrhHAiEc67OJY0GIVVodxZslydTpTiKjHvRz9uGkMJW2L8mJtIrdfDqui8PRkGK6u7SPe63p5Evy00WWLYCTdhyzc30J0nXwjkbwW4byCb4YOnZ5ud5tGDmjuH_mbRythYu593JDC2RS4hXKfq6QOJhpr2', 'width': 960}]",ChIJq5Qb2_WHcC4RFPYJNmoIZEE,,,5.0,ChIJq5Qb2_WHcC4RFPYJNmoIZEE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,https://www.google.com/maps/place/?q=place_id:ChIJq5Qb2_WHcC4RFPYJNmoIZEE
OPERATIONAL,"QCG3+RXJ, Poncoruso, Samban, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50614, Indonesia","{'location': {'lat': -7.2235597, 'lng': 110.4037993}, 'viewport': {'northeast': {'lat': -7.222191570107277, 'lng': 110.4051196798927}, 'southwest': {'lat': -7.224891229892721, 'lng': 110.4024200201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gumuk Kendhil (Mokndil),,"[{'height': 2088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110260425577715516079"">Sidik prasetyo</a>'], 'photo_reference': 'AUGGfZlrbxRhZJQ7W1_wMF_Dw04CG5WBQMx4ZSkqVW8RxnW3ynmIGeTyez-aSAXmkcLiHEcyRCE9I0R0dJGA32Tp9xOZbOS1nZ1MXl-DN_qEYdKYMSS5tUNrKWFB0MLZaRP3CAKmfUIE9NF41X9G4Ar5SZuMyOvRMJwnY3u-y2pZQdVwqks', 'width': 4640}]",ChIJaVlQMwCBcC4RERS4iply5LU,,,5.0,ChIJaVlQMwCBcC4RERS4iply5LU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,https://www.google.com/maps/place/?q=place_id:ChIJaVlQMwCBcC4RERS4iply5LU
OPERATIONAL,"PCWG+HG8, Bawen, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50612, Indonesia","{'location': {'lat': -7.2535871, 'lng': 110.4263344}, 'viewport': {'northeast': {'lat': -7.252306420107279, 'lng': 110.4277028798927}, 'southwest': {'lat': -7.255006079892723, 'lng': 110.4250032201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Perahu Naga,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112560095470198284660"">boedy cuahbolang</a>'], 'photo_reference': 'AUGGfZmppVCu8Xm_0eoLJk7vrLCzPlHsKEVe0s9r6TlKYAuPtkjFEQm3Co109-JtTnrNGmMHN4hvcQz6O4scCwUxH0UxzDZKCgvrGLhU-Qj3Qv3BRnXZb77FEpAe1cc1zs7N27HgYVUKVlKdTKRYgB91k2GQJSXQCxbBvjHAwjt3we1uBY4h', 'width': 4608}]",ChIJmXSSnMSDcC4R6jcjP0jExro,,,4.4,ChIJmXSSnMSDcC4R6jcjP0jExro,"['tourist_attraction', 'point_of_interest', 'establishment']",17,https://www.google.com/maps/place/?q=place_id:ChIJmXSSnMSDcC4R6jcjP0jExro
OPERATIONAL,"PCQR+CJQ, Baan, Asinan, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661, Indonesia","{'location': {'lat': -7.261423799999999, 'lng': 110.4416072}, 'viewport': {'northeast': {'lat': -7.260071470107278, 'lng': 110.4429253798927}, 'southwest': {'lat': -7.262771129892722, 'lng': 110.4402257201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali mbah narti,,,ChIJeVfvzVaDcC4RAkAsSe9TyKs,,,0.0,ChIJeVfvzVaDcC4RAkAsSe9TyKs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,https://www.google.com/maps/place/?q=place_id:ChIJeVfvzVaDcC4RAkAsSe9TyKs
