formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,url
"Gumawang, Belitang, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.1136576, 'lng': 104.6442073}, 'viewport': {'northeast': {'lat': -4.107063, 'lng': 104.6523719}, 'southwest': {'lat': -4.1193539, 'lng': 104.634032}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gumawang,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109881407212106573306"">Dedy Dedy</a>'], 'photo_reference': 'AUGGfZklwOB2NaE66dgGOVp2TbcvgrKGt6mrJSH2XOIBuiYgDcRJHeH5YE7P-EgL2DiGML3A-gtf4-PjKqvpkALjfiCSr85MfPOym2u0qxuOxJhxGR04SyFtXc4m0haUS61m7JeZCTyFzzxG58S3nmamKSWLT2-QMZlY7q5IAPcMOmeVohQM', 'width': 4032}]",ChIJxbqKpBMYOS4RI7Sq7ohsRLQ,ChIJxbqKpBMYOS4RI7Sq7ohsRLQ,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJxbqKpBMYOS4RI7Sq7ohsRLQ
"VQP5+JV6, Jalan Raya, Mendingin, Ulu Ogan, Ogan Komering Ulu Regency, South Sumatra 32157, Indonesia","{'location': {'lat': -4.1134642, 'lng': 103.7596451}, 'viewport': {'northeast': {'lat': -4.112144820107278, 'lng': 103.7609876798927}, 'southwest': {'lat': -4.114844479892722, 'lng': 103.7582880201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Mendingin, Kecamatan Ulu Ogan Kabupaten Ogan Komering Ulu","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112135084195877942981"">Andry Novijandri</a>'], 'photo_reference': 'AUGGfZn4bqBonR2zMsCsbTWKD5_ULBOYNB3lU_Makb2Ia7KUMmrW2K8nxrJME3J0VMe4jm2Ldqjf5joV4n36GgL0H2fhHb9j1CTXCdK1RmNMQl3neR0jAe4fOyFAtazGORT5c_HiqygVhmuyLm8_tr8sw6vkgacnRoC_AzyFVQjWjdp_yjqj', 'width': 3024}]",ChIJsx6xevjFOS4REQftc_CcLh0,ChIJsx6xevjFOS4REQftc_CcLh0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.2,19.0,,https://www.google.com/maps/place/?q=place_id:ChIJsx6xevjFOS4REQftc_CcLh0
"Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.0283486, 'lng': 104.0072348}, 'viewport': {'northeast': {'lat': -3.755068999999999, 'lng': 104.558147}, 'southwest': {'lat': -4.465958, 'lng': 103.6163848}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ogan Komering Ulu Regency,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118296990285856113372"">Indra Gunawan</a>'], 'photo_reference': 'AUGGfZnveVv2hER-PuL55YfHkKjAC0nJdjeuoQb29aLx0yAFN_6-C98f0DGBDGcsObFfHh7C_OzyB3sxD1t9TcNvzteTnawwOIbdyRdhF-GTrqVcLTVv3uomxSLw3bmSI2fhqcl_i5UugstpuPBfs4sxLZCJeLJuaqvPNwSmCYHC6PrXuSrg', 'width': 4032}]",ChIJ0VuljzRTOC4RQNEgsoCdAwM,ChIJ0VuljzRTOC4RQNEgsoCdAwM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0VuljzRTOC4RQNEgsoCdAwM
"2GFM+WQ, Rasuan, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -3.9752246, 'lng': 104.5344592}, 'viewport': {'northeast': {'lat': -3.974509650000001, 'lng': 104.5358579798927}, 'southwest': {'lat': -3.97736945, 'lng': 104.5331583201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Belitang,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105275703603360189972"">Rama Rama</a>'], 'photo_reference': 'AUGGfZlsX3IY3DJPEwbEUIfFkUMRayL-aUTS5lTv_K1_ozRqtpJW_yZyn-V0rGBp3-dO-JLGjgdg22ZdUuKOEC2QZ4bDnIGrhJ71A-wvv7ZxfrJE-Q4CuB8AYe_mFIVNHMxqYnol_OIbroZL3XLOmxiCZGcQEsjEyVSSMSya_MHwOmGxY1lK', 'width': 720}]",ChIJJTLhrPATOS4RcLUlX0bV_Ss,ChIJJTLhrPATOS4RcLUlX0bV_Ss,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.4,5.0,,https://www.google.com/maps/place/?q=place_id:ChIJJTLhrPATOS4RcLUlX0bV_Ss
"RJ48+339, Sukarami, Belitang, East Ogan Komering Ulu Regency, South Sumatra 32382, Indonesia","{'location': {'lat': -4.195068, 'lng': 104.6148496}, 'viewport': {'northeast': {'lat': -4.193789520107279, 'lng': 104.6161819298927}, 'southwest': {'lat': -4.196489179892723, 'lng': 104.6134822701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubug Asmoro,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113015756915891005844"">A Google User</a>'], 'photo_reference': 'AUGGfZncz05jGx0oxH3sGmNzV9ngQdIG18YyD4vrKFph54aU4HDu8DN76WxLyaNKDE9PIIXfoI0Xjz4Ju01zfgz8km3EDswP582uXwyHwUXGETHHmdALWFJwkWI0o7rybj8HpUFWXNCRhoaQXudLFG3Cp3AvFRLsrWK2iBFMflhx9CxARZcZ', 'width': 1080}]",ChIJHZTQnEMfOS4RrT7AWX4leE0,ChIJHZTQnEMfOS4RrT7AWX4leE0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.8,4.0,,https://www.google.com/maps/place/?q=place_id:ChIJHZTQnEMfOS4RrT7AWX4leE0
"WQ24+2RQ, Purwosari, Belitang III, East Ogan Komering Ulu Regency, South Sumatra 32385, Indonesia","{'location': {'lat': -4.099923, 'lng': 104.7571117}, 'viewport': {'northeast': {'lat': -4.098547170107278, 'lng': 104.7584829298927}, 'southwest': {'lat': -4.101246829892721, 'lng': 104.7557832701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PURI IDAMAN,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112378720526982221076"">Azhar Excellent</a>'], 'photo_reference': 'AUGGfZkFa2fyxtajYiL_2jDVnGARUlKyY7mhbpSHp-EsNMqzY9r4dx2K_ksKTpkEnENmY_UaF4WiYb_Z5klIf1nrtWbyd5XIhQRIIHQpKaZ4ckSWoac83O-ck50BX2lAie15X_6a1OZFEvSB5z1XMQC6LZJgZg6EVvbnQxW8gwNNar5P69kS', 'width': 3472}]",ChIJ6f4ZdJwlOS4RGzi6AgqkuNo,ChIJ6f4ZdJwlOS4RGzi6AgqkuNo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.9,9.0,,https://www.google.com/maps/place/?q=place_id:ChIJ6f4ZdJwlOS4RGzi6AgqkuNo
"Talang Bandung, Baturaja Barat, Ogan Komering Ulu Regency, South Sumatra 32122, Indonesia","{'location': {'lat': -4.124865499999999, 'lng': 104.1619545}, 'viewport': {'northeast': {'lat': -4.123508870107277, 'lng': 104.1633112298927}, 'southwest': {'lat': -4.126208529892721, 'lng': 104.1606115701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung kuliner talang bandung,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115839408065758082734"">Edii Brekelee</a>'], 'photo_reference': 'AUGGfZk_eBB1eJ9i857r6WJaj48PyQ3e0x1qDPnxWxv2RxiLAhDDWHfvZ8ouituZzQ2NgulJapZ688foRbgFqbvb4nbCcjF3gcENwdFA643YK3jHKEWCIVdTrpH83cZzVZEtsUIuViMrDUe8zW0hxEziQAacL2pLKs-6UVPba7JD0M42oBFQ', 'width': 2448}]",ChIJ-bo-mSuvOS4RyX1RYiR462o,ChIJ-bo-mSuvOS4RyX1RYiR462o,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.8,177.0,"{'compound_code': 'V5G6+3Q Baturaja Lama, Ogan Komering Ulu Regency, South Sumatra, Indonesia', 'global_code': '6P76V5G6+3Q'}",https://www.google.com/maps/place/?q=place_id:ChIJ-bo-mSuvOS4RyX1RYiR462o
"XCX9+JH, Tridadi, Madang Suku I, East Ogan Komering Ulu Regency, South Sumatra 32362, Indonesia","{'location': {'lat': -4.0009922, 'lng': 104.4189851}, 'viewport': {'northeast': {'lat': -3.999225320107278, 'lng': 104.4205026}, 'southwest': {'lat': -4.001924979892721, 'lng': 104.4144326}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Tobong,,ChIJ-0y4CzYNOS4RYKYbgWsxymI,ChIJ-0y4CzYNOS4RYKYbgWsxymI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJ-0y4CzYNOS4RYKYbgWsxymI
"VJVX+446 Taman Singa Apor, Tugu Harum, Kec. Belitang, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32382, Indonesia","{'location': {'lat': -4.1072039, 'lng': 104.6477771}, 'viewport': {'northeast': {'lat': -4.105815070107278, 'lng': 104.6491364298927}, 'southwest': {'lat': -4.108514729892722, 'lng': 104.6464367701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Singa Apor,"[{'height': 422, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114193339162553669502"">jhani wijaya</a>'], 'photo_reference': 'AUGGfZkvHXC-ESvycItIBCJaCvLet66nsu8OEz-yD3TaVGWW4b7Sb78Ie3hCyE6GnRKnYdiurPsYbUtyxwj-ZNX2BFw0LqLdtCuatdSFALVzuL1mk9VKKCI0IIuijCStWPqKSsLay4x02F63XbqCn81NwJ0nDFYoU0d1I2QQMXHMopE0vwur', 'width': 727}]",ChIJbYj2ze0ZOS4RGZ9DCqk_kos,ChIJbYj2ze0ZOS4RGZ9DCqk_kos,"['park', 'point_of_interest', 'establishment']",OPERATIONAL,{},4.3,66.0,,https://www.google.com/maps/place/?q=place_id:ChIJbYj2ze0ZOS4RGZ9DCqk_kos
"WWJP+F7M, Padang Bindu, Semidang Aji, Ogan Komering Ulu Regency, South Sumatra, Indonesia","{'location': {'lat': -4.068760999999999, 'lng': 103.9357831}, 'viewport': {'northeast': {'lat': -4.066815070107278, 'lng': 103.9375391298927}, 'southwest': {'lat': -4.069514729892722, 'lng': 103.9348394701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Basecamp Gua Harimau,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103650267342812882848"">Salsabila Altje Korua</a>'], 'photo_reference': 'AUGGfZlDSJDwhinKteOfT1iAO3zC15HKM5j8GYx3B9NL1pFUzgz13xpMS_BNXQuUuONGKu9s6Yx2clvKqxXiMg352WCEiYUT8A8Hugc9edc3OsE1sSFu3S9tAg67XaoYIDOz0bhhuZzvpp0LWbiO2E9HkgN4QociHk8Wb3MmRS_UC2PpMqtM', 'width': 3024}]",ChIJk2j_MQC5OS4RjOz2nN6orcs,ChIJk2j_MQC5OS4RjOz2nN6orcs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJk2j_MQC5OS4RjOz2nN6orcs
