business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"HCXH+3VR, Jl. Raya Lintas Utama Sumatera, Way Tuba, Kec. Way Tuba, Kabupaten Way Kanan, Lampung 34767, Indonesia","{'location': {'lat': -4.4022551, 'lng': 104.42965}, 'viewport': {'northeast': {'lat': -4.400871970107278, 'lng': 104.4309204798927}, 'southwest': {'lat': -4.403571629892721, 'lng': 104.4282208201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lanscape Tanjung Raja Giham,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104729671792057724300"">andreas natalis sapta aji</a>'], 'photo_reference': 'AUGGfZk5fP4muNLi0381oej7nOWVL5JyHyPmSM8_wodxbCOC9tTawvIyFZc7kTTuHBp8q8jUUEy0G9O1qvixR1u-h7rK8TLUrwCeNGsShuZts73HqFHHfOWOo41Ix0q1H3GcgPXlCW7DIlcqKaC6Pmf6MElb7KGJXu4bsAGkkL1BD_Sy2Z1_', 'width': 1040}]",ChIJ6YJzr2v7OC4R6Fa1Ytpc42M,5.0,ChIJ6YJzr2v7OC4R6Fa1Ytpc42M,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6YJzr2v7OC4R6Fa1Ytpc42M
CLOSED_TEMPORARILY,"J96F+HRH, Way Pisang, Way Tuba, Way Kanan Regency, Lampung, Indonesia","{'location': {'lat': -4.388565799999999, 'lng': 104.3745981}, 'viewport': {'northeast': {'lat': -4.386811620107277, 'lng': 104.3764954298927}, 'southwest': {'lat': -4.389511279892721, 'lng': 104.3737957701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,embung way pisang,,ChIJnbsDy0_5OC4RN5pyJY9H5-w,0.0,ChIJnbsDy0_5OC4RN5pyJY9H5-w,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJnbsDy0_5OC4RN5pyJY9H5-w
OPERATIONAL,"Pisang Baru, Bumi Agung, Way Kanan Regency, Lampung 34673, Indonesia","{'location': {'lat': -4.346368099999999, 'lng': 104.4845434}, 'viewport': {'northeast': {'lat': -4.344915420107279, 'lng': 104.4859318798927}, 'southwest': {'lat': -4.347615079892723, 'lng': 104.4832322201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kelompok Ternak Sribara Way Kanan,"[{'height': 1111, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113382138160534742015"">Hasrul Husaini</a>'], 'photo_reference': 'AUGGfZnXywRn1pFIamu4Shg7jBuZdKdjiW108eMfb2bxjLpKo6UtTFo-by9EcD8InwhQWVGww12DXst-Ys-PpDXldHuSmMeTw_dZGVxvHxs2sbwRwMXP55go5-9GDCSGsgmHf8izv1PWuj5zm6Ci6ndyyavXNnHV04tWI4tj_kwg6N_lTfu_', 'width': 1798}]",ChIJ3W-VX3jlOC4RjcHvS73G3ds,4.0,ChIJ3W-VX3jlOC4RjcHvS73G3ds,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,{'open_now': True},"{'compound_code': 'MF3M+FR Pisang Baru, Way Kanan Regency, Lampung, Indonesia', 'global_code': '6P76MF3M+FR'}",https://www.google.com/maps/place/?q=place_id:ChIJ3W-VX3jlOC4RjcHvS73G3ds
OPERATIONAL,"GCGJ+3WW, Jl. Raya Lintas Utama Sumatera, Gn. Sangkaran, Kec. Blambangan Umpu, Kabupaten Way Kanan, Lampung 34764, Indonesia","{'location': {'lat': -4.474762, 'lng': 104.4323243}, 'viewport': {'northeast': {'lat': -4.473290170107279, 'lng': 104.43647}, 'southwest': {'lat': -4.475989829892723, 'lng': 104.4309424}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curup Waykawat Gunung Sangkaran,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117357674899457010326"">Hari Suhud</a>'], 'photo_reference': 'AUGGfZmabTaBQtVNtZKOASkRHOOYHcTNIhyEcgqowDEM8HlV3KJSFjIyKo5_ETqw2ewOv4Qb6fsiMosnJKIYPgPXD9U-BPPLIKzuMfB0OOXOfI_CNzxIe3Tl_8hFrcpmj5DhQVnXWwSj9rwAfyumi7oQjOSFHyieeMT6UL3apcLutgiKM0mL', 'width': 4160}]",ChIJBYxF6GTxOC4RifDdBlsI-WQ,4.9,ChIJBYxF6GTxOC4RifDdBlsI-WQ,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJBYxF6GTxOC4RifDdBlsI-WQ
OPERATIONAL,"Pisang Baru, Bumi Agung, Way Kanan Regency, Lampung 34673, Indonesia","{'location': {'lat': -4.3319166, 'lng': 104.450718}, 'viewport': {'northeast': {'lat': -4.330531870107277, 'lng': 104.4520770798927}, 'southwest': {'lat': -4.333231529892721, 'lng': 104.4493774201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Bebek Air,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116541778533537248869"">A Google User</a>'], 'photo_reference': 'AUGGfZk_KIgGupK_5Zb8_9ZhQSlAfGIX9nF9WhDT6SSlz9KFGoEbkhBrdv1ysnWuE3lyZ9RirfzeM8-m5YWHOYqRQK-loinD66UkDfKciElnJc__XQZKT5EZP9r_mlBO7zfNMEODpY2rUBaJEQxdko4lhof-syIqGuNcU14j1QMdnQZe4Q0U', 'width': 4160}]",ChIJz_iqhnn9OC4ReahYM-9kSPs,4.8,ChIJz_iqhnn9OC4ReahYM-9kSPs,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,{'open_now': False},"{'compound_code': 'MF92+67 Pisang Baru, Way Kanan Regency, Lampung, Indonesia', 'global_code': '6P76MF92+67'}",https://www.google.com/maps/place/?q=place_id:ChIJz_iqhnn9OC4ReahYM-9kSPs
OPERATIONAL,"JCQJ+V57, Way Tuba, Way Kanan Regency, Lampung 34673, Indonesia","{'location': {'lat': -4.360265, 'lng': 104.43088}, 'viewport': {'northeast': {'lat': -4.358998670107278, 'lng': 104.4322536798927}, 'southwest': {'lat': -4.361698329892722, 'lng': 104.4295540201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,TPU kangkung baru/waytuba asri,,ChIJ1cV5Qsf7OC4R1AW-V02x3Fg,0.0,ChIJ1cV5Qsf7OC4R1AW-V02x3Fg,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1cV5Qsf7OC4R1AW-V02x3Fg
OPERATIONAL,"F9RR+28P, Tanjung Raja Sakti, Blambangan Umpu, Way Kanan Regency, Lampung, Indonesia","{'location': {'lat': -4.5099085, 'lng': 104.3908304}, 'viewport': {'northeast': {'lat': -4.508804520107279, 'lng': 104.3928437798927}, 'southwest': {'lat': -4.511504179892722, 'lng': 104.3901441201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEBUN KARET BAPAK SUPARJO,,ChIJwyVbOADzOC4RoCXgxpdl-LA,0.0,ChIJwyVbOADzOC4RoCXgxpdl-LA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwyVbOADzOC4RoCXgxpdl-LA
OPERATIONAL,"8CM6+4W7, Unnamed Road, Kota Way, Kec. Kasui, Kabupaten Way Kanan, Lampung 34767, Indonesia","{'location': {'lat': -4.667202899999999, 'lng': 104.4123007}, 'viewport': {'northeast': {'lat': -4.666072349999999, 'lng': 104.41330395}, 'southwest': {'lat': -4.670594550000001, 'lng': 104.40929095}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curup Pangkalan Batu,,ChIJZdCqsuGPOC4RX2Cmkt64P-o,5.0,ChIJZdCqsuGPOC4RX2Cmkt64P-o,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJZdCqsuGPOC4RX2Cmkt64P-o
OPERATIONAL,"Jl. Pisang Baru Utara I, Pisang Baru, Kec. Bumi Agung, Kabupaten Way Kanan, Lampung 34673, Indonesia","{'location': {'lat': -4.3300592, 'lng': 104.45327}, 'viewport': {'northeast': {'lat': -4.328742070107278, 'lng': 104.4546687298927}, 'southwest': {'lat': -4.331441729892722, 'lng': 104.4519690701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ALUN-ALUN KAMPUNG PISANG BARU,"[{'height': 5120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109334535710514512425"">A Google User</a>'], 'photo_reference': 'AUGGfZkfS3ryIRkdN8Pm2RMfZBDCfRXiVJjZBAvjvYscFsuF_46oirSWn1NYRq2XLU2P5xLLcXC_J_QkvJoMvVh8KS6ZixsnKV1yjA4H2GoqP7Ag_CSuaKJ_XAAXIap1RtoqbxRBBjoyi_8yL69eel5m2Qtu_2NgktVVUJ5E7ZdKr9zAIwE', 'width': 2448}]",ChIJR_pNlgb9OC4RCX8BA5TAgsA,4.3,ChIJR_pNlgb9OC4RCX8BA5TAgsA,"['tourist_attraction', 'point_of_interest', 'establishment']",33.0,,{'open_now': True},"{'compound_code': 'MF93+X8 Pisang Baru, Way Kanan Regency, Lampung, Indonesia', 'global_code': '6P76MF93+X8'}",https://www.google.com/maps/place/?q=place_id:ChIJR_pNlgb9OC4RCX8BA5TAgsA
OPERATIONAL,"89XC+M9P, Gunung Sari, Rebang Tangkas, Way Kanan Regency, Lampung 34767, Indonesia","{'location': {'lat': -4.650779099999999, 'lng': 104.3709483}, 'viewport': {'northeast': {'lat': -4.649429270107277, 'lng': 104.3722981298927}, 'southwest': {'lat': -4.652128929892721, 'lng': 104.3695984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curup Pinang Indah,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110485590001677678495"">A Google User</a>'], 'photo_reference': 'AUGGfZkIwC7_p-MIEgmC1lCEZY6nRRPiM5_wNwC23lCX5lom44pqu-rmjbRW9d2xCFAm-3S3zFaU952V2XMw4uV4BOdA80lR7uUblE4rxQx6E2y716R0Po5gQV_U_ZU6fnWUbAtgI36weFJPWptzU-GXvwXP69UHNkNGfbwpVLoQ0dezyhhe', 'width': 3456}]",ChIJLc9EcLOLOC4R-t-VS-dFb-w,4.5,ChIJLc9EcLOLOC4R-t-VS-dFb-w,"['tourist_attraction', 'point_of_interest', 'establishment']",44.0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJLc9EcLOLOC4R-t-VS-dFb-w
