business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,url
OPERATIONAL,"Unnamed Road, Lumika, Kec. Bonehau, Kabupaten Mamuju, Sulawesi Barat 91562, Indonesia","{'location': {'lat': -2.4763992, 'lng': 119.3741617}, 'viewport': {'northeast': {'lat': -2.475128970107278, 'lng': 119.3754429798927}, 'southwest': {'lat': -2.477828629892723, 'lng': 119.3727433201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hanan city,ChIJW0uh5y_1ki0R6GzwmGCQ0Mw,"{'compound_code': 'G9FF+CM Lumika, Mamuju Regency, West Sulawesi, Indonesia', 'global_code': '6P9XG9FF+CM'}",4.0,ChIJW0uh5y_1ki0R6GzwmGCQ0Mw,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJW0uh5y_1ki0R6GzwmGCQ0Mw
OPERATIONAL,"FF53+PM, Kondo Bulo, Bonehau, Mamuju Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.5406658, 'lng': 119.4542733}, 'viewport': {'northeast': {'lat': -2.539175570107278, 'lng': 119.4556764298927}, 'southwest': {'lat': -2.541875229892722, 'lng': 119.4529767701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Salubanga,ChIJh_95HHRZki0RiykvaqWWAvw,,4.6,ChIJh_95HHRZki0RiykvaqWWAvw,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,{'open_now': False},"[{'height': 2016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108446375698595433414"">A Google User</a>'], 'photo_reference': 'AUGGfZmNXJ8c59TYEtcaWxLne2X1dOWjaDb1MeMe6-RTRuQ0hHwyPloYh3J40MmIYahjmaYtD5hvgUAqLwOnOlb4VXhGl7rCfNnRvWUsrD2i576sDLFblMds4oqTuAEJP5FzCUl-o4bRDvCtpA3sl-C7nA-ef-ETtW8wySyGnqpnReqyn484', 'width': 4480}]",https://www.google.com/maps/place/?q=place_id:ChIJh_95HHRZki0RiykvaqWWAvw
OPERATIONAL,"9534+MG5, Jl. Poros Mamuju-Mamasa, Keang, Kec. Kalukku, Kabupaten Mamuju, Sulawesi Barat 91561, Indonesia","{'location': {'lat': -2.6458605, 'lng': 119.1563585}, 'viewport': {'northeast': {'lat': -2.644127120107278, 'lng': 119.1570878}, 'southwest': {'lat': -2.646826779892722, 'lng': 119.1541706}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Peca,ChIJYxH-Iw_jki0RKxFZgDRBa5I,,3.3,ChIJYxH-Iw_jki0RKxFZgDRBa5I,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108279594928117163556"">A Google User</a>'], 'photo_reference': 'AUGGfZkEFeXSNCyDH0_iIWFKwbhDx8qU9kgCQzkkO3gnUNJoHJNhKeqAxMjU5zm1TeT-NTjVILKllK5hLfg6p2HUclVxAFaKKIvcuutZ8YJFM4GthpiZgVId5L7tVYerNstKGAYvn3yKu0dyVC2LYbnA7ilC7hm98n5Y4V7zcyqGKz14OB3Y', 'width': 720}]",https://www.google.com/maps/place/?q=place_id:ChIJYxH-Iw_jki0RKxFZgDRBa5I
OPERATIONAL,"GFRJ+2WP, Kalumpang, Mamuju Regency, West Sulawesi 91562, Indonesia","{'location': {'lat': -2.4599122, 'lng': 119.4823278}, 'viewport': {'northeast': {'lat': -2.458562370107277, 'lng': 119.4836776298927}, 'southwest': {'lat': -2.461262029892722, 'lng': 119.4809779701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Tanete Paken,ChIJLdrbLABfki0R5FVzQ3x-EV4,,0.0,ChIJLdrbLABfki0R5FVzQ3x-EV4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJLdrbLABfki0R5FVzQ3x-EV4
OPERATIONAL,"949R+484, Unnamed Road, Uhaimate, Kec. Kalukku, Kabupaten Mamuju, Sulawesi Barat 91561, Indonesia","{'location': {'lat': -2.6322421, 'lng': 119.1408233}, 'viewport': {'northeast': {'lat': -2.630892270107278, 'lng': 119.1421731298927}, 'southwest': {'lat': -2.633591929892722, 'lng': 119.1394734701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Malta,ChIJ8y1LIf3lki0RW-xKVAmNQmw,,5.0,ChIJ8y1LIf3lki0RW-xKVAmNQmw,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104385403177276611056"">A Google User</a>'], 'photo_reference': 'AUGGfZn6ZqW5ZhbN8fo8NQI38U-1NkuZR8NSxOzBdurFOJKf82pduFFSpKSupB0ieJ1_78iZ6SO51aRGmoVs1SaNpC4KX9P3Sil1pMuRRzzOMzwLWHNBZPvVT9a16xeEWS1ybUPPi590THjJYvkT61KhZSyEcQAb3GGbNcYWOZfOID9InoPG', 'width': 3468}]",https://www.google.com/maps/place/?q=place_id:ChIJ8y1LIf3lki0RW-xKVAmNQmw
OPERATIONAL,"66WP+CCF, Tabulahan, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.7539348, 'lng': 119.2360494}, 'viewport': {'northeast': {'lat': -2.752410820107277, 'lng': 119.2374313798928}, 'southwest': {'lat': -2.755110479892722, 'lng': 119.2347317201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tabulahan,ChIJ5-rIWgADky0RiTIKZOYNK3s,,5.0,ChIJ5-rIWgADky0RiTIKZOYNK3s,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103129972015510739354"">A Google User</a>'], 'photo_reference': 'AUGGfZmrh8Gikj8xe88vwz-0Nyr03hNkTV7IlFkyYhoKnSXlFHxWqvOCWKWgA7yOFaK54Qr_dhsPH9jDsjZWMNo5O3GP27o9fBvhoRCYm_lS7-oOyHLxBJwlb_5tG_wTr1n0QPz9rxqVtYH9ssYKFF7Z_kD4Aju3eRZgDgZznEepmbbKOvE', 'width': 720}]",https://www.google.com/maps/place/?q=place_id:ChIJ5-rIWgADky0RiTIKZOYNK3s
OPERATIONAL,"767F+FQ, Periangan, Tabulahan, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.7350824, 'lng': 119.2238816}, 'viewport': {'northeast': {'lat': -2.733732570107278, 'lng': 119.2252314298927}, 'southwest': {'lat': -2.736432229892723, 'lng': 119.2225317701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun TAMELLAUTU,ChIJW2r5IgAdky0RMeq3vXiGYg4,,0.0,ChIJW2r5IgAdky0RMeq3vXiGYg4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJW2r5IgAdky0RMeq3vXiGYg4
OPERATIONAL,"767F+FQ, Periangan, Tabulahan, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.7363399, 'lng': 119.2244137}, 'viewport': {'northeast': {'lat': -2.734673850000001, 'lng': 119.2254857798927}, 'southwest': {'lat': -2.74133805, 'lng': 119.2227861201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjin Tapeduri,ChIJyz8ZgE8dky0R8dfxJNrb1XM,,0.0,ChIJyz8ZgE8dky0R8dfxJNrb1XM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100494713847845864714"">januarto marrabang</a>'], 'photo_reference': 'AUGGfZlzpdKr0oVAHjDJoYHkdufU2G-Xu9TQ74Kgha_7ZjJa6dnz1U6e9gs1u00JvE4RNOAlJYBgYchCMr_LwArjRRfAylh4Tpkgh36pTIfKjXu1GfiiRcX7VJvS0CpiG7UTYRq_H3veGHBMvnNsqLj-xrvH3cI66m-BRhySJnGvaBVXChvu', 'width': 2340}]",https://www.google.com/maps/place/?q=place_id:ChIJyz8ZgE8dky0R8dfxJNrb1XM
OPERATIONAL,"C3HX+PRF, Sondoang, Kalukku, Mamuju Regency, West Sulawesi 91561, Indonesia","{'location': {'lat': -2.5706895, 'lng': 119.0995394}, 'viewport': {'northeast': {'lat': -2.568107249999999, 'lng': 119.1009938798927}, 'southwest': {'lat': -2.57155025, 'lng': 119.0982942201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Sondoang,ChIJnUe9QSnmki0Ruj04uPRr-kM,,4.3,ChIJnUe9QSnmki0Ruj04uPRr-kM,"['tourist_attraction', 'point_of_interest', 'establishment']",25.0,{'open_now': True},"[{'height': 1900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106320924738578779514"">Nanang Temanggung</a>'], 'photo_reference': 'AUGGfZkK4uL-M-dxVhsU-8vFYtWk2xEM5Gb7SaWYlFNU6aNmWbRlDaatiF5hhQyo5nA5FUw5Z0_AUtCrzVPVNPWY7kPxoZp2Qh9Esf4NfDV-a1QaUbIT-FAn5I8qd2YrE7Bvu3muXlvzumZsiFakD_ZhyYr6Pijig-W_njcXwq7IRxuN8A7I', 'width': 1520}]",https://www.google.com/maps/place/?q=place_id:ChIJnUe9QSnmki0Ruj04uPRr-kM
OPERATIONAL,"7687+7V9, Periangan, Tabulahan, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.7343345, 'lng': 119.2147236}, 'viewport': {'northeast': {'lat': -2.733281220107277, 'lng': 119.2158709798928}, 'southwest': {'lat': -2.735980879892722, 'lng': 119.2131713201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TAMPAKURRA,ChIJq8VJegAdky0R9EsMVE2yb_0,,0.0,ChIJq8VJegAdky0R9EsMVE2yb_0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJq8VJegAdky0R9EsMVE2yb_0
