business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"Bulu, East Kemiri, Subah, Batang Regency, Central Java 51262, Indonesia","{'location': {'lat': -6.954912299999999, 'lng': 109.9149762}, 'viewport': {'northeast': {'lat': -6.951150299999998, 'lng': 109.9167493298927}, 'southwest': {'lat': -6.9561663, 'lng': 109.9140496701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Panalawen,{'open_now': False},ChIJ40bmZxI_cC4RNq8p-mnRBZY,"{'compound_code': '2WW7+2X East Kemiri, Batang Regency, Central Java, Indonesia', 'global_code': '6P5F2WW7+2X'}",0.0,ChIJ40bmZxI_cC4RNq8p-mnRBZY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ40bmZxI_cC4RNq8p-mnRBZY
OPERATIONAL,"3VHV+8Q3, Jl. Kuripan, Karangsari, Kuripan, Kec. Subah, Kabupaten Batang, Jawa Tengah 51262, Indonesia","{'location': {'lat': -6.9180981, 'lng': 109.8944579}, 'viewport': {'northeast': {'lat': -6.916809970107279, 'lng': 109.8958201298927}, 'southwest': {'lat': -6.919509629892723, 'lng': 109.8931204701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kuripan,{'open_now': True},ChIJIWP4ONM-cC4ROpS8MfSaCWQ,,4.3,ChIJIWP4ONM-cC4ROpS8MfSaCWQ,"['tourist_attraction', 'point_of_interest', 'establishment']",625,"[{'height': 1792, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115137842564399942627"">arhat90</a>'], 'photo_reference': 'AUGGfZkgy3m6WJ3Ov_hlIS4MygcAWsVhNe4JCKhCIF4wsWDSJDq91aZFw26wWl40UA9r-MBqj2xrGDB2fRoJwMOfHtz636EYt1kbtVEjqTdO07LSGNBA1s-CTwkqMZV2J8Cakm5oEuND3j9KZ-dZlM1uXGcfGjyHZJ7IBpQTy6koihTVRoLy', 'width': 2800}]",,https://www.google.com/maps/place/?q=place_id:ChIJIWP4ONM-cC4ROpS8MfSaCWQ
OPERATIONAL,"2WX3+4M, Kemiri Watu Selatan, Kemiri Tim., Kec. Subah, Kabupaten Batang, Jawa Tengah, Indonesia","{'location': {'lat': -6.9522277, 'lng': 109.904234}, 'viewport': {'northeast': {'lat': -6.950777120107277, 'lng': 109.9056078798927}, 'southwest': {'lat': -6.953476779892721, 'lng': 109.9029082201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kisya farm,,ChIJXxoIJQA_cC4RopN2aGIkgUw,,0.0,ChIJXxoIJQA_cC4RopN2aGIkgUw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJXxoIJQA_cC4RopN2aGIkgUw
OPERATIONAL,"3VJQ+WF9, Karangsari, Kuripan, Kec. Subah, Kabupaten Batang, Jawa Tengah 51262, Indonesia","{'location': {'lat': -6.917829999999999, 'lng': 109.8891717}, 'viewport': {'northeast': {'lat': -6.916366820107278, 'lng': 109.8905663798927}, 'southwest': {'lat': -6.919066479892722, 'lng': 109.8878667201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Warung RAJA,{'open_now': False},ChIJZQAE4cU_cC4RVxNgDKwOvG0,,5.0,ChIJZQAE4cU_cC4RVxNgDKwOvG0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJZQAE4cU_cC4RVxNgDKwOvG0
OPERATIONAL,"2VJ4+VQX, Krajan, Adinuso, Kec. Subah, Kabupaten Batang, Jawa Tengah 51262, Indonesia","{'location': {'lat': -6.9678453, 'lng': 109.8568614}, 'viewport': {'northeast': {'lat': -6.966572620107279, 'lng': 109.8583816798927}, 'southwest': {'lat': -6.969272279892722, 'lng': 109.8556820201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kidul Mesir,,ChIJL9ul_DI_cC4Rd7g5Lr67PF0,,5.0,ChIJL9ul_DI_cC4Rd7g5Lr67PF0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109739629460765499388"">septian stark</a>'], 'photo_reference': 'AUGGfZnf2dklh4hPA6ENe1HFrNmZdw4cay6U1H3-yxgNuUu2OU796wE4I8Rrml_Hb49-A4qaNWjKH6LP0GKGKyEh-5xp4CfpSZQm37Eg4c-f-vw0YaRWf9ByZl0ztItSqzWyf38wzwiw76rdfuNjK7CoCD3VdI0_jhhtf_PQ5vv2g7y6i4B4', 'width': 2160}]",,https://www.google.com/maps/place/?q=place_id:ChIJL9ul_DI_cC4Rd7g5Lr67PF0
OPERATIONAL,"2V9W+5R4, Jalan Desa, Krajan, Keborangan, Kec. Subah, Kabupaten Batang, Jawa Tengah 51262, Indonesia","{'location': {'lat': -6.981602, 'lng': 109.8964907}, 'viewport': {'northeast': {'lat': -6.980268220107278, 'lng': 109.8978730798927}, 'southwest': {'lat': -6.982967879892722, 'lng': 109.8951734201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,gubuk senja ahir zaman,{'open_now': True},ChIJS4tg51c_cC4R8yrpufm8fBg,,5.0,ChIJS4tg51c_cC4R8yrpufm8fBg,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108666170623953049651"">A Google User</a>'], 'photo_reference': 'AUGGfZkJLDRwyoh1RqPJSPSHVlLuT7PqGyrQ6UOk01WJpf034GXfwigzUDEvHtFiQ2kIna5_5BDyyukQWbD-XNDgkJQDmqHrPo7iD-iAqnFXzyOOpWE6oS2iHw9KY3YYqeD417wtiRPeTSPhv1cJUeg3segcspcr_ZxKuzGjghiHBA780LJ9', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJS4tg51c_cC4R8yrpufm8fBg
OPERATIONAL,"2VJH+2Q8, Rejomulyo, Jatisari, Kec. Subah, Kabupaten Batang, Jawa Tengah 51262, Indonesia","{'location': {'lat': -6.96939, 'lng': 109.879749}, 'viewport': {'northeast': {'lat': -6.968013070107277, 'lng': 109.8810646298927}, 'southwest': {'lat': -6.970712729892721, 'lng': 109.8783649701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah argaaa,,ChIJq_5AtdE_cC4RgvtmqB1ayAU,,0.0,ChIJq_5AtdE_cC4RgvtmqB1ayAU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJq_5AtdE_cC4RgvtmqB1ayAU
OPERATIONAL,"Krajan, Kalimanggis, Subah, Batang Regency, Central Java, Indonesia","{'location': {'lat': -6.977197899999999, 'lng': 109.8959898}, 'viewport': {'northeast': {'lat': -6.976068320107277, 'lng': 109.8973674798927}, 'southwest': {'lat': -6.978767979892721, 'lng': 109.8946678201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ilir pari,{'open_now': False},ChIJmXCtj4c_cC4RZHrCsucle6s,"{'compound_code': '2VFW+49 Kalimanggis, Batang Regency, Central Java, Indonesia', 'global_code': '6P5F2VFW+49'}",4.2,ChIJmXCtj4c_cC4RZHrCsucle6s,"['tourist_attraction', 'point_of_interest', 'establishment']",29,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108030875666695156903"">ijal fikri</a>'], 'photo_reference': 'AUGGfZlJdkSpRRedy2PHzSleM2vZ5YzvLtyMsEAZAx3kEnt0O_yki-kQqFb-D2qQiebN-X91Dtzk7SAQ6l33ZrVUjkJ6n6df_VWpisEOqR8KY-2OIpfkATo7ngOd7-ghsiGG-uKLBPddP_U2SXKssYuHKjEXZhr42JTvvymXhaWBDgVbl-lb', 'width': 5184}]",,https://www.google.com/maps/place/?q=place_id:ChIJmXCtj4c_cC4RZHrCsucle6s
OPERATIONAL,"2RWQ+RMP, Mendolo, Sengon, Kec. Subah, Kabupaten Batang, Jawa Tengah 51262, Indonesia","{'location': {'lat': -6.9529027, 'lng': 109.8392108}, 'viewport': {'northeast': {'lat': -6.951551770107278, 'lng': 109.8406144298927}, 'southwest': {'lat': -6.954251429892722, 'lng': 109.8379147701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu lembang,,ChIJh30V__I9cC4R1byGRGtlu8E,,3.0,ChIJh30V__I9cC4R1byGRGtlu8E,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJh30V__I9cC4R1byGRGtlu8E
OPERATIONAL,"2V6R+43W, Padurekso, Jatisari, Kec. Subah, Kabupaten Batang, Jawa Tengah 51262, Indonesia","{'location': {'lat': -6.9896385, 'lng': 109.8902019}, 'viewport': {'northeast': {'lat': -6.988485420107277, 'lng': 109.8911746}, 'southwest': {'lat': -6.991185079892721, 'lng': 109.8872838}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendung Gandu A,,ChIJXSAy_yA_cC4RTaKUueI7L20,,0.0,ChIJXSAy_yA_cC4RTaKUueI7L20,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJXSAy_yA_cC4RTaKUueI7L20
