business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"Desa, Tambayoli, Kec. Soyo Jaya, Kabupaten Morowali Utara, Sulawesi Tengah, Indonesia","{'location': {'lat': -1.7980233, 'lng': 121.300056}, 'viewport': {'northeast': {'lat': -1.796673470107278, 'lng': 121.3014058298927}, 'southwest': {'lat': -1.799373129892723, 'lng': 121.2987061701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panta wisata sunrise lemo-lemo,{'open_now': True},ChIJWwr11E6Vjy0RTZSfs-Ekk58,"{'compound_code': '6822+Q2 Ganda Ganda, Morowali Regency, Central Sulawesi, Indonesia', 'global_code': '6QC36822+Q2'}",0.0,ChIJWwr11E6Vjy0RTZSfs-Ekk58,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJWwr11E6Vjy0RTZSfs-Ekk58
OPERATIONAL,"48Q2+XQ5, Ganda Ganda, Petasia, North Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.8601006, 'lng': 121.3019787}, 'viewport': {'northeast': {'lat': -1.858744170107278, 'lng': 121.3033464798927}, 'southwest': {'lat': -1.861443829892722, 'lng': 121.3006468201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tobi Tobi,{'open_now': True},ChIJPWcDQrTrjy0R5Jim5VbeoF4,,5.0,ChIJPWcDQrTrjy0R5Jim5VbeoF4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111190967266178119037"">Makmur Jaya</a>'], 'photo_reference': 'AUGGfZmMdkdfZu2rL5NrgSdUC-PmMaPpkT1MyhrdCeOveI_kv2UzKyruZHpxu8E1gMOilfJtSU4Tz-V7178H-Rt15oA5ZlCPwTYn-NBzIB8LvLvNekBIn_q2-JjYWCRBVjGyHouEr-eWzVxiZOFfYmlqCsiKl4ThRbPw4CdoPW7kLYh0ngAf', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJPWcDQrTrjy0R5Jim5VbeoF4
OPERATIONAL,"3CV5+C6, Gililana, Petasia, Morowali Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.906495, 'lng': 121.408044}, 'viewport': {'northeast': {'lat': -1.905145170107277, 'lng': 121.4093938298927}, 'southwest': {'lat': -1.907844829892722, 'lng': 121.4066941701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PESINAMBA Halfway House,,ChIJKZgVt8vvjy0RT6b718qDIcA,,1.0,ChIJKZgVt8vvjy0RT6b718qDIcA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113578208180079598027"">A Google User</a>'], 'photo_reference': 'AUGGfZnCyXJuKSrsViO1H1eP8NcpDIcr0z7oJ4w6PGDP4l2KekPQa450eJwMwuIC8pb0Luh-Y7lfNaLHOTKoqndg2iU6lrWJQdNHNXU19Tlpm6RkrAfOOGjDxNHHIXqT-K2meRKGcUv1noWvurQaE4Hej7beXxWK_GMeHZdiMBZRQ_Dhhw8p', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJKZgVt8vvjy0RT6b718qDIcA
OPERATIONAL,"28JV+6VF, Jl. dr. Sahardjo Poros Ganda Ganda, Bahoue, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah 94971, Indonesia","{'location': {'lat': -1.969425, 'lng': 121.3446717}, 'viewport': {'northeast': {'lat': -1.96739235, 'lng': 121.3461389298927}, 'southwest': {'lat': -1.97010255, 'lng': 121.3434392701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga jompi,,ChIJ9ULp41Dnjy0R0GMS0JtO8GQ,,4.0,ChIJ9ULp41Dnjy0R0GMS0JtO8GQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110100733586736088506"">Ekananda Nurfauzi</a>'], 'photo_reference': 'AUGGfZm-iXr3et2LOHh9cmstbOqr3ZLebYGX9f2az8rPupOmhSACbncJe0FMPhr6pILVJk4yjiuouUib0Zgf7LfnX2jPVqcAzrw1InbtrL8XcgNgodgxYGdUc73mpA6CFkk2lRt63Nmv53RWAnZiT-4kLRuF4GxHklYqdTZc00Y62GpOE64V', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ9ULp41Dnjy0R0GMS0JtO8GQ
OPERATIONAL,"29CH+PHX, Koya, Petasia, Morowali Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.9781498, 'lng': 121.3789937}, 'viewport': {'northeast': {'lat': -1.9766002, 'lng': 121.3804955298927}, 'southwest': {'lat': -1.9827986, 'lng': 121.3777958701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Bakau Desa Koya Kabupaten Morowali Utara,,ChIJgZ1L8dLljy0RU7puAob2S0w,,5.0,ChIJgZ1L8dLljy0RU7puAob2S0w,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115148235834571177005"">fiki ainun</a>'], 'photo_reference': 'AUGGfZmVw221RpFL9_A-DvdDCuN7jN2gbqr793MQBxcPP3S2hwsPvwdUr4drI-gu4AcRik9F2uwH6sd59ktLvX1yBd-lh2V3Y9DVSps0YxSK2Yjwdcbb9eY5KjM17of62sIMjsTmYgjQlyxBAC_lQRN6_Zwl9Ile7DbNcztdADp8bc5H55Tn', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJgZ1L8dLljy0RU7puAob2S0w
OPERATIONAL,"28RX+JHF, Unnamed Road, Kabupaten Morowali Utara, Sulawesi Tengah 94971, Indonesia","{'location': {'lat': -1.9584482, 'lng': 121.3489193}, 'viewport': {'northeast': {'lat': -1.957134220107278, 'lng': 121.3500124798927}, 'southwest': {'lat': -1.959833879892722, 'lng': 121.3473128201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Permandian Jompi,,ChIJLRzC_T_pjy0R1z3AWzQROc8,,4.1,ChIJLRzC_T_pjy0R1z3AWzQROc8,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,,https://www.google.com/maps/place/?q=place_id:ChIJLRzC_T_pjy0R1z3AWzQROc8
OPERATIONAL,"28JV+6GQ, Jl. dr. Sahardjo Poros Ganda Ganda, Bahoue, Kec. Petasia, Kabupaten Morowali Utara, Sulawesi Tengah 94971, Indonesia","{'location': {'lat': -1.9694173, 'lng': 121.3438691}, 'viewport': {'northeast': {'lat': -1.967176599999999, 'lng': 121.3453337298927}, 'southwest': {'lat': -1.9701642, 'lng': 121.3426340701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Laut belakang,,ChIJcwNIE-Lnjy0RW0DLhmHLLMo,,5.0,ChIJcwNIE-Lnjy0RW0DLhmHLLMo,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108438915134850181232"">A Google User</a>'], 'photo_reference': 'AUGGfZnczI52h41WYNrClx9tesEbpA_RvbJDl9Ijs-6oh44oOnc9pMqPQFxKAgX9uc48wHZA9gGO0yiaEBypvE79SxbIfYYzZFcJw8HaW4hfRWzkFvzn3EY--hsDPhVZlbkB4TqTcoWICAxii9wooem_tRSo3YVQ_ZLM2wTGjBxbw_3dPnRC', 'width': 1536}]",,https://www.google.com/maps/place/?q=place_id:ChIJcwNIE-Lnjy0RW0DLhmHLLMo
OPERATIONAL,"3926+M96, Gililana, Petasia, Morowali Regency, Central Sulawesi, Indonesia","{'location': {'lat': -1.9483381, 'lng': 121.3609045}, 'viewport': {'northeast': {'lat': -1.946988270107278, 'lng': 121.3622543298927}, 'southwest': {'lat': -1.949687929892722, 'lng': 121.3595546701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teluk Tomori,,ChIJ9_51S8_vjy0RtvAsJB6aiUw,,4.7,ChIJ9_51S8_vjy0RtvAsJB6aiUw,"['tourist_attraction', 'point_of_interest', 'establishment']",15,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100391679431894916993"">Fatrahman 06</a>'], 'photo_reference': 'AUGGfZkR9wq6tx-OF8yerqRG3Vi6KrAKV11F2JUV2MdGj513smmNUAyH2Jp1pwmFca_sdt8Zx_dg6uxRIJw5_WEO1zMg2TlRBVbiB_f1--5Gig-p3CIFp-HOEgC7uWD5gj8ryjLeIEFFgvJyGsyk_0VBix6pCh5qPiPxNAq1KzLnc5Mq7hsf', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJ9_51S8_vjy0RtvAsJB6aiUw
OPERATIONAL,"X84H+36F, Koromatantu, Petasia, Kabupaten Morowali, Central Sulawesi 94971, Indonesia","{'location': {'lat': -2.0448052, 'lng': 121.3280481}, 'viewport': {'northeast': {'lat': -2.043126270107277, 'lng': 121.3288359798927}, 'southwest': {'lat': -2.045825929892722, 'lng': 121.3261363201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Olong Sawah,,ChIJVyGb53Dhjy0RvWMaKWRANt4,,0.0,ChIJVyGb53Dhjy0RvWMaKWRANt4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJVyGb53Dhjy0RvWMaKWRANt4
OPERATIONAL,"289H+79M, Bahontula, Petasia, North Morowali Regency, Central Sulawesi 94971, Indonesia","{'location': {'lat': -1.9817803, 'lng': 121.3284285}, 'viewport': {'northeast': {'lat': -1.980473120107278, 'lng': 121.3345803}, 'southwest': {'lat': -1.983172779892723, 'lng': 121.3263779}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Istana Raja Mori,{'open_now': True},ChIJvybQmWznjy0RqKt-wej3hBM,,3.8,ChIJvybQmWznjy0RqKt-wej3hBM,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107537483180096432894"">A Google User</a>'], 'photo_reference': 'AUGGfZkj7mtI5kxZ_9MjTHsNxeg7qFN6BBaY4gNALCufHqbAVnqEG6I5LlNRBHKUAD_Nee34SVdLF0YrNAeC-T1XDthEOmDb8GLBMeG3xcZGj5rWPolC7SjuwVImzZ9vg9xrgljwkptOpJMhu5tYqlnHX9k2h8n-7yx9iSIblaClyqy4j4Mp', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJvybQmWznjy0RqKt-wej3hBM
