business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,url
OPERATIONAL,"HHG5+C25, Gurun, Sungai Tarab, Tanah Datar Regency, West Sumatra 27261, Indonesia","{'location': {'lat': -0.4239893, 'lng': 100.5576055}, 'viewport': {'northeast': {'lat': -0.4226117201072778, 'lng': 100.5594401298927}, 'southwest': {'lat': -0.4253113798927223, 'lng': 100.5567404701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batang Tenggi,ChIJ6xDqf14z1S8RLjXnCxP9ki8,5.0,ChIJ6xDqf14z1S8RLjXnCxP9ki8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6xDqf14z1S8RLjXnCxP9ki8
OPERATIONAL,"HJR5+RH6, Minangkabau, Sungayang, Tanah Datar Regency, West Sumatra 27294, Indonesia","{'location': {'lat': -0.4079522, 'lng': 100.6089034}, 'viewport': {'northeast': {'lat': -0.4066023701072778, 'lng': 100.6102532298927}, 'southwest': {'lat': -0.4093020298927222, 'lng': 100.6075535701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Kasumbo,ChIJUTTxNlsz1S8RZGtu_4EHpE4,4.8,ChIJUTTxNlsz1S8RZGtu_4EHpE4,"['tourist_attraction', 'point_of_interest', 'establishment']",16,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104851566962033135443"">Yenni Rusmal</a>'], 'photo_reference': 'AUGGfZnDxi4Rr1Ipk0Z0oI7Vr9Mp0k1Zf1N5I1anW5zUFdxckFfm1jOnzLIq3uFe9Cgcb2HwNpv7QCqpUM75b_89T6xg-3gpArlJzsZWqkCI8OIPvNmyQoCWVWlU0vlPE02iUahg--g2yq0jJBTNYMSfZCOLaxwrv5sT34QRkmVhDrhd3qNS', 'width': 2048}]",,,https://www.google.com/maps/place/?q=place_id:ChIJUTTxNlsz1S8RZGtu_4EHpE4
OPERATIONAL,"GGR5+CXM, Simabur, Pariangan, Tanah Datar Regency, West Sumatra, Indonesia","{'location': {'lat': -0.4589197, 'lng': 100.5098281}, 'viewport': {'northeast': {'lat': -0.4577437201072778, 'lng': 100.5111423798927}, 'southwest': {'lat': -0.4604433798927223, 'lng': 100.5084427201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dangau Inovasi Karya Muda Sitangko,ChIJR3JeOj8v1S8Rw_VkL_FpDb0,5.0,ChIJR3JeOj8v1S8Rw_VkL_FpDb0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116712741089733866593"">Henri Hidayat</a>'], 'photo_reference': 'AUGGfZnf9OUCczDcFYf7cE5lxamYHW8IdPGYDJGUbOu00AT3Ys59pbu6dcUn0QK8rxjwhiLQih0fFZbdJG7Ab-_pd5raE9dFXYa2XMhx3eL7dQ713sNKjgua7t_SZq7Z-5SZLGmdpW3bXlbMzcazmEfp0dxsNrCYcYwegRQoF1DOxtdwT4xa', 'width': 1920}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJR3JeOj8v1S8Rw_VkL_FpDb0
OPERATIONAL,"FJG8+CW6, Unnamed Road, Saruaso, Kec. Tj. Emas, Kabupaten Tanah Datar, Sumatera Barat 27281, Indonesia","{'location': {'lat': -0.5239663, 'lng': 100.6172709}, 'viewport': {'northeast': {'lat': -0.5225908701072778, 'lng': 100.6185591798927}, 'southwest': {'lat': -0.5252905298927223, 'lng': 100.6158595201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Megalit Talago Gunuang,ChIJEYjEyTEr1S8RMNrF973K3ug,4.6,ChIJEYjEyTEr1S8RMNrF973K3ug,"['tourist_attraction', 'point_of_interest', 'establishment']",22,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108727506998017859514"">Angga Perdana</a>'], 'photo_reference': 'AUGGfZms7r7Tg6Cl4dW6rSw8LjxkYiWvs01xwUJGYZ2lWVydBdwauu_22L-UWOSVsD_m-hxiVW3yq5cNkAQqJBz1GcPA5gkitTKCY_m5yUfccP85o62GnGQa2CWayEoYd-y09bUs3COix1JOBo_S3tQsoNmta6q9ilNQnLC55TAm-amvpV4u', 'width': 4000}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJEYjEyTEr1S8RMNrF973K3ug
OPERATIONAL,"JG5M+J9J, Pasie Laweh, Sungai Tarab, Tanah Datar Regency, West Sumatra 27261, Indonesia","{'location': {'lat': -0.3908838, 'lng': 100.5333816}, 'viewport': {'northeast': {'lat': -0.3895224701072777, 'lng': 100.5348122298927}, 'southwest': {'lat': -0.3922221298927221, 'lng': 100.5321125701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jorong talang Dasun,ChIJ1UtzrLwz1S8RNesIESa7F_s,4.3,ChIJ1UtzrLwz1S8RNesIESa7F_s,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102418873573916774752"">roni pasla</a>'], 'photo_reference': 'AUGGfZmhLq8uhVacp-Geyqd_1fcQTTPwIG6j6f-xOXQ1T_bUNmxkJOmXVqZonJWZyndZoity2Qf9TRYPxuA9MhXeUGK5fwtjGzpQnu8nqxDlws1WLX49tUTzWMW52N39hajcVuttGtiNxfEnMoYkGtBTTYPRfSGsNnGJYyrLhwQ6cSLzZTTK', 'width': 2256}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ1UtzrLwz1S8RNesIESa7F_s
OPERATIONAL,"FFHP+JX9, Bungo Tanjung, Batipuh, Tanah Datar Regency, West Sumatra 27265, Indonesia","{'location': {'lat': -0.52097, 'lng': 100.4874691}, 'viewport': {'northeast': {'lat': -0.5199629, 'lng': 100.48823525}, 'southwest': {'lat': -0.5239913, 'lng': 100.48517065}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Tubia,ChIJS-YwzSsp1S8RkpkPnchy7KU,4.5,ChIJS-YwzSsp1S8RkpkPnchy7KU,"['tourist_attraction', 'point_of_interest', 'establishment']",8,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116913905310213545967"">Ady Yandra</a>'], 'photo_reference': 'AUGGfZkX3bjm087qMH3S4twGZlo9ffR8cOiC-uI5fzTUOIWWGIA3Ai3fx2oMNkq9d2jX-j9SONFT4fObcqNw84xUVQ1HZxKPuYnT8JCylPLAo1BReGL8mJyYxSn7jRlKSjpZlY1g_Nb_sqXFBtWsEdaPq9CUUZTd7el6UGDp3QUZ58tr4_eP', 'width': 4128}]",,,https://www.google.com/maps/place/?q=place_id:ChIJS-YwzSsp1S8RkpkPnchy7KU
OPERATIONAL,"FFFP+4V6, Sumpur, South Batipuh, Tanah Datar Regency, West Sumatra 27265, Indonesia","{'location': {'lat': -0.527218, 'lng': 100.4872231}, 'viewport': {'northeast': {'lat': -0.5258462201072777, 'lng': 100.4885578298927}, 'southwest': {'lat': -0.5285458798927221, 'lng': 100.4858581701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah lahir chatib sulaiman,ChIJf6tDcwAp1S8RJTzO0OjVxws,0.0,ChIJf6tDcwAp1S8RJTzO0OjVxws,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJf6tDcwAp1S8RJTzO0OjVxws
OPERATIONAL,"Pariangan, Tanah Datar Regency, West Sumatra, Indonesia","{'location': {'lat': -0.4404506, 'lng': 100.4950655}, 'viewport': {'northeast': {'lat': -0.4392400701072777, 'lng': 100.4962461798927}, 'southwest': {'lat': -0.4419397298927222, 'lng': 100.4935465201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bumi Perkemahan Suluah Bendang,ChIJW51mg2Ix1S8R-kYIhQIGxyQ,4.8,ChIJW51mg2Ix1S8R-kYIhQIGxyQ,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116775901569032128745"">A Google User</a>'], 'photo_reference': 'AUGGfZn38s9oLBn7hFaE6wbsJ6SIZQWBi-uBJROf9zeX2mYhjscXYiV8PjYrV5n3Inm9Cy7bfioN2ZmmBpqltwH-swHOaIC9WvfczI0Kon9U7XfKHC6xuzgausKKx1xZiXNyWsrK_uN67ms-93zlzjOaVXW3V07lpBlILPa9TWlu2yitQvjs', 'width': 2448}]",{'open_now': True},"{'compound_code': 'HF5W+R2 Pariangan, Tanah Datar Regency, West Sumatra, Indonesia', 'global_code': '6PF2HF5W+R2'}",https://www.google.com/maps/place/?q=place_id:ChIJW51mg2Ix1S8R-kYIhQIGxyQ
OPERATIONAL,"CHF7+6M6 talago raWang, Simawang, Kec. Rambatan, Kabupaten Tanah Datar, Sumatera Barat 27271, Indonesia","{'location': {'lat': -0.5769653, 'lng': 100.5641317}, 'viewport': {'northeast': {'lat': -0.57617225, 'lng': 100.5657364}, 'southwest': {'lat': -0.5793444499999999, 'lng': 100.5593176}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukik ladiang,ChIJ42Xz8vwr1S8RCUNX9IxIxJM,5.0,ChIJ42Xz8vwr1S8RCUNX9IxIxJM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104033675483867877174"">Eka Irwandi</a>'], 'photo_reference': 'AUGGfZnE5zgENL_drWWrQrX8Hl0pk147b4tPybr_Fbo6ifW4pDAmBuhz5WM8lk2kLHxUPuTBPs6lnzVArQjQCaXc8B6TnrKUaaeqZtux10m_htMy_4vB2C_WJBIqb-OcEjXNbLdmZ-SzwtNay9DdQSObhTwZomya42k-UGLh7gNG969rOe7m', 'width': 4000}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ42Xz8vwr1S8RCUNX9IxIxJM
OPERATIONAL,"JHGP+QH3, Bukit Selo Jorong Koto Piliang, Sumanik, Kec. Salimpaung, Kabupaten Tanah Datar, Sumatera Barat 27263, Indonesia","{'location': {'lat': -0.373105, 'lng': 100.5864191}, 'viewport': {'northeast': {'lat': -0.37214355, 'lng': 100.5881909298927}, 'southwest': {'lat': -0.37598935, 'lng': 100.5854912701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Manangih,ChIJAQQuBFwz1S8RxDE4BIHauJU,0.0,ChIJAQQuBFwz1S8RxDE4BIHauJU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJAQQuBFwz1S8RxDE4BIHauJU
