business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"Jl. Pangeran Diponegoro, Kota Besi Hilir, Kec. Kota Besi, Kabupaten Kotawaringin Timur, Kalimantan Tengah 74353, Indonesia","{'location': {'lat': -2.3941036, 'lng': 112.9932881}, 'viewport': {'northeast': {'lat': -2.392696020107278, 'lng': 112.9946045298927}, 'southwest': {'lat': -2.395395679892723, 'lng': 112.9919048701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga kota besi hilir,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111480120680704454295"">A Google User</a>'], 'photo_reference': 'AUGGfZkBIpynlkZZc6WJWi6oUtap_dX4jK0tcHhjjMZNRIFLL3EavD4N8lKerTQInSeSmApQcrZvrOH5QBWjZgdnvPh3p0Fn-5AVprMfK2BTDx1lzUEqfbsaSyd29OcygMP8ONE9i8wCpuQX4rmfdxSIZcuwtV6kM7DttjH44U4iY53SIy2a', 'width': 2160}]",ChIJrR2iXcG34i0RSqBtfEDzbTc,"{'compound_code': 'JX4V+98 Besi Hilir City, East Kotawaringin Regency, Central Kalimantan, Indonesia', 'global_code': '6P9JJX4V+98'}",4.0,ChIJrR2iXcG34i0RSqBtfEDzbTc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJrR2iXcG34i0RSqBtfEDzbTc
OPERATIONAL,"JX68+4J8, Bajarum, Kota Besi, East Kotawaringin Regency, Central Kalimantan 74353, Indonesia","{'location': {'lat': -2.3897227, 'lng': 112.9665917}, 'viewport': {'northeast': {'lat': -2.387971970107277, 'lng': 112.9679472798927}, 'southwest': {'lat': -2.390671629892722, 'lng': 112.9652476201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman selfie bajarum,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105316758305011383917"">A Google User</a>'], 'photo_reference': 'AUGGfZl9jQ8wRo10c1LYhYGl3pmBH9amPz8aSxwLRXnl-QaJ6hjs6jZw1mSSPm4ycgWD9pEhGheV_q5-31PrFdCVgY1Vvgrv-TA7-iO-9frl9mmUBT9c1FYUyDCmbV2knMSZCIE6IxOPnx6gmWIBOHMu_ouNtqun7Gn4GcwtrIXWSSCF8_Jy', 'width': 1080}]",ChIJzX0KgVq34i0Ru3tbt66oUUw,,0.0,ChIJzX0KgVq34i0Ru3tbt66oUUw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJzX0KgVq34i0Ru3tbt66oUUw
CLOSED_TEMPORARILY,"JX68+5MP, Bajarum, Kota Besi, East Kotawaringin Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.3895421, 'lng': 112.9666904}, 'viewport': {'northeast': {'lat': -2.387888620107278, 'lng': 112.9680879298927}, 'southwest': {'lat': -2.390588279892722, 'lng': 112.9653882701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sengon BAJARUM (BJ),"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111962787108242367463"">A Google User</a>'], 'photo_reference': 'AUGGfZmjguTxiGB-eRioi6ZGboOH8aIlsiefXKKEqSwXPdfDY2cpb95SzfuSCKyt4sdrEROVOS49lVekw-vfk74cHW-rO3vgWK7em6_8ljfzuyuPz8tdVXNmZFXiOl0CbfOLbTsJpbhO2BQEGT9eYzvKtxjVi3mhOFBV7V8-0vAGw6VrH-wT', 'width': 2448}]",ChIJKUii4V634i0RlTegOt2VfX4,,5.0,ChIJKUii4V634i0RlTegOt2VfX4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,True,,https://www.google.com/maps/place/?q=place_id:ChIJKUii4V634i0RlTegOt2VfX4
CLOSED_TEMPORARILY,"QR4V+3PW, Pamalian, Kota Besi, East Kotawaringin Regency, Central Kalimantan 74354, Indonesia","{'location': {'lat': -2.2451216, 'lng': 112.8444011}, 'viewport': {'northeast': {'lat': -2.243768070107278, 'lng': 112.8456164798927}, 'southwest': {'lat': -2.246467729892723, 'lng': 112.8429168201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata bukit lahuwa,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107454604552545570862"">A Google User</a>'], 'photo_reference': 'AUGGfZmM7iCPWRpyQfrOHc87aZ8GF1GZYWghC9jNpxgJSEw7LGtVnLH2SjcAniD7iRTj79MpIK9fN64VEZTYpCeDpsVsvCY-X-KmHDsnbKZJiuFH639bNuBnkBMx2gxGGaX9OmfIwFFFFfLqDJVzqwakDo-rJT0aQjuHg7M9iw5gXb0P60_F', 'width': 3000}]",ChIJ44UQTzJN_S0RHwhtFmZHpWE,,3.0,ChIJ44UQTzJN_S0RHwhtFmZHpWE,"['tourist_attraction', 'point_of_interest', 'establishment']",2,True,,https://www.google.com/maps/place/?q=place_id:ChIJ44UQTzJN_S0RHwhtFmZHpWE
OPERATIONAL,"H2FF+4R, Tinduk, Baamang, East Kotawaringin Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.427216, 'lng': 113.024542}, 'viewport': {'northeast': {'lat': -2.425923020107278, 'lng': 113.0259504798927}, 'southwest': {'lat': -2.428622679892722, 'lng': 113.0232508201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Nidal,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102622445879764577967"">muhammad supiannoor</a>'], 'photo_reference': 'AUGGfZmW3_DaLn9zLcaSJ8S0LJXn-oJbQuzwGPcffnFJ9jMKtdV7pRhxavY6L5ZrQr4fbox6HogBo6ebYxd-Ivj64tYMyyNP652Yfv6-3V_70IlE7YB8khNW_D7vzkzIMU9l1OgrAkKcWSElOKHmYtyndEDVm_3lsOgMuF8399MlugTjy03o', 'width': 4032}]",ChIJYSuzFDbH4i0RscLm9nW1KDw,,4.0,ChIJYSuzFDbH4i0RscLm9nW1KDw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJYSuzFDbH4i0RscLm9nW1KDw
OPERATIONAL,"MW9X+CW9, Paring River, Cempaga, East Kotawaringin Regency, Central Kalimantan 74353, Indonesia","{'location': {'lat': -2.3314727, 'lng': 112.9498581}, 'viewport': {'northeast': {'lat': -2.330123170107278, 'lng': 112.9511386298927}, 'southwest': {'lat': -2.332822829892722, 'lng': 112.9484389701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawit Qian,,ChIJF6mV0QC14i0RgND8lFHL-6U,,0.0,ChIJF6mV0QC14i0RgND8lFHL-6U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJF6mV0QC14i0RgND8lFHL-6U
OPERATIONAL,"FV5Q+7X5, Desa Camba, Kec. Kota Besi, Kabupaten Kotawaringin Timur, Kalimantan Tengah, Indonesia","{'location': {'lat': -2.5418688, 'lng': 112.8899824}, 'viewport': {'northeast': {'lat': -2.540533770107278, 'lng': 112.8913297798927}, 'southwest': {'lat': -2.543233429892723, 'lng': 112.8886301201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Hanibung,,ChIJYSY_YgC94i0RIF7DjWVfA4M,,5.0,ChIJYSY_YgC94i0RIF7DjWVfA4M,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJYSY_YgC94i0RIF7DjWVfA4M
OPERATIONAL,"RJ4V+67, Tangar, Mentaya Hulu, East Kotawaringin Regency, Central Kalimantan, Indonesia","{'location': {'lat': -2.1943974, 'lng': 112.6431528}, 'viewport': {'northeast': {'lat': -2.193155470107278, 'lng': 112.6445207298927}, 'southwest': {'lat': -2.195855129892723, 'lng': 112.6418210701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PARADUGAL X MANCING MANJA CAMP,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102256774147003341490"">Stephen Andrianto</a>'], 'photo_reference': 'AUGGfZnmwnbYUnnBXDBqhpF0I77BaObTRGIQatY4j-4QfRjdJeaz5uWC4dYPGIXL8lyy1Jm0KDFTgdmD9VELaH2OUgqfLFfH6qg9O_XBhJADL299t32Enpo37sx4CAa4OZ2bpnaXlA8W6Rjm427fjK2ajjnycWCAmH8HwJlsD3wz_ip-UHTa', 'width': 4000}]",ChIJ0y-v6_NX_S0R32rdmUEOQ2g,,0.0,ChIJ0y-v6_NX_S0R32rdmUEOQ2g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ0y-v6_NX_S0R32rdmUEOQ2g
OPERATIONAL,"JX7X+PCH, Luwuk Bunter, Cempaga, East Kotawaringin Regency, Central Kalimantan 74353, Indonesia","{'location': {'lat': -2.3856838, 'lng': 112.9986012}, 'viewport': {'northeast': {'lat': -2.384602249999999, 'lng': 113.0011638}, 'southwest': {'lat': -2.38892845, 'lng': 112.997747}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara Sungai Mentaya / Cempaga,,ChIJPVczutq34i0RsaUmB3bCUsA,,5.0,ChIJPVczutq34i0RsaUmB3bCUsA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJPVczutq34i0RsaUmB3bCUsA
OPERATIONAL,"Besi Hulu City, Kota Besi, East Kotawaringin Regency, Central Kalimantan 74353, Indonesia","{'location': {'lat': -2.4006582, 'lng': 112.9811665}, 'viewport': {'northeast': {'lat': -2.399288570107278, 'lng': 112.9824743298927}, 'southwest': {'lat': -2.401988229892723, 'lng': 112.9797746701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bundaran Nanas Kota Besi,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117690161579203681572"">MiraRistiana Mamafirda</a>'], 'photo_reference': 'AUGGfZnvI15WoeE2U-7IlGkd9hPSd1GoMBzCdyvJlkJua0I5LB3t-YiA6UD5J-6mQPiuwdoFLGNy5gfp2JStoeIy4qH07WxGzl4PB1ES-wd79qQ0OES6b8GxYoAT8wJT62knNn-nwzOfE4sgQ_SmU0MQ-G_gEGkLaPTIyRO5ZurgsniIX69P', 'width': 2448}]",ChIJ2bw8u-234i0RGxGkGW6hC0E,"{'compound_code': 'HXXJ+PF Besi Hulu City, East Kotawaringin Regency, Central Kalimantan, Indonesia', 'global_code': '6P9JHXXJ+PF'}",4.3,ChIJ2bw8u-234i0RGxGkGW6hC0E,"['amusement_park', 'park', 'point_of_interest', 'establishment']",784,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ2bw8u-234i0RGxGkGW6hC0E
