business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,permanently_closed,url
OPERATIONAL,"Kedung Bajul, Gemenggeng, Pace, Nganjuk Regency, East Java 64772, Indonesia","{'location': {'lat': -7.661616199999999, 'lng': 111.9484214}, 'viewport': {'northeast': {'lat': -7.660202970107277, 'lng': 111.9497800798927}, 'southwest': {'lat': -7.662902629892721, 'lng': 111.9470804201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,tour wisata,ChIJn8Ub9u1NeC4RlrKqCbFFTH4,"{'compound_code': '8WQX+99 Gemenggeng, Nganjuk Regency, East Java, Indonesia', 'global_code': '6P4H8WQX+99'}",5.0,ChIJn8Ub9u1NeC4RlrKqCbFFTH4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJn8Ub9u1NeC4RlrKqCbFFTH4
OPERATIONAL,"7VJV+9MG, Jurang gatuk, Jatigreges, Kec. Pace, Kabupaten Nganjuk, Jawa Timur 64472, Indonesia","{'location': {'lat': -7.719059799999999, 'lng': 111.8941979}, 'viewport': {'northeast': {'lat': -7.717679020107278, 'lng': 111.8959076298927}, 'southwest': {'lat': -7.720378679892722, 'lng': 111.8932079701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jurang gatuk,ChIJ_QX8_UJTeC4RVTUFUMaP9UE,,3.9,ChIJ_QX8_UJTeC4RVTUFUMaP9UE,"['tourist_attraction', 'point_of_interest', 'establishment']",8,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109335592351832252424"">A Google User</a>'], 'photo_reference': 'AUGGfZmv7QnPGs0e1df66fqDs1pS7M0dDYIcdqC8IQTPAUwzGLTPlUuvlduTk7BG0gClisuq6hNwfkuXLytadW42nFKq0bX5Z0VSGuIUzr36BxQ5LgejuWd9CV-FqO_722cPtbxl8PgMouSB0Ds4BxyzTRqPgHNDcVPU6C5hLzqV_lWID0-1', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ_QX8_UJTeC4RVTUFUMaP9UE
OPERATIONAL,"9W7V+Q8M, Plosorejo, Kepanjen, Kec. Pace, Kabupaten Nganjuk, Jawa Timur, Indonesia","{'location': {'lat': -7.635965, 'lng': 111.9427379}, 'viewport': {'northeast': {'lat': -7.634253020107278, 'lng': 111.9441121298927}, 'southwest': {'lat': -7.636952679892722, 'lng': 111.9414124701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nganjuk,ChIJi_s2RABNeC4RMBKXQU0S22I,,0.0,ChIJi_s2RABNeC4RMBKXQU0S22I,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJi_s2RABNeC4RMBKXQU0S22I
OPERATIONAL,"8W9M+RQC, Blok Ngasinan, Pace Wetan, Kec. Pace, Kabupaten Nganjuk, Jawa Timur 64472, Indonesia","{'location': {'lat': -7.6801254, 'lng': 111.9342158}, 'viewport': {'northeast': {'lat': -7.678773920107279, 'lng': 111.9355567298927}, 'southwest': {'lat': -7.681473579892723, 'lng': 111.9328570701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agro wisata blimbing bangok manis,ChIJSwQEHu5NeC4Rpmlpxux9Utc,,5.0,ChIJSwQEHu5NeC4Rpmlpxux9Utc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110486356086214242013"">Abad Hamdulloh</a>'], 'photo_reference': 'AUGGfZkKoatjjG5xTAg_jrhfMbKSZ1tLyXQKuGgrqLUoQAX19aLAK5RGRn9g6l3cAcFBdEOEjEyg-fY8OgKJKy65lL7SN3YxTsB1Ti2gRJrwJdNT5v_4Qv_YP99CaTPz_RuH4mBM3UVW3q_CR6Vq-F6LCsm2Rpzml5ALUuA9MqWMv2ocZhI', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJSwQEHu5NeC4Rpmlpxux9Utc
OPERATIONAL,"Jl. Pace Sukomoro No.16, Ngaglik, Cerme, Kec. Pace, Kabupaten Nganjuk, Jawa Timur 64472, Indonesia","{'location': {'lat': -7.6784172, 'lng': 111.9163235}, 'viewport': {'northeast': {'lat': -7.677008770107278, 'lng': 111.9177112298927}, 'southwest': {'lat': -7.679708429892722, 'lng': 111.9150115701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KOLAM PEMANCINGAN DEK GAM,ChIJ17icGhFNeC4R-v0hB9ZVJZc,"{'compound_code': '8WC8+JG Cerme, Nganjuk Regency, East Java, Indonesia', 'global_code': '6P4H8WC8+JG'}",4.6,ChIJ17icGhFNeC4R-v0hB9ZVJZc,"['tourist_attraction', 'point_of_interest', 'establishment']",7,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102624826028308177349"">A Google User</a>'], 'photo_reference': 'AUGGfZn4dvMwREzI3xewsVroQOigz8A-WOPsfBU0EdWeuazyAkj2UIWXhBugzcBUVKM36A-elNff9Ont_ghniD_GxSxJJh5aA6Qtc7i3KM5Aoaqpj84oZyGKJymrzMYzpMEPUVnmv2EnxBgZ2E9I9qK_588PMifVzdK2p_PGqT7RzG_XUtz9', 'width': 2000}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ17icGhFNeC4R-v0hB9ZVJZc
OPERATIONAL,"7WPG+89C, Jatirejo, Joho, Kec. Pace, Kabupaten Nganjuk, Jawa Timur 64472, Indonesia","{'location': {'lat': -7.7141878, 'lng': 111.9258849}, 'viewport': {'northeast': {'lat': -7.712647020107277, 'lng': 111.9273444298927}, 'southwest': {'lat': -7.715346679892721, 'lng': 111.9246447701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk mbareng/embung Jurang wilis,ChIJJehW8lFNeC4RyQx1IG7S4UA,,4.7,ChIJJehW8lFNeC4RyQx1IG7S4UA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 2128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115635257903890333737"">A Google User</a>'], 'photo_reference': 'AUGGfZnqtEi_TfYRd22OsM2dTFURpaFR--N7aMUsNFmGZ6kBN6aMhr66afUI2Ykl2OaJf0xLCWlvx8rVtZJ1j8tuElDJVbDB_oU1VqWqArA1QAUnVJn20c4LlLP4VGkmCKpIygdT945c5A33X8EJlmutm5Xd4zt3MCUrIGCCUU6IpuCYXQJW', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJJehW8lFNeC4RyQx1IG7S4UA
CLOSED_TEMPORARILY,"Jl. Anggur No.12, RT.,002/RW.,004, Beji, Mlandangan, Kec. Pace, Kabupaten Nganjuk, Jawa Timur 64472, Indonesia","{'location': {'lat': -7.680657500000001, 'lng': 111.9053386}, 'viewport': {'northeast': {'lat': -7.679493620107277, 'lng': 111.9066436298927}, 'southwest': {'lat': -7.682193279892721, 'lng': 111.9039439701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,desa nganjuk,ChIJI3cSuQNNeC4RzOqGNu9Ilj8,"{'compound_code': '8W94+P4 Mlandangan, Nganjuk Regency, East Java, Indonesia', 'global_code': '6P4H8W94+P4'}",0.0,ChIJI3cSuQNNeC4RzOqGNu9Ilj8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJI3cSuQNNeC4RzOqGNu9Ilj8
OPERATIONAL,"7VQX+X83, Lemah Putih, Jatigreges, Kec. Pace, Kabupaten Nganjuk, Jawa Timur 64471, Indonesia","{'location': {'lat': -7.710101599999999, 'lng': 111.8983098}, 'viewport': {'northeast': {'lat': -7.708521170107278, 'lng': 111.8998821798927}, 'southwest': {'lat': -7.711220829892722, 'lng': 111.8971825201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk Kulak Secang,ChIJ05xH2XtNeC4Re5G20joSMhc,,4.0,ChIJ05xH2XtNeC4Re5G20joSMhc,"['tourist_attraction', 'point_of_interest', 'establishment']",97,"[{'height': 1620, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110374190976639207019"">A Google User</a>'], 'photo_reference': 'AUGGfZk1GxH48HSmXCqYWcU0Gf9J2YB0xynVd_odfdXGQ_Yn3M1nM-4hjTxXHPBHBpFgqgOkHT1n8_SFPvTjwUUSQuSJv0V0nLwKZ2y4Wgq2V4fheevzzw0tAwjsEo7F1xC34-pnGILRD21F7X35EFq-OIe1QywEfp6sHyt8upmih2YnSHPr', 'width': 2160}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ05xH2XtNeC4Re5G20joSMhc
OPERATIONAL,"8W2C+6MF, Watu Kandang, Joho, Kec. Pace, Kabupaten Nganjuk, Jawa Timur, Indonesia","{'location': {'lat': -7.699437399999999, 'lng': 111.9216869}, 'viewport': {'northeast': {'lat': -7.698098520107276, 'lng': 111.9230681798927}, 'southwest': {'lat': -7.70079817989272, 'lng': 111.9203685201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gapura Selamat Datang Dusun Watukandang,ChIJU6amOZNNeC4RgHdMtN-qw5A,,5.0,ChIJU6amOZNNeC4RgHdMtN-qw5A,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101990956614320204077"">Rohman Rome</a>'], 'photo_reference': 'AUGGfZmkgFCTVYTH_E5CtHQlRu3NhMOlSQa3VVFc_23OOcEZol_HBB4UWdLCPCJWP_kt7Rm0Gg28KZAMwF8SNaHWjY0BIzSw0K3dBJ_m0Q8yV8OouW1Z0dP9lESEQWwjIO7W9JNjlsDU9mkArrG4_75XnlK96p6p75bkE-9imQsRf3IWDhE', 'width': 4128}]",,,https://www.google.com/maps/place/?q=place_id:ChIJU6amOZNNeC4RgHdMtN-qw5A
OPERATIONAL,"Putuk, Putukrejo, Loceret, Nganjuk Regency, East Java 64471, Indonesia","{'location': {'lat': -7.6435121, 'lng': 111.9329364}, 'viewport': {'northeast': {'lat': -7.642174470107278, 'lng': 111.9345373798927}, 'southwest': {'lat': -7.644874129892722, 'lng': 111.9318377201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk Putukrejo,ChIJAcfE9A1MeC4RZxJNn_7s2os,"{'compound_code': '9W4M+H5 Putukrejo, Nganjuk Regency, East Java, Indonesia', 'global_code': '6P4H9W4M+H5'}",4.2,ChIJAcfE9A1MeC4RZxJNn_7s2os,"['tourist_attraction', 'point_of_interest', 'establishment']",203,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100404742829169299857"">Denny Fathuara</a>'], 'photo_reference': 'AUGGfZnBlOyU_btdoX3MlYpMD776NCWaL577RGldwzCwsUr0gy6lZgo4N9_AXnl4fkti8FfH-7pzYHZIVHcOwqKCwOGTZfGZMg_yqEdeDRdPEcfZwCFpBUr_ASoPl3AJ8FCjMYQ3BBkErVPZidaxtHPSCQ6m-6IoylbX1lnwIiVICU_Jphyh', 'width': 960}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJAcfE9A1MeC4RZxJNn_7s2os
