business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,url
OPERATIONAL,"5H3M+FPX, Anin, Amanatun Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.846379899999999, 'lng': 124.584357}, 'viewport': {'northeast': {'lat': -9.84503142010728, 'lng': 124.5857050798927}, 'southwest': {'lat': -9.847731079892723, 'lng': 124.5830054201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Ferrocement ADRA Indonesia,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112925461261751471423"">A Google User</a>'], 'photo_reference': 'AUGGfZlCd3neidiUlVIlwouhs7gnBJO8BocP_CiGdqoRLfOiYbOjnIyauRsPIGw3GTvLyJIZYK-M-T86_j00qYup2sjdWHJJmlylu69BaeyVj2PczLHg-f_rMKS1xOrMNYVpEfiMJE2W3uU9In9PXhXrsJg5m2XMzT5USSmcN2d41lDIOWsp', 'width': 3264}]",ChIJHeNOaBVX_ywRZJ1VE23l3VI,0.0,ChIJHeNOaBVX_ywRZJ1VE23l3VI,"['lodging', 'point_of_interest', 'establishment']",0.0,,https://www.google.com/maps/place/?q=place_id:ChIJHeNOaBVX_ywRZJ1VE23l3VI
OPERATIONAL,"5FFF+73M, Niki Niki, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.826791199999999, 'lng': 124.4726771}, 'viewport': {'northeast': {'lat': -9.825458220107278, 'lng': 124.4739731298927}, 'southwest': {'lat': -9.828157879892721, 'lng': 124.4712734701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Bpk Alfred Betti,,ChIJ-zKEzg33VSwR7UoYoITXIcg,5.0,ChIJ-zKEzg33VSwR7UoYoITXIcg,"['lodging', 'point_of_interest', 'establishment']",1.0,,https://www.google.com/maps/place/?q=place_id:ChIJ-zKEzg33VSwR7UoYoITXIcg
OPERATIONAL,"CF7P+MV6, Jl. Nasional Trans Timor, Bijeli, Kec. Noemuti, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5858372, 'lng': 124.4871271}, 'viewport': {'northeast': {'lat': -9.584529870107279, 'lng': 124.4884101798927}, 'southwest': {'lat': -9.587229529892722, 'lng': 124.4857105201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ardiella Nathania,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113648097112068181968"">A Google User</a>'], 'photo_reference': 'AUGGfZnqC52bM4WKfSrnI-BzTlAmEP6jieeNZTxes99KQlA_UjLoC6X-o--opwq0WMiHARyka3ySJ6T5wUvoOu-9BI-zdoxmF_ZE10mKSvyVkO3_XPhhzR4sTDiNZP1OutsmZwxIJhK2-PsO9lLYa3dU2mPijPJRpVDQlMKrQCIlBr-KoQrv', 'width': 1920}]",ChIJvSsdkKmJVSwRJft2BfIZ09s,3.5,ChIJvSsdkKmJVSwRJft2BfIZ09s,"['lodging', 'point_of_interest', 'establishment']",2.0,,https://www.google.com/maps/place/?q=place_id:ChIJvSsdkKmJVSwRJft2BfIZ09s
OPERATIONAL,"8R23+3HM, Toianas, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6997895, 'lng': 124.8039194}, 'viewport': {'northeast': {'lat': -9.698455070107277, 'lng': 124.8052960798927}, 'southwest': {'lat': -9.701154729892723, 'lng': 124.8025964201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lopo Naek Saunoah Maubesi,,ChIJNQ30fIFB_ywRzhCHuThwV60,5.0,ChIJNQ30fIFB_ywRzhCHuThwV60,"['lodging', 'point_of_interest', 'establishment']",1.0,,https://www.google.com/maps/place/?q=place_id:ChIJNQ30fIFB_ywRzhCHuThwV60
OPERATIONAL,"3F6J+8X, Oeekam, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9388024, 'lng': 124.4815494}, 'viewport': {'northeast': {'lat': -9.93745257010728, 'lng': 124.4828992298927}, 'southwest': {'lat': -9.940152229892723, 'lng': 124.4801995701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bonsk,,ChIJD_jghXT_VSwRYmsYjjYsrOY,0.0,ChIJD_jghXT_VSwRYmsYjjYsrOY,"['lodging', 'point_of_interest', 'establishment']",0.0,,https://www.google.com/maps/place/?q=place_id:ChIJD_jghXT_VSwRYmsYjjYsrOY
OPERATIONAL,"CF5V+P28, Jl. Nasional Trans Timor, Bijeli, Kec. Noemuti, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5907102, 'lng': 124.4925639}, 'viewport': {'northeast': {'lat': -9.58922237010728, 'lng': 124.4935349798927}, 'southwest': {'lat': -9.591922029892725, 'lng': 124.4908353201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Isthy Toan,,ChIJw2EfoAaJVSwRCVmqVto38a4,1.0,ChIJw2EfoAaJVSwRCVmqVto38a4,"['lodging', 'point_of_interest', 'establishment']",1.0,,https://www.google.com/maps/place/?q=place_id:ChIJw2EfoAaJVSwRCVmqVto38a4
OPERATIONAL,"Jl. Nasional Trans Timor, Bijeli, Kec. Noemuti, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5855272, 'lng': 124.4869252}, 'viewport': {'northeast': {'lat': -9.584215070107279, 'lng': 124.4882552298927}, 'southwest': {'lat': -9.586914729892722, 'lng': 124.4855555701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Getri Taimenas,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111982279397750344396"">A Google User</a>'], 'photo_reference': 'AUGGfZnFHXQarI1_1D-uVA35wB5N8DX7K2ib8guebnr89M4HEy1wgrZ54uTAGU8icDhbp0D5Pv8ytpmcj0mJnjwRg6vuFa_C7m_ndQ8Al8JVoMUEqHXrDPXHbVN14x7qWIgN1A2_RSZvQsiftAI5qey_70a2L0Qa2AVb0QwF9NtraQCdJ5gt', 'width': 3120}]",ChIJj2SpeTOJVSwResdVXjoNlXo,5.0,ChIJj2SpeTOJVSwResdVXjoNlXo,"['lodging', 'point_of_interest', 'establishment']",1.0,"{'compound_code': 'CF7P+QR Bijeli, North Central Timor Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q26CF7P+QR'}",https://www.google.com/maps/place/?q=place_id:ChIJj2SpeTOJVSwResdVXjoNlXo
OPERATIONAL,"8R9M+9CF, Jl. Ahmad Yani, Weoe, Kec. Wewiku, Kab. Malaka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.6814521, 'lng': 124.832919}, 'viewport': {'northeast': {'lat': -9.68010267010728, 'lng': 124.8342663298927}, 'southwest': {'lat': -9.682802329892723, 'lng': 124.8315666701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,BETAFOL HOME STAY,,ChIJNyzn8thB_ywR0vlK9qBBuJ8,0.0,ChIJNyzn8thB_ywR0vlK9qBBuJ8,"['lodging', 'point_of_interest', 'establishment']",0.0,,https://www.google.com/maps/place/?q=place_id:ChIJNyzn8thB_ywR0vlK9qBBuJ8
OPERATIONAL,"47M5+Q2X kode pos 85542, Jl. Gajah Mada No.58, Kesetnana, Kec. Mollo Sel., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8654247, 'lng': 124.2576094}, 'viewport': {'northeast': {'lat': -9.86410132010728, 'lng': 124.2590406798927}, 'southwest': {'lat': -9.866800979892723, 'lng': 124.2563410201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Joen's Family Hotel,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112202251226763768965"">A Google User</a>'], 'photo_reference': 'AUGGfZmOXREQNqYhBrNxFczJRZQxvpCNZdrQBcmK8ITGM-rq8XiwCoyOj27GE5eX-QDdAvRNZafXjgzlU73pBXXi-uEKXPXcPijhheKnTG7ELPVuANleOnYtFMWory7Mi_so8zxNJ5O4zRXvpFDX8rxsX2mg8Ym0fzAqXZqL8aBI-y7Qma0l', 'width': 720}]",ChIJ2xATyXzvVSwRZ-irQdJnpJ8,3.9,ChIJ2xATyXzvVSwRZ-irQdJnpJ8,"['lodging', 'point_of_interest', 'establishment']",10.0,,https://www.google.com/maps/place/?q=place_id:ChIJ2xATyXzvVSwRZ-irQdJnpJ8
OPERATIONAL,"48HP+7GM, Nulle, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8718089, 'lng': 124.3362326}, 'viewport': {'northeast': {'lat': -9.870449820107277, 'lng': 124.3376017798927}, 'southwest': {'lat': -9.87314947989272, 'lng': 124.3349021201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ronal,,ChIJ1xwN5X77VSwRNIDmiBsIlwk,0.0,ChIJ1xwN5X77VSwRNIDmiBsIlwk,"['lodging', 'point_of_interest', 'establishment']",0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ1xwN5X77VSwRNIDmiBsIlwk
