business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,opening_hours,url
OPERATIONAL,"5FFF+73M, Niki Niki, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.826791199999999, 'lng': 124.4726771}, 'viewport': {'northeast': {'lat': -9.825458220107278, 'lng': 124.4739731298927}, 'southwest': {'lat': -9.828157879892721, 'lng': 124.4712734701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Bpk Alfred Betti,ChIJ-zKEzg33VSwR7UoYoITXIcg,5.0,ChIJ-zKEzg33VSwR7UoYoITXIcg,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-zKEzg33VSwR7UoYoITXIcg
OPERATIONAL,"3F6J+8X, Oeekam, Amanuban Tengah, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9388024, 'lng': 124.4815494}, 'viewport': {'northeast': {'lat': -9.93745257010728, 'lng': 124.4828992298927}, 'southwest': {'lat': -9.940152229892723, 'lng': 124.4801995701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bonsk,ChIJD_jghXT_VSwRYmsYjjYsrOY,0.0,ChIJD_jghXT_VSwRYmsYjjYsrOY,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJD_jghXT_VSwRYmsYjjYsrOY
OPERATIONAL,"592W+QM, Nusa, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.848087000000001, 'lng': 124.396676}, 'viewport': {'northeast': {'lat': -9.846737120107278, 'lng': 124.3979836798927}, 'southwest': {'lat': -9.849436779892722, 'lng': 124.3952840201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cabang Nepo,ChIJL-MkvqHxVSwRhrLCBBmjT5M,0.0,ChIJL-MkvqHxVSwRhrLCBBmjT5M,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJL-MkvqHxVSwRhrLCBBmjT5M
OPERATIONAL,"48HP+7GM, Nulle, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8718089, 'lng': 124.3362326}, 'viewport': {'northeast': {'lat': -9.870449820107277, 'lng': 124.3376017798927}, 'southwest': {'lat': -9.87314947989272, 'lng': 124.3349021201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ronal,ChIJ1xwN5X77VSwRNIDmiBsIlwk,0.0,ChIJ1xwN5X77VSwRNIDmiBsIlwk,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1xwN5X77VSwRNIDmiBsIlwk
OPERATIONAL,"592W+RP8, Nusa, Amanuban Barat, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.847954099999999, 'lng': 124.3968382}, 'viewport': {'northeast': {'lat': -9.846614020107276, 'lng': 124.3980608798927}, 'southwest': {'lat': -9.84931367989272, 'lng': 124.3953612201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Desa Nusa,ChIJ6QO-4ljxVSwRudYDVxzAqlk,0.0,ChIJ6QO-4ljxVSwRudYDVxzAqlk,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6QO-4ljxVSwRudYDVxzAqlk
OPERATIONAL,"5H3M+FPX, Anin, Amanatun Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.846379899999999, 'lng': 124.584357}, 'viewport': {'northeast': {'lat': -9.84503142010728, 'lng': 124.5857050798927}, 'southwest': {'lat': -9.847731079892723, 'lng': 124.5830054201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Ferrocement ADRA Indonesia,ChIJHeNOaBVX_ywRZJ1VE23l3VI,0.0,ChIJHeNOaBVX_ywRZJ1VE23l3VI,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112925461261751471423"">A Google User</a>'], 'photo_reference': 'AUGGfZlrKTNvqt3XHE9SZ2kPty9Fht5rnhrcvwkLwiZcI3tSzirrradljgpkd7GvuJHsdugDvdS7RA8i4H895tebMfQWJ4P3JJf1gBGfY8_fBn9N0l4gAh-HWUpWsoL88Dd2lQJ75uC4F7faNMnIaRpPJLnJcUKFQWqD_TT8-se8IojxSAaK', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJHeNOaBVX_ywRZJ1VE23l3VI
OPERATIONAL,"Jl. Nasional Trans Timor, Bijeli, Kec. Noemuti, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5855272, 'lng': 124.4869252}, 'viewport': {'northeast': {'lat': -9.584215070107279, 'lng': 124.4882552298927}, 'southwest': {'lat': -9.586914729892722, 'lng': 124.4855555701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Getri Taimenas,ChIJj2SpeTOJVSwResdVXjoNlXo,5.0,ChIJj2SpeTOJVSwResdVXjoNlXo,"['lodging', 'point_of_interest', 'establishment']",1,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111982279397750344396"">A Google User</a>'], 'photo_reference': 'AUGGfZmGDBdqHTOEX8hwlB378Jx98zaJ_sSSbk68xulbjQZESI37xf7apMlDg7Rb3YlkdO1hzqT63kGnwxEHHlw5z-NAPjOkodsQZw8XofXGTvpOJ-OufJCMdjtw8T9oFndM5k1m3wlEc1Tn1hQnSJ5ynLz1HacRvp81-UfoS-m0kmKj3sRd', 'width': 3120}]","{'compound_code': 'CF7P+QR Bijeli, North Central Timor Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q26CF7P+QR'}",,https://www.google.com/maps/place/?q=place_id:ChIJj2SpeTOJVSwResdVXjoNlXo
OPERATIONAL,"CF7P+MV6, Jl. Nasional Trans Timor, Bijeli, Kec. Noemuti, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5858372, 'lng': 124.4871271}, 'viewport': {'northeast': {'lat': -9.584529870107279, 'lng': 124.4884101798927}, 'southwest': {'lat': -9.587229529892722, 'lng': 124.4857105201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ardiella Nathania,ChIJvSsdkKmJVSwRJft2BfIZ09s,3.5,ChIJvSsdkKmJVSwRJft2BfIZ09s,"['lodging', 'point_of_interest', 'establishment']",2,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113648097112068181968"">A Google User</a>'], 'photo_reference': 'AUGGfZnvYtqgrYdvp31b8FMUs5_dCWbQ-8QZo4jQl2jSk5lYHTnI61DAu50bZvbZC2u1cN7346bAwADYoVm-exb9OrrcBd42oAJGQ5opKn64gBvOr-azp-dpKPwEFnvfeXyBUHyTS_pFj96klPDqS3gdEcdndPtINVJpWyCR7ECTBOJtDq6A', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJvSsdkKmJVSwRJft2BfIZ09s
OPERATIONAL,"8R23+3HM, Toianas, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6997895, 'lng': 124.8039194}, 'viewport': {'northeast': {'lat': -9.698455070107277, 'lng': 124.8052960798927}, 'southwest': {'lat': -9.701154729892723, 'lng': 124.8025964201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lopo Naek Saunoah Maubesi,ChIJNQ30fIFB_ywRzhCHuThwV60,5.0,ChIJNQ30fIFB_ywRzhCHuThwV60,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJNQ30fIFB_ywRzhCHuThwV60
OPERATIONAL,"CF5V+P28, Jl. Nasional Trans Timor, Bijeli, Kec. Noemuti, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5907102, 'lng': 124.4925639}, 'viewport': {'northeast': {'lat': -9.58922237010728, 'lng': 124.4935349798927}, 'southwest': {'lat': -9.591922029892725, 'lng': 124.4908353201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Isthy Toan,ChIJw2EfoAaJVSwRCVmqVto38a4,1.0,ChIJw2EfoAaJVSwRCVmqVto38a4,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJw2EfoAaJVSwRCVmqVto38a4
OPERATIONAL,"HM34+5Q9, Tapenpah, Insana, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4470881, 'lng': 124.6569846}, 'viewport': {'northeast': {'lat': -9.443815250000002, 'lng': 124.6584610798927}, 'southwest': {'lat': -9.448179049999997, 'lng': 124.6557614201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kali Noenebu,ChIJ2QUDqdB7_ywR8lZAjv9lTgU,5.0,ChIJ2QUDqdB7_ywR8lZAjv9lTgU,"['lodging', 'point_of_interest', 'establishment']",3,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2QUDqdB7_ywR8lZAjv9lTgU
OPERATIONAL,"FGP4+3HC, Naiola, Bikomi Selatan, North Central Timor Regency, East Nusa Tenggara 85650, Indonesia","{'location': {'lat': -9.514806799999999, 'lng': 124.5064042}, 'viewport': {'northeast': {'lat': -9.513395770107278, 'lng': 124.5077761298927}, 'southwest': {'lat': -9.516095429892722, 'lng': 124.5050764701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Blok H, Kost Sandy BTN",ChIJlxyp9JCHVSwRbz4Ox-rCzs0,5.0,ChIJlxyp9JCHVSwRbz4Ox-rCzs0,"['lodging', 'point_of_interest', 'establishment']",1,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107070399461124001323"">A Google User</a>'], 'photo_reference': 'AUGGfZkbQ6YaNDNvxV30grDUbiT9UBv1_ofKfKdkO93IE2M4YXW0xgogiqzcUFk5qwf1lejhG3fsJhY1SD57fuSkcUc6HQQTEVKkDc5YEpX356N49CeF-cbLlB2L9ZIt6EkHPRSYS9O8L-IBIYoFrTqi7kTZSAKf8n0HiEWdZ4B8JOjjYKc_', 'width': 3264}]",,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJlxyp9JCHVSwRbz4Ox-rCzs0
