business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,url
OPERATIONAL,"47M5+P26, Jl. Gajah Mada, Kesetnana, Kec. Mollo Sel., Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8657253, 'lng': 124.2575725}, 'viewport': {'northeast': {'lat': -9.864389170107279, 'lng': 124.2589503798927}, 'southwest': {'lat': -9.867088829892722, 'lng': 124.2562507201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Blessing hotel Soe ""feels like home""","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103738172773926198910"">Ronnie Hereskie</a>'], 'photo_reference': 'AUGGfZlxSKzMfBPAKn3nomqHYsNbFd1rsl391N1zjHcX0y1A2YF7HcflJXZ1Nm2SBpN_1TsOP1HDbnJSDDIyvAl7--ybW8_1GfZhS_D0CNVB5tHsY0GOWJD5_JEODLcNvTFWwAOI9Fqt_HATBEYt1XahK7daBIGJDfQ446hKEwcqiTkqFlWn', 'width': 2268}]",ChIJO_HO6VvvVSwRTd1aIeHbOWA,4.3,ChIJO_HO6VvvVSwRTd1aIeHbOWA,"['lodging', 'point_of_interest', 'establishment']",150,,https://www.google.com/maps/place/?q=place_id:ChIJO_HO6VvvVSwRTd1aIeHbOWA
OPERATIONAL,"Jl. Gajah Mada No.56, Karang Siri, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85511, Indonesia","{'location': {'lat': -9.8593808, 'lng': 124.2691554}, 'viewport': {'northeast': {'lat': -9.858284270107278, 'lng': 124.2702630298927}, 'southwest': {'lat': -9.860983929892722, 'lng': 124.2675633701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Timor Megah Hotel,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102955835313014699808"">Timor Megah Hotel</a>'], 'photo_reference': 'AUGGfZnqa8dIJOwRjJa_1nYny2KrNDLMbX9H-H7DOVOW0hdJQdpiayO9DpirZgbHhP1KlkENnqjNJ7ZPMsm_MzGyWaAT0L7X1c746UU0cjSpQY4T6WgcTu_F3J9Yrl41_4vpPewYbJPXmuV0RhoNpP1NidYynXMnjTGJdwITqlV3ITI7xVEi', 'width': 2048}]",ChIJA5PComjvVSwRDLo8SMj1D3A,4.0,ChIJA5PComjvVSwRDLo8SMj1D3A,"['lodging', 'point_of_interest', 'establishment']",569,"{'compound_code': '47R9+6M Karang Siri, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2647R9+6M'}",https://www.google.com/maps/place/?q=place_id:ChIJA5PComjvVSwRDLo8SMj1D3A
OPERATIONAL,"47R6+7QM, Jl. Gajah Mada - Soe Kobelete Soe Timor Tengah Selatan, Karang Siri, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8592827, 'lng': 124.2619411}, 'viewport': {'northeast': {'lat': -9.857940670107277, 'lng': 124.2633062298927}, 'southwest': {'lat': -9.860640329892721, 'lng': 124.2606065701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Bahagia 2,"[{'height': 2608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107965473745243906851"">Daud Ufi</a>'], 'photo_reference': 'AUGGfZn_Ni73H2iy1TCbGWO2LGkpNlMemKAow3T4i5Am2zLhQVr9c22wJNJanVA21LN5XunD5APU7g_XqmNqbynnYm8LkYG1ip7W1qDwnosznsfzoS0lHHSfsrFWxO3-D8XeqM8Uc16lpXh5R0NDz5ZoDfgjgS5YcSOI6hzdq_uvmVxRo9Me', 'width': 4624}]",ChIJxwlo-0LvVSwRfouqvdQ0cek,4.0,ChIJxwlo-0LvVSwRfouqvdQ0cek,"['lodging', 'point_of_interest', 'establishment']",612,,https://www.google.com/maps/place/?q=place_id:ChIJxwlo-0LvVSwRfouqvdQ0cek
OPERATIONAL,"Jl. Hayam Wuruk, Pasar Inpres, Taubneno, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85511, Indonesia","{'location': {'lat': -9.858455099999999, 'lng': 124.2857261}, 'viewport': {'northeast': {'lat': -9.856990170107279, 'lng': 124.2870422298927}, 'southwest': {'lat': -9.859689829892723, 'lng': 124.2843425701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Dena Hotel,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110742355455065637821"">A Google User</a>'], 'photo_reference': 'AUGGfZmBg5qYUuJ8FDObo53Ks65_ikwpQ2vcTWp5MZjxGE4Qyk1zqew5Vtv_7cbNl6Mads9i1k1rd_rjMrQLUUpdeMiSGnq23M-WtEHnyQ3vyiVn_RyZ_4GLrzgP0zZ7Ua8a83ECKAH2ws-mf5AN4BsOttrBXFaEb7-Ji3sRxwUfazMh7_Ni', 'width': 4000}]",ChIJoSaUIHjvVSwR9OL8T7mOzvo,4.2,ChIJoSaUIHjvVSwR9OL8T7mOzvo,"['lodging', 'point_of_interest', 'establishment']",424,"{'compound_code': '47RP+J7 Taubneno, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2647RP+J7'}",https://www.google.com/maps/place/?q=place_id:ChIJoSaUIHjvVSwR9OL8T7mOzvo
OPERATIONAL,"Jl. Gajah Mada No.18, Karang Siri, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.861810100000001, 'lng': 124.2727129}, 'viewport': {'northeast': {'lat': -9.86050152010728, 'lng': 124.2740490298927}, 'southwest': {'lat': -9.863201179892723, 'lng': 124.2713493701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sejati,"[{'height': 840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106894563731731415331"">eka sari</a>'], 'photo_reference': 'AUGGfZldlz4lhAh2dZ60Q9sx43KdKM4Im9y0X_3k-wGPyGix8LsWRVZriPk78D30rfo9Stio67zHUu8X9d5VEb5ksIReLhHLRtazoxO5JXS-hKAH80hzgqDHUcxL_9-2sFgBaSNxcjwr_7xJv10dHlKz9_5IlV4uKR1LOE0RGoTjSfw814T8', 'width': 1280}]",ChIJTTCSBmXvVSwRYku1tVfeI9I,3.7,ChIJTTCSBmXvVSwRYku1tVfeI9I,"['lodging', 'point_of_interest', 'establishment']",87,"{'compound_code': '47QF+73 Karang Siri, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2647QF+73'}",https://www.google.com/maps/place/?q=place_id:ChIJTTCSBmXvVSwRYku1tVfeI9I
OPERATIONAL,"Jl. Gajah Mada No.7500, Karang Siri, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.8603454, 'lng': 124.2706054}, 'viewport': {'northeast': {'lat': -9.858936270107277, 'lng': 124.2718786798927}, 'southwest': {'lat': -9.86163592989272, 'lng': 124.2691790201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Gajah Mada,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115360756521381996484"">A Google User</a>'], 'photo_reference': 'AUGGfZn9TycpyWOvovZc1dbJ7Rof5cgrgdP_g4rlXbfbxHRjpZSdWi3woecAdAS8NODPyBZ5WaQ6_avhH-ewI5CokzbOuK-ZL7WGpknTiFOSKkXNJ7RJzEqsIDA13VbO7egvwJZj4DfENvpoO9fxla_1whWxAnksF8DAdYGo0f1knTD7d16F', 'width': 4624}]",ChIJJV8m9GXvVSwRCptobDUTmGM,3.4,ChIJJV8m9GXvVSwRCptobDUTmGM,"['lodging', 'point_of_interest', 'establishment']",127,"{'compound_code': '47QC+V6 Karang Siri, South Timor Tengah Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2647QC+V6'}",https://www.google.com/maps/place/?q=place_id:ChIJJV8m9GXvVSwRCptobDUTmGM
OPERATIONAL,"47MJ+WGQ, Kampung Baru, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8651837, 'lng': 124.2813641}, 'viewport': {'northeast': {'lat': -9.863871220107276, 'lng': 124.2826992798927}, 'southwest': {'lat': -9.86657087989272, 'lng': 124.2799996201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Bahagia 1,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114439426262141736229"">Gilbert Amtiran</a>'], 'photo_reference': 'AUGGfZndz_mRHFljEXBDFGMrtc4I79ZC_5TL4yglySQ9Hz1EJoPC3HIy7eHkr-u6Ry6Y7jJyvY7Bpf7wlsykaYrMbJ76wiQ4SwbUVCs74PhNqjGeusuWzQpR5IViTKZyi5M4_ZYE4Ju50pJU56Lj3v8I7VvkbZKPPE0OZrGVGPs9ToWe3tsj', 'width': 4096}]",ChIJZ7598rvvVSwRHZ3owzS0gUM,4.1,ChIJZ7598rvvVSwRHZ3owzS0gUM,"['lodging', 'point_of_interest', 'establishment']",84,,https://www.google.com/maps/place/?q=place_id:ChIJZ7598rvvVSwRHZ3owzS0gUM
OPERATIONAL,"47RP+M2X, Kota Baru, Soe City, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8582473, 'lng': 124.2851162}, 'viewport': {'northeast': {'lat': -9.856963370107279, 'lng': 124.2864865298927}, 'southwest': {'lat': -9.859663029892722, 'lng': 124.2837868701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Roda Pedati,"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103172525897195687035"">Efrizal Freeze</a>'], 'photo_reference': 'AUGGfZmnKK-h6l9spJzFKI81OV5A7PruIOm_XyphFcO2ND8Rpb56RuP1H2OWkDjUChSRdEmyrb_tkD_tMyQICTqzb3CnAYgFlM_q3C-etnj12fNK0THHD9DOyHD6xm6wac8Drd0V2YFVkDctkHzdlYCLsFsGuRW8BDf_gxctiTAxE3hHLztZ', 'width': 4618}]",ChIJYel0Q5HvVSwRuvle8XgJuvo,4.0,ChIJYel0Q5HvVSwRuvle8XgJuvo,"['lodging', 'point_of_interest', 'establishment']",9,,https://www.google.com/maps/place/?q=place_id:ChIJYel0Q5HvVSwRuvle8XgJuvo
OPERATIONAL,"So'e, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85511, Indonesia","{'location': {'lat': -9.8654493, 'lng': 124.2793068}, 'viewport': {'northeast': {'lat': -9.86414477010728, 'lng': 124.2806734798927}, 'southwest': {'lat': -9.866844429892724, 'lng': 124.2779738201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Puri Dewata Soe RedPartner,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105820518175804615109"">Riki Junaedi</a>'], 'photo_reference': 'AUGGfZltFxH1L88SzwhQt1k6mvkINSP0H67jT0AGBGtbbEJqnYpKYTOQYxVheV9tMiqc4wZVS3BOWGyl5agbbj6R96ZbATVkLsygtBv1uwLxaUVO5Br-FHzWsXu1_fOaELaPHMiVze2vfDENOhw4XS0tWqlatQSu_KCImaTZmfDtZxC5JoQV', 'width': 4624}]",ChIJPc3GJRTvVSwRXfGHXVpCi3g,4.3,ChIJPc3GJRTvVSwRXfGHXVpCi3g,"['lodging', 'point_of_interest', 'establishment']",13,"{'compound_code': ""47MH+RP So'e, South Timor Tengah Regency, East Nusa Tenggara, Indonesia"", 'global_code': '6Q2647MH+RP'}",https://www.google.com/maps/place/?q=place_id:ChIJPc3GJRTvVSwRXfGHXVpCi3g
OPERATIONAL,"47QG+RR9 So'e, Kp. Baru, Kec. Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Tim. 85511, Indonesia","{'location': {'lat': -9.860471, 'lng': 124.2771}, 'viewport': {'northeast': {'lat': -9.85888227010728, 'lng': 124.2785848798927}, 'southwest': {'lat': -9.861581929892724, 'lng': 124.2758852201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Puri Dewata Soe RedPartner,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118210436845761718046"">A Google User</a>'], 'photo_reference': 'AUGGfZnxLOvB194U6hfSL2Hh9-ZubsfbG3Gv6Q2-4L1yY2QXt3F4lgn-7t4POH_s1e6Khjd0L7gj0xX_nOK2LFw26balRNeV20MtCsVhiErntKa4NN-8GQpxa84Wbm0t4xnlzA6clJP6fI-gQU1s1q5_l12OowAv1DP9RDlEYLlxLYaHTcIM', 'width': 1080}]",ChIJn4tQlHrvVSwRAlLEXL71iv0,1.0,ChIJn4tQlHrvVSwRAlLEXL71iv0,"['lodging', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJn4tQlHrvVSwRAlLEXL71iv0
