business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,url
OPERATIONAL,"8R23+3HM, Toianas, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6997895, 'lng': 124.8039194}, 'viewport': {'northeast': {'lat': -9.698455070107277, 'lng': 124.8052960798927}, 'southwest': {'lat': -9.701154729892723, 'lng': 124.8025964201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lopo Naek Saunoah Maubesi,ChIJNQ30fIFB_ywRzhCHuThwV60,5.0,ChIJNQ30fIFB_ywRzhCHuThwV60,"['lodging', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJNQ30fIFB_ywRzhCHuThwV60
OPERATIONAL,"5H3M+FPX, Anin, Amanatun Selatan, South Timor Tengah Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.846379899999999, 'lng': 124.584357}, 'viewport': {'northeast': {'lat': -9.84503142010728, 'lng': 124.5857050798927}, 'southwest': {'lat': -9.847731079892723, 'lng': 124.5830054201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Ferrocement ADRA Indonesia,ChIJHeNOaBVX_ywRZJ1VE23l3VI,0.0,ChIJHeNOaBVX_ywRZJ1VE23l3VI,"['lodging', 'point_of_interest', 'establishment']",0.0,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112925461261751471423"">A Google User</a>'], 'photo_reference': 'AUGGfZl1BTx-QzyJpV_WZkmNlUXI44GIOG-yDW448I5oJ-Y911-H4Zpev_J6un7Ulth35VFyZu6JivVdY1pkDIbIyU5EdIsyEtKoH5_37_j7aRPRN4slSMQC0nndyqxBB7pxH3y4UU9tOSGaeXcKkNx5sdnkSmeA118NVw1qRfSdn2jXogzg', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJHeNOaBVX_ywRZJ1VE23l3VI
OPERATIONAL,"HM34+5Q9, Tapenpah, Insana, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4470881, 'lng': 124.6569846}, 'viewport': {'northeast': {'lat': -9.443815250000002, 'lng': 124.6584610798927}, 'southwest': {'lat': -9.448179049999997, 'lng': 124.6557614201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kali Noenebu,ChIJ2QUDqdB7_ywR8lZAjv9lTgU,5.0,ChIJ2QUDqdB7_ywR8lZAjv9lTgU,"['lodging', 'point_of_interest', 'establishment']",3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2QUDqdB7_ywR8lZAjv9lTgU
OPERATIONAL,"HM48+GWR, Ainiut, Insana, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4435513, 'lng': 124.6660366}, 'viewport': {'northeast': {'lat': -9.442252970107278, 'lng': 124.6674052298927}, 'southwest': {'lat': -9.444952629892722, 'lng': 124.6647055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Asrama putra amanekat,ChIJ69XGWAB5_ywRZM7cL6_1PiU,0.0,ChIJ69XGWAB5_ywRZM7cL6_1PiU,"['lodging', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ69XGWAB5_ywRZM7cL6_1PiU
OPERATIONAL,"RW No.004, RT.001, Lanaus, Kec. Insana Tengah, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.4065921, 'lng': 124.6248039}, 'viewport': {'northeast': {'lat': -9.405242270107278, 'lng': 124.6261537298927}, 'southwest': {'lat': -9.407941929892722, 'lng': 124.6234540701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ovi Parera,ChIJpaLnbzt5_ywRtwxDr5-HdBk,0.0,ChIJpaLnbzt5_ywRtwxDr5-HdBk,"['lodging', 'point_of_interest', 'establishment']",0.0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116189153888794062520"">A Google User</a>'], 'photo_reference': 'AUGGfZlJbAMF3Qqb-NDZnQ-ktOh-satLb2YLP9q96NDj6TAKYAw1HM45VxL-qFpurwBdN6xkWKF9WRnc8Gb6RzROJTZ-AWCBYmvjV7InKQsBrRTHxhtDbTj17Qoo-c3X0bBJOK8gqViZzcV7jiV1-ZH6V3Q3kJC4zydD_DaVytXGVVaCRbQ5', 'width': 2448}]","{'compound_code': 'HJVF+9W Lanaus, North Central Timor Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q26HJVF+9W'}",https://www.google.com/maps/place/?q=place_id:ChIJpaLnbzt5_ywRtwxDr5-HdBk
OPERATIONAL,"HHCJ+GRP, Jl. Kefamenanu - Maubesi, Maubesi, Kec. Insana Tengah nakol, Maubesi, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.4263788, 'lng': 124.583413}, 'viewport': {'northeast': {'lat': -9.424836620107277, 'lng': 124.5847444298927}, 'southwest': {'lat': -9.42753627989272, 'lng': 124.5820447701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,maubesi kefamenanu,ChIJs9FRLxV__ywRBm4nxivkBVI,0.0,ChIJs9FRLxV__ywRBm4nxivkBVI,"['lodging', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJs9FRLxV__ywRBm4nxivkBVI
OPERATIONAL,"HHHJ+GM, Maubesi, Insana Tengah, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4212223, 'lng': 124.5817103}, 'viewport': {'northeast': {'lat': -9.419893820107278, 'lng': 124.5830512298927}, 'southwest': {'lat': -9.422593479892722, 'lng': 124.5803515701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Anastasia's mom's house,ChIJxQ6Qs6l__ywRIsU1XpePs2Y,5.0,ChIJxQ6Qs6l__ywRIsU1XpePs2Y,"['lodging', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJxQ6Qs6l__ywRIsU1XpePs2Y
OPERATIONAL,"HJVF+9W7, Tualeu, Lanaus, Kec. Insana Tengah, Kabupaten Timor Tengah Utara, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.4065921, 'lng': 124.6248039}, 'viewport': {'northeast': {'lat': -9.405242270107278, 'lng': 124.6261537298927}, 'southwest': {'lat': -9.407941929892722, 'lng': 124.6234540701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Dominikus Nufa Usfinit,ChIJS7EThU15_ywR7LWQdxkHyO8,0.0,ChIJS7EThU15_ywR7LWQdxkHyO8,"['lodging', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJS7EThU15_ywR7LWQdxkHyO8
OPERATIONAL,"FGX8+M2, Sasi, Kota Kefamenanu, North Central Timor Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.500686199999999, 'lng': 124.5150583}, 'viewport': {'northeast': {'lat': -9.499183420107277, 'lng': 124.5164128298927}, 'southwest': {'lat': -9.501883079892721, 'lng': 124.5137131701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kost RMJ,ChIJKycjaQB9_ywRPCVQEcNdkR8,0.0,ChIJKycjaQB9_ywRPCVQEcNdkR8,"['lodging', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJKycjaQB9_ywRPCVQEcNdkR8
OPERATIONAL,"FQ6X+QP, Manumutin Silole, Sasitamean, Malaka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.538057499999999, 'lng': 124.7992761}, 'viewport': {'northeast': {'lat': -9.536631820107276, 'lng': 124.8006689798927}, 'southwest': {'lat': -9.53933147989272, 'lng': 124.7979693201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lega,ChIJCyw_l2Bt_ywRIzvrDckNZ-0,0.0,ChIJCyw_l2Bt_ywRIzvrDckNZ-0,"['lodging', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJCyw_l2Bt_ywRIzvrDckNZ-0
