business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,photos,permanently_closed,url
OPERATIONAL,"VGH2+W9M, Biontong I, Bolang Itang Timur, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8790087000000001, 'lng': 123.5006508}, 'viewport': {'northeast': {'lat': 0.8804305798927221, 'lng': 123.5020097298927}, 'southwest': {'lat': 0.8777309201072777, 'lng': 123.4993100701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fikran Syaifudin,ChIJse1BYgCXfjIRr_9yUX1yFh4,0.0,ChIJse1BYgCXfjIRr_9yUX1yFh4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJse1BYgCXfjIRr_9yUX1yFh4
OPERATIONAL,"VCJM+69, Bohabak IV, Bolang Itang Timur, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8805029999999999, 'lng': 123.4333884}, 'viewport': {'northeast': {'lat': 0.8818655298927223, 'lng': 123.4347402798927}, 'southwest': {'lat': 0.8791658701072779, 'lng': 123.4320406201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Irigasi,ChIJI5AAeQC9fjIRrTBTvRhHgHg,0.0,ChIJI5AAeQC9fjIRrTBTvRhHgHg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJI5AAeQC9fjIRrTBTvRhHgHg
OPERATIONAL,"Biontong I, Bolang Itang Timur, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8821333, 'lng': 123.5056546}, 'viewport': {'northeast': {'lat': 0.8834793298927222, 'lng': 123.5070356798928}, 'southwest': {'lat': 0.8807796701072778, 'lng': 123.5043360201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sandra Home,ChIJIy1Mu4mXfjIRR0DbnICGPjg,5.0,ChIJIy1Mu4mXfjIRR0DbnICGPjg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"{'compound_code': 'VGJ4+V7 Biontong I, North Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG5VGJ4+V7'}",,,https://www.google.com/maps/place/?q=place_id:ChIJIy1Mu4mXfjIRR0DbnICGPjg
OPERATIONAL,"RFJ9+8XP, Binjeita, Bolang Itang Timur, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8308253999999999, 'lng': 123.4699549}, 'viewport': {'northeast': {'lat': 0.8321752298927222, 'lng': 123.4713047298927}, 'southwest': {'lat': 0.8294755701072778, 'lng': 123.4686050701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun MOMARA,ChIJe2K9DOuXfjIRjyXyZcjJ7EA,5.0,ChIJe2K9DOuXfjIRjyXyZcjJ7EA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJe2K9DOuXfjIRjyXyZcjJ7EA
OPERATIONAL,"VFQV+PP, Biontong, Bolang Itang Timur, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8892591, 'lng': 123.4942698}, 'viewport': {'northeast': {'lat': 0.8906109298927222, 'lng': 123.4955809798927}, 'southwest': {'lat': 0.8879112701072778, 'lng': 123.4928813201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai biontong,ChIJedGa8AuZfjIRbCKi0hG5AEw,5.0,ChIJedGa8AuZfjIRbCKi0hG5AEw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100133112122826670196"">A Google User</a>'], 'photo_reference': 'AUGGfZlBGDBxhYBw1MRVc7VMiAkRa8Ti2wFFRgXSQnjIP6Twt_KCZ0Gb3MJaJI0brpro8dskg5-S8AIQofWwIBKL2kX-KOhybtTQ4vzGCgy_o6_1tsENo-UbsKiWAVdcWrRkmAHpgax5WOo_6Fk6x853K5XGvr5Nu0obWhUNtn4dK58ZFJmS', 'width': 1872}]",,https://www.google.com/maps/place/?q=place_id:ChIJedGa8AuZfjIRbCKi0hG5AEw
OPERATIONAL,"WC3V+JF3, Unnamed Road, Bohabak II, Kec. Bolang Itang Tim., Kabupaten Bolaang Mongondow Utara, Sulawesi Utara, Indonesia","{'location': {'lat': 0.9040097999999999, 'lng': 123.4436656}, 'viewport': {'northeast': {'lat': 0.9053596298927218, 'lng': 123.4450154298927}, 'southwest': {'lat': 0.9026599701072776, 'lng': 123.4423157701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Labuo,ChIJ1yvfE6CZfjIRC62byk0pW-Q,4.7,ChIJ1yvfE6CZfjIRC62byk0pW-Q,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108398007629511641942"">yamin nani</a>'], 'photo_reference': 'AUGGfZnd572pZwrnh7YqfhzC-IuhbfbhcGfTDrmx-Nz03Ns6jamMN4AYV3rYMotvvJC8jsBTTSOG2T3x3d7CRHaRRYFOhDSk2mXqS3uNSWYt04JsFNOJzUwP6DOWEsxy9QeiChNXNF1pmM53Z5oojQofJV_G4l-jlUFEoYzl2_XjpEUSjwW0', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ1yvfE6CZfjIRC62byk0pW-Q
OPERATIONAL,"RFJ9+8XP, Binjeita, Bolang Itang Timur, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8308253999999999, 'lng': 123.4699549}, 'viewport': {'northeast': {'lat': 0.8321752298927222, 'lng': 123.4713047298927}, 'southwest': {'lat': 0.8294755701072778, 'lng': 123.4686050701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun binjeita,ChIJWZCkdgSXfjIRMW12S3VPlAw,5.0,ChIJWZCkdgSXfjIRMW12S3VPlAw,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,"[{'height': 803, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100542601405494796245"">A Google User</a>'], 'photo_reference': 'AUGGfZmvdNJmwm5HllRQs3MuGLBr7CO8yXO9nZTK30Zz_lweCLymTFmi0cCNYDMK3XpYCJUuV6Z0EwrUBxnBYIkHBjWBqfKoAaOjT3u1uzqAT72Fa5OGaApG-rvK21H6UJ8atK571epwYYhRxpfu3P_qauKdwLaDF-Q-8XPgQs6dJJIbLlo6', 'width': 1071}]",,https://www.google.com/maps/place/?q=place_id:ChIJWZCkdgSXfjIRMW12S3VPlAw
OPERATIONAL,"Wakat, Bloangitang Barat, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8636248999999999, 'lng': 123.3518016}, 'viewport': {'northeast': {'lat': 0.8649747298927223, 'lng': 123.3531514298927}, 'southwest': {'lat': 0.8622750701072778, 'lng': 123.3504517701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Fungainuduk,ChIJU30Lxw-9fjIRYAOmj-FYe2w,5.0,ChIJU30Lxw-9fjIRYAOmj-FYe2w,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"{'compound_code': 'V972+CP Wakat, North Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG5V972+CP'}","[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117055955976541009347"">A Google User</a>'], 'photo_reference': 'AUGGfZmgYos6fYvQ_t_a6m4j0r89-Mmsd9eFswxkjMu7Rsq4KeV58nr9nn-mbhv01mLUDU_YKUyds_ZOyM8h0kqbVj6IYo0WD1dGjxbTeCUukUAZRhrwTFlJdpAR7WK55cDPrQ1GHQlllSR4TCpsfaD1Rr6Vad9qJ4XQJxTsGMhcHJI36gqN', 'width': 4640}]",,https://www.google.com/maps/place/?q=place_id:ChIJU30Lxw-9fjIRYAOmj-FYe2w
OPERATIONAL,"Ollot II, Bloangitang Barat, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8637811, 'lng': 123.3528101}, 'viewport': {'northeast': {'lat': 0.8651309298927222, 'lng': 123.3541599298927}, 'southwest': {'lat': 0.8624312701072778, 'lng': 123.3514602701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pohon Akasia Mangium,ChIJkY9Z56O9fjIRyaV-XrQMYgw,0.0,ChIJkY9Z56O9fjIRyaV-XrQMYgw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},"{'compound_code': 'V973+G4 Ollot II, North Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG5V973+G4'}","[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107927799098586533719"">A Google User</a>'], 'photo_reference': 'AUGGfZnkSihkt9kHXzEqw3ABgKIBuEHnm4GvLwyECxhfEKavlVdqUm89T9IwAT_CPpwtKhd1ng8qwV3INvVGL-LwbMSPjlBIw0MfOUfIM1g7KV1OHYcNiOGGIvp8fSH0PmxRmzzewb1O6uSAz2E-gS83V_XfOpRf8z2Jo0SOhePb79cyATYw', 'width': 4640}]",,https://www.google.com/maps/place/?q=place_id:ChIJkY9Z56O9fjIRyaV-XrQMYgw
OPERATIONAL,"VFRF+M72, Binjeita II, Bolang Itang Timur, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8916274999999999, 'lng': 123.4731528}, 'viewport': {'northeast': {'lat': 0.8929544798927221, 'lng': 123.4745620298927}, 'southwest': {'lat': 0.8902548201072777, 'lng': 123.4718623701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Binjeita,ChIJZdF6sLKZfjIRb0HVKueR06c,4.4,ChIJZdF6sLKZfjIRb0HVKueR06c,"['tourist_attraction', 'point_of_interest', 'establishment']",10,,,"[{'height': 2084, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105625886061693745348"">A Google User</a>'], 'photo_reference': 'AUGGfZmCabE9tPRHpt-ZKhgxkvJvdHluGVIQqsol5ZFERQ3KOYkYPZLvwxqWjPW6bxeCYH6errqvOuzvAUz2q1q-oRmu8MR3z1ob6dP003atlvlvmL9fmuNHfsDC19zJghmuDxonAhl5jHci1WAiDZ5xwPH9i7Ozf7Qe5Bu5oDNRAFdVIkn4', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJZdF6sLKZfjIRb0HVKueR06c
