formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,url
"North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9070359000000001, 'lng': 123.2657311}, 'viewport': {'northeast': {'lat': 0.959692, 'lng': 123.7406981}, 'southwest': {'lat': 0.5614939999999999, 'lng': 123.110851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,North Bolaang Mongondow Regency,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108943167558092595923"">Kaka Coi</a>'], 'photo_reference': 'AUGGfZlZamauFzP9YNmRGpWCXzL_F_kh_e_xSRa87o6UchEwAGOXKYPcRSvhIgYXb9OPSc-xQGJk1Yz-_5U82FgFHrdBIdvphLNdjnLmWBTvIH8d1kdXhtiWs6Mm1MepBi7LT58ZMY8Lcwg6YMZHwXOcrRIJTwP4_p6hy-6QJAnsnHjdqlJX', 'width': 720}]",ChIJ21quuPC_fjIRIHL3yvsLAwM,ChIJ21quuPC_fjIRIHL3yvsLAwM,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ21quuPC_fjIRIHL3yvsLAwM
"Bolangitang I, Bloangitang Barat, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9101910999999999, 'lng': 123.295843}, 'viewport': {'northeast': {'lat': 0.9111429500000002, 'lng': 123.2972664798927}, 'southwest': {'lat': 0.9073355499999999, 'lng': 123.2945668201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Mangrove Bolangitang I,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112649717260427747850"">A Google User</a>'], 'photo_reference': 'AUGGfZmLTImDX8Fta6rESvsgGJExCg8-b0yPa146DBVbPkp4TG9jJ8-p92uOXqqbmjNAofCYsQzWZt_SmDVmMK2vws-OefUZvDvx9XmPvb7onUSgE9EVbF-kd924fY2xIByWJovpFi0LOziea0dCBN3iH7wxR8bnrHh1Q-0c0-ZNBCnRE7vX', 'width': 1800}]",ChIJuyL8CUmlfjIRvTk3iUILNLE,ChIJuyL8CUmlfjIRvTk3iUILNLE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'W76W+38 Bolangitang I, North Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG5W76W+38'}",5.0,4.0,,https://www.google.com/maps/place/?q=place_id:ChIJuyL8CUmlfjIRvTk3iUILNLE
"Wakat, Bloangitang Barat, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8636248999999999, 'lng': 123.3518016}, 'viewport': {'northeast': {'lat': 0.8649747298927223, 'lng': 123.3531514298927}, 'southwest': {'lat': 0.8622750701072778, 'lng': 123.3504517701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Fungainuduk,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117055955976541009347"">A Google User</a>'], 'photo_reference': 'AUGGfZnBVsk2RElr2g_V2I_EayeCmz0miqVNfk5TatDdAZs-21aPXihCvnPUpTR_jo4fg6d1kdWKo6U4qKGzHPGWiG1FRfxzN_7F3QXkxnmG9zLIQFy5psljCNNdQyKOw7rcPVwxVI2auQsQEeS5nNH_55ilBVFYQWevBegzPMx5brobfmAA', 'width': 4640}]",ChIJU30Lxw-9fjIRYAOmj-FYe2w,ChIJU30Lxw-9fjIRYAOmj-FYe2w,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'V972+CP Wakat, North Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG5V972+CP'}",5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJU30Lxw-9fjIRYAOmj-FYe2w
"W85M+RXC, Iyok, Bloangitang Barat, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9095719999999999, 'lng': 123.3349017}, 'viewport': {'northeast': {'lat': 0.9105786798927222, 'lng': 123.3358641}, 'southwest': {'lat': 0.907879020107278, 'lng': 123.3320145}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanjung Buaya,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103174224475750393076"">Supli Van Gobel</a>'], 'photo_reference': 'AUGGfZkCVxYDsGoMRcnnABgjdP0Qe4xtXc-MLtvDTbftwZPNz4QI_D7YmGH1TVhofFyNdIhT698QCS1MGua1zdMOaeqLFjvLLMelQv3C09XRcQnvU9L2LEFTGeyN6FGqDfHOSDbjy_fM5DMUTmbn9t-Fpi1dPS8jDe08ScAxF8HO6oLsxHmq', 'width': 1920}]",ChIJ8wzbtY-kfjIRKtPVJky2lvE,ChIJ8wzbtY-kfjIRKtPVJky2lvE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.7,13.0,,https://www.google.com/maps/place/?q=place_id:ChIJ8wzbtY-kfjIRKtPVJky2lvE
"W799+MW3, Kuala, Kaidipang, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9191307999999999, 'lng': 123.269785}, 'viewport': {'northeast': {'lat': 0.9204367798927222, 'lng': 123.2709654298927}, 'southwest': {'lat': 0.9177371201072779, 'lng': 123.2682657701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pantai Pinagut,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111927172007541735823"">Raden Bolmut Mokoginta</a>'], 'photo_reference': 'AUGGfZkUG3R4q6kAZSvHqijgTHhVL8k6y-pdSUEoJRoU1N4X8uDE71S0Ekh4sWqD3u_5bSfCr5M85aWhcTRW8UNzk8uhgjMin-HX9dXx5dJHAlp2CmXeBiwy79EXvUfeRfzZSaDqPIyc8FIapJJp2yKvvhXgqCSt5qBkWvR1QlAi1kQosZs2', 'width': 3096}]",ChIJF36W1YKlfjIRdoC27GJ31eA,ChIJF36W1YKlfjIRdoC27GJ31eA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.1,59.0,,https://www.google.com/maps/place/?q=place_id:ChIJF36W1YKlfjIRdoC27GJ31eA
"W7C9+4Q7, Kuala, Kaidipang, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9202904000000001, 'lng': 123.269432}, 'viewport': {'northeast': {'lat': 0.9215033298927222, 'lng': 123.2706480298927}, 'southwest': {'lat': 0.9188036701072779, 'lng': 123.2679483701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Obyek Wisata Pantai Batu Pinagut,"[{'height': 4224, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108872847179439189870"">faruk bachmid</a>'], 'photo_reference': 'AUGGfZn_2kBU4XyLr91ShAzh2rESGG_Z9axKeMjjgZKV3wxdCmkZMCU1yXqL0NSVYd7o2i4ttkE676QgSfO1HhMDulGb1MLsWGBeEGyzDqp6RP1gcNzWUUoNNXgI1zav4mvQJZGUCa2avtVS8hh6DkiEV7C3emY0yY1lfYevQ80Ml9bXvVLB', 'width': 5632}]",ChIJIZxcSIOlfjIRTDC3ipWm01Q,ChIJIZxcSIOlfjIRTDC3ipWm01Q,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.5,167.0,,https://www.google.com/maps/place/?q=place_id:ChIJIZxcSIOlfjIRTDC3ipWm01Q
"VCWG+25R, Unnamed Road, Binuanga, Kec. Bolang Itang Tim., Kabupaten Bolaang Mongondow Utara, Sulawesi Utara, Indonesia","{'location': {'lat': 0.8951002, 'lng': 123.4253779}, 'viewport': {'northeast': {'lat': 0.896185729892722, 'lng': 123.4269988798927}, 'southwest': {'lat': 0.8934860701072777, 'lng': 123.4242992201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Binuanga Tracking Mangrove,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101281520188013890030"">A Google User</a>'], 'photo_reference': 'AUGGfZk9CGb2linGEgJO0ZsMU4mdWC0xkMWz-3Zj7NeL0c2xi5GfmWLQZGNg0K8mNwJTFABmKqZTB9v9rx4Nihkw75jNnd4Sh0RnDWV6hkcka7nTAPpcdBoxoqeSU8e19YUOI3xQFgbkFAntwZdUh-e-HVgAd8RLFR3a53jodo1GvtdsF6Ro', 'width': 4160}]",ChIJQb3QP5yjfjIRI6wprX9R8iQ,ChIJQb3QP5yjfjIRI6wprX9R8iQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.8,11.0,,https://www.google.com/maps/place/?q=place_id:ChIJQb3QP5yjfjIRI6wprX9R8iQ
"Jl. Trans Sulawesi, Boroko, Kec. Kaidipang, Kabupaten Bolaang Mongondow Utara, Sulawesi Utara, Indonesia","{'location': {'lat': 0.9052441000000001, 'lng': 123.2543257}, 'viewport': {'northeast': {'lat': 0.9065880798927223, 'lng': 123.2556758798927}, 'southwest': {'lat': 0.903888420107278, 'lng': 123.2529762201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Batu Pinagut BMU,"[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111159625105884988127"">atlyt muda</a>'], 'photo_reference': 'AUGGfZnuUXvkziPcMrJHVZFvVWQdyoVZAsNrE41yLUc-DBA_z2yp5BCYWdQNi_F_UdLDivD1bOfct31_jfLpJC6KRmkqmeVTGDawIeBLd4KYacUMkGXt0dLt5IFUO6MhVGneT1aRUKuzHwD3MFsL1dQaZOEJI5-B8bq0qrc0L_xLe3bUw7ol', 'width': 3120}]",ChIJQXyePrqvfjIRl5b-YbXdcNY,ChIJQXyePrqvfjIRl5b-YbXdcNY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'W743+3P Boroko, North Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG5W743+3P'}",4.7,3.0,,https://www.google.com/maps/place/?q=place_id:ChIJQXyePrqvfjIRl5b-YbXdcNY
"Bolangitang II, Bloangitang Barat, North Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9078560999999998, 'lng': 123.2995038}, 'viewport': {'northeast': {'lat': 0.911348, 'lng': 123.3055331}, 'southwest': {'lat': 0.905464, 'lng': 123.291661}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bolangitang II,,ChIJ8xxxrxylfjIR0wFtDh6xNDM,ChIJ8xxxrxylfjIR0wFtDh6xNDM,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8xxxrxylfjIR0wFtDh6xNDM
"W7J4+M6C, Boroko, Kuala, Kaidipang, Boroko, Bolaang Mongondow Utara, Kabupaten Bolaang Mongondow Utara, Sulawesi Utara, Indonesia","{'location': {'lat': 0.9316759, 'lng': 123.2555274}, 'viewport': {'northeast': {'lat': 0.9330257298927221, 'lng': 123.2568772298927}, 'southwest': {'lat': 0.9303260701072779, 'lng': 123.2541775701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Obyek Wiasata Air Belanda,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109212183741183613214"">refly puasa</a>'], 'photo_reference': 'AUGGfZngn6X9-1sg86H98F7K2ili1lqnMxWkuo0YwIhYIw7clyb-Pa3eHKB4mb2XP_mAn6_X6xSInzOa3wezaS_lrVoYPch9EeQbFIJXxkqi3y3RB5ehbSJk1XyV6yw-iHo03ozgHbnIigbL9hIYrWCGrLf1PWFlwr95iPVcxSzuAzbNiuyG', 'width': 4928}]",ChIJTfCV-2CvfjIRxyKZyzPewUU,ChIJTfCV-2CvfjIRxyKZyzPewUU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,5.0,5.0,,https://www.google.com/maps/place/?q=place_id:ChIJTfCV-2CvfjIRxyKZyzPewUU
