business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"Dunta, Welak, West Manggarai Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5958235, 'lng': 120.2276708}, 'viewport': {'northeast': {'lat': -8.594338520107279, 'lng': 120.2286681798928}, 'southwest': {'lat': -8.597038179892722, 'lng': 120.2259685201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Manggarai,{'open_now': True},ChIJT8koXlh_sy0Rq8a_O_HdWVA,"{'compound_code': 'C63H+M3 Dunta, West Manggarai Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q32C63H+M3'}",5.0,ChIJT8koXlh_sy0Rq8a_O_HdWVA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJT8koXlh_sy0Rq8a_O_HdWVA
OPERATIONAL,"96GQ+6X, Gurung, Welak, West Manggarai Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6244105, 'lng': 120.2398933}, 'viewport': {'northeast': {'lat': -8.623060670107279, 'lng': 120.2412431298927}, 'southwest': {'lat': -8.625760329892723, 'lng': 120.2385434701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Leles,,ChIJjxDjFCN_sy0RADXev0rOARI,,0.0,ChIJjxDjFCN_sy0RADXev0rOARI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJjxDjFCN_sy0RADXev0rOARI
OPERATIONAL,"95XW+5CC, Watu Umpu, Welak, West Manggarai Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6020601, 'lng': 120.1960181}, 'viewport': {'northeast': {'lat': -8.600710270107276, 'lng': 120.1973679298927}, 'southwest': {'lat': -8.60340992989272, 'lng': 120.1946682701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu Umpu,,ChIJfcsNgsF_sy0RAKioWuWlgyg,,5.0,ChIJfcsNgsF_sy0RAKioWuWlgyg,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110688085568416157887"">A Google User</a>'], 'photo_reference': 'AUGGfZlxuKCDRZQN3-RljszsrTxVcjrARkNFdIAvp6orLph15XTtP2sC6xJklkpQGhKV6-QB0tb1dkBnF7yU9-8se7DfzXFIKvlBnnqrxNh5EHtUsY_2HYUSly2syoZgaoK6CABMj2hNvXFWDHCt3TzL7DmO4OuQo-MYfC33BhDOOn7n3kae', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJfcsNgsF_sy0RAKioWuWlgyg
OPERATIONAL,"96WW+94, Golo Wedong, Kuwus, West Manggarai Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6040292, 'lng': 120.2452594}, 'viewport': {'northeast': {'lat': -8.602689120107277, 'lng': 120.2466422798927}, 'southwest': {'lat': -8.60538877989272, 'lng': 120.2439426201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wae Rengge,,ChIJv1_JawB_sy0RXRu2vKkqdNY,,0.0,ChIJv1_JawB_sy0RXRu2vKkqdNY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJv1_JawB_sy0RXRu2vKkqdNY
OPERATIONAL,"96FQ+J5 Tando, Gurung, Kec. Welak, Kabupaten Manggarai Barat, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.6259375, 'lng': 120.2379375}, 'viewport': {'northeast': {'lat': -8.624587670107278, 'lng': 120.2392873298927}, 'southwest': {'lat': -8.627287329892722, 'lng': 120.2365876701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah karlos,,ChIJ8UOMA7p_sy0Re-QLDCUIt80,,0.0,ChIJ8UOMA7p_sy0Re-QLDCUIt80,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ8UOMA7p_sy0Re-QLDCUIt80
OPERATIONAL,"96GR+23 Tando, Gurung, Kec. Welak, Kabupaten Manggarai Barat, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.6249375, 'lng': 120.2401875}, 'viewport': {'northeast': {'lat': -8.623587670107279, 'lng': 120.2415373298927}, 'southwest': {'lat': -8.626287329892723, 'lng': 120.2388376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Roang poti.,,ChIJ1fA--UN_sy0RfxxUjLBO4Hk,,0.0,ChIJ1fA--UN_sy0RfxxUjLBO4Hk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ1fA--UN_sy0RfxxUjLBO4Hk
OPERATIONAL,"C63M+GW4, Golo Wedong, Kuwus, West Manggarai Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5962345, 'lng': 120.2348313}, 'viewport': {'northeast': {'lat': -8.594884670107277, 'lng': 120.2361811298927}, 'southwest': {'lat': -8.59758432989272, 'lng': 120.2334814701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai wae Impor,,ChIJW3PMGwt_sy0RKu1KEXPXLZI,,0.0,ChIJW3PMGwt_sy0RKu1KEXPXLZI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJW3PMGwt_sy0RKu1KEXPXLZI
OPERATIONAL,"C783+V8J, Ranggu, Kuwus, West Manggarai Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5827909, 'lng': 120.2532651}, 'viewport': {'northeast': {'lat': -8.58145317010728, 'lng': 120.2545905298927}, 'southwest': {'lat': -8.584152829892723, 'lng': 120.2518908701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wae Impor,,ChIJ1UfSBQB5sy0RSD861vpR4Tw,,0.0,ChIJ1UfSBQB5sy0RSD861vpR4Tw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ1UfSBQB5sy0RSD861vpR4Tw
OPERATIONAL,"F43Q+M8, Loha, Macang Pacar, West Manggarai Regency, East Nusa Tenggara 86755, Indonesia","{'location': {'lat': -8.5465336, 'lng': 120.1383006}, 'viewport': {'northeast': {'lat': -8.543663200000001, 'lng': 120.14122635}, 'southwest': {'lat': -8.5474904, 'lng': 120.13732535}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,NUA WAKA,{'open_now': False},ChIJ3S3r6yt_tC0REsmwXbQouzs,,4.8,ChIJ3S3r6yt_tC0REsmwXbQouzs,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113060605483334081408"">A Google User</a>'], 'photo_reference': 'AUGGfZmo1tLqJvEUVh5MFBn_2bIWoaKZ_ri7yBP08DPSjvtZoXLbekMADt3HzdTWt6A9YhtAVfMspJV8LG8Q0LWU0O_yASus74mtkRCNJsbRNggl2KyNWkrE37SzOMEfzO0XpAfvTXvTPGFD6E-e8l4A8Ren_ps-Znqu7ExfKUjnT8nzPTpf', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJ3S3r6yt_tC0REsmwXbQouzs
OPERATIONAL,"8683+9RM, Daleng, Lembor, West Manggarai Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.68337, 'lng': 120.204984}, 'viewport': {'northeast': {'lat': -8.682048070107278, 'lng': 120.2061670298927}, 'southwest': {'lat': -8.684747729892722, 'lng': 120.2034673701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nagekeo desa waekokak,,ChIJ8zgBdwB9sy0R8R9VBRjOec4,,0.0,ChIJ8zgBdwB9sy0R8R9VBRjOec4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103134883544528043605"">A Google User</a>'], 'photo_reference': 'AUGGfZkSX--_0BGwXhdUZIWoiBl-eZZNEmX6uYaGmzOuLxUW54pU1GgT7bV1YwrES8ciI3X4Da6QM1rIQQpGOCkQdO2XQIq495xgZ06PQF5Kql-s3mCU3lbKMAgzzm3h00SzyOguEiByG6afPYD7WOTpWpr0I_BGkM5WZ82VKVLHrqoOOHT8', 'width': 1944}]",,https://www.google.com/maps/place/?q=place_id:ChIJ8zgBdwB9sy0R8R9VBRjOec4
