formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,url
"South Konawe Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.2027915, 'lng': 122.4467238}, 'viewport': {'northeast': {'lat': -3.965467, 'lng': 122.911038}, 'southwest': {'lat': -4.536928, 'lng': 121.9076991}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,South Konawe Regency,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103148553235557535401"">AMRULLAH FATAHILLAH</a>'], 'photo_reference': 'AUGGfZlPj3mQ6WmxdcY1vmbOPabIU_U9r6-oaCZfLSUxmVuFzcGNdeFIuYrwv2saSCR3rW4MEdB4QngbUp4Vnk9POc9EIHTcBwlJNDhRW4MZjF3IUXKSzR5qAZgBvWN__ZpZEHAwyclLRmd_yoJ6GxtFsuu3U0eL8IiOBSuIncEXJAq9Z6bs', 'width': 3264}]",ChIJb1cyeTaAmC0RwHH3yvsLAwM,ChIJb1cyeTaAmC0RwHH3yvsLAwM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJb1cyeTaAmC0RwHH3yvsLAwM
"QPHW+M27, Sumber Sari, Kec. Moramo, Kabupaten Konawe Selatan, Sulawesi Tenggara 93891, Indonesia","{'location': {'lat': -4.2208421, 'lng': 122.7450313}, 'viewport': {'northeast': {'lat': -4.219646520107278, 'lng': 122.7465767798927}, 'southwest': {'lat': -4.222346179892722, 'lng': 122.7438771201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Moramo,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115217216017818243774"">A Google User</a>'], 'photo_reference': 'AUGGfZk_JmRCZb4oW3YwvpvOZyvxfLLKe4tgyn_KzlsRNyyHBm0IFDx9CzVz1ihijZ2OG7K4jCJCablV_J1CVK91ifmlybzve0MyxTuRl2Rb35bqF754cNzb0DmiX3IzfgZy_XmdqwrkGPlQCDDm7fpt-TC1YBQWuOynvvfFlHmO_HmV6N1e', 'width': 4160}]",ChIJC5kz2gyfmC0RJ-cNwqLkfKs,ChIJC5kz2gyfmC0RJ-cNwqLkfKs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.5,597.0,,https://www.google.com/maps/place/?q=place_id:ChIJC5kz2gyfmC0RJ-cNwqLkfKs
"Konawe Regency, South East Sulawesi, Indonesia","{'location': {'lat': -3.9380432, 'lng': 122.0837445}, 'viewport': {'northeast': {'lat': -2.8941451, 'lng': 122.7265621}, 'southwest': {'lat': -4.131675899999999, 'lng': 121.3577649}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Konawe Regency,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108971018363914035663"">A Google User</a>'], 'photo_reference': 'AUGGfZl_C_MDT0_gCwqwEzO-ZjkjWvGHS02k8ngIwWFOeC9TS1R1rQA_jE3lU442-lCEcbPreZ378CRXoSSPqLvrKghAJaJ47PvQRxnHke8FsAqN50HW1bjDvP5lU1N-FE66efqCjf0ZxTsqXnwLJVEFJP_2Adi3FInrPox-UQ5iOTDW0wMS', 'width': 4128}]",ChIJgyg8Bsm3mS0RsHH3yvsLAwM,ChIJgyg8Bsm3mS0RsHH3yvsLAwM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJgyg8Bsm3mS0RsHH3yvsLAwM
"VG43+MCV, Tanea, Konda, South Konawe Regency, South East Sulawesi 93874, Indonesia","{'location': {'lat': -4.1432555, 'lng': 122.5035561}, 'viewport': {'northeast': {'lat': -4.141945420107278, 'lng': 122.5049155798927}, 'southwest': {'lat': -4.144645079892721, 'lng': 122.5022159201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Tiriondahi,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115788624556083492372"">Deni Anggoleta</a>'], 'photo_reference': 'AUGGfZlh3Iie700xMwC5rZpqIgnZMogXOvi4OwgakKbmx5bYWy26lwjWRIQPL6xXntMsLhlJj5adHNcCtzLD2VF_UwhzjBMODDRSVyadsu-6IZesF7f4sqyl0JavRQcD_WRC4BSf4laASMqTiWZjE0wxc6et6N9PtgbxA-JKLvTfFw2bk7s6', 'width': 3264}]",ChIJQX0eWcKFmC0RnO7f7WPe-XA,ChIJQX0eWcKFmC0RnO7f7WPe-XA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.3,100.0,,https://www.google.com/maps/place/?q=place_id:ChIJQX0eWcKFmC0RnO7f7WPe-XA
"VFP3+5H, Konda, South Konawe Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.114617000000001, 'lng': 122.45393}, 'viewport': {'northeast': {'lat': -4.113221070107278, 'lng': 122.4551958298928}, 'southwest': {'lat': -4.115920729892722, 'lng': 122.4524961701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Konda River Land,"[{'height': 1128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106983855282088309185"">A Google User</a>'], 'photo_reference': 'AUGGfZkB46W0V4DhyOZB8G3ztMaEjTsgBpLSCXwki1ly2fwls_teEpk7DR1TvXb2vRTk-QN_VsaGSIiAZL3ZWJTP9rM07MA1xc-aVj6aO64XhUvvWvjAnLpqQrdhYCcb2u0c2Fx0viQ3RBhVLNgTbNziBC8F4mj4qqVVqsOlXwOrCEa_fteO', 'width': 1600}]",ChIJozAeEVyPmC0RdWsMlsjNX_o,ChIJozAeEVyPmC0RdWsMlsjNX_o,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.9,17.0,,https://www.google.com/maps/place/?q=place_id:ChIJozAeEVyPmC0RdWsMlsjNX_o
"VCPG+F2J, Lamomea, Konda, South Konawe Regency, South East Sulawesi 93871, Indonesia","{'location': {'lat': -4.1137904, 'lng': 122.4250196}, 'viewport': {'northeast': {'lat': -4.112552820107278, 'lng': 122.4265093298928}, 'southwest': {'lat': -4.115252479892722, 'lng': 122.4238096701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Wisata Alam,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102161404118260953022"">A Google User</a>'], 'photo_reference': 'AUGGfZmJ05FGYsDLDSNzAYcSadgKL0vNjzfSEojurY65jugYqxwJzvFQfvX30pzmBNiZ9KPTGejfN8YNprpC9EnwORN9rCodpyAmKz0yDgHJ92AzRYm12EbE0k-dZ0hmEQyd-38zRyt4a8eKCQMRGUP5S5mEJvexeOfZaD3PmLJsN9se4FIs', 'width': 4032}]",ChIJo9Y9a2eJmC0RdA6Ci1KPYmY,ChIJo9Y9a2eJmC0RdA6Ci1KPYmY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},5.0,27.0,,https://www.google.com/maps/place/?q=place_id:ChIJo9Y9a2eJmC0RdA6Ci1KPYmY
"Namu, Laonti, South Konawe Regency, South East Sulawesi 93892, Indonesia","{'location': {'lat': -4.3711717, 'lng': 122.8963964}, 'viewport': {'northeast': {'lat': -4.369821870107279, 'lng': 122.8977462298927}, 'southwest': {'lat': -4.372521529892722, 'lng': 122.8950465701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tourism Village Namu,"[{'height': 2270, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114346083818420215132"">A Google User</a>'], 'photo_reference': 'AUGGfZlO-l5eQWIe_eVvrwYxdokoLV0gC6_s6OJxPQp-VODztXSsnmtm2QRfWMQ7h9jlnUc6pxBXIqgjQlV-9HR3KutuPQhFmOOcRA-tvK9GpzvVTFA-4Dt97vzxRcQUCVXsrq4Ct261OF-L6YkKgUzz3ZR_qAGQUTML8KAu6a1dw8YGvHCv', 'width': 3960}]",ChIJ7zUAN4oPoi0RRUCCv02qQKE,ChIJ7zUAN4oPoi0RRUCCv02qQKE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.5,72.0,"{'compound_code': 'JVHW+GH Namu, South Konawe Regency, South East Sulawesi, Indonesia', 'global_code': '6Q74JVHW+GH'}",https://www.google.com/maps/place/?q=place_id:ChIJ7zUAN4oPoi0RRUCCv02qQKE
"Sanggi-Sanggi, Palangga, South Konawe Regency, South East Sulawesi 93819, Indonesia","{'location': {'lat': -4.3375625, 'lng': 122.3065625}, 'viewport': {'northeast': {'lat': -4.336215270107278, 'lng': 122.3080702298927}, 'southwest': {'lat': -4.338914929892722, 'lng': 122.3053705701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Apolu valley,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109413970759799898978"">A Google User</a>'], 'photo_reference': 'AUGGfZlPs_aK8yRgMjIUmDsdkacccWBa8r5p_c0YqMU_QxX9-70KynNRsKswaDDHKKREmsmT9IofzVwBBS7sXxoB9idIR-IxGYfukbWFRSNgJLSSngpsZgHv0tc_ARlS3L73ngs-UcdQBpmlUOFBv60wgtrJNM-GIy_LYiFnzMKWvFTgfjYk', 'width': 1920}]",ChIJq2te52eBoi0RCTWN6B0GMX8,ChIJq2te52eBoi0RCTWN6B0GMX8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.3,29.0,"{'compound_code': 'M864+XJ Sanggi-Sanggi, South Konawe Regency, South East Sulawesi, Indonesia', 'global_code': '6Q74M864+XJ'}",https://www.google.com/maps/place/?q=place_id:ChIJq2te52eBoi0RCTWN6B0GMX8
"WM66+5C, Wawatu, Moramo Utara, South Konawe Regency, South East Sulawesi 93891, Indonesia","{'location': {'lat': -4.0896195, 'lng': 122.661003}, 'viewport': {'northeast': {'lat': -4.086186, 'lng': 122.66202025}, 'southwest': {'lat': -4.090763999999999, 'lng': 122.65795125}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Kartika,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107716070015637704571"">107716070015637704571</a>'], 'photo_reference': 'AUGGfZkVxDpvHq3z50cfydUmA8sM1BBu8vhh01i4QSX4-PY0NM2CDn97mqjrpONd0tQ37ynrHmYpI_iZVgb5fU6NQdElmQXaCkYPm3mtR6ZRbBdJkYEjzNS-In5P8RqRqH2KUTjEpMgUheIHRQTTzI9VCML11WZ4R3w4h3xESaLf0q0CX7IE', 'width': 4608}]",ChIJ7Rwit16XmC0RsAcWOxpTgDY,ChIJ7Rwit16XmC0RsAcWOxpTgDY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.6,24.0,,https://www.google.com/maps/place/?q=place_id:ChIJ7Rwit16XmC0RsAcWOxpTgDY
"Ambololi, Konda, South Konawe Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.1255899, 'lng': 122.4542302}, 'viewport': {'northeast': {'lat': -4.124240070107278, 'lng': 122.4555800298927}, 'southwest': {'lat': -4.126939729892722, 'lng': 122.4528803701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jangan ikuti peta jalan ini karena salah jalan,"[{'height': 806, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104529282649501698902"">Muhammad Jabir</a>'], 'photo_reference': 'AUGGfZnDp6vyU54VxUP3PzbCgYtDR7nVr7KFX1TN5JLEADKlED0JeB_p1YrMxYbyLnEAnyE5OrBtpycn-voQVWJt3vFKYOv_Br-RFAt9rH7_rdL23wIQ5Tc5ektb6WL_pzHHv42ol6YY1fQUUyUP8GUTSCgrYNW3lYUZacfRS7STDJi0go8s', 'width': 1436}]",ChIJt_F5YgyPmC0RupS_BM8-Nd0,ChIJt_F5YgyPmC0RupS_BM8-Nd0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.8,12.0,"{'compound_code': 'VFF3+QM Ambololi, South Konawe Regency, South East Sulawesi, Indonesia', 'global_code': '6Q74VFF3+QM'}",https://www.google.com/maps/place/?q=place_id:ChIJt_F5YgyPmC0RupS_BM8-Nd0
