business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,plus_code,url
OPERATIONAL,"R56X+7M, Komangaan, Bolaang, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8106317, 'lng': 124.1991564}, 'viewport': {'northeast': {'lat': 0.8141758999999997, 'lng': 124.2031326}, 'southwest': {'lat': 0.8094503000000002, 'lng': 124.197831}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Shelter hotwater,ChIJh6R6GgAVfjIRIFEtJMB-cVE,0.0,ChIJh6R6GgAVfjIRIFEtJMB-cVE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJh6R6GgAVfjIRIFEtJMB-cVE
OPERATIONAL,"R5J2+C93, Solimandungan Satu, Bolaang, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8310232, 'lng': 124.1509302}, 'viewport': {'northeast': {'lat': 0.8323730298927222, 'lng': 124.1522800298927}, 'southwest': {'lat': 0.8296733701072778, 'lng': 124.1495803701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun solimandungan,ChIJQd7WMV9tfjIRFwcLZMHllJo,0.0,ChIJQd7WMV9tfjIRFwcLZMHllJo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJQd7WMV9tfjIRFwcLZMHllJo
OPERATIONAL,"W4FC+CQ3, Ambang II, Bolaang Timur, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9235639, 'lng': 124.1227152}, 'viewport': {'northeast': {'lat': 0.9248440298927222, 'lng': 124.1240371298927}, 'southwest': {'lat': 0.9221443701072779, 'lng': 124.1213374701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kel. Kamura,ChIJIcO_DttzfjIRIYiNkm0qbG4,5.0,ChIJIcO_DttzfjIRIYiNkm0qbG4,"['tourist_attraction', 'point_of_interest', 'establishment']",3,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114803763246680769346"">A Google User</a>'], 'photo_reference': 'AUGGfZlSqusBn1JfEtkKbdPLWep5l7Bsw-fy0bfNQirUnMUlxRi70-Ias66l5ruPg7X30YA4AxuwteSBrL8LlK9ZV4OB_1F3n1wfr-B2HLv6aDTZB-DWcQbdeOcYz_dKckPd_62Bc-ENiubFhx7qjyzUwHa9wYBKCjkj9bA-xdQbXJYpw3X1', 'width': 1280}]",,,https://www.google.com/maps/place/?q=place_id:ChIJIcO_DttzfjIRIYiNkm0qbG4
OPERATIONAL,"R56X+3R, Komangaan, Bolaang, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8101849999999999, 'lng': 124.1996167}, 'viewport': {'northeast': {'lat': 0.8137551499999999, 'lng': 124.20347065}, 'southwest': {'lat': 0.8089949499999999, 'lng': 124.19833205}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hot Spring Komangaan,ChIJ_4ZQNAAVfjIRV8z8McLRsIs,5.0,ChIJ_4ZQNAAVfjIRV8z8McLRsIs,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110009902705412648778"">Chan Manoppo</a>'], 'photo_reference': 'AUGGfZk0B2UYJr4Q0rboGyPTw2EOV3Pp6emroM5vN-TezHhNmBtD0QVrCNOOoRYlQ0459R5Go8umpKwppAWijJFMOhH7wWFrSP03bJcY00coHd2ojswckjaq-ZHFg-XwWIP1aJudIVkjc2f48jgOx5NCMXzjF6dkOzbXAYQiUwXv3v5iMexC', 'width': 1800}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ_4ZQNAAVfjIRV8z8McLRsIs
OPERATIONAL,"V5PW+WH, Bantik, Bolaang Timur, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.8872654000000001, 'lng': 124.196448}, 'viewport': {'northeast': {'lat': 0.8886152298927222, 'lng': 124.1977978298927}, 'southwest': {'lat': 0.8859155701072778, 'lng': 124.1950981701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Bolaang,ChIJVfgza1ANfjIRxewhjdbYgnQ,5.0,ChIJVfgza1ANfjIRxewhjdbYgnQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJVfgza1ANfjIRxewhjdbYgnQ
OPERATIONAL,"R62C+HRR, Inuai, Passi Barat, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.801491, 'lng': 124.2220218}, 'viewport': {'northeast': {'lat': 0.8029198798927222, 'lng': 124.2234945798927}, 'southwest': {'lat': 0.8002202201072777, 'lng': 124.2207949201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Inuai park,ChIJnXKV9oYVfjIRH5JsKszSb_o,5.0,ChIJnXKV9oYVfjIRH5JsKszSb_o,"['tourist_attraction', 'point_of_interest', 'establishment']",4,{'open_now': True},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117209985849339623063"">A Google User</a>'], 'photo_reference': 'AUGGfZnRio_W68KLWeGydzokSuPQJOmppb--KClgd3_k6g6_HAXv55SenFsALMxQIcllbL995M5BaditQoUcOa-l7qZjxJVGSBZIFW7qqAa6LPz5QrzgdfLC23Ctvt3g2kbcV5cVUxq1WFiJW80zhkKg7YJy2kQVq-NM74jwUluRX8Vypi3k', 'width': 3472}]",,,https://www.google.com/maps/place/?q=place_id:ChIJnXKV9oYVfjIRH5JsKszSb_o
OPERATIONAL,"W4C5+6MX, Inobonto Dua, Bolaang, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9206000999999999, 'lng': 124.1092329}, 'viewport': {'northeast': {'lat': 0.921811829892722, 'lng': 124.1105940298927}, 'southwest': {'lat': 0.9191121701072779, 'lng': 124.1078943701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTAI INOBONTO II,ChIJOTnfqa1zfjIRF19l9KAz0Fg,5.0,ChIJOTnfqa1zfjIRF19l9KAz0Fg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106356020577770294379"">ridel yane</a>'], 'photo_reference': 'AUGGfZl8rFRqda21xYUk_K3k1d9nSaTBiKrCvQKYmMD-7aaBgGMXWxg_7NkbchIHJUYwxCXs_zdav8g1qK3-1MqWYG9k-PV8z_R_b6sOSQa3o2475H4jxxfkYL94cH9eMq1-UJYmhOG8S3Pk-dPwMHxA-wN1XqFGDdYFo1bMnuwI9cSzkM97', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJOTnfqa1zfjIRF19l9KAz0Fg
OPERATIONAL,"W44H+HGP, Ambang II, Bolaang Timur, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9064741000000001, 'lng': 124.1288315}, 'viewport': {'northeast': {'lat': 0.9078239298927222, 'lng': 124.1301813298927}, 'southwest': {'lat': 0.9051242701072779, 'lng': 124.1274816701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Ambang II,ChIJ556pnINzfjIRKdOsDhPf1lk,4.4,ChIJ556pnINzfjIRKdOsDhPf1lk,"['tourist_attraction', 'point_of_interest', 'establishment']",11,{'open_now': False},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108843053055905942203"">Janzen Korompis</a>'], 'photo_reference': 'AUGGfZlzzXUs0IWxvs3w-iG4Xgog7ulXbdvazwGFHLcUIntJ0jjyHCBnqMAqporA8zOx_flc3319Kxb6dxLaBKT5NVbtSufNTp8TYXxpyz9URF1sZ89Vt_vpKPSwwayP03-v8n7uCjxoBVH73hbXshURCzP9n6laAX4QsdWI4zazvXoJkVO-', 'width': 2352}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ556pnINzfjIRKdOsDhPf1lk
OPERATIONAL,"W4HP+6M, Ambang I, Bolaang Timur, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.928094, 'lng': 124.136673}, 'viewport': {'northeast': {'lat': 0.9293883798927218, 'lng': 124.1380548298927}, 'southwest': {'lat': 0.9266887201072775, 'lng': 124.1353551701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Desa Ambang,ChIJS4tMHQBzfjIRZRtNlu5Qnew,5.0,ChIJS4tMHQBzfjIRZRtNlu5Qnew,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 3184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101372649609019789286"">Princess Erina</a>'], 'photo_reference': 'AUGGfZn1xEQbV8mHVPcy9iqJF1740eUlSFDmEE98xIYEwTuk6yKU0oYNCV4rsnfIZLyK2IaBOF0DQxz93cvPRTAdjQC7i005pT83aKG8EE8ZQp46moowKC5NdoJOIvWFnO-rW9cDHLbt0y2A2KOfjyrC1wM-CzHj9yrpfp-_qHOPJsVuC10z', 'width': 5664}]",,,https://www.google.com/maps/place/?q=place_id:ChIJS4tMHQBzfjIRZRtNlu5Qnew
OPERATIONAL,"W5H6+C7, Bolaang, Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9285494999999998, 'lng': 124.160724}, 'viewport': {'northeast': {'lat': 0.9303850298927221, 'lng': 124.1619159298927}, 'southwest': {'lat': 0.9276853701072778, 'lng': 124.1592162701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Irigasi Desa Bolaang,ChIJaT6NKhcNfjIR7m2C4XJR7g4,0.0,ChIJaT6NKhcNfjIR7m2C4XJR7g4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJaT6NKhcNfjIR7m2C4XJR7g4
