business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,price_level,url
OPERATIONAL,"Jl. Arnold Mononutu No.575, Lingkungan 12 Airmadidi atas, Kabupaten Minahasa Utara, Sulawesi Utara, Airmadidi Atas, Kec. Airmadidi, Kabupaten Minahasa Utara, Sulawesi Utara 95371, Indonesia","{'location': {'lat': 1.4151237, 'lng': 124.9860531}, 'viewport': {'northeast': {'lat': 1.416468579892722, 'lng': 124.9873640798927}, 'southwest': {'lat': 1.413768920107278, 'lng': 124.9846644201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Minahasa Bed & Breakfast,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106629892995007246904"">Antonio Rico</a>'], 'photo_reference': 'AUGGfZmRRoBIwG_Qoz4L8YWctbyj_iAo3676yZVSS733wkB5XyblHcRj6PQcbUbnwcQ4Bxe0AyuQpJr8kDaw-FQSQwOqdJYBRw04tXpgYx75GROsdPMiFmS5aoZDEg3r-53XYjdlCV8OIP6ONpeGg8c2taIzbgnp0ulqgQbw48oRD9Fop3Oh', 'width': 4160}]",ChIJyfxnB-UOhzIRTrMVkk8So9s,"{'compound_code': 'CX8P+2C Airmadidi Atas, North Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH6CX8P+2C'}",4.3,ChIJyfxnB-UOhzIRTrMVkk8So9s,"['lodging', 'point_of_interest', 'establishment']",32,,,,https://www.google.com/maps/place/?q=place_id:ChIJyfxnB-UOhzIRTrMVkk8So9s
CLOSED_TEMPORARILY,"CXMC+PC6, Lingkungan I, Sarongsong II, Manado, Kabupaten Minahasa Utara, Sulawesi Utara 95371, Indonesia","{'location': {'lat': 1.4343145, 'lng': 124.9710345}, 'viewport': {'northeast': {'lat': 1.435634929892722, 'lng': 124.9724545298927}, 'southwest': {'lat': 1.432935270107278, 'lng': 124.9697548701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bunga Matahari,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109036253497169886984"">Yuyu Kangkang</a>'], 'photo_reference': 'AUGGfZkaAvTXOnM4fvxudNdsdCydY6flhhncGBq_WomORZG5SoCUoCdael54lxF3j0eSKcNyEesTmjf52_OoJGE5l2SEtlMdbUYvYj6njPZH0gRm-BBOM01If7uqRf8Fb5DpGL5LK-p5LxyOrY1t3BDQ7fpjK0kgQr_KNbXlYMQPO5IM49N9', 'width': 3120}]",ChIJweG1wLUOhzIRfURPSaoNkNU,,5.0,ChIJweG1wLUOhzIRfURPSaoNkNU,"['lodging', 'point_of_interest', 'establishment']",11,True,,,https://www.google.com/maps/place/?q=place_id:ChIJweG1wLUOhzIRfURPSaoNkNU
OPERATIONAL,"Jl. Raya Manado - Bitung, Watutumou, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia","{'location': {'lat': 1.4681564, 'lng': 124.9196479}, 'viewport': {'northeast': {'lat': 1.469564879892722, 'lng': 124.9211614798927}, 'southwest': {'lat': 1.466865220107278, 'lng': 124.9184618201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sutan Raja Hotel Manado,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107837749086968687119"">Hartarto Sormin</a>'], 'photo_reference': 'AUGGfZkkDIXLCkxy9y4nht6ktlbkyjJnYsJB65MQMWXbsyT3OlGMbTsYYI4m5CbjSyR0l8-aXIIJjb7vc3uXZDzOOiZ6M_gZeBGP6juFXmQJwgn-uIKKSvm152RFuiFNHkolBko3mr4xY_2FYZ6Ks7CUtT4JMeiitoqvjqLWC8ZBxpxs28kn', 'width': 4000}]",ChIJMZWC2LILhzIRiXWcoaP7qto,"{'compound_code': 'FW99+7V Watutumou, North Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH6FW99+7V'}",4.2,ChIJMZWC2LILhzIRiXWcoaP7qto,"['lodging', 'night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3798,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJMZWC2LILhzIRiXWcoaP7qto
OPERATIONAL,"CXMF+GCR, Sarongsong II, Airmadidi, North Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.4338726, 'lng': 124.9735202}, 'viewport': {'northeast': {'lat': 1.435245579892722, 'lng': 124.9748931298927}, 'southwest': {'lat': 1.432545920107278, 'lng': 124.9721934701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Guest House Bunga Matahari,,ChIJK1poEMoOhzIRLwx4cXDltxY,,3.0,ChIJK1poEMoOhzIRLwx4cXDltxY,"['lodging', 'point_of_interest', 'establishment']",2,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJK1poEMoOhzIRLwx4cXDltxY
OPERATIONAL,"Lingkungan VII, Koya, Tondano Selatan, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2756939, 'lng': 124.8859724}, 'viewport': {'northeast': {'lat': 1.277090979892722, 'lng': 124.8873362298927}, 'southwest': {'lat': 1.274391320107278, 'lng': 124.8846365701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Yama Resort Tondano,"[{'height': 2819, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113883922884599676409"">A Google User</a>'], 'photo_reference': 'AUGGfZlKBafDh4gRV7hpAIjK1ArvXYeE0wpeh3iwJzanUxq4hefp63wAPZXWC8r7wcwtcX03vcct9wTWQ1-PHLA3aJ90bORUjVHu9c0UX8L8p1W2yuDtHo5buwUGRmWjRfZ8AsSAoPzYNtpKa8s6TdQ5d8yKpeO_xywVWqu5Nk1VQ4YdwNrz', 'width': 4367}]",ChIJJfGYPgcVhzIReaSrUkdz2VQ,"{'compound_code': '7VGP+79 Koya, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH67VGP+79'}",4.5,ChIJJfGYPgcVhzIReaSrUkdz2VQ,"['lodging', 'point_of_interest', 'establishment']",649,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJJfGYPgcVhzIReaSrUkdz2VQ
OPERATIONAL,"Jl. Ir. Soekarno, Maumbi, Kec. Kalawat, Kabupaten Minahasa Utara, Sulawesi Utara, Indonesia","{'location': {'lat': 1.4876219, 'lng': 124.91601}, 'viewport': {'northeast': {'lat': 1.488966879892722, 'lng': 124.9173665298927}, 'southwest': {'lat': 1.486267220107278, 'lng': 124.9146668701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,The Sentra Manado,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114649670767227896964"">A Google User</a>'], 'photo_reference': 'AUGGfZlrgimjZodig0xqHIvamLu3nXDHN5EUnse9-huj7V1WlKM6hNmpPaGiFgAstMb8zBfqPz_HQ9EvGnrdM6CFhx0rLfHMKXuhn_0BA1WL51kQkUPzgJ-aymZvrGiERqHdVmLgHuTgiQSJNhqWW203znLS8WBkVw7rIxjJMcQq5metkXL_', 'width': 5472}]",ChIJofHdl_ULhzIRsBT6uv-caas,"{'compound_code': 'FWQ8+2C Maumbi, North Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH6FWQ8+2C'}",4.9,ChIJofHdl_ULhzIRsBT6uv-caas,"['lodging', 'point_of_interest', 'establishment']",2199,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJofHdl_ULhzIRsBT6uv-caas
OPERATIONAL,"GV3V+6V, Jl. A.A. Maramis, Kayuwatu, Kairagi Dua, Kec. Mapanget, Kota Manado, Sulawesi Utara 95254, Indonesia","{'location': {'lat': 1.5029731, 'lng': 124.8948944}, 'viewport': {'northeast': {'lat': 1.504299729892722, 'lng': 124.8964037798927}, 'southwest': {'lat': 1.501600070107278, 'lng': 124.8937041201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Novotel Manado Golf Resort & Convention Center,"[{'height': 2388, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114755437253621016961"">Novotel Manado Golf Resort &amp; Convention Center</a>'], 'photo_reference': 'AUGGfZk7uF3nLBiaDYRXf2GQBh0IHL_1rPSjQYpX6ZqAF1fckeMsIIN4M_mqXOeo1svJL5bdXpxT-DJGEWbcwOy7JWWF7rswCIYDb8KUGRHZ2oNubSLiZttcFadZpxRmBrBrVyvm9ZgOyPpoO2xpOyU1-bylEN8V4pTstSG8YtkYqf7FuqTx', 'width': 4944}]",ChIJ53oI6IIKhzIRwK6O-anlJGs,,4.7,ChIJ53oI6IIKhzIRwK6O-anlJGs,"['lodging', 'point_of_interest', 'establishment']",5885,,,,https://www.google.com/maps/place/?q=place_id:ChIJ53oI6IIKhzIRwK6O-anlJGs
OPERATIONAL,"Jl. Kimereng Kali, RW.Lingk VI, Kinilow, Tomohon Utara, Tomohon City, North Sulawesi 95414, Indonesia","{'location': {'lat': 1.3687579, 'lng': 124.8336427}, 'viewport': {'northeast': {'lat': 1.370155979892722, 'lng': 124.8348541298927}, 'southwest': {'lat': 1.367456320107278, 'lng': 124.8321544701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Highland Resort & Nature Tours,"[{'height': 561, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104739419734388651634"">Highland Resort and Spa</a>'], 'photo_reference': 'AUGGfZnv8flXnwFR4CMKq__ZFZMFiv8pEfFF7gSTxbGC4gl5ApYPZnxk6IUgaok7suEh8Jy5aeShcoZrdalfKtDz2vOLkZunvWoiLCO-duWFYAGbm0V0UiVlSnVpW56dDXQs1DTZYjNoP-eZ9Yc9hQThyZ4eO-cUEo24u9sN-tX3tNTRvSIG', 'width': 1200}]",ChIJ6QcSUuZshzIR-FwHs9z1kTY,"{'compound_code': '9R9M+GC Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R9M+GC'}",4.5,ChIJ6QcSUuZshzIR-FwHs9z1kTY,"['lodging', 'point_of_interest', 'establishment']",368,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ6QcSUuZshzIR-FwHs9z1kTY
OPERATIONAL,"Jl. Lkr. Tim., Kakaskasen Tiga, Kec. Tomohon Utara, Kota Tomohon, Sulawesi Utara 95417, Indonesia","{'location': {'lat': 1.3479204, 'lng': 124.846093}, 'viewport': {'northeast': {'lat': 1.349286129892722, 'lng': 124.8474954798927}, 'southwest': {'lat': 1.346586470107278, 'lng': 124.8447958201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Jhoanie Hotel,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109121278258707221956"">Jhoanie Hotel</a>'], 'photo_reference': 'AUGGfZmYAVQP79RhgNDbETfqThhnvwcX4Lpno6TRaxll78gfQxh3JMMjGchHMYSPYxLhsthc4zs_Nywdcc7w7heYSA3QfkZ2ZILh6-qiNeezVZ6S4FgE6Iu9WQQT_mMWpag-OwIm6b84ngTM1xuLkd0qS6owF8yR0MG7PxFWCdjvGTdLKte5', 'width': 1616}]",ChIJS-xm1eNshzIRT3BNSapr4B4,"{'compound_code': '8RXW+5C Kakaskasen Tiga, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH68RXW+5C'}",4.1,ChIJS-xm1eNshzIRT3BNSapr4B4,"['lodging', 'point_of_interest', 'establishment']",875,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJS-xm1eNshzIRT3BNSapr4B4
OPERATIONAL,"Jl. Piere Tendean, Kec. Sario, Kota Manado, Sulawesi Utara 95111, Indonesia","{'location': {'lat': 1.4702922, 'lng': 124.8307451}, 'viewport': {'northeast': {'lat': 1.471728329892722, 'lng': 124.8319468298927}, 'southwest': {'lat': 1.469028670107278, 'lng': 124.8292471701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Four Points by Sheraton Manado,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105829189176231796807"">dicky rach</a>'], 'photo_reference': 'AUGGfZlsqjJRWfRdZT_Ew_395ITFH2uNmqcqMmmIiL51zujuIgqoenC7rfd8JesyoxVdDmqtcyyumNk4W6J8_9HaAvfoOuIQ-2A9DKHCoUQqys8SDBef-Egl7oqXDdtAfTLjM8pT3oLnJ8q1rrRghy0vgwzpfxHcWA-ti3vliRM-14X89QeM', 'width': 9248}]",ChIJ9av45uJ0hzIR0-sYD0tnK10,"{'compound_code': 'FRCJ+47 Sario Tumpaan, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6FRCJ+47'}",4.6,ChIJ9av45uJ0hzIR0-sYD0tnK10,"['lodging', 'point_of_interest', 'establishment']",6316,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9av45uJ0hzIR0-sYD0tnK10
