business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,permanently_closed,url
OPERATIONAL,"6RMW+MGQ, Sendangan, Remboken, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.233525, 'lng': 124.846904}, 'viewport': {'northeast': {'lat': 1.234916129892722, 'lng': 124.8481645798927}, 'southwest': {'lat': 1.232216470107278, 'lng': 124.8454649201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KULO,ChIJ09k2ympBhzIRKHbZFTpBqtM,0.0,ChIJ09k2ympBhzIRKHbZFTpBqtM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ09k2ympBhzIRKHbZFTpBqtM
OPERATIONAL,"6VPG+FH4, Jl. Langowan - Tondano, Leleko, Kec. Remboken, Kabupaten Minahasa, Sulawesi Utara, Indonesia","{'location': {'lat': 1.2361305, 'lng': 124.876442}, 'viewport': {'northeast': {'lat': 1.237481529892722, 'lng': 124.8777916298927}, 'southwest': {'lat': 1.234781870107278, 'lng': 124.8750919701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lake View Tower,ChIJg5WB9tk_hzIRPV3E6J5iB0w,0.0,ChIJg5WB9tk_hzIRPV3E6J5iB0w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJg5WB9tk_hzIRPV3E6J5iB0w
OPERATIONAL,"Jl. Susuaan Gagaran, Sinuian, Kec. Remboken, Kabupaten Minahasa, Sulawesi Utara, Indonesia","{'location': {'lat': 1.2193642, 'lng': 124.859017}, 'viewport': {'northeast': {'lat': 1.220708229892722, 'lng': 124.8604326798927}, 'southwest': {'lat': 1.218008570107278, 'lng': 124.8577330201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,CAMP JAMES,ChIJ-UrkZCJBhzIRoQ583n0FYO8,4.5,ChIJ-UrkZCJBhzIRoQ583n0FYO8,"['cafe', 'tourist_attraction', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",990,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101908118389011588497"">Cicilia Tambuwun</a>'], 'photo_reference': 'AUGGfZnIIhSQSX-6-IsqAT6wgypPGEC1Y_dUfd4bs3ZwH-lhkT3HZdmXUseNtA69bfZwWpHkvguLHAwLy5bBMUZlk1UopfSTnb68-wPKr7MXSEnaGoRRii8P-KDVeKxUbcCulk_xaUh2JYUYJgXyu6hDifQ-lIlV-m_9aKDsNqDWnBgJuToJ', 'width': 4032}]","{'compound_code': '6V95+PJ Sinuian, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH66V95+PJ'}",2.0,,https://www.google.com/maps/place/?q=place_id:ChIJ-UrkZCJBhzIRoQ583n0FYO8
OPERATIONAL,"6RV7+3XG, Sendangan, Sonder, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2426837, 'lng': 124.8149667}, 'viewport': {'northeast': {'lat': 1.244354779892722, 'lng': 124.8166191298927}, 'southwest': {'lat': 1.241655120107278, 'lng': 124.8139194701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lengkoan Sport & Ecotourism,ChIJ_4IU01ZBhzIRdEIdThuKR_g,4.3,ChIJ_4IU01ZBhzIRdEIdThuKR_g,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109575616613986996405"">joy rawung</a>'], 'photo_reference': 'AUGGfZnnCFA3yFVyiW_tMwVD5lw9XV2c0tBb6Z14Tf9c3LJtWoefOdea-2x04Two5rF4mavjgOdoz64gmkXPodTWVZsbkUgPYEwsk39VwJm-azrw3ltgwN32pfhey5Poghhb-RvscpsPnKUNlrJD7gLMFB0FmrYrXEoSVZ-dtXz0JPoIsxqp', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ_4IU01ZBhzIRdEIdThuKR_g
OPERATIONAL,"6VRM+57V, Urongo, Tondano Selatan, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2404992, 'lng': 124.8837181}, 'viewport': {'northeast': {'lat': 1.241908479892722, 'lng': 124.8850868298927}, 'southwest': {'lat': 1.239208820107278, 'lng': 124.8823871701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,autarkeia,ChIJYSQEYDE_hzIReeQAwia5mVQ,4.8,ChIJYSQEYDE_hzIReeQAwia5mVQ,"['tourist_attraction', 'point_of_interest', 'establishment']",15,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106547973719865613550"">Ribka Turang</a>'], 'photo_reference': 'AUGGfZkCipaVWyz_gzY_deeHHiclLb-UuYe6REk6KxDLIlssRGV5TUVJ_Ky1WzhTUUGF9BIFw_coUvTI2q79GMvG63c9ObS7vHPNgLpjkPL7YHYOKZ_-H97kEeG3vLyf3rVqATrmPtBXaINlH1eritHUNIEWgNZ_KbVsO835QdvScG6XQCgw', 'width': 4032}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJYSQEYDE_hzIReeQAwia5mVQ
OPERATIONAL,"6RV7+3XG, Sendangan, Sonder, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.243228, 'lng': 124.815465}, 'viewport': {'northeast': {'lat': 1.244626929892722, 'lng': 124.8168682798927}, 'southwest': {'lat': 1.241927270107278, 'lng': 124.8141686201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Lengkoan Hills,ChIJE4Vtpb1BhzIRmJbdbk9Joxw,5.0,ChIJE4Vtpb1BhzIRmJbdbk9Joxw,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102245806476479663500"">jerry</a>'], 'photo_reference': 'AUGGfZne76qquoHaZCw0nfacih6-UeijXAeqr4jicMXrwnUDgGq-UpjIRTVE0B_kpO6beyF71toSf4iSn_gmqRK4MBZmN5s0Beoa3K3mAWZnM6Pv-A65rK3s6mNyAkiuX1UAAytUYH_yRk17Ibp1wa2WOI0D6ZhciIQxsJ6giazB3Vg8mkzP', 'width': 3024}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJE4Vtpb1BhzIRmJbdbk9Joxw
OPERATIONAL,"6VW7+44, Paslaten, Remboken, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2453532, 'lng': 124.8628187}, 'viewport': {'northeast': {'lat': 1.246735229892722, 'lng': 124.8641748798927}, 'southwest': {'lat': 1.244035570107278, 'lng': 124.8614752201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Kobong Remboken,ChIJJ1x2qHI_hzIRHdL5pZRFzls,0.0,ChIJJ1x2qHI_hzIRHdL5pZRFzls,"['park', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ1x2qHI_hzIRHdL5pZRFzls
OPERATIONAL,"PUNCAK LENGKOAN, LEILEM, Leilem, Kabupaten Minahasa, Sulawesi Utara, Indonesia","{'location': {'lat': 1.2423404, 'lng': 124.8155518}, 'viewport': {'northeast': {'lat': 1.243668179892722, 'lng': 124.8172680798927}, 'southwest': {'lat': 1.240968520107278, 'lng': 124.8145684201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA ALAM MINAHASA SULUT - HOLLYWOOD HILLS LENGKOAN,ChIJ8UtBTkVBhzIR7JKPK7O9TfM,5.0,ChIJ8UtBTkVBhzIR7JKPK7O9TfM,"['tourist_attraction', 'cafe', 'lodging', 'park', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",18,{'open_now': True},"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115587997920612858803"">A Google User</a>'], 'photo_reference': 'AUGGfZl-efnDEZxEgtEU1Sb4E0EErAaH8zEwn4Nfimifip2wOlULpxARvtXUfHhlMFdB7hTiWWbn7iVz2XEvkbvlbKpVwsrJVxrw0VY0Ve7OO6Eq9kjvfMzjZgYGJ_xLSQFWCsGECmYNyOPvQWgbldOYNs0PfLVpBlTuv57KMAiY_Z_8M-8u', 'width': 1600}]","{'compound_code': '6RR8+W6 Sendangan, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH66RR8+W6'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ8UtBTkVBhzIR7JKPK7O9TfM
OPERATIONAL,"East Kiawa Dua, Kawangkoan Utara, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2358915, 'lng': 124.8146593}, 'viewport': {'northeast': {'lat': 1.23665435, 'lng': 124.8155001}, 'southwest': {'lat': 1.23360295, 'lng': 124.8121369}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Gunung Lengkoan,ChIJI2exl8tBhzIRCIJ15mtpfp8,4.0,ChIJI2exl8tBhzIRCIJ15mtpfp8,"['tourist_attraction', 'lodging', 'park', 'point_of_interest', 'establishment']",6,{'open_now': False},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106214154310988004064"">Rohki CP</a>'], 'photo_reference': 'AUGGfZl7fz4oAZBy-mC7B1XN42Ze5NdIdNAUIfNUrSvKPicLuWFm4pBamPFmLhP8qNGfLbpMlVyBR-sfkV1ODfrpzw2p3veNK4d7O8NupKPXUbITtzsowCmPRv4AbPrFnj3hP_tWiURYjjVdmyEMJiGQRJal_HfJUK5daYdHdi8jjj2z1Hqp', 'width': 2560}]","{'compound_code': '6RP7+9V East Kiawa Dua, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH66RP7+9V'}",,,https://www.google.com/maps/place/?q=place_id:ChIJI2exl8tBhzIRCIJ15mtpfp8
OPERATIONAL,"6RFP+W62, Parepei, Remboken, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.2247559, 'lng': 124.8355239}, 'viewport': {'northeast': {'lat': 1.225876129892722, 'lng': 124.8391188}, 'southwest': {'lat': 1.223176470107278, 'lng': 124.8343256}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Kobong Kariikis,ChIJ229ipA5BhzIRdgRr_dEKroU,0.0,ChIJ229ipA5BhzIRdgRr_dEKroU,"['park', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ229ipA5BhzIRdgRr_dEKroU
