business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,url
OPERATIONAL,"42RC+CVV, Kayuroya, Lembean Timur, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.141113, 'lng': 125.0221808}, 'viewport': {'northeast': {'lat': 1.142501729892722, 'lng': 125.0234842798928}, 'southwest': {'lat': 1.139802070107278, 'lng': 125.0207846201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hikaru Beach,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116984730088730721080"">A Google User</a>'], 'photo_reference': 'AUGGfZmRmoWQzd31c-Xmg5iMOqqZF4PbzTqpBVswzoDOGnJ_CXoj2VCi0yadDUDx25V-lyUNTosPSEq1cGj1hqEOeIQLrkWPxojlu5fTGdaMI79U_s9r6mC2nEGPDH2C5W_HdUoSyk1xpTmRp2v000Hrpk5kII7Xrie5ciqRgd4Ke0AD1W8Z', 'width': 4160}]",ChIJlUKEy5U7hzIRTVUt9CCQibo,4.8,ChIJlUKEy5U7hzIRTVUt9CCQibo,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,,,https://www.google.com/maps/place/?q=place_id:ChIJlUKEy5U7hzIRTVUt9CCQibo
OPERATIONAL,"Parentek, Lembean Timur, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1525438, 'lng': 125.0195406}, 'viewport': {'northeast': {'lat': 1.154266929892722, 'lng': 125.0211355798927}, 'southwest': {'lat': 1.151567270107278, 'lng': 125.0184359201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Thobias Beach Parentek,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107767284502797397091"">A Google User</a>'], 'photo_reference': 'AUGGfZkXW6elltoKAL6ruDNlYPG6qJ_XiRK_amkT3-ThrrYP3UWqAzhLgSTLl6kQgxBVIwTNHdxvMuRAcxavURUr3cLYwCE7bFCkXREDWoN0sKzoo_8_KuYn6F66zTjm5nqPWZ6u11gXNRWWRVkq48ipbFGTldgatBIkbGxCqYs8AQyJs5ou', 'width': 4032}]",ChIJuQt6C-g7hzIRg1p2beNdwBM,5.0,ChIJuQt6C-g7hzIRg1p2beNdwBM,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"{'compound_code': '5239+2R Parentek, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH75239+2R'}",,https://www.google.com/maps/place/?q=place_id:ChIJuQt6C-g7hzIRg1p2beNdwBM
OPERATIONAL,"5XHV+V84, Kapataran 1, Watulaney, Kec. Lembean Tim., Kabupaten Minahasa, Sulawesi Utara, Indonesia","{'location': {'lat': 1.1796137, 'lng': 124.9933142}, 'viewport': {'northeast': {'lat': 1.180798829892722, 'lng': 124.9945893298927}, 'southwest': {'lat': 1.178099170107278, 'lng': 124.9918896701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,FENOL Pekaretan Beach,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112308180646071087368"">A Google User</a>'], 'photo_reference': 'AUGGfZmNmYeH6VyW0FHi1Ecz96xb0YFWwrKRuDDodfW4qYiSlSnOQk556Iv7qMryl0Xhx8Z_mDzuQibdeyV81fqFEvzJV2ZPBoxHQYcN1wBt7Zu1Q_bkD8MYQhAlgV2AajC1Q6AJcxHIor4KEOA1oMBY7E0P71Gfnjxwwm6Z-ie1kVojYPPD', 'width': 3072}]",ChIJjYymp847hzIREJKZ9oaY1XI,5.0,ChIJjYymp847hzIREJKZ9oaY1XI,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJjYymp847hzIREJKZ9oaY1XI
OPERATIONAL,"Atep Oki, Lembean Timur, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1684469, 'lng': 125.0140324}, 'viewport': {'northeast': {'lat': 1.170134429892722, 'lng': 125.0154902798927}, 'southwest': {'lat': 1.167434770107278, 'lng': 125.0127906201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Victoria Beach-Novlin Helda Tendean,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107954435677894125806"">A Google User</a>'], 'photo_reference': 'AUGGfZlmPXzDONZOD7dlOzuLmTNod1SLh1D5gN5ujHxncsDokK8Nl5URB9HlyQ-jHrhUs0D5IQXEiBQkqHNumjmaqf3YdJXwflNFCzhJUbX1e5d25kiM6eNW371__i8_y_77NAcqSNfGu96rYcptOdKfkGl3tchrsghLZYnbCnc06-2FEn44', 'width': 3456}]",ChIJb8G9hqQ7hzIRsJixOhWXsYE,5.0,ChIJb8G9hqQ7hzIRsJixOhWXsYE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"{'compound_code': '5297+9J Atep Oki, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH75297+9J'}",,https://www.google.com/maps/place/?q=place_id:ChIJb8G9hqQ7hzIRsJixOhWXsYE
OPERATIONAL,"42H7+338, Parentek, Lembean Timur, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1276536, 'lng': 125.0127039}, 'viewport': {'northeast': {'lat': 1.128846479892722, 'lng': 125.0137324798927}, 'southwest': {'lat': 1.126146820107278, 'lng': 125.0110328201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,D'KORENGKENG BEACH,"[{'height': 4640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109485259770763417755"">Heintje Worotikan</a>'], 'photo_reference': 'AUGGfZnRRJb-uBMGb65lgLyhTBOhLepc6fWNd5X8XUpf1wlI_fv0lrCz0Vqha90FDO6wr3dOE1G5hEi63tleEN3JSwMYfnl3anU2HyeoHrkdmtd_Vc-oZOkUm-h3yHcDfuwuACciRpp0PEO4Xo16CrtRuEyVtDood1GUMH8Q3s9e9bzxRNaM', 'width': 2088}]",ChIJTxKdvVI7hzIRi65GDvB-SVg,5.0,ChIJTxKdvVI7hzIRi65GDvB-SVg,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJTxKdvVI7hzIRi65GDvB-SVg
OPERATIONAL,"42G6+5XF, Parentek, Tumpaan, Kec. Lembean Tim., Kabupaten Minahasa, Sulawesi Utara, Indonesia","{'location': {'lat': 1.1254288, 'lng': 125.01243}, 'viewport': {'northeast': {'lat': 1.127002329892722, 'lng': 125.0133540798927}, 'southwest': {'lat': 1.124302670107278, 'lng': 125.0106544201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,JRK Beach,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104283031134915224221"">A Google User</a>'], 'photo_reference': 'AUGGfZn0-GXXEtCng-rwnZpZwAHWnUG1MqaJx3giFwV-gaTvmd_MwKOffR4vulfgaYyQQay3KfXPQ2ToJ8iNMVMcCkwuty042R5Ki_FLxVIleWGHP6QHHDudqY2l9jbdVvBNRmUwxxko9FCQO9BPsRuwenwycwENSb2dO5VB1XGzKEtLO2E7', 'width': 3264}]",ChIJqZ4NVow7hzIRP6mYWcvTq5w,5.0,ChIJqZ4NVow7hzIRP6mYWcvTq5w,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJqZ4NVow7hzIRP6mYWcvTq5w
OPERATIONAL,"522F+QQJ, Parentek, Lembean Timur, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1519683, 'lng': 125.0243767}, 'viewport': {'northeast': {'lat': 1.153540179892722, 'lng': 125.0255557798927}, 'southwest': {'lat': 1.150840520107278, 'lng': 125.0228561201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kayuroya,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114511589067111447567"">A Google User</a>'], 'photo_reference': 'AUGGfZldewsYCUfhAVMuve3fRAb29d29bN_3UHToAtlKMqw1sFKbKexZ3wlJe0wEhFpVCR175IZaTXkarM29QogdoVvYN2yeAp7dlaH7z42AEefCnn2TJY7mdvLqvb5c-2bpCOR9A2EmpX6NflsvToBpYbSDeppqPp-J_Y2p7a3-2ZJEdFVu', 'width': 1920}]",ChIJ5_NDZZ47hzIRXnJ4BTILIWY,4.4,ChIJ5_NDZZ47hzIRXnJ4BTILIWY,"['tourist_attraction', 'point_of_interest', 'establishment']",16.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ5_NDZZ47hzIRXnJ4BTILIWY
OPERATIONAL,"528J+W4V, Kapataran, Lembean Timur, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1673698, 'lng': 125.0303119}, 'viewport': {'northeast': {'lat': 1.168902379892722, 'lng': 125.0313735798927}, 'southwest': {'lat': 1.166202720107278, 'lng': 125.0286739201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Pekaretan Fenol,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109598395233501663296"">A Google User</a>'], 'photo_reference': 'AUGGfZmAdFZYQ2leuhVJIHxtAEeOtKIyNSbgwQ_nHEFDPWO5JTPM-vUEN5DHzoduSinspnqIrymu0w2KunglsI1La6nXJrlwXXcwtoxXPWbsy8gOjBnzrU-PpBQ3AyH7evW4ddAn6H2Mn3Ad2Van4mfCFFKGWzQ48lUgyMKs0clOIIfyU8Zh', 'width': 4000}]",ChIJRU-xkhA7hzIRNMM3zS5PMVQ,4.4,ChIJRU-xkhA7hzIRNMM3zS5PMVQ,"['tourist_attraction', 'point_of_interest', 'establishment']",19.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJRU-xkhA7hzIRNMM3zS5PMVQ
OPERATIONAL,"42WF+FG8, Parentek, Lembean Timur, Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1461615, 'lng': 125.0238223}, 'viewport': {'northeast': {'lat': 1.147503029892722, 'lng': 125.0251897298927}, 'southwest': {'lat': 1.144803370107278, 'lng': 125.0224900701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanjung Atep Oki,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117888149889374313280"">Patrik Manopo</a>'], 'photo_reference': 'AUGGfZltjQBf1Bh2L_WNVstOs2cSmrdwJxnpQkkJPnV-JF16fH_BzBVT9stf-HyqXqcm257d8mKbsZeQN08ZzpM2iuHzrw_eepmAECowe4du74YoPlEoKmhuVUFMp3nvEjVVexd-Hw7e4cKMkoAOSl4fW-KsTHwD7YDBVJ-hZ53k_bvlrFo', 'width': 4624}]",ChIJU6Pr5uw7hzIRREG2daCCTY4,5.0,ChIJU6Pr5uw7hzIRREG2daCCTY4,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJU6Pr5uw7hzIRREG2daCCTY4
OPERATIONAL,"Jl. Trans Sulawesi Jembatan, Parentek, Kec. Lembean Tim., Kabupaten Minahasa, Sulawesi Utara, Indonesia","{'location': {'lat': 1.1372348, 'lng': 125.0180681}, 'viewport': {'northeast': {'lat': 1.138537279892722, 'lng': 125.0194655798927}, 'southwest': {'lat': 1.135837620107278, 'lng': 125.0167659201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Toro Beach Minahasa,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107015551690163655408"">A Google User</a>'], 'photo_reference': 'AUGGfZlE7fDa46fA5oXMlrOV0xSOPR2e0xtWpxBu-DJ2SYol_bJ-8E2RYsIzD51HAeJ-CU1hGZDBv1JJkNYu_U1WHp0GGYYFrkS3S2CrcZ3T-IWT8evvSLIVaisshONwCokXU3pQUozTc3a4PSpAzOk2AkynurwffuMCMRZHDOPIpgP9Z9RP', 'width': 4000}]",ChIJW9XI3rs7hzIRU02nDRM0ffA,4.6,ChIJW9XI3rs7hzIRU02nDRM0ffA,"['tourist_attraction', 'local_government_office', 'point_of_interest', 'establishment']",23.0,"{'compound_code': '42P9+V6 Parentek, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH742P9+V6'}",,https://www.google.com/maps/place/?q=place_id:ChIJW9XI3rs7hzIRU02nDRM0ffA
