business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"7768+WH2, Unnamed Road, Tlk. Siantan, Siantan Tengah, Kabupaten Kepulauan Anambas, Kepulauan Riau, Indonesia","{'location': {'lat': 3.2622557, 'lng': 106.2664014}, 'viewport': {'northeast': {'lat': 3.263305479892722, 'lng': 106.2681445298927}, 'southwest': {'lat': 3.260605820107277, 'lng': 106.2654448701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Keramat Siantan,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116657962785164589159"">Dhodye Adrian</a>'], 'photo_reference': 'AUGGfZnAkcqf4afgJqU2czeeuesTd63jvHFaxG9TCRipg2EviuJWcMKFY-IEQdl_sZBjxOk4SCX-wMIctwucPGY7RHA0rXFjbUSuxyk9Hm1UbaTgioeQvZY6YYK4q13btAtnHQBj97gaB9LjcjugVdc13ywCu9YOHE9DOqsBteqUvcS9bNJl', 'width': 3472}]",ChIJ5UirfZNtwjERCZ0VBUhds5k,4.8,ChIJ5UirfZNtwjERCZ0VBUhds5k,"['tourist_attraction', 'point_of_interest', 'establishment']",13,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5UirfZNtwjERCZ0VBUhds5k
CLOSED_TEMPORARILY,"X556+J6, Mengkait, South Siantan, Kepulauan Anambas Regency, Riau Islands, Indonesia","{'location': {'lat': 2.9591162, 'lng': 106.1605852}, 'viewport': {'northeast': {'lat': 2.960466029892722, 'lng': 106.1619350298927}, 'southwest': {'lat': 2.957766370107278, 'lng': 106.1592353701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lubang Tamban Island,,ChIJ6bAQy56LwjERy-PJ54ltcNM,5.0,ChIJ6bAQy56LwjERy-PJ54ltcNM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,,,https://www.google.com/maps/place/?q=place_id:ChIJ6bAQy56LwjERy-PJ54ltcNM
OPERATIONAL,"795Q+CM9, Batu Belah, East Siantan, Kepulauan Anambas Regency, Riau Islands, Indonesia","{'location': {'lat': 3.2585298, 'lng': 106.3892266}, 'viewport': {'northeast': {'lat': 3.259879629892722, 'lng': 106.3905764298927}, 'southwest': {'lat': 3.257179970107277, 'lng': 106.3878767701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mengkian Panjang,"[{'height': 3639, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110361613421618717755"">Dadam eri</a>'], 'photo_reference': 'AUGGfZl5H3q4Q3C5tfawZQF80BJKQjTNQe4grQnt6LOcx1izsXnnE-wbN50eYaIo7ViZ7l_IsbtL2pLZOxAn4c4IU43ZG5DAdTHY3aioQAspHgfX9uruyYE4_UpJPwdoYy1gmlbWI1u-zKlYaTMTV2go_8ThrUQg7CMKejYvpT-XFKo4jjg-', 'width': 4854}]",ChIJSwoW8nVzwjERnQ1LHHbDzWU,4.3,ChIJSwoW8nVzwjERnQ1LHHbDzWU,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJSwoW8nVzwjERnQ1LHHbDzWU
OPERATIONAL,"7756+M7, Teluk Siantan, Central Siantan, Kepulauan Anambas Regency, Riau Islands 29783, Indonesia","{'location': {'lat': 3.259144, 'lng': 106.260641}, 'viewport': {'northeast': {'lat': 3.260670329892722, 'lng': 106.2621992298927}, 'southwest': {'lat': 3.257970670107277, 'lng': 106.2594995701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arung Tuampa,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101037668356044167706"">Kkokok Kusuma</a>'], 'photo_reference': 'AUGGfZm-XuHd7CzC9rvbIeRdk3etm5H0zkKcNP1rVWyg8oCluAg6r-lojH9cmeyZvoQQ1d0lkjfUjS1piqw_o2gz7I-9H54aVve-WuauPc2A9OdP3N1Rw4CgbCDliFl9OPpT1Kzr5H3jmtbQptLTc_-xMDt16SqJIFoGWBEr74O8tR_mTeZ0', 'width': 3468}]",ChIJ1QcF-uNtwjERmAaVpHCt3AA,0.0,ChIJ1QcF-uNtwjERmAaVpHCt3AA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1QcF-uNtwjERmAaVpHCt3AA
OPERATIONAL,"38MM+X76, Nyamuk, East Siantan, Kepulauan Anambas Regency, Riau Islands, Indonesia","{'location': {'lat': 3.0849118, 'lng': 106.3331345}, 'viewport': {'northeast': {'lat': 3.086261629892722, 'lng': 106.3344843298927}, 'southwest': {'lat': 3.083561970107278, 'lng': 106.3317846701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Playang,,ChIJX-soTgBlwjER3QUFUdqZlnM,0.0,ChIJX-soTgBlwjER3QUFUdqZlnM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJX-soTgBlwjER3QUFUdqZlnM
OPERATIONAL,"57JF+7R, Batu Belah, East Siantan, Kepulauan Anambas Regency, Riau Islands, Indonesia","{'location': {'lat': 3.1807235, 'lng': 106.2745459}, 'viewport': {'northeast': {'lat': 3.182092429892722, 'lng': 106.2758263798927}, 'southwest': {'lat': 3.179392770107277, 'lng': 106.2731267201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Mangrove Temburun,"[{'height': 1868, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110678341890593102650"">jimmy syahrasyid</a>'], 'photo_reference': 'AUGGfZnOyxQwDpg0ghRJJa-VhGZ6ePjNAHmozMd07Rcd60ojF9HjhBWIiPK8Mk6TC1o14Ka5ySydeBzI_hxlZUhsuCcCdeKdnhnCG7Dr2hZ-562eRsx2EgK49MDMlT6Zjo6ML-HFBHCDSNRmXsgTO_T8_oimgVdiaVX3tmZULLn-f-ivxr4a', 'width': 4000}]",ChIJP2jFUDxvwjERfzhncINHP1g,5.0,ChIJP2jFUDxvwjERfzhncINHP1g,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJP2jFUDxvwjERfzhncINHP1g
OPERATIONAL,"57JF+C86, Tarempa Timur, Siantan, Kepulauan Anambas Regency, Riau Islands, Indonesia","{'location': {'lat': 3.1810469, 'lng': 106.2733157}, 'viewport': {'northeast': {'lat': 3.182243529892722, 'lng': 106.2751852298927}, 'southwest': {'lat': 3.179543870107278, 'lng': 106.2724855701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Temburun Waterfall,"[{'height': 2600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100502161425466179776"">A Google User</a>'], 'photo_reference': 'AUGGfZkyCYgaapEojIh0L3_RROzElE78Z1l0MlcOK2Y529av8B_t1Axyo_iXpRKhXrP6GcHQt8MdXDUuTzHMut1_A2_i6fUmuVgrrhEqlV3UqLDpaWxsIF8AKSrrzKhmyI2H9tkJmYcjXp_uhhPj-WniHDwIusEhwJ2YrtHYsFqoM8DBl6q7', 'width': 4624}]",ChIJA6YG67FuwjERdUo3vkl4upU,4.6,ChIJA6YG67FuwjERdUo3vkl4upU,"['tourist_attraction', 'point_of_interest', 'establishment']",127,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJA6YG67FuwjERdUo3vkl4upU
OPERATIONAL,"87W8+CVF, Batu Ampar, Kec. Kute Siantan, Kabupaten Kepulauan Anambas, Kepulauan Riau, Indonesia","{'location': {'lat': 3.346606, 'lng': 106.266887}, 'viewport': {'northeast': {'lat': 3.347926479892723, 'lng': 106.2682229298927}, 'southwest': {'lat': 3.345226820107278, 'lng': 106.2655232701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah lin,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117971310822792945643"">A Google User</a>'], 'photo_reference': 'AUGGfZmPFWMHaEcGsygTLvb_-jgf8NOKemuheagfITHG34ltzM5pETqjwjj2ZpnYnbiJUxHfzgysaxmdv1_96pxY5i3y8pb628RiJ7S0BTBiLmGa1wxHLxlPq7Gy8hHojxM6dWgertyLkGD4jFT-arOEOOaS54zdcGetWVER9UIQJXPWdpXk', 'width': 4608}]",ChIJy8kknOkTwjERq_RugDKAROs,0.0,ChIJy8kknOkTwjERq_RugDKAROs,"['point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJy8kknOkTwjERq_RugDKAROs
CLOSED_TEMPORARILY,"592P+RH, Batu Belah, East Siantan, Kepulauan Anambas Regency, Riau Islands, Indonesia","{'location': {'lat': 3.1521106, 'lng': 106.3863894}, 'viewport': {'northeast': {'lat': 3.153460429892722, 'lng': 106.3877392298927}, 'southwest': {'lat': 3.150760770107278, 'lng': 106.3850395701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Selat Rangsang,"[{'height': 381, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115775515202198173368"">A Google User</a>'], 'photo_reference': 'AUGGfZk6gmi2HK6eO_ywlGLHI96wB-7pzeKC-k8XvBuduw-k-bDQ0EHTPs2-Xk6ysKf-DulUxHbu5cXuqWkx7fk090pJbtce4vLD3WY8GqJgHFcPIMaeEM0-i4FrLDor1AWMaOiCw-hdgplhP1dm62x_Y82URKP3AlposEsDB5tCfLFPawen', 'width': 561}]",ChIJJyb9DNNxwjER-K37AeYFKxs,0.0,ChIJJyb9DNNxwjER-K37AeYFKxs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJJyb9DNNxwjER-K37AeYFKxs
OPERATIONAL,"773G+69, Air Sena, Central Siantan, Kepulauan Anambas Regency, Riau Islands, Indonesia","{'location': {'lat': 3.2532293, 'lng': 106.276338}, 'viewport': {'northeast': {'lat': 3.254394179892722, 'lng': 106.2776584798927}, 'southwest': {'lat': 3.251694520107277, 'lng': 106.2749588201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Keramba tancap,,ChIJvxScJv5twjERqc0j27FXrNw,0.0,ChIJvxScJv5twjERqc0j27FXrNw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJvxScJv5twjERqc0j27FXrNw
