business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"Jl. Merdeka No.266, Tengah, Kec. Delta Pawan, Kabupaten Ketapang, Kalimantan Barat 78821, Indonesia","{'location': {'lat': -1.8472824, 'lng': 109.9702448}, 'viewport': {'northeast': {'lat': -1.845986820107278, 'lng': 109.9714974298927}, 'southwest': {'lat': -1.848686479892722, 'lng': 109.9687977701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kelenteng Tua Pek Kong,"[{'height': 2660, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111878561942098388216"">Frans Hermanto</a>'], 'photo_reference': 'AUGGfZm5UBCcVFmelBvWVxHKXlazEHb6qLRoMvLEejhwY2Ng8oeZtNsbvk_qTi0kbnE87ti-IT507f3uMMhPrW9uIk8SonTSUJfja4LLgJse_5JEQrIC7v7ObtjdeRr7kRWZBFJVHUz2VC4zjoOIv_ARh6hOu2LOkKH6iX-WuvqYmgTnw9JE', 'width': 3985}]",ChIJHzhb-RQYBS4RR92G45P9v54,"{'compound_code': '5X3C+33 Tengah, Ketapang Regency, West Kalimantan, Indonesia', 'global_code': '6PCF5X3C+33'}",4.2,ChIJHzhb-RQYBS4RR92G45P9v54,"['place_of_worship', 'tourist_attraction', 'point_of_interest', 'establishment']",227,,,https://www.google.com/maps/place/?q=place_id:ChIJHzhb-RQYBS4RR92G45P9v54
OPERATIONAL,"5XRX+XC, Sukaharja, Delta Pawan, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.8075244, 'lng': 109.9985202}, 'viewport': {'northeast': {'lat': -1.8064055, 'lng': 110.0003122298927}, 'southwest': {'lat': -1.810881099999999, 'lng': 109.9976125701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,GERBANG HUTAN KOTA AKAR BERGANTUNG,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102425311457222931850"">A Google User</a>'], 'photo_reference': 'AUGGfZmYg9e3T9TYwALAQKL0ZC7aF5isReUi-CDL8BB440g5I_VaiQ3PddmRVzYmzEe7FssFpXJ4gSdT4aqbkYSOy0J_imnV4HaoZ33JaEm7vAbjOfan1ZMkDYy9-JyCMUQov6teUro4IPjQheBjC_ieMAKZlFoUcvBBWiPZlgdb-Krqp_n2', 'width': 4000}]",ChIJZwcFFOoZBS4RO6L4WjlxZVE,,4.7,ChIJZwcFFOoZBS4RO6L4WjlxZVE,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,,https://www.google.com/maps/place/?q=place_id:ChIJZwcFFOoZBS4RO6L4WjlxZVE
OPERATIONAL,"CWGC+M8Q, Jl. Ahmad Yani, Betenung, Kec. Nanga Tayap, Kabupaten Ketapang, Kalimantan Barat 78873, Indonesia","{'location': {'lat': -1.5732793, 'lng': 110.9208568}, 'viewport': {'northeast': {'lat': -1.571939070107278, 'lng': 110.9221957798927}, 'southwest': {'lat': -1.574638729892722, 'lng': 110.9194961201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Provincial Boundary Marker between West and Central Kalimantan,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111236340251279918604"">A Google User</a>'], 'photo_reference': 'AUGGfZm4unK1JCJlVZyLgi-rAGhR4M-F_g0VTfCiuzOytNxvlUdvywsWJz5Z73X1zxDeefDAbSsgEqiYUZGL0FUCIcc4dNGpBUv37FnZtTpsT3LraoC8DcBBk2S0-NbHAtW0CK84yfPQ0OA_xmmLc5HwLtK10r-y5YJeVFeHnMqfLfwtSJM', 'width': 4624}]",ChIJK06lFHgvBC4Rc691lXAGLN0,,4.6,ChIJK06lFHgvBC4Rc691lXAGLN0,"['tourist_attraction', 'point_of_interest', 'establishment']",223,,,https://www.google.com/maps/place/?q=place_id:ChIJK06lFHgvBC4Rc691lXAGLN0
OPERATIONAL,"Jl. H. Murni No.34, Tengah, Kec. Delta Pawan, Kabupaten Ketapang, Kalimantan Barat 78811, Indonesia","{'location': {'lat': -1.841533, 'lng': 109.9719417}, 'viewport': {'northeast': {'lat': -1.840154020107277, 'lng': 109.9732795798927}, 'southwest': {'lat': -1.842853679892722, 'lng': 109.9705799201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rompong,,ChIJVyA9jXEZBS4R8VfyVCstm04,"{'compound_code': '5X5C+9Q Tengah, Ketapang Regency, West Kalimantan, Indonesia', 'global_code': '6PCF5X5C+9Q'}",5.0,ChIJVyA9jXEZBS4R8VfyVCstm04,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJVyA9jXEZBS4R8VfyVCstm04
CLOSED_TEMPORARILY,"4233+G52, Jl. Rahadi Ismail, Padang, Kec. Benua Kayong, Kabupaten Ketapang, Kalimantan Barat 78822, Indonesia","{'location': {'lat': -1.8962414, 'lng': 110.0028929}, 'viewport': {'northeast': {'lat': -1.894868320107278, 'lng': 110.0042670798927}, 'southwest': {'lat': -1.897567979892722, 'lng': 110.0015674201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gapura Batas Kota,,ChIJ2exRxksXBS4RFgQiACdZ1ew,,4.0,ChIJ2exRxksXBS4RFgQiACdZ1ew,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,,https://www.google.com/maps/place/?q=place_id:ChIJ2exRxksXBS4RFgQiACdZ1ew
OPERATIONAL,"4XQJ+897, Mulia Kerta, Benua Kayong, Ketapang Regency, West Kalimantan 78821, Indonesia","{'location': {'lat': -1.8616747, 'lng': 109.9808716}, 'viewport': {'northeast': {'lat': -1.860267770107278, 'lng': 109.9821532298927}, 'southwest': {'lat': -1.862967429892723, 'lng': 109.9794535701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Keraton Matan Kayong Ketapang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106675863245688803119"">maulana pradika</a>'], 'photo_reference': 'AUGGfZm7t2Np6fl5DT-QzI_XKmKt4tRDycTiSCR3WSS-6PeXU512hxf-abxhjhdH0-ASLblWcKGEsshnTYRw8t5-ydriyJO0PyI0UYixUMHZmKBspcIyPqox0u1HOtcfNIQN6ZU8W0bd6fZiaqfSyQon04n7GuCjLn3z02gPY8qf7CtOEE9q', 'width': 4000}]",ChIJ347MbyQYBS4RAr1hKlBQIEU,,4.5,ChIJ347MbyQYBS4RAr1hKlBQIEU,"['tourist_attraction', 'point_of_interest', 'establishment']",583,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJ347MbyQYBS4RAr1hKlBQIEU
OPERATIONAL,"6235+5G, Suka Ramai, Manis Mata, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -2.7970047, 'lng': 111.0087934}, 'viewport': {'northeast': {'lat': -2.795654870107278, 'lng': 111.0101432298927}, 'southwest': {'lat': -2.798354529892722, 'lng': 111.0074435701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Berais kapat,,ChIJDy60QwAtDy4R9fxXJ-X-yvA,,0.0,ChIJDy60QwAtDy4R9fxXJ-X-yvA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJDy60QwAtDy4R9fxXJ-X-yvA
OPERATIONAL,"7XHV+FX4, kecamatan Muara Pawan desa Awan Kiri River, dusun Tanjung, belandang, Kec. Muara Pawan, Kabupaten Ketapang, Kalimantan Barat 78813, Indonesia","{'location': {'lat': -1.7213728, 'lng': 109.9949395}, 'viewport': {'northeast': {'lat': -1.720024720107278, 'lng': 109.9962892298927}, 'southwest': {'lat': -1.722724379892722, 'lng': 109.9935895701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanjung Belandang,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104119239037036847688"">A Google User</a>'], 'photo_reference': 'AUGGfZm6HALq-x8-cJDQoYEiO2-lWR-TM4oj5QllwEERC7e41X11LJad0bzKQ7JjiuIebjHO-kZRKxr1dn2R1wAlkt-1hjxY8utYKj4n6KNhoKfUyvmSixi99pDNIAfYjMySNt7JImixJhCKTgQoka7U6X0QQQuv9ZHRnhBKk5gb1AGd5ozZ', 'width': 9248}]",ChIJU2D6girgBC4RBwurbGbLwGc,,4.1,ChIJU2D6girgBC4RBwurbGbLwGc,"['tourist_attraction', 'point_of_interest', 'establishment']",413,,,https://www.google.com/maps/place/?q=place_id:ChIJU2D6girgBC4RBwurbGbLwGc
OPERATIONAL,"5XXV+93, Sukaharja, Delta Pawan, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.8015236, 'lng': 109.9927005}, 'viewport': {'northeast': {'lat': -1.7997119, 'lng': 109.9939016298927}, 'southwest': {'lat': -1.8069587, 'lng': 109.9912019701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan jujung ikan,,ChIJ3_mZ96oZBS4Rg6II2KvtRy8,,0.0,ChIJ3_mZ96oZBS4Rg6II2KvtRy8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ3_mZ96oZBS4Rg6II2KvtRy8
OPERATIONAL,"Suka Bangun, Delta Pawan, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.7967935, 'lng': 109.9524154}, 'viewport': {'northeast': {'lat': -1.795504970107278, 'lng': 109.9537933298927}, 'southwest': {'lat': -1.798204629892723, 'lng': 109.9510936701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Adat Melayu,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111348996895507242277"">A Google User</a>'], 'photo_reference': 'AUGGfZnwuEa-y1yquXhnwZCfH8j_PVWfeOyvyBV-yUvN1d4QRal0n0fwgSjegXbBypB--4LK5J-ZXTLtnUGf_QESdbJbza2t8jDXYNIFUQrm0TFKBU1lY2mAJqZpaIntdx1AXXxLPhcZfkiw6VT774mM4eTFZlRXNIY-TIChgKHl_dpj-Ls', 'width': 4000}]",ChIJo1vc-Z8ZBS4R_dWxCU1x8Z0,"{'compound_code': '6X32+7X Suka Bangun, Ketapang Regency, West Kalimantan, Indonesia', 'global_code': '6PCF6X32+7X'}",4.5,ChIJo1vc-Z8ZBS4R_dWxCU1x8Z0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJo1vc-Z8ZBS4R_dWxCU1x8Z0
