formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,url
"Mekar Jaya, Sungai Melayu Rayak, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.7766864, 'lng': 110.409675}, 'viewport': {'northeast': {'lat': -1.7655337, 'lng': 110.4256824}, 'southwest': {'lat': -1.787839, 'lng': 110.3936676}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mekar Jaya,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108638328096408909045"">ariansah O</a>'], 'photo_reference': 'AUGGfZkk2bgi9VAu_6RXsOLufrBoRcbGljIGJqI8K1cpBtHG1SjeBFlypx_2SQJKdfs9ITdSf0dB3ocAdF5ax0iQMUJ-dRt6kW4LYQLkcvbNPU9SzIIEQ97LqoJ3hRAyMFSrlbgKRLDwHl1E-N0V2ibVdkBEljmzxTRGMOMmxu3xed4Cu1ls', 'width': 3000}]",ChIJabAvou6rBS4Rtad4sEVH4to,ChIJabAvou6rBS4Rtad4sEVH4to,"['locality', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJabAvou6rBS4Rtad4sEVH4to
"Sungai Melayu, Sungai Melayu Rayak, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.8719727, 'lng': 110.4619591}, 'viewport': {'northeast': {'lat': -1.753039, 'lng': 110.51502}, 'southwest': {'lat': -2.067039, 'lng': 110.4289031}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Melayu,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108638328096408909045"">ariansah O</a>'], 'photo_reference': 'AUGGfZmwPOB-8G-O6XNXgkwOo5V9ng3tzMVIraV9WkmDN05ucAPGDlBBDFkkc1fSfEEnDNP9-1mc6P2YSE6K_BGh-5dLay0NXl2yk79052BOKIBIQp-OwUK2yonDDq67QpkeeccUjoUxesdt2UOJhN_RVKXKUAVZgQISfzBPssbajmyfxGEo', 'width': 3000}]",ChIJbbgRRFikBS4RM8B-hXihoJA,ChIJbbgRRFikBS4RM8B-hXihoJA,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJbbgRRFikBS4RM8B-hXihoJA
"Jl. Sungai Melayu Rayak, Sungai Melayu Jaya, Kec. Sungai Melayu Rayak, Kabupaten Ketapang, Kalimantan Barat 78874, Indonesia","{'location': {'lat': -1.7931066, 'lng': 110.4408976}, 'viewport': {'northeast': {'lat': -1.791756770107278, 'lng': 110.4422474298927}, 'southwest': {'lat': -1.794456429892723, 'lng': 110.4395477701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisata Maloy Indah,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107849033466016916191"">rio n</a>'], 'photo_reference': 'AUGGfZlHEFUA8QEO5rQfdKscGyxoVBi_B_VKINL5t-OaPBMx-dRDYZwWprZJPBa2I5UOlxFwivUiUPv7TKD1AjYDb3B2GjlDPislypWsxHp_BrLL3LLpeC5eQkoP-6Z1acVjkVxwh5x_tyuC6nKEeN3Tan7yu_Fwa7n7_PpIVGjx7gHlPTME', 'width': 3714}]",ChIJ0_5m0fqvBS4R9a_zEr-RWVw,ChIJ0_5m0fqvBS4R9a_zEr-RWVw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '6C4R+Q9 Melayu Jaya River, Ketapang Regency, West Kalimantan, Indonesia', 'global_code': '6PCG6C4R+Q9'}",4.5,4.0,,https://www.google.com/maps/place/?q=place_id:ChIJ0_5m0fqvBS4R9a_zEr-RWVw
"6F6F+P7P, Unnamed Road, Sungai Melayu, Kec. Sungai Melayu Rayak, Kabupaten Ketapang, Kalimantan Barat 78874, Indonesia","{'location': {'lat': -1.7881541, 'lng': 110.4732169}, 'viewport': {'northeast': {'lat': -1.78544435, 'lng': 110.47442275}, 'southwest': {'lat': -1.78905735, 'lng': 110.46959935}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelingkai Hills,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105137558813982678091"">Slamet Ardiansyah</a>'], 'photo_reference': 'AUGGfZkX2jQw7YWrC9XbgM1WhiQ3ry4xQjE_zOlYREbePkQ9CKYZACeKUV1G0Yw7LYxsVB74b0MOsD2V6vctCKC4ECzZQMla5L2LIswxG8LY8vkHzpv67PG6QL8fjMndGJPbOBCGhcJQah_J4kCjDXVmM_fBZAtRCDhmv2iAuqTh6yLgUAdu', 'width': 4032}]",ChIJJcWvihitBS4RJ5nX2yygVb4,ChIJJcWvihitBS4RJ5nX2yygVb4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,5.0,2.0,,https://www.google.com/maps/place/?q=place_id:ChIJJcWvihitBS4RJ5nX2yygVb4
"6C4R+P9R, Jalan, Melayu Jaya River, Sungai Melayu Rayak, Ketapang Regency, West Kalimantan 78874, Indonesia","{'location': {'lat': -1.7931435, 'lng': 110.440894}, 'viewport': {'northeast': {'lat': -1.791793670107278, 'lng': 110.4422438298927}, 'southwest': {'lat': -1.794493329892723, 'lng': 110.4395441701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teras awan bukit maloy,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107849033466016916191"">rio n</a>'], 'photo_reference': 'AUGGfZlgebihk_UjUNbyRc7fBwjf8tYWFXFvjQeVUl8BjCoEWOi7afL8USWlBTrZNdKlktenaVGKQKdqima8rIbc8KSX0vuCNvV1DrSpCL3zMT8Qq--QIXvo0VY_CHvLGVJ85mdpLRxRCKauDIAWZrRRhKnZ5XttuGcbjjKjiR_OAtCa-1KO', 'width': 3714}]",ChIJmysgey2vBS4RfDPQ6hCD7TY,ChIJmysgey2vBS4RfDPQ6hCD7TY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.4,14.0,,https://www.google.com/maps/place/?q=place_id:ChIJmysgey2vBS4RfDPQ6hCD7TY
"Melayu Baru River, Sungai Melayu Rayak, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.9921658, 'lng': 110.402376}, 'viewport': {'northeast': {'lat': -1.9434339, 'lng': 110.433408}, 'southwest': {'lat': -2.05538, 'lng': 110.369269}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Melayu Baru River,,ChIJR9G5jsKhBS4Rg6lQoX5NSQY,ChIJR9G5jsKhBS4Rg6lQoX5NSQY,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJR9G5jsKhBS4Rg6lQoX5NSQY
"6C69+7W, Melayu Jaya River, Sungai Melayu Rayak, Ketapang Regency, West Kalimantan 78822, Indonesia","{'location': {'lat': -1.7893054, 'lng': 110.4197796}, 'viewport': {'northeast': {'lat': -1.787961520107278, 'lng': 110.4208531298927}, 'southwest': {'lat': -1.790661179892722, 'lng': 110.4181534701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata agrobisnis Akhyar,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115950703734155413526"">Mas priyo MP</a>'], 'photo_reference': 'AUGGfZmU6T22lAPVuGzuvlkINoxNcUMkF3wecZbIbfZrk-7rZkiNYMB2gEdaluBCJB0WMuf2cG1JsP9-bLx_FKzGgLszpS2ApjNEtlxcUDyv9NbPxP3PYTgfK7MaOb8Qb3eJmhAViS6VswherG_hUG183Pya0Ou2XBDcxVJiGMDZugCHPnns', 'width': 3120}]",ChIJ795l5KarBS4Rag0TX8voRL8,ChIJ795l5KarBS4Rag0TX8voRL8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJ795l5KarBS4Rag0TX8voRL8
"6C5J+8WG, Melayu Jaya River, Sungai Melayu Rayak, Ketapang Regency, West Kalimantan 78874, Indonesia","{'location': {'lat': -1.7916918, 'lng': 110.4323404}, 'viewport': {'northeast': {'lat': -1.790341970107277, 'lng': 110.4336902298927}, 'southwest': {'lat': -1.793041629892722, 'lng': 110.4309905701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Bukit Maloy,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115239036607649105550"">A Google User</a>'], 'photo_reference': 'AUGGfZmbJKaZpPPG7fobYG14b7dFiMBjWeSSJYtDJb3dPuOL7Z0zo64HjydEU7E317cSxvpqCM0e79s737Tj-M6Ztp-nu_LHS5lJC6p2Kw9z1bJqZEjtIKuvBo0zCproPGJj7nf-G_odkAE6RbP9qUfgyfvM96uj21E0kEvL9Xl2RVs7OIKc', 'width': 3840}]",ChIJpWadnL6vBS4RfxUz1FjDjlQ,ChIJpWadnL6vBS4RfxUz1FjDjlQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.5,8.0,,https://www.google.com/maps/place/?q=place_id:ChIJpWadnL6vBS4RfxUz1FjDjlQ
"Sungai Melayu Rayak, Ketapang Regency, West Kalimantan, Indonesia","{'location': {'lat': -1.8922109, 'lng': 110.49251}, 'viewport': {'northeast': {'lat': -1.640495, 'lng': 110.51502}, 'southwest': {'lat': -2.067039, 'lng': 110.3593289}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Melayu Rayak,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116155269528261750239"">A Google User</a>'], 'photo_reference': 'AUGGfZn0nOXXR9DNbwdHlvhlexAz3f09tfHCSGOtCCuN_ZUzwszN-G3Uls4t22dg5BRClZ7VFZhcC6n6mLNrAr4I8M2G8e0PG3dvi16iwcc8Lxmx5KyevCPniIjFucMTjzN4yvMIu4kcqC-fhxH4Yorx8i1o0pu5-4R34tm05kXYVuQQ0f6E', 'width': 1080}]",ChIJJ1qp40-vBS4RAi6jpjn7klU,ChIJJ1qp40-vBS4RAi6jpjn7klU,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJ1qp40-vBS4RAi6jpjn7klU
"6F96+2C7, Unnamed Road, Sungai Melayu, Kec. Sungai Melayu Rayak, Kabupaten Ketapang, Kalimantan Barat 78874, Indonesia","{'location': {'lat': -1.7824746, 'lng': 110.4610319}, 'viewport': {'northeast': {'lat': -1.780466170107278, 'lng': 110.4626024298927}, 'southwest': {'lat': -1.783165829892722, 'lng': 110.4599027701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Riam Belimbing,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113675543941017766718"">A Google User</a>'], 'photo_reference': 'AUGGfZlJtE-2p8qWBoqcus7c4Sh9KuNcE1zQGGxk2lwYNg7_lhRygHKv0W4VwiE26AiYDTZKtRDJf8o7tn7Sk-c56JXsDl0xxnhgkGWb0fZfX4Rv0z_ZLouK7WcIH_PevtIHaajc1thZAUhFfsUtaRmowkqL7FqaMyuibIJrgSFfFz6e4juE', 'width': 3840}]",ChIJvWUCdyWsBS4R2XybQfmv6r0,ChIJvWUCdyWsBS4R2XybQfmv6r0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.0,53.0,,https://www.google.com/maps/place/?q=place_id:ChIJvWUCdyWsBS4R2XybQfmv6r0
