business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,url
OPERATIONAL,"42V7+W7V, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","{'location': {'lat': 1.144881, 'lng': 104.0132111}, 'viewport': {'northeast': {'lat': 1.146354979892722, 'lng': 104.0144572798927}, 'southwest': {'lat': 1.143655320107278, 'lng': 104.0117576201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jabal Arafah Mosque Tower,ChIJszNWAgCJ2TERSYJeh4QsypA,0.0,ChIJszNWAgCJ2TERSYJeh4QsypA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJszNWAgCJ2TERSYJeh4QsypA
OPERATIONAL,"Jl. Raden Patah Blok I n 0.1-2, Kota Batam, Kepulauan Riau 29432, Indonesia","{'location': {'lat': 1.136932, 'lng': 104.0162817}, 'viewport': {'northeast': {'lat': 1.138239829892722, 'lng': 104.0176224798927}, 'southwest': {'lat': 1.135540170107278, 'lng': 104.0149228201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PT. Intan Alam Lestari,ChIJd7oncNGJ2TERLGOW5UVO6sQ,0.0,ChIJd7oncNGJ2TERLGOW5UVO6sQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '42P8+QG Lubuk Baja Kota, Batam City, Riau Islands, Indonesia', 'global_code': '6PH642P8+QG'}",,,https://www.google.com/maps/place/?q=place_id:ChIJd7oncNGJ2TERLGOW5UVO6sQ
OPERATIONAL,"Tanjung Uma RT 04 rw 01 no 188, Tj. Uma, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29432, Indonesia","{'location': {'lat': 1.1476217, 'lng': 103.9924353}, 'viewport': {'northeast': {'lat': 1.148986979892722, 'lng': 103.9940038298927}, 'southwest': {'lat': 1.146287320107278, 'lng': 103.9913041701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Uma Beach,ChIJG_Im3raL2TERiRk7S_AzRsE,1.0,ChIJG_Im3raL2TERiRk7S_AzRsE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': '4XXR+2X Tanjung Uma, Batam City, Riau Islands, Indonesia', 'global_code': '6PH54XXR+2X'}",{'open_now': False},"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101542385418981660655"">A Google User</a>'], 'photo_reference': 'AUGGfZkQoYPbnGIB_T1J9zUFgUWDWKdHy5chJS16JPZbZbUjNzdbeLLeuqk0ohBdXn26wYvvbOJNdugwWQPoM35FyY-FkNfhgbZynIgrcKs-AfiWG3NSzL5Q4DW0NTDTa0Ag9KWaSJD7E2Pndugs_D3_4htmZw0N2rWxi3qyN8OeMbnfnJSJ', 'width': 3968}]",https://www.google.com/maps/place/?q=place_id:ChIJG_Im3raL2TERiRk7S_AzRsE
OPERATIONAL,"42J5+QX3, Batu Selicin, Lubuk Baja, Batam City, Riau Islands, Indonesia","{'location': {'lat': 1.1318853, 'lng': 104.00992}, 'viewport': {'northeast': {'lat': 1.133241729892722, 'lng': 104.0112889798927}, 'southwest': {'lat': 1.130542070107278, 'lng': 104.0085893201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,X-Point,ChIJpUX8aC-J2TERB0QO646t8nY,5.0,ChIJpUX8aC-J2TERB0QO646t8nY,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111605312621951074068"">erwin alexander</a>'], 'photo_reference': 'AUGGfZltsdWwoTd_4HxxHS8Ebtnt9dhZ8Z0srbMYTTe057iSShLpCxVLVcWmkre4oBFXZEjXXlqvSSWxzE8W7ECBH3sdEDhc62dejMTc2KYDFIPq8iDUR9wZfn3ZFyK1riBHhrvU1AvJUAqqpP5NpjW9AEk8yP6noJD7oKqyYP6KuYzuzHnQ', 'width': 1800}]",https://www.google.com/maps/place/?q=place_id:ChIJpUX8aC-J2TERB0QO646t8nY
OPERATIONAL,"5247+H76, Kampung Seraya, Batu Ampar, Batam City, Riau Islands 29444, Indonesia","{'location': {'lat': 1.1564209, 'lng': 104.0131531}, 'viewport': {'northeast': {'lat': 1.157821729892722, 'lng': 104.0145932798927}, 'southwest': {'lat': 1.155122070107278, 'lng': 104.0118936201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Senyum,ChIJTb3ZC72J2TERgj2kd24hXtg,4.1,ChIJTb3ZC72J2TERgj2kd24hXtg,"['tourist_attraction', 'point_of_interest', 'establishment']",106,,{'open_now': True},"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117682480575515646924"">joko sulistiyo</a>'], 'photo_reference': 'AUGGfZna8o176NLfPex051XJ0JT8KiUm_YJH16aeKZbrmYlh8rTOJi9JPcfzsijufXC7T6CV2jp-4BpQ7q-7JF-QjFm5Qeuydz2NgCQ304T9uT8dmttScRKwDn6aaqnY6eUr__CYXVbhDc4sm405GphP0VCBrcch_vxAmxR1lVcvEZH9G0Vf', 'width': 2736}]",https://www.google.com/maps/place/?q=place_id:ChIJTb3ZC72J2TERgj2kd24hXtg
OPERATIONAL,"526R+RCG, Tanjung Buntung, Bengkong, Batam City, Riau Islands 29444, Indonesia","{'location': {'lat': 1.1620625, 'lng': 104.0410735}, 'viewport': {'northeast': {'lat': 1.163414479892722, 'lng': 104.0424230298927}, 'southwest': {'lat': 1.160714820107278, 'lng': 104.0397233701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Miniature House Indonesia,ChIJIbxJ4sWJ2TERYLGItAq6N4E,4.3,ChIJIbxJ4sWJ2TERYLGItAq6N4E,"['tourist_attraction', 'point_of_interest', 'establishment']",1380,,{'open_now': False},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106129810477677634867"">Paul Chin</a>'], 'photo_reference': 'AUGGfZkI-z3-t_g-zDFABstMU2UcJl9i1cEjlH7FVJjhtjwLld5unSgOQT6xFhdecNtY3bIeHwXnP-sVRdmSXJbAwgzzlimR4vNoCtrGYgdoT05sm1t3v8Nq8w_qJBmHFQ6dNHRwXGZLFjzmpI3k3wUdr4VyxkEGfre88m0M25mPGl0SWfse', 'width': 5312}]",https://www.google.com/maps/place/?q=place_id:ChIJIbxJ4sWJ2TERYLGItAq6N4E
OPERATIONAL,"Jl. Imam Bonjol, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","{'location': {'lat': 1.1449484, 'lng': 104.0134695}, 'viewport': {'northeast': {'lat': 1.146196679892722, 'lng': 104.0148797798927}, 'southwest': {'lat': 1.143497020107278, 'lng': 104.0121801201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Jabal Arafah Mosque,ChIJCWZVFoeJ2TERNYqdRP14ZkU,4.8,ChIJCWZVFoeJ2TERNYqdRP14ZkU,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",6043,"{'compound_code': '42V7+X9 Lubuk Baja Kota, Batam City, Riau Islands, Indonesia', 'global_code': '6PH642V7+X9'}",{'open_now': True},"[{'height': 2464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112872298232045856157"">azmifajrul</a>'], 'photo_reference': 'AUGGfZkl0ZXyI5TRDBPMw-DZDTr8z8kbkywOc7r_P51M3zhcDVvGx70T4ZfKbHuHfy_iJiuh68rVVmfxOLmQc49OLGNLEWTaFUS-6rEH965T3rtrLndw43OHeQe_gy51rLXGf1q6XBOEtEUWpXWfaAsTD6aqC_f075_yL2RG-MNMxGpjMiUN', 'width': 3280}]",https://www.google.com/maps/place/?q=place_id:ChIJCWZVFoeJ2TERNYqdRP14ZkU
OPERATIONAL,"42CC+97M, Jl. Sudirman, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","{'location': {'lat': 1.1209722, 'lng': 104.0206642}, 'viewport': {'northeast': {'lat': 1.122222129892722, 'lng': 104.0219532798927}, 'southwest': {'lat': 1.119522470107278, 'lng': 104.0192536201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,TAMAN DANG ANOM BATAM,ChIJp5TbSOuJ2TER_p5zbtDLG5g,4.5,ChIJp5TbSOuJ2TER_p5zbtDLG5g,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",185,,,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100789329870773801433"">Pande Made Rony Kurniawan</a>'], 'photo_reference': 'AUGGfZlMVlUNhHZN9ZPQGqgdSqRosweaJYhINWLGc3O4hDfLNOKAEkNSO6lB47vE4pM9AbIZ_3x4M0eCCBItijSOADk84zHHy0eWe9GQrQ5BCxnF8wRFtwVKiAs0rZeJy65GXniZGJe4JC_NaSGp_zDEGOuSczbycyKXy8zvNMd5mUuYDszC', 'width': 3648}]",https://www.google.com/maps/place/?q=place_id:ChIJp5TbSOuJ2TER_p5zbtDLG5g
OPERATIONAL,"4265+HV5 Waduk Ladi, Baloi Indah, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29427, Indonesia","{'location': {'lat': 1.1113889, 'lng': 104.0097222}, 'viewport': {'northeast': {'lat': 1.112454729892722, 'lng': 104.0112436298927}, 'southwest': {'lat': 1.109755070107278, 'lng': 104.0085439701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk Ladi,ChIJr1cDVdeJ2TER6PBSCd5OsBw,0.0,ChIJr1cDVdeJ2TER6PBSCd5OsBw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJr1cDVdeJ2TER6PBSCd5OsBw
OPERATIONAL,"4XXV+25X, Tanjung Uma, Lubuk Baja, Batam City, Riau Islands, Indonesia","{'location': {'lat': 1.1476105, 'lng': 103.9929885}, 'viewport': {'northeast': {'lat': 1.148956379892722, 'lng': 103.9942822298927}, 'southwest': {'lat': 1.146256720107278, 'lng': 103.9915825701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,beach of Tanjung Uma,ChIJ8ec29DqK2TERQb678LmyLcA,4.1,ChIJ8ec29DqK2TERQb678LmyLcA,"['tourist_attraction', 'point_of_interest', 'establishment']",170,,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103650749676135473650"">A Google User</a>'], 'photo_reference': 'AUGGfZnC-A7QOe9PazqBs0Ju5Dz-aCSN9eqpqvjNbA3opnaIzn5F7ribOLi0GkVRkL14K8xAIysB6k0WO9ZV2jmy2mQdymnIBJBSfbiG65ZWG8K58Uzw9VHvFm4Ryfjg5mkamiGuwLZIFm43o9A6tIZNCpZzfQBRCRgDZaOfJNFIN6kutz_t', 'width': 4608}]",https://www.google.com/maps/place/?q=place_id:ChIJ8ec29DqK2TERQb678LmyLcA
