business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,permanently_closed,url
OPERATIONAL,"RHPM+47J, RT.004/RW.008, Gembor, Kec. Periuk, Kota Tangerang, Banten 15133, Indonesia","{'location': {'lat': -6.1646613, 'lng': 106.5831462}, 'viewport': {'northeast': {'lat': -6.163764120107278, 'lng': 106.5844361298927}, 'southwest': {'lat': -6.166463779892722, 'lng': 106.5817364701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gelam area,ChIJf3zV6TL_aS4RD2k6dvzsdpg,0.0,ChIJf3zV6TL_aS4RD2k6dvzsdpg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJf3zV6TL_aS4RD2k6dvzsdpg
OPERATIONAL,"Jl. Periuk Jaya Permai 2 No.2, RT.005/RW.005, Periuk Jaya, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia","{'location': {'lat': -6.165700999999999, 'lng': 106.604168}, 'viewport': {'northeast': {'lat': -6.164351170107278, 'lng': 106.6055241298927}, 'southwest': {'lat': -6.167050829892722, 'lng': 106.6028244701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah naswa,ChIJ_6-cFzr_aS4RtGjt6ggd0cI,5.0,ChIJ_6-cFzr_aS4RtGjt6ggd0cI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'RJM3+PM Periuk Jaya, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJM3+PM'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJ_6-cFzr_aS4RtGjt6ggd0cI
OPERATIONAL,"Jl. Cemp. 3 No.125-112, RT.007/RW.005, Periuk Jaya, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia","{'location': {'lat': -6.1656293, 'lng': 106.6041861}, 'viewport': {'northeast': {'lat': -6.164279470107278, 'lng': 106.6055243298927}, 'southwest': {'lat': -6.166979129892722, 'lng': 106.6028246701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,A benduk,ChIJ4e_eBsn_aS4RXmFxqiEiOdA,4.8,ChIJ4e_eBsn_aS4RXmFxqiEiOdA,"['tourist_attraction', 'point_of_interest', 'establishment']",8,"{'compound_code': 'RJM3+PM Periuk Jaya, Tangerang City, Banten, Indonesia', 'global_code': '6P58RJM3+PM'}",{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105347485646564485520"">A Google User</a>'], 'photo_reference': 'AUGGfZkLKNezO1fOxhC9orT0PFeXxpalh3d4NjfxUTZ522Ypmo9CU3cIes4JQWUrDLExmSFIZSWmJmdJofMWfGHjeMCAyrQM8mzZVsLsBBrs-sPG89FixCalFEtrdNNLRx0y-z09tPpjgKHMYILhNOvsFbJVjoMOPPWP5gfvLXBUffjUFrzy', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ4e_eBsn_aS4RXmFxqiEiOdA
OPERATIONAL,"Jl. Melati II No.2, RT.002/RW.009, Sangiang Jaya, Kec. Periuk, Kota Tangerang, Banten 15132, Indonesia","{'location': {'lat': -6.183114199999999, 'lng': 106.5991831}, 'viewport': {'northeast': {'lat': -6.181764870107278, 'lng': 106.6005360298927}, 'southwest': {'lat': -6.184464529892722, 'lng': 106.5978363701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cimarhara Partantean,ChIJgfxZEk3_aS4RkGhZq-78bHw,5.0,ChIJgfxZEk3_aS4RkGhZq-78bHw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'RH8X+QM Sangiang Jaya, Tangerang City, Banten, Indonesia', 'global_code': '6P58RH8X+QM'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJgfxZEk3_aS4RkGhZq-78bHw
OPERATIONAL,"RJQ2+G27, Jl. Moh. Toha, RT.003/RW.002, Periuk Jaya, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia","{'location': {'lat': -6.1612129, 'lng': 106.6000514}, 'viewport': {'northeast': {'lat': -6.159874820107278, 'lng': 106.6013544798927}, 'southwest': {'lat': -6.162574479892722, 'lng': 106.5986548201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Situ Cangkring,ChIJ4xpOm2v_aS4Rhis1yutbs1g,4.3,ChIJ4xpOm2v_aS4Rhis1yutbs1g,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",93,,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109306178525540947760"">SopianSiganta Yan</a>'], 'photo_reference': 'AUGGfZmqJ2oDz1VHQcyhqTna_5rntug5oqeJtJlNeJKWRx-f2o413CJdACkUSmvD8ybsE-tWk4U1iJH05wiHb8f0txQPONaAnVVVRDkD88gx9KmHPHJYczJQcZhcqOIWBuS3g_Dvq9xWeLQNGLvvhrKInOAlxyo8h83qzptNfrdM424b7TQ', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJ4xpOm2v_aS4Rhis1yutbs1g
OPERATIONAL,"RHPQ+F6P, Periuk, Tangerang, Tangerang City, Banten, Indonesia","{'location': {'lat': -6.1637833, 'lng': 106.5880854}, 'viewport': {'northeast': {'lat': -6.162434170107278, 'lng': 106.5894363298927}, 'southwest': {'lat': -6.165133829892722, 'lng': 106.5867366701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedai Cangkruk Sri Jambul,ChIJE3biEAD_aS4Rx7zggiSkcOg,5.0,ChIJE3biEAD_aS4Rx7zggiSkcOg,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105786923402754464684"">A Google User</a>'], 'photo_reference': 'AUGGfZlGkojEtkcxbvmLAVw4owAew-cFPMUnmRXGG25Si7G2OYohJLFc_RU_6GJgRMr_0fal326PylDINM9rqJNHLiU8KcSxNtGG_B51iwfIyU0EEOO4vAf0Ma_ni7Z-SZOGWi8930d9RN6iuiNhe9LsUqAvALNXRgtgH9CF_5keLZSvQz8H', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJE3biEAD_aS4Rx7zggiSkcOg
OPERATIONAL,"RJV2+RWJ, RT.003/RW.007, Periuk Jaya, Periuk, Tangerang City, Banten 15131, Indonesia","{'location': {'lat': -6.155425, 'lng': 106.6022609}, 'viewport': {'northeast': {'lat': -6.154094070107278, 'lng': 106.6036105798927}, 'southwest': {'lat': -6.156793729892722, 'lng': 106.6009109201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Banjir Abadi,ChIJO7j5BgD_aS4RczlsIOehOOw,5.0,ChIJO7j5BgD_aS4RczlsIOehOOw,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115470760103975385587"">A Google User</a>'], 'photo_reference': 'AUGGfZnJqr8JJnsxTkpaUym0K875XG68dwf-x2u_CzoJ3gYVBc3WxmYUeUnRw9jYsPyHanW7Tzrg6OoLkiaEpgo9g7te0RJEbNOLiFJYl2xxfLXLt4lC5Gu32MArEyCfqIZphnio8O6lieaJr7DSA-oPxTHoCNN1N01XKRQYNHaUr5ygOezh', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJO7j5BgD_aS4RczlsIOehOOw
OPERATIONAL,"Jl. Tomang Jati II, RT.002/RW.017, Periuk, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia","{'location': {'lat': -6.168040299999999, 'lng': 106.5977707}, 'viewport': {'northeast': {'lat': -6.166685970107278, 'lng': 106.5991176798927}, 'southwest': {'lat': -6.169385629892722, 'lng': 106.5964180201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Lotus,ChIJOXpD9iL_aS4R7kWUuUdbKm0,5.0,ChIJOXpD9iL_aS4R7kWUuUdbKm0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'RHJX+Q4 Periuk, Tangerang City, Banten, Indonesia', 'global_code': '6P58RHJX+Q4'}",{'open_now': False},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111868789214323292723"">A Google User</a>'], 'photo_reference': 'AUGGfZmZn_vAL9tEE_6z-U3WkU1RHyT2JXMBwRbc4qVuozNmUFfLjexXVd4hALr__2_4A3KrveCtIQql3HPhf5WxJeGwZiK9u4oL5nU1Wwyrkd5zg-fDQ3D77v4mFLpqpqNMfMFgoUvKDk9ueRMy1QozbnOXapuSWieLBttyoJOV4i3l1Xgx', 'width': 4128}]",,https://www.google.com/maps/place/?q=place_id:ChIJOXpD9iL_aS4R7kWUuUdbKm0
OPERATIONAL,"Jl. Nusa Indah Raya II Blok NB4 No.28, RT.002/RW.017, Gebang Raya, Kec. Periuk, Kota Tangerang, Banten 15132, Indonesia","{'location': {'lat': -6.1632823, 'lng': 106.590259}, 'viewport': {'northeast': {'lat': -6.161932470107278, 'lng': 106.5916088298927}, 'southwest': {'lat': -6.164632129892722, 'lng': 106.5889091701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Tomang,ChIJh90iY-P_aS4RK_bCAtGzWrQ,4.3,ChIJh90iY-P_aS4RK_bCAtGzWrQ,"['tourist_attraction', 'point_of_interest', 'establishment']",163,"{'compound_code': 'RHPR+M4 Gebang Raya, Tangerang City, Banten, Indonesia', 'global_code': '6P58RHPR+M4'}",,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109178442133132940245"">Maruli Patar S</a>'], 'photo_reference': 'AUGGfZmbP5oZyVL4b9NwEVwHI3IKMirD3hoib-g4GrONBqqlm5OgAB7US2cz-E-8NXhWzlHOfbnBxqQui59r78_uJktwB6yhdsYF1l0Pi1o1-rWtHWSJpR-S0EzUJ2XH6kryyPuL0iPr8NzN3o54IuULR9nhpRCjENihebytwX6iZ3LpIGZH', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJh90iY-P_aS4RK_bCAtGzWrQ
OPERATIONAL,"RHPX+6WF, Jl. Moh. Toha, RW.001, Periuk Jaya, Kec. Periuk, Kota Tangerang, Banten, Indonesia","{'location': {'lat': -6.1644393, 'lng': 106.5997862}, 'viewport': {'northeast': {'lat': -6.163059970107279, 'lng': 106.6009935798927}, 'southwest': {'lat': -6.165759629892722, 'lng': 106.5982939201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,rumah novi cantik,ChIJOUQiegD_aS4RpNiyafs1XY8,0.0,ChIJOUQiegD_aS4RpNiyafs1XY8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOUQiegD_aS4RpNiyafs1XY8
