business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,url
OPERATIONAL,"63HR+HV4, Bulak, Selorejo, Kec. Girimarto, Kabupaten Wonogiri, Jawa Tengah 57683, Indonesia","{'location': {'lat': -7.771102999999999, 'lng': 111.092193}, 'viewport': {'northeast': {'lat': -7.769751070107278, 'lng': 111.0935425298927}, 'southwest': {'lat': -7.772450729892721, 'lng': 111.0908428701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pakem,ChIJp3D_vPgpei4RXVLIbj1JPx4,4.7,ChIJp3D_vPgpei4RXVLIbj1JPx4,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,,https://www.google.com/maps/place/?q=place_id:ChIJp3D_vPgpei4RXVLIbj1JPx4
OPERATIONAL,"6452+68G, Gemawang Kidul, Gemawang, Kec. Girimarto, Kabupaten Wonogiri, Jawa Tengah 57683, Indonesia","{'location': {'lat': -7.791905700000001, 'lng': 111.1007446}, 'viewport': {'northeast': {'lat': -7.790528370107277, 'lng': 111.1020654298927}, 'southwest': {'lat': -7.79322802989272, 'lng': 111.0993657701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,omah e yusup,ChIJqbuDJA-HeS4RLGWp47DUn-Y,5.0,ChIJqbuDJA-HeS4RLGWp47DUn-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",3,{'open_now': False},"[{'height': 3615, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100881184520012768399"">A Google User</a>'], 'photo_reference': 'AUGGfZkqWOWk2GrwyXoKb1032P8HJMzAaRnebBp4_kGcZLkmYBsjlt_snlEfVAdzkJ7wVfC75ytjAzXAR5TN_VyqjzVZsHbGlJ3UWXntBIr2x61USGexjTNtXh6yRGBH6lryWPpffWDZ9rDpBPMZRgHUsUeMXVPbLoNG2M88wZYRBoqvICCm', 'width': 2304}]",,,https://www.google.com/maps/place/?q=place_id:ChIJqbuDJA-HeS4RLGWp47DUn-Y
OPERATIONAL,"3WM6+H53, Belikrejo, Boto, Kec. Baturetno, Kabupaten Wonogiri, Jawa Tengah, Indonesia","{'location': {'lat': -7.9161243, 'lng': 110.9104279}, 'viewport': {'northeast': {'lat': -7.914809220107279, 'lng': 110.9117686798927}, 'southwest': {'lat': -7.917508879892723, 'lng': 110.9090690201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubuk e hanapi,ChIJmV1KcSstei4RLOfBXhtq_Cw,0.0,ChIJmV1KcSstei4RLOfBXhtq_Cw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 1052, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101987161861798695868"">Febri Sh</a>'], 'photo_reference': 'AUGGfZmybh1AA6D6GnVNzEIHKUd2vZ-X0xGNYXgA4Jll4kcTbvDzBy-D5ZT-NxAoDqrZPLoMvxj-6DzOAwqqLZswU4TJKbNn-_X8JV85_fBteoGpQsD-hGkiBPuOOBtgzE5QcNcniyzqGhMV_766295uUvWkOLvLbWOWmf4SDhn_qd1mQL1z', 'width': 2280}]",,,https://www.google.com/maps/place/?q=place_id:ChIJmV1KcSstei4RLOfBXhtq_Cw
OPERATIONAL,"43FV+JVX, Tenggar, Jatirejo, Jatiroto, Wonogiri Regency, Central Java 57692, Indonesia","{'location': {'lat': -7.8758784, 'lng': 111.0947253}, 'viewport': {'northeast': {'lat': -7.874488720107276, 'lng': 111.0962310298927}, 'southwest': {'lat': -7.87718837989272, 'lng': 111.0935313701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Pancing lele dan gabus,ChIJAVDwnjyBeS4RftVNg7QxpC8,5.0,ChIJAVDwnjyBeS4RftVNg7QxpC8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJAVDwnjyBeS4RftVNg7QxpC8
OPERATIONAL,"222P+QM6, Jiru, Tegiri, Kec. Batuwarno, Kabupaten Wonogiri, Jawa Tengah 57674, Indonesia","{'location': {'lat': -7.9980866, 'lng': 111.0366332}, 'viewport': {'northeast': {'lat': -7.996700020107277, 'lng': 111.0378435298927}, 'southwest': {'lat': -7.999399679892721, 'lng': 111.0351438701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Padepokan Selo Belah Ngambarsari,ChIJq6rqKTDUey4RyRMHdOPqDYs,4.0,ChIJq6rqKTDUey4RyRMHdOPqDYs,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111273124632886419454"">A Google User</a>'], 'photo_reference': 'AUGGfZkoPWRbi8JsdyhNrQfZnFNrQDgmhd0gDRUu4WMsV1Jxfi2tAYAB9c9TW1hIDlPEr1zV9Vju3rCqVZDYSZp67eK-ZqPEx8KXtfwGb2LIX0mkuxKbQRfOJoS_dE4MUeu_-mkti54kZXeg3bRIB37NgXCVc6sx2So44zVD5_GktFQI9sFS', 'width': 576}]",,,https://www.google.com/maps/place/?q=place_id:ChIJq6rqKTDUey4RyRMHdOPqDYs
OPERATIONAL,"347M+65H, Pundungan, Sidorejo, Kec. Tirtomoyo, Kabupaten Wonogiri, Jawa Tengah 57672, Indonesia","{'location': {'lat': -7.936949299999999, 'lng': 111.132986}, 'viewport': {'northeast': {'lat': -7.935608270107277, 'lng': 111.1343367798927}, 'southwest': {'lat': -7.938307929892721, 'lng': 111.1316371201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu Gowok Stone,ChIJUVmQ2D1_eS4RB1EgwbsjFXE,5.0,ChIJUVmQ2D1_eS4RB1EgwbsjFXE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJUVmQ2D1_eS4RB1EgwbsjFXE
OPERATIONAL,"33PV+XHF, RT.003/RW.003, Jebugan, Pingkuk, Kec. Jatiroto, Kabupaten Wonogiri, Jawa Tengah 57692, Indonesia","{'location': {'lat': -7.9125625, 'lng': 111.0939375}, 'viewport': {'northeast': {'lat': -7.911007720107279, 'lng': 111.0954934298927}, 'southwest': {'lat': -7.913707379892723, 'lng': 111.0927937701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu lawang,ChIJPZnPtlKBeS4RSVYnvhSzzOk,4.0,ChIJPZnPtlKBeS4RSVYnvhSzzOk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJPZnPtlKBeS4RSVYnvhSzzOk
OPERATIONAL,"22WH+C89, Hutan, Kudi, Kec. Batuwarno, Kabupaten Wonogiri, Jawa Tengah 57674, Indonesia","{'location': {'lat': -7.9539543, 'lng': 111.0283675}, 'viewport': {'northeast': {'lat': -7.952593470107278, 'lng': 111.0296681298927}, 'southwest': {'lat': -7.955293129892722, 'lng': 111.0269684701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Berburu,ChIJ5_QoAUrVey4RWdNkNnAuQ1w,0.0,ChIJ5_QoAUrVey4RWdNkNnAuQ1w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103790277531658465919"">A Google User</a>'], 'photo_reference': 'AUGGfZkaBWyqcz3h100V3q465dH0ywuGI7ZM9jiul4FKdSsIXxxrODLbzctW_y8-ZO9rnUDsTI9dYImYtrieiOWeutuRj1ShurBRrMh5ma02KQM4FUgiQHGKc7YbrU-Ecd3lH0IvyoeEAHe2HKVeEATkYTZ2wcQMVwUxGxoQ67uUtqSU8rBH', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ5_QoAUrVey4RWdNkNnAuQ1w
OPERATIONAL,"2274+W4C, Garon, Batuwarno, Kec. Batuwarno, Kabupaten Wonogiri, Jawa Tengah 57674, Indonesia","{'location': {'lat': -7.985193799999999, 'lng': 111.0052733}, 'viewport': {'northeast': {'lat': -7.983870520107279, 'lng': 111.0067671298927}, 'southwest': {'lat': -7.986570179892723, 'lng': 111.0040674701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sendang Kantil,ChIJ7YveAvDVey4REq6eE1bawYQ,4.5,ChIJ7YveAvDVey4REq6eE1bawYQ,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113041003140379714555"">A Google User</a>'], 'photo_reference': 'AUGGfZktq16YHDwOs9kI_IalNYiCWjlIsmJPHxOAWb_jz1zVcGK1_-l2DMOOyIxTxfuYeHwDBX9XzrRrQPijL-h3BAr4JXcjbEJXomzCz4Hii8SO4RbylimOuspoCeaaUtlIaV9hjqo8HaJ0LwD0gFQXIaJoHc0jQdMHXHfxYUNYKCGlazA2', 'width': 8000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ7YveAvDVey4REq6eE1bawYQ
OPERATIONAL,"34J7+45R, Jatiroto, Pingkuk, Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57692, Indonesia","{'location': {'lat': -7.919649299999999, 'lng': 111.112903}, 'viewport': {'northeast': {'lat': -7.918358570107277, 'lng': 111.1143088298927}, 'southwest': {'lat': -7.921058229892721, 'lng': 111.1116091701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Tunggangan,ChIJn0vUYR6AeS4R6a6Ld9ao70Q,4.3,ChIJn0vUYR6AeS4R6a6Ld9ao70Q,"['tourist_attraction', 'point_of_interest', 'establishment']",114,{'open_now': True},"[{'height': 2400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102137282543000051523"">yongky frastedy</a>'], 'photo_reference': 'AUGGfZmz-BFHYxs7PYjYFWEJ9qgLsSPNV5y9JkroUJ2QxYL2eRAZrzLTPQGsgQlXsZGchBDvysHnXRj7vZXjNiYqoTruTJChEgeMy0TTSwh6Ew8NBCnshJZGUe4GHk5UKv4n3OVB2W_01TQYcdq4HBh9fJbxoPfmhX8BbE55-U_XsiMDNICK', 'width': 3200}]",,,https://www.google.com/maps/place/?q=place_id:ChIJn0vUYR6AeS4R6a6Ld9ao70Q
