formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,permanently_closed,url
"Misool, Raja Ampat Regency, West Papua, Indonesia","{'location': {'lat': -1.7294753, 'lng': 130.076264}, 'viewport': {'northeast': {'lat': -1.628403, 'lng': 130.1153259}, 'southwest': {'lat': -1.995091, 'lng': 129.613881}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Misool,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104889606224449566506"">yohana garingging</a>'], 'photo_reference': 'AUGGfZnrpehnbNODgcWEFwElLbNlNKd5Fas6pYSrs2PDc5zqKIhZO2XENbCt7W0pAMLBIsQMYdnrz_HYfqQrQ1X5RgwMhpi1xqvLqNXvF_49h4QPL4D0HepEprGcnvFHm9T_Ui834r3BBPtIoFaYnS2MR2hRRXJ9eB_8Sk_b8T-iA-Z-_8EK', 'width': 4624}]",ChIJrVYTRqL7Zy0RPFTOC9Lt3-M,ChIJrVYTRqL7Zy0RPFTOC9Lt3-M,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrVYTRqL7Zy0RPFTOC9Lt3-M
"XCV8+RF7, Harapan Jaya, South Misool, Raja Ampat Regency, West Papua 98483, Indonesia","{'location': {'lat': -2.005462, 'lng': 130.4161873}, 'viewport': {'northeast': {'lat': -2.004112170107278, 'lng': 130.4175371298927}, 'southwest': {'lat': -2.006811829892722, 'lng': 130.4148374701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Misool diving club,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102246083759596935978"">A Google User</a>'], 'photo_reference': 'AUGGfZmkyhMuwU0ZD-DY3sxGJ4m35YDp4C9UtjL2maPrm4rDQ81tZeOafOdy14QUw1Q4MJpjYkulInCkRCIJWIn4Xr2N8T3lXJCfyyci1j95A2WXxbR1xdNi6aP0G7-g8DuZpCuIavRl1TXrLZ_yUUxxKz0GDpoXJlB-xktKtk_f7RRTECYj', 'width': 4032}]",ChIJFxEDukHFQi0RwpwU2I5sEGY,ChIJFxEDukHFQi0RwpwU2I5sEGY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJFxEDukHFQi0RwpwU2I5sEGY
"44VG+F4F, Gamta, Misool Barat, Raja Ampat Regency, West Papua 98483, Indonesia","{'location': {'lat': -1.8563133, 'lng': 130.1252906}, 'viewport': {'northeast': {'lat': -1.854963470107278, 'lng': 130.1266404298927}, 'southwest': {'lat': -1.857663129892722, 'lng': 130.1239407701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Asher Raza Island,,ChIJIa3Y_YJTXS0RRxqBGWHtvnQ,ChIJIa3Y_YJTXS0RRxqBGWHtvnQ,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJIa3Y_YJTXS0RRxqBGWHtvnQ
"QFH7+GRR, Yellu, South Misool, Raja Ampat Regency, West Papua 98483, Indonesia","{'location': {'lat': -2.2211406, 'lng': 130.4645042}, 'viewport': {'northeast': {'lat': -2.219790770107278, 'lng': 130.4658540298927}, 'southwest': {'lat': -2.222490429892722, 'lng': 130.4631543701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Love lagoon misool,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111645118641615062804"">Nicolai Jørgensen</a>'], 'photo_reference': 'AUGGfZleHixYZjbKzBrikTbXY_TAZJ0UcsR8j0pJbZ1JFBiVIhzkuONA9kVYDtaf540rPvRefpILIXBT57FdDFX3CyL9olEsFUZVHfEGa7GL6iA4q22GZ2rvxBsgPExk3ACEjQaXi9GwgAqUxheBhdaCqxcB8sGC0kKjpM00jZyruWTZO1a3', 'width': 3024}]",ChIJebZCluTvQi0REo7iXIXgB18,ChIJebZCluTvQi0REo7iXIXgB18,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.8,21.0,,,https://www.google.com/maps/place/?q=place_id:ChIJebZCluTvQi0REo7iXIXgB18
"29X5+9R6, Usaha Jaya, Misool Timur, Raja Ampat Regency, West Papua 98483, Indonesia","{'location': {'lat': -1.9515814, 'lng': 130.3595266}, 'viewport': {'northeast': {'lat': -1.950231570107277, 'lng': 130.3608764298927}, 'southwest': {'lat': -1.952931229892721, 'lng': 130.3581767701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Keramat,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103253571590544543036"">antawirya husen</a>'], 'photo_reference': 'AUGGfZmG40NEZ5oSfhn0VL3eTrdGiFd6jDef7cvE2a4UrnPVzIhvtkGe5QIT0pDyYFocQVa1Ve_2AU0vASXQSzyGDZ1NxKnkPaWyAxB-58cSPDk57ouoXOFanbLQG6BF8ShnyCopkB1N9KJzYdAH6iF8tuJl15oCozgPK8RbVAjxXBwcQsWm', 'width': 4032}]",ChIJrRxgk63JQi0RY4ZMjlNfxVU,ChIJrRxgk63JQi0RY4ZMjlNfxVU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,11.0,,,https://www.google.com/maps/place/?q=place_id:ChIJrRxgk63JQi0RY4ZMjlNfxVU
"Usaha Jaya, Misool Timur, Raja Ampat Regency, West Papua 98483, Indonesia","{'location': {'lat': -1.97346, 'lng': 130.465494}, 'viewport': {'northeast': {'lat': -1.972110170107278, 'lng': 130.4668438298928}, 'southwest': {'lat': -1.974809829892722, 'lng': 130.4641441701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Harfat (Harun Fatimah) Dapunlol,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111645118641615062804"">Nicolai Jørgensen</a>'], 'photo_reference': 'AUGGfZkzIqa5iTZ-Xw0rQI6rW3s808L336NXPIKEs-wQa6gsUCXNQT3trpm32D83ovClo1zfEYssitHsorYtphkysDSwzmXIZXU3aliNpxE-4K8b7uoWUpxnssJpz4jl6D9_T_c4fbSePVfTZaROyNwyXNK2zaUsQf43d5UJNjTbiZOY1G-b', 'width': 3024}]",ChIJsfl3HP3PQi0Ro4Y5brLu1Cg,ChIJsfl3HP3PQi0Ro4Y5brLu1Cg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.8,51.0,"{'compound_code': '2FG8+J5 Usaha Jaya, Raja Ampat Regency, West Papua, Indonesia', 'global_code': '6QCG2FG8+J5'}",,https://www.google.com/maps/place/?q=place_id:ChIJsfl3HP3PQi0Ro4Y5brLu1Cg
"6M64+PJ, Waigama, Raja Ampat Regency, West Papua, Indonesia","{'location': {'lat': -1.7881341, 'lng': 129.6566}, 'viewport': {'northeast': {'lat': -1.786784270107278, 'lng': 129.6579498298927}, 'southwest': {'lat': -1.789483929892722, 'lng': 129.6552501701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau kanium misool utara,,ChIJu7WukjDnZy0RJRbH3Zs_gKM,ChIJu7WukjDnZy0RJRbH3Zs_gKM,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_PERMANENTLY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJu7WukjDnZy0RJRbH3Zs_gKM
"63FM+5G7, Atkari, Misool, Raja Ampat Regency, West Papua 98483, Indonesia","{'location': {'lat': -1.7770975, 'lng': 130.0838114}, 'viewport': {'northeast': {'lat': -1.775747670107278, 'lng': 130.0851612298927}, 'southwest': {'lat': -1.778447329892722, 'lng': 130.0824615701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali biru Walal,,ChIJ6dEVTWFRXS0RQ9nsubVYDS0,ChIJ6dEVTWFRXS0RQ9nsubVYDS0,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_PERMANENTLY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ6dEVTWFRXS0RQ9nsubVYDS0
"8348+36, Atkari, Misool, Raja Ampat Regency, West Papua, Indonesia","{'location': {'lat': -1.6947879, 'lng': 130.0655384}, 'viewport': {'northeast': {'lat': -1.693438070107278, 'lng': 130.0668882298928}, 'southwest': {'lat': -1.696137729892722, 'lng': 130.0641885701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Laitot,,ChIJ7RNiTjhdXS0RANwMJS1ZE1Q,ChIJ7RNiTjhdXS0RANwMJS1ZE1Q,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ7RNiTjhdXS0RANwMJS1ZE1Q
"724F+PM, Solal, Raja Ampat Regency, West Papua, Indonesia","{'location': {'lat': -1.7432148, 'lng': 130.0241757}, 'viewport': {'northeast': {'lat': -1.742323720107278, 'lng': 130.0252219798928}, 'southwest': {'lat': -1.745023379892722, 'lng': 130.0225223201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Biru Walal,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102366326704290266177"">A Google User</a>'], 'photo_reference': 'AUGGfZmjAujPaW3qcscsNZBsT7_yw01Bh3-PNwykML0uCGKf1j5oq_uYCH70nNEb5otjx9AKxd9C3V_s5v2uJDI8J9TMBSkgQETAj48DslqhaBGDs9tr3kYB6oC32Vx1AatqWS13mn_OrZ9PUz-Hu3BgkGBubFV1xvX64-cTc9pkX-gXVrmM', 'width': 3072}]",ChIJf7DqeQtZXS0RyC592KbDlz4,ChIJf7DqeQtZXS0RyC592KbDlz4,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,5.0,1.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJf7DqeQtZXS0RyC592KbDlz4
