business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"5VMV+PGX, Batalas, North Candi Laras, Tapin Regency, South Kalimantan 71171, Indonesia","{'location': {'lat': -2.815722, 'lng': 114.89431}, 'viewport': {'northeast': {'lat': -2.814370020107278, 'lng': 114.8956058298927}, 'southwest': {'lat': -2.817069679892723, 'lng': 114.8929061701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan kayu kacang batalas,{'open_now': True},ChIJ1yMBiqVV5C0RsYivBR6zntE,0.0,ChIJ1yMBiqVV5C0RsYivBR6zntE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ1yMBiqVV5C0RsYivBR6zntE
OPERATIONAL,"4W6F+G9, Margasari Ilir, North Candi Laras, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.8881934, 'lng': 114.9243833}, 'viewport': {'northeast': {'lat': -2.886843570107278, 'lng': 114.9257331298927}, 'southwest': {'lat': -2.889543229892722, 'lng': 114.9230334701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perkebunan jeruk,,ChIJGz_dt7at5S0RbSjecAzzJB0,2.5,ChIJGz_dt7at5S0RbSjecAzzJB0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 450, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112103874049638789301"">A Google User</a>'], 'photo_reference': 'AUGGfZl5bClqivNZfQGfZg-uQ4zaA1I_PGh-B-he1Q7LQYn7yonSTxzABIHTK8y5bHLHlAPaob4D2Awy15ueAdJuQ2Wg4KGZpYBiErdJiHnidpu79mAQH-9uD8DjcJmYuatiitvzBEN_cR_rapcy3XoBAZ2Es0j98qMHV_-VhRRbpfHVfHiX', 'width': 800}]",,https://www.google.com/maps/place/?q=place_id:ChIJGz_dt7at5S0RbSjecAzzJB0
OPERATIONAL,"4WCC+XG9, Jl. Desa Keladan, Margasari Ilir, Kec. Candi Laras Utara, Kabupaten Tapin, Kalimantan Selatan 71171, Indonesia","{'location': {'lat': -2.8775816, 'lng': 114.9213447}, 'viewport': {'northeast': {'lat': -2.876241670107278, 'lng': 114.9226904298927}, 'southwest': {'lat': -2.878941329892723, 'lng': 114.9199907701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai hamburusau,{'open_now': True},ChIJb-hwCtir5S0Rjguy-GlU_LU,5.0,ChIJb-hwCtir5S0Rjguy-GlU_LU,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116208695343739352346"">A Google User</a>'], 'photo_reference': 'AUGGfZl1gMJoz0fMXCdqN7Mhiq1O7T93byduUIBQV4YSAuRugSolre7vF9oia8WBiWHp0SM02NpR5xhNMjP7Et-59UChc6LBTLKx8wS-uJnEALhqwgNTx36lcDjVkwoGNzCSPLb43Xil3JvgP0o_3EVps2Kxte0YPHSCBjeH7z3q1fTuN3HK', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJb-hwCtir5S0Rjguy-GlU_LU
OPERATIONAL,"4W8J+PX9, Baringin, Candi Laras Selatan, Tapin Regency, South Kalimantan 71162, Indonesia","{'location': {'lat': -2.883545, 'lng': 114.93139}, 'viewport': {'northeast': {'lat': -2.882318770107278, 'lng': 114.9331933298927}, 'southwest': {'lat': -2.885018429892722, 'lng': 114.9304936701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Tapang,,ChIJew9F1kmt5S0RfTMprOyUKJw,2.0,ChIJew9F1kmt5S0RfTMprOyUKJw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118023637298866636368"">A Google User</a>'], 'photo_reference': 'AUGGfZmeE2Rxl7_0x7MR7p1xxTZ24vU_mjYEpzpaCEvP4rCiqAy0z0pIbHu-bkvZy7XH5lmdVX_01llOk7fzsDecYXuuiRfuhE70-pv22UT7o2psYBGE52-kbO9kpWl9SRu1Gp8KZuUxCAti_LxYFLWp1_qbf_BOt69pO_TkLi9XHVbr7hQp', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJew9F1kmt5S0RfTMprOyUKJw
OPERATIONAL,"4W9M+6M7, Jl. Raya Margasari Hilir, Baringin, Kec. Candi Laras Sel., Kabupaten Tapin, Kalimantan Selatan 71162, Indonesia","{'location': {'lat': -2.881955, 'lng': 114.9341733}, 'viewport': {'northeast': {'lat': -2.880603320107277, 'lng': 114.9355264798927}, 'southwest': {'lat': -2.883302979892722, 'lng': 114.9328268201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DAS Sungai Nagara Kec.CLU,,ChIJB0D34Lmr5S0RDVeMPGx7S1k,0.0,ChIJB0D34Lmr5S0RDVeMPGx7S1k,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117542384038491576860"">A Google User</a>'], 'photo_reference': 'AUGGfZmxQKFeJp5DH6yXo0x9THjDwB6_KGXQQn3HDiWaXnmefVSW32HfjSmut6KWpSTS5wLRGUWnu30P2fSSOE65bH2-f5CE4lLL2b80icQTDnyBgGTXHjcX0YEvT126V7Q19UO3vi4LasYNjFGkAAW3S7X0byzNjBF0GPdGSq3OW82brxmY', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJB0D34Lmr5S0RDVeMPGx7S1k
OPERATIONAL,"4WR7+4FX, Baulin, Candi Laras Selatan, Tapin Regency, South Kalimantan 71171, Indonesia","{'location': {'lat': -2.8596361, 'lng': 114.9137231}, 'viewport': {'northeast': {'lat': -2.858387870107278, 'lng': 114.9151259798927}, 'southwest': {'lat': -2.861087529892723, 'lng': 114.9124263201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cemetery_grave-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cemetery_pinlet,Kubah Datu Muhammad Mahmud Al~Qabul,{'open_now': True},ChIJUUmU0TCr5S0RYzFT7fWsluM,4.5,ChIJUUmU0TCr5S0RYzFT7fWsluM,"['cemetery', 'tourist_attraction', 'point_of_interest', 'establishment']",361,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104722078488028370748"">Taufik Hid4yat</a>'], 'photo_reference': 'AUGGfZmZe9oaXhjLA7HlvpbI8h1E_tTexEfxP17GTZBKwjhWh_07SWZxUQxEIiiP35522JOXDHmQ9BQkzyEq5D3TO1PSD35yvVIT6ppfIEdWufmKRhOI8hklY9SbYJTTOxG71DQxMkShC8cEm2j1cVpBIaZ6M874DuaGkTNCOFokgm3X7Sq-', 'width': 3968}]",,https://www.google.com/maps/place/?q=place_id:ChIJUUmU0TCr5S0RYzFT7fWsluM
OPERATIONAL,"7X8M+8C, Bajayau Lama, Daha Barat, South Hulu Sungai Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.734204, 'lng': 114.9835646}, 'viewport': {'northeast': {'lat': -2.732620720107278, 'lng': 114.9847981298927}, 'southwest': {'lat': -2.735320379892722, 'lng': 114.9820984701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah pertanian Asmani,,ChIJ15nHBgAD5S0RK3Y-VhkaBQQ,0.0,ChIJ15nHBgAD5S0RK3Y-VhkaBQQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ15nHBgAD5S0RK3Y-VhkaBQQ
OPERATIONAL,"X2QR+JP3, Tatakan, Tapin Selatan, Tapin Regency, South Kalimantan 71161, Indonesia","{'location': {'lat': -3.0110212, 'lng': 115.0417427}, 'viewport': {'northeast': {'lat': -3.009979720107278, 'lng': 115.0425603798927}, 'southwest': {'lat': -3.012679379892722, 'lng': 115.0398607201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ekowisata Bekantan,,ChIJleJiQSGx5S0R28pe54Tdscw,4.8,ChIJleJiQSGx5S0R28pe54Tdscw,"['tourist_attraction', 'point_of_interest', 'establishment']",30,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107830805211778523648"">A Google User</a>'], 'photo_reference': 'AUGGfZm9-vK2ihMsrThmelnP8ehIS930S3CfbRh7j9NWvpy6-S7vuSjguUZ75hjymVejnPsB3mJ4EDInV1Wf5nauc-ifVVELI2R5Ifntg6ylUWKeCDLl6tpBpkaxgkpf1lOWf9g891yLO_DZ3dLUoA8FIcn4qzDudtNBShg3FEDopngn-iJZ', 'width': 864}]",,https://www.google.com/maps/place/?q=place_id:ChIJleJiQSGx5S0R28pe54Tdscw
OPERATIONAL,"7X8R+GW, Bajayau Lama, Daha Barat, South Hulu Sungai Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.7336846, 'lng': 114.992258}, 'viewport': {'northeast': {'lat': -2.732997070107278, 'lng': 114.9938477798927}, 'southwest': {'lat': -2.735696729892722, 'lng': 114.9911481201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah pertanian Bahrian,,ChIJa1LfDAAD5S0Rjpc6A3v8vPM,0.0,ChIJa1LfDAAD5S0Rjpc6A3v8vPM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJa1LfDAAD5S0Rjpc6A3v8vPM
OPERATIONAL,"4WGR+GVW, Baringin B, Candi Laras Selatan, Tapin Regency, South Kalimantan 71162, Indonesia","{'location': {'lat': -2.8736357, 'lng': 114.9422066}, 'viewport': {'northeast': {'lat': -2.871988270107277, 'lng': 114.9436403}, 'southwest': {'lat': -2.874687929892722, 'lng': 114.9379055}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Candi Laras,,ChIJ12ceuYGr5S0ROtnQK7aX_7Q,4.3,ChIJ12ceuYGr5S0ROtnQK7aX_7Q,"['point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJ12ceuYGr5S0ROtnQK7aX_7Q
