business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
OPERATIONAL,"FGW6+79F, Sido Dadi, Semaka, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.5043, 'lng': 104.5106366}, 'viewport': {'northeast': {'lat': -5.502994620107278, 'lng': 104.5121144798927}, 'southwest': {'lat': -5.505694279892722, 'lng': 104.5094148201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Relaksasi,ChIJo-9_EgAdRy4RmDhTGD5iQ60,0.0,ChIJo-9_EgAdRy4RmDhTGD5iQ60,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJo-9_EgAdRy4RmDhTGD5iQ60
OPERATIONAL,"FF3Q+8VC, margomulyo, Kec. Semaka, Kabupaten Tanggamus, Lampung 35386, Indonesia","{'location': {'lat': -5.5467233, 'lng': 104.4888705}, 'viewport': {'northeast': {'lat': -5.545425870107278, 'lng': 104.4902472298927}, 'southwest': {'lat': -5.548125529892721, 'lng': 104.4875475701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel,ChIJHcJxKCsdRy4RbYjYNSJ4okA,0.0,ChIJHcJxKCsdRy4RbYjYNSJ4okA,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJHcJxKCsdRy4RbYjYNSJ4okA
OPERATIONAL,"FF3Q+8VC, margomulyo, Kec. Semaka, Kabupaten Tanggamus, Lampung 35386, Indonesia","{'location': {'lat': -5.5467002, 'lng': 104.4889502}, 'viewport': {'northeast': {'lat': -5.545415220107277, 'lng': 104.4903247798927}, 'southwest': {'lat': -5.548114879892721, 'lng': 104.4876251201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel green VIP,ChIJweD79kIdRy4RqhWaKfjwVWw,0.0,ChIJweD79kIdRy4RqhWaKfjwVWw,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJweD79kIdRy4RqhWaKfjwVWw
OPERATIONAL,"FG64+6J2, Tugu Papak, Semaka, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.5395257, 'lng': 104.506518}, 'viewport': {'northeast': {'lat': -5.538170870107278, 'lng': 104.5078772798927}, 'southwest': {'lat': -5.540870529892722, 'lng': 104.5051776201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tore hotel,ChIJB4DE32QdRy4RdC-7El_kKsQ,0.0,ChIJB4DE32QdRy4RdC-7El_kKsQ,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJB4DE32QdRy4RdC-7El_kKsQ
OPERATIONAL,"GG53+W7P, Kanoman, Semaka, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.4901723, 'lng': 104.503192}, 'viewport': {'northeast': {'lat': -5.488852970107279, 'lng': 104.5045733798927}, 'southwest': {'lat': -5.491552629892722, 'lng': 104.5018737201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Bustami,ChIJFbO2Ez8dRy4Rnwo6-cVgFCw,0.0,ChIJFbO2Ez8dRy4Rnwo6-cVgFCw,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJFbO2Ez8dRy4Rnwo6-cVgFCw
OPERATIONAL,"HC3V+QC7, Sido Mulyo, Semaka, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.4455554, 'lng': 104.4436297}, 'viewport': {'northeast': {'lat': -5.444212220107278, 'lng': 104.4449709798927}, 'southwest': {'lat': -5.446911879892722, 'lng': 104.4422713201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kuprit,ChIJvXu5SAAFRy4RLKJqUvk6UPg,0.0,ChIJvXu5SAAFRy4RLKJqUvk6UPg,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJvXu5SAAFRy4RLKJqUvk6UPg
OPERATIONAL,"Q7MV+F97, Margomulyo, Kec. Semaka, Kabupaten Tanggamus, Lampung, Indonesia","{'location': {'lat': -5.216330200000001, 'lng': 104.2934328}, 'viewport': {'northeast': {'lat': -5.215002220107278, 'lng': 104.2947640298927}, 'southwest': {'lat': -5.217701879892722, 'lng': 104.2920643701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Villa Tharista,ChIJ4ZplKqd1Ry4RIteUHWFoUM4,0.0,ChIJ4ZplKqd1Ry4RIteUHWFoUM4,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112660064831632259015"">A Google User</a>'], 'photo_reference': 'AUGGfZln4gp2EsnewOdhoy6t6U9GMxK0hdfp7PtYlQc2Oap6ptngltfq5hx4U44eoA_vI68nTe-QlXV3-uuPZWcCKuvWVtFxQ5Y897_n4ODFOBldBRxkrwo49WfJ0rBGt5wGI_W9wrZ1UITwhrGDEGLB1NqdJ19S-5CWdW_B_cWWTT92N3b0', 'width': 1600}]",,https://www.google.com/maps/place/?q=place_id:ChIJ4ZplKqd1Ry4RIteUHWFoUM4
OPERATIONAL,"Q7VP+4HJ, Unnamed Road, Gn. Ratu, Kec. Semaka, Kabupaten Tanggamus, Lampung 34872, Indonesia","{'location': {'lat': -5.2071504, 'lng': 104.2863798}, 'viewport': {'northeast': {'lat': -5.205847970107278, 'lng': 104.2876889298927}, 'southwest': {'lat': -5.208547629892721, 'lng': 104.2849892701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,D2 Hotel,ChIJT-NFOWd1Ry4RUc3WjptLFP0,4.8,ChIJT-NFOWd1Ry4RUc3WjptLFP0,"['lodging', 'point_of_interest', 'establishment']",9,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110543596605852255908"">anisa putri</a>'], 'photo_reference': 'AUGGfZnTV9tBIfH7R2b3lTxSTyQ4JgwfxN_ICfxeMDRyNSEr9aBJd_0DCCp2R-5jQDtU7pinGJ95p3zLZ1IVABnvkWoVQ4tp9sfu_tDYk0sX4W4Dql0VgGqjMC5pG6RJPYqR-CLNRqjcJxfzzPtHY6385z-ryGzgrR0aRVNx204guoo9H61m', 'width': 3264}]",,https://www.google.com/maps/place/?q=place_id:ChIJT-NFOWd1Ry4RUc3WjptLFP0
OPERATIONAL,"CGF8+FCJ, Pesanguan, Pematang Sawa, Tanggamus Regency, Lampung, Indonesia","{'location': {'lat': -5.5762874, 'lng': 104.516009}, 'viewport': {'northeast': {'lat': -5.573479099999998, 'lng': 104.5172769298927}, 'southwest': {'lat': -5.577223499999999, 'lng': 104.5145772701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah rio,ChIJKXB_5CbjRi4RPbxs9xhntGs,0.0,ChIJKXB_5CbjRi4RPbxs9xhntGs,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJKXB_5CbjRi4RPbxs9xhntGs
OPERATIONAL,"GFWV+9JC, Bandar Sukabumi, Bandar Negeri Semuong, Tanggamus Regency, Lampung 35386, Indonesia","{'location': {'lat': -5.4531948, 'lng': 104.4943325}, 'viewport': {'northeast': {'lat': -5.451827620107278, 'lng': 104.4956928798927}, 'southwest': {'lat': -5.454527279892722, 'lng': 104.4929932201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Alimuddin Home's,ChIJuTdsGWIbRy4RcmQJNzg2bXg,5.0,ChIJuTdsGWIbRy4RcmQJNzg2bXg,"['lodging', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJuTdsGWIbRy4RcmQJNzg2bXg
