business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,price_level,url
OPERATIONAL,"Jl. Raya Situraja-Wado No.16, Jatibungur, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat 45372, Indonesia","{'location': {'lat': -6.919497000000001, 'lng': 108.0810543}, 'viewport': {'northeast': {'lat': -6.918003970107279, 'lng': 108.0824861298927}, 'southwest': {'lat': -6.920703629892722, 'lng': 108.0797864701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Langkah_Indra,ChIJbbczi60zby4RBxL_M0xyCd8,"{'compound_code': '33JJ+6C Jatibungur, Sumedang Regency, West Java, Indonesia', 'global_code': '6P5C33JJ+6C'}",0.0,ChIJbbczi60zby4RBxL_M0xyCd8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJbbczi60zby4RBxL_M0xyCd8
OPERATIONAL,"Darmaraja, Sumedang Regency, West Java 45372, Indonesia","{'location': {'lat': -6.9276101, 'lng': 108.0566743}, 'viewport': {'northeast': {'lat': -6.924379999999999, 'lng': 108.05895955}, 'southwest': {'lat': -6.9286868, 'lng': 108.05591255}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Agro Wisata Gunung Golempang Desa Darmaraja,ChIJMUCQLsAzby4R9O_NRb6YbfY,"{'compound_code': '33C4+XM Darmaraja, Sumedang Regency, West Java, Indonesia', 'global_code': '6P5C33C4+XM'}",5.0,ChIJMUCQLsAzby4R9O_NRb6YbfY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115039843881349312335"">A Google User</a>'], 'photo_reference': 'AUGGfZlBLjO7pM2ALNyyeb1znInF0iEP63EPZhGtYdUA3B8AFsK_z6VzZstBYhCLVh6cPDrDW0lcP8JiQJ_QWI_OSd70nxdrVgCQE5lxOIFgt1QrJLExatuLmWUcCy36HoH6CNmgVKVefPQOvpoA2OCniExR8urKRXP-gh-gJ0-XrKBDmnpo', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJMUCQLsAzby4R9O_NRb6YbfY
OPERATIONAL,"33MH+RPM, Sukaratu, Darmaraja, Sumedang Regency, West Java 45372, Indonesia","{'location': {'lat': -6.9154214, 'lng': 108.0792854}, 'viewport': {'northeast': {'lat': -6.914116870107279, 'lng': 108.0806377798927}, 'southwest': {'lat': -6.916816529892722, 'lng': 108.0779381201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Situs Kapundungan,ChIJ1fg_UQAzby4R5APiXSzoouU,,0.0,ChIJ1fg_UQAzby4R5APiXSzoouU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1fg_UQAzby4R5APiXSzoouU
OPERATIONAL,"4369+Q4P, Karangpakuan, Darmaraja, Sumedang Regency, West Java 45372, Indonesia","{'location': {'lat': -6.8880338, 'lng': 108.0678364}, 'viewport': {'northeast': {'lat': -6.887038020107277, 'lng': 108.0694203298927}, 'southwest': {'lat': -6.889737679892721, 'lng': 108.0667206701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Wisata Karangpakuan,ChIJ3_Y8gtktby4RuDhynVdawyY,,5.0,ChIJ3_Y8gtktby4RuDhynVdawyY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116006851472995684818"">A Google User</a>'], 'photo_reference': 'AUGGfZn3n11siLPT-i69LUTm3qZxXa_1QngKJSFD2rezwVv6ZwalcRYfTC-9uzeDr0iYEhceE1Rp8oFqtCbQAzh22c91R_20AyO16sO9_2ROPYEoRUfSGa1ZPrNzuBv06_I9lYTYt0m6ic5IcOggiNrLdRojQBWnHh-lXcteOcpt4D48p0u8', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJ3_Y8gtktby4RuDhynVdawyY
OPERATIONAL,"43G5+CPJ, Pakualam, Darmaraja, Sumedang Regency, West Java 45372, Indonesia","{'location': {'lat': -6.8739005, 'lng': 108.0592711}, 'viewport': {'northeast': {'lat': -6.872522970107278, 'lng': 108.0605528298927}, 'southwest': {'lat': -6.875222629892722, 'lng': 108.0578531701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasir Cinta,ChIJWVTE9zQtby4RcuD7F0ItFVA,,4.3,ChIJWVTE9zQtby4RcuD7F0ItFVA,"['tourist_attraction', 'point_of_interest', 'establishment']",17,{'open_now': True},"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113250255216823771059"">amet arief</a>'], 'photo_reference': 'AUGGfZkCJEN4h1Ye2wcx_mb6kZGxR9rKrZ4PqTq0jfplZLusgnT7k1pzlBKOhQ-pAjB2jVkUejSXk0EvPKPqbfEBVNz6RGJyKAjNO2jZcEUbbonNawNLAuGQzH1CGZH3j6gHJnrbkORaoJY3MACWDk1_xalXWdrutudDwrm4mm_zMtb1JqWv', 'width': 4080}]",,https://www.google.com/maps/place/?q=place_id:ChIJWVTE9zQtby4RcuD7F0ItFVA
OPERATIONAL,"437C+54Q, Jln, Karangpakuan, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat, Indonesia","{'location': {'lat': -6.8870488, 'lng': 108.0703519}, 'viewport': {'northeast': {'lat': -6.885699470107277, 'lng': 108.0716984798927}, 'southwest': {'lat': -6.888399129892721, 'lng': 108.0689988201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BASISIR MUDA DEMANG Camping ground,ChIJbz-sdAAtby4RnZIW8PIsbDU,,5.0,ChIJbz-sdAAtby4RnZIW8PIsbDU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109195913366413233492"">muhammad irvan</a>'], 'photo_reference': 'AUGGfZlPuQXEi16UrRiK3YnvGYfcb5G2hDedygJ0e69ETtdoxtJHrbFQolvui2g5XOHQo6Ykeaqc2HRm256dmgZ0lGatSKXhvbK8L8kl8YW6eU7p2dIr2wSVHiUieXPMNcnOqyJG2p9j55y9qg11F_KDiiQ--a3h-7Sr_-kEBzpjwIaW-rPn', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJbz-sdAAtby4RnZIW8PIsbDU
OPERATIONAL,"433F+2CV, blok Cijunti dsn. ciduging, Tarunajaya, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat 45372, Indonesia","{'location': {'lat': -6.897380500000001, 'lng': 108.073548}, 'viewport': {'northeast': {'lat': -6.896317420107279, 'lng': 108.0747070298927}, 'southwest': {'lat': -6.899017079892722, 'lng': 108.0720073701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gubuk paman,ChIJUYvy3-otby4Rj5SqLUcxVoA,,5.0,ChIJUYvy3-otby4Rj5SqLUcxVoA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111186130697904298114"">A Google User</a>'], 'photo_reference': 'AUGGfZnQCaXvBL_lpxIdIszCYRm4W_-KkZa5ajV6qwvAss5iZmLEt7RTit-qruf73uPCrol-_Q-6RbS6lrxZbRM38hv4vZDxJTX4vQDRJ7qVMcH0pXgdVl7Naxplcy_DfwBXmlUuHpjzti_tk2qMZ_iV-7vm-gjpxargy41C81sEuPAKaqWA', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJUYvy3-otby4Rj5SqLUcxVoA
OPERATIONAL,"4333+29, Cikeusi, Darmaraja, Sumedang Regency, West Java, Indonesia","{'location': {'lat': -6.8974166, 'lng': 108.0533957}, 'viewport': {'northeast': {'lat': -6.895178449999999, 'lng': 108.05567525}, 'southwest': {'lat': -6.89816265, 'lng': 108.05263585}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Makam keramat sirah citembong ( Eyang Jamadun + Eyang Gagak Paksi + Ki Ageng/Agung + Sahid Jaya Kesuma ),ChIJUUk7Eq4tby4Rvwd--nML37E,,4.5,ChIJUUk7Eq4tby4Rvwd--nML37E,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112858114046991666812"">A Google User</a>'], 'photo_reference': 'AUGGfZnuR1XP8ukyVMImjYquCr2MZsC2f0m1VdjXDQxVjfzBq8NBq6xO_s-0l8_x5snEi1-vkg_JRNqmyzT0MAyFZaOhIuSr4cKtRBiAZU9zlMuaTfxEUWyHq8g_fLABJZvXPTj6n3D5g8WSV1usZa5_Bs70g4h3y9B5iaTOhrNalfzHF-vT', 'width': 3096}]",,https://www.google.com/maps/place/?q=place_id:ChIJUUk7Eq4tby4Rvwd--nML37E
OPERATIONAL,"33PH+CM2, Sukaratu, Darmaraja, Sumedang Regency, West Java 45372, Indonesia","{'location': {'lat': -6.9139992, 'lng': 108.0791321}, 'viewport': {'northeast': {'lat': -6.912467570107277, 'lng': 108.0809124298927}, 'southwest': {'lat': -6.915167229892721, 'lng': 108.0782127701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rakit cece pasir kalong cibogo darmaraja,ChIJzU2R6bEzby4RLYEqxGn-500,,1.0,ChIJzU2R6bEzby4RLYEqxGn-500,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111750018525310514869"">A Google User</a>'], 'photo_reference': 'AUGGfZkPdX5FPnYVQsZa1eO1kIO52kzmt64zNFTl6O3jSKOGXqKZTVYQe38TPBHeh3omt3cA3l27lp9CgLPk9jh6XTGyWC1xJtoMq0KjcPvAJitRe7bTLm_EXUaFmT5MYrulTC_77P-RRsI5jsks-pXxxw_QQULExjLIHjo6yMGKWyj5Rfgd', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJzU2R6bEzby4RLYEqxGn-500
OPERATIONAL,"43MG+M6C, Pakualam, Darmaraja, Sumedang Regency, West Java 45372, Indonesia","{'location': {'lat': -6.8658041, 'lng': 108.0755142}, 'viewport': {'northeast': {'lat': -6.864454270107277, 'lng': 108.0768640298927}, 'southwest': {'lat': -6.867153929892721, 'lng': 108.0741643701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau bidar,ChIJpdBvwc8tby4R8titwF9Kjmo,,5.0,ChIJpdBvwc8tby4R8titwF9Kjmo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJpdBvwc8tby4R8titwF9Kjmo
