business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,url
OPERATIONAL,"3572+5PW, Teluk Mesjid, Sungai Apit, Siak Regency, Riau, Indonesia","{'location': {'lat': 1.0629966, 'lng': 102.1518372}, 'viewport': {'northeast': {'lat': 1.064346429892722, 'lng': 102.1531870298927}, 'southwest': {'lat': 1.061646770107278, 'lng': 102.1504873701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RUMAH AUREL & SYAHDU,ChIJ4_18Wjap1jERNm1Z4CTAf3M,5.0,ChIJ4_18Wjap1jERNm1Z4CTAf3M,"['lodging', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4_18Wjap1jERNm1Z4CTAf3M
OPERATIONAL,"X35C+FMP, JL Sultan Syarif Qasyim, Bunga Raya, Bunga Raya, Kec. Bunga Raya, Kabupaten Siak, Riau 28662, Indonesia","{'location': {'lat': 0.9587216000000001, 'lng': 102.0717078}, 'viewport': {'northeast': {'lat': 0.9601870298927221, 'lng': 102.0729415798927}, 'southwest': {'lat': 0.9574873701072778, 'lng': 102.0702419201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Wisma Nipah,ChIJXb8a1hoe1DERRgpntDG3lBk,4.0,ChIJXb8a1hoe1DERRgpntDG3lBk,"['lodging', 'point_of_interest', 'establishment']",36,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107767411321645609411"">A Google User</a>'], 'photo_reference': 'AUGGfZlyxFy_HOzzWC2LG4SvBsGhVCYPntzWt1MyfKkUeFuNU4NkSFiLsxAuZK9zGkigPS891jks5ZILhndYaJgWmSV_inXeUNbraR04v1rhcR31Lexld456GBkTaXoflIiBK-vBZ8RsLUUq42ZhuVDCSFpGZ6lqYDCF3u67k-4O7BQEBwGQ', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJXb8a1hoe1DERRgpntDG3lBk
OPERATIONAL,"54JF+586, Sepotong, Siak Kecil, Bengkalis Regency, Riau, Indonesia","{'location': {'lat': 1.1804082, 'lng': 102.1232558}, 'viewport': {'northeast': {'lat': 1.181676079892722, 'lng': 102.1246909298927}, 'southwest': {'lat': 1.178976420107278, 'lng': 102.1219912701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ariyanto,ChIJF0p4agCr1jERwZxkrGbYFeg,0.0,ChIJF0p4agCr1jERwZxkrGbYFeg,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJF0p4agCr1jERwZxkrGbYFeg
OPERATIONAL,"54JF+586, Sepotong, Siak Kecil, Bengkalis Regency, Riau, Indonesia","{'location': {'lat': 1.1804082, 'lng': 102.1232558}, 'viewport': {'northeast': {'lat': 1.181676079892722, 'lng': 102.1246909298927}, 'southwest': {'lat': 1.178976420107278, 'lng': 102.1219912701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,KOTO RAJO,ChIJZaG6bQCr1jERzHBqXyGk85s,0.0,ChIJZaG6bQCr1jERzHBqXyGk85s,"['lodging', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJZaG6bQCr1jERzHBqXyGk85s
OPERATIONAL,"R2CP+QMX, Jl. Hang Tuah, Kp. Rempak, Kec. Siak, Kabupaten Siak, Riau 28763, Indonesia","{'location': {'lat': 0.8219464999999999, 'lng': 102.03668}, 'viewport': {'northeast': {'lat': 0.8232357298927222, 'lng': 102.0379970798927}, 'southwest': {'lat': 0.8205360701072778, 'lng': 102.0352974201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Harmoni 21,ChIJX7DCxdog1DERDM0ahhIIM0s,3.8,ChIJX7DCxdog1DERDM0ahhIIM0s,"['lodging', 'point_of_interest', 'establishment']",470,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105670071599367627779"">yansen sembiring</a>'], 'photo_reference': 'AUGGfZncCbY9W7v0qAaTDUkRnzw1yHn2-SfFscAi5cqehfBx82jnvliR5ivrxm0qO5aop7jm4xSLr1IyUuLVJxWQt69fMlxMJylhN9JSw3vQvjvV5q7ft_KABnxlvhoj3iw4___C8ADjzqY6gA1bEcCTNPiCOY0c3ibljTMY_JrZp092v6Sg', 'width': 4000}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJX7DCxdog1DERDM0ahhIIM0s
OPERATIONAL,"Jl. Dr. Soetomo, Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau 28773, Indonesia","{'location': {'lat': 0.7943981999999999, 'lng': 102.0506684}, 'viewport': {'northeast': {'lat': 0.7957306298927223, 'lng': 102.0520582298927}, 'southwest': {'lat': 0.7930309701072777, 'lng': 102.0493585701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Antarbangsa,ChIJNZ8HEGon1DERR5kFmrS6jfE,4.2,ChIJNZ8HEGon1DERR5kFmrS6jfE,"['lodging', 'point_of_interest', 'establishment']",146,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107792887263511315610"">A Google User</a>'], 'photo_reference': 'AUGGfZk-JL_9C7gPVsPBtucizbiJVOvTOt5jpZZZwHARcXT_OF4krf5zOCgpmDdZctW6my-7DLAVMvuD_f6lbU47-Kk1FTZpjqUPtMopFaS-Z4vlSNyZafPEuDRfPo-3IGwysHEXpEQSZL4vpjYSJiKsNNgEGFKLM0i2YFxPeT1hk8LkbG0s', 'width': 4000}]",{'open_now': True},"{'compound_code': 'Q3V2+Q7 Kampung Dalam, Siak Regency, Riau, Indonesia', 'global_code': '6PG4Q3V2+Q7'}",https://www.google.com/maps/place/?q=place_id:ChIJNZ8HEGon1DERR5kFmrS6jfE
OPERATIONAL,"Jl. Sri Indra Dewa No.01, Kp. Rempak, Kec. Siak, Kabupaten Siak, Riau 28773, Indonesia","{'location': {'lat': 0.8124132, 'lng': 102.0362849}, 'viewport': {'northeast': {'lat': 0.8138052798927223, 'lng': 102.0376538298927}, 'southwest': {'lat': 0.8111056201072778, 'lng': 102.0349541701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Homestay Tok Jenggot Syariah,ChIJC3Jj_Kch1DERnhQW82TPQbo,4.6,ChIJC3Jj_Kch1DERnhQW82TPQbo,"['lodging', 'point_of_interest', 'establishment']",210,"[{'height': 2269, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106944752601342902722"">A Google User</a>'], 'photo_reference': 'AUGGfZkHEuo9PgXclZm9ZCtUSx4jyJOknA-UAtXOLgOtuvgTdiHvfIIebLWAlB77UHhVtmkTDBHhwjWIOvdtLrMAZcDwFo0rIr-Iy3G7RjSon47SA_LPFzh0rSJ5Zva7XW63oujKr2w1vrWBTkxU9lFDfRMI119VujwAPK3CdrhU7zOnHTka', 'width': 4032}]",{'open_now': True},"{'compound_code': 'R26P+XG Kampung Rempak, Siak Regency, Riau, Indonesia', 'global_code': '6PG4R26P+XG'}",https://www.google.com/maps/place/?q=place_id:ChIJC3Jj_Kch1DERnhQW82TPQbo
OPERATIONAL,"Q3V4+59W, Jalan Pasar Baru Kecamatan, Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau 28773, Indonesia","{'location': {'lat': 0.7929942, 'lng': 102.0559425}, 'viewport': {'northeast': {'lat': 0.7944591298927223, 'lng': 102.0572372298927}, 'southwest': {'lat': 0.7917594701072778, 'lng': 102.0545375701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Winaria 2,ChIJ0aVLEkIn1DERamCGFIE0yjg,3.7,ChIJ0aVLEkIn1DERamCGFIE0yjg,"['lodging', 'point_of_interest', 'establishment']",43,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105254271866142042775"">Zurman Ramadhan80</a>'], 'photo_reference': 'AUGGfZn9MJELK3hV0JHf63M_7AN_MUs4OIwEcwMM6RvpfqYuhKwOZ-lp-36FHMV1Te0a4Mg9OpcBQeIhM9IJlT0_sh29Y73i_7EdeQygILyGols7ulyR_S79kIkWcxRjdqF2u6IO3ceA_5sPuwxsc0NSC1aAR1B5eAmrh-TRH523tY7WhRYk', 'width': 4128}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ0aVLEkIn1DERamCGFIE0yjg
OPERATIONAL,"Jl. Raja Kecik, Gg. Kopral No. 39, Kampung Dalam, Siak, Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau 28773, Indonesia","{'location': {'lat': 0.7992516, 'lng': 102.0465775}, 'viewport': {'northeast': {'lat': 0.8005834298927222, 'lng': 102.0479510298927}, 'southwest': {'lat': 0.7978837701072777, 'lng': 102.0452513701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Setia Melayu Penginapan,ChIJv996-Tgn1DERF_K36Tvv-RU,3.8,ChIJv996-Tgn1DERF_K36Tvv-RU,"['lodging', 'point_of_interest', 'establishment']",172,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110500785819300446133"">A Google User</a>'], 'photo_reference': 'AUGGfZmkUoXc34BkRnU3g2rtK68MlawzOZkeF2iQ28LMkNdNBQ_v8AazXPUoAue3GlB5ZVgVQ-bmXPED2B7K8a5J2eiS4NgupwnNQRa_ygaHNsNk5W09FN4IJbE5IKB5PywK_EtFK8LEgwetb5CP8sLiZBhce3z_ptsUXek8_U14YvGm2j1A', 'width': 4000}]",,"{'compound_code': 'Q2XW+PJ Kampung Dalam, Siak Regency, Riau, Indonesia', 'global_code': '6PG4Q2XW+PJ'}",https://www.google.com/maps/place/?q=place_id:ChIJv996-Tgn1DERF_K36Tvv-RU
OPERATIONAL,"Jl. Datuk Bendahara No.Kelurahan, Kp. Rempak, Kec. Siak, Kabupaten Siak, Riau 28761, Indonesia","{'location': {'lat': 0.8007841, 'lng': 102.0445434}, 'viewport': {'northeast': {'lat': 0.8021249298927222, 'lng': 102.0459021298927}, 'southwest': {'lat': 0.7994252701072777, 'lng': 102.0432024701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Winaria 3,ChIJucYKK_4n1DEREpJaBz0fzYA,3.1,ChIJucYKK_4n1DEREpJaBz0fzYA,"['lodging', 'point_of_interest', 'establishment']",7,,{'open_now': True},"{'compound_code': 'R22V+8R Kampung Rempak, Siak Regency, Riau, Indonesia', 'global_code': '6PG4R22V+8R'}",https://www.google.com/maps/place/?q=place_id:ChIJucYKK_4n1DEREpJaBz0fzYA
