business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,permanently_closed,price_level,url
OPERATIONAL,"Q2GM+FVJ, Panggungrejo, Panggungduwet, Kec. Kademangan, Kabupaten Blitar, Jawa Timur 66161, Indonesia","{'location': {'lat': -8.223431699999999, 'lng': 112.0335109}, 'viewport': {'northeast': {'lat': -8.222109520107278, 'lng': 112.0352262798927}, 'southwest': {'lat': -8.224809179892722, 'lng': 112.0325266201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wahana Wisata,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114639399465384028080"">adam neutron</a>'], 'photo_reference': 'AUGGfZkPpsgeF70xTh_c37KQnDJKyg9y96TjLVbcotS24ciwRf64EFN01eMQnX7UvEbjiy0_DFphngJrm4-RzJ8H17Cf3G28mXcqyeih6j7mB18Tg80-E7yJCrLOnTx0MQR1_VMHG6k-daZqoHKLkzCRv5mpPIRdoSXHgh-OhWwnPrPIGhO1', 'width': 1836}]",ChIJxXzjEQDdeC4RG_wSZjvYcso,0.0,ChIJxXzjEQDdeC4RG_wSZjvYcso,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJxXzjEQDdeC4RG_wSZjvYcso
OPERATIONAL,"Q3G6+7F, Pakisaji, Kec. Kademangan, Kabupaten Blitar, Jawa Timur 66161, Indonesia","{'location': {'lat': -8.2243167, 'lng': 112.0611574}, 'viewport': {'northeast': {'lat': -8.223033570107278, 'lng': 112.0625556298927}, 'southwest': {'lat': -8.225733229892722, 'lng': 112.0598559701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedung Gawen,"[{'height': 1577, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117000662360535710613"">burhan taring</a>'], 'photo_reference': 'AUGGfZn-ZNB64zdNYheSLu2hp0-9vePL75QZLiEWlmHyiHGQfp7nWwFwRpK2igbqw4DmfvzKWujJ9lJni_XIiK-sVMioT9rcev003nVxAZbezMMOkP_w_2_gOiedUODNUMuvv8H4tOBorM2sdQzUvwtvb4N2vRupYUi6XGPsj6sByoEydtpk', 'width': 1600}]",ChIJc8ntrS7DeC4RHHqZYEReW2s,3.0,ChIJc8ntrS7DeC4RHHqZYEReW2s,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJc8ntrS7DeC4RHHqZYEReW2s
OPERATIONAL,"R4CR+PPR, Unnamed Road, Tumpakwaru, Sumberjati, Kec. Kademangan, Kabupaten Blitar, Jawa Timur 66161, Indonesia","{'location': {'lat': -8.1781285, 'lng': 112.1417752}, 'viewport': {'northeast': {'lat': -8.176306320107276, 'lng': 112.14610165}, 'southwest': {'lat': -8.17900597989272, 'lng': 112.14033305}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bhumi Ma Cahyo,"[{'height': 1970, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106864747607970425510"">A Google User</a>'], 'photo_reference': 'AUGGfZlmR49Wz6gDVa2c-26jhiHZPXqa2vzREnY4k_DBcd-FdP745Xp0pE2o3vAHVLYsFNOyb46aDJ4uQcipoxb9yWoZZR5kXdcMJaUtezO0arQIjMClHIGVTvpmBgwsR7F3fqAvDpC8AhRq0ENoYL5XN14Nyo4whgmiHI_uHHV8rAsRHzmR', 'width': 4160}]",ChIJ9yWtyKrpeC4RPQCeFXzBIdE,4.4,ChIJ9yWtyKrpeC4RPQCeFXzBIdE,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9yWtyKrpeC4RPQCeFXzBIdE
OPERATIONAL,"R5XC+C32, Plosorejo, Kademangan, Blitar Regency, East Java 66161, Indonesia","{'location': {'lat': -8.1515674, 'lng': 112.1704142}, 'viewport': {'northeast': {'lat': -8.150241770107279, 'lng': 112.1718530798927}, 'southwest': {'lat': -8.152941429892723, 'lng': 112.1691534201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pemancingan,,ChIJ358_TADreC4Rf1nPr9Qc-RA,0.0,ChIJ358_TADreC4Rf1nPr9Qc-RA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ358_TADreC4Rf1nPr9Qc-RA
OPERATIONAL,"Jl. Manggar No.70, RT.3/RW.6, Jatisari, Kademangan, Kec. Kademangan, Kabupaten Blitar, Jawa Timur 66161, Indonesia","{'location': {'lat': -8.1524535, 'lng': 112.1364138}, 'viewport': {'northeast': {'lat': -8.151298970107277, 'lng': 112.1377178298927}, 'southwest': {'lat': -8.15399862989272, 'lng': 112.1350181701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Terapi Ikan Kedung Kandang,"[{'height': 4640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103227328827057373502"">jee</a>'], 'photo_reference': 'AUGGfZng_DU8ENHVakgQRgSoOyRSkOLuw4NHSW1FFj49bxB6ju5iwzt7a5VmOlV8iY4mru7n5ADHXqCrk0uxzKlhQacHEpGmNY7eTy-oGklGFEVov9GT-xkYehzF2K1FOhNVJx88_3z0XSrmxk1AEydSFixNzuCSDYaXI_s_wGi3icnlzmj5', 'width': 2610}]",ChIJzVzIoqzpeC4RguxmUn2NiKI,4.0,ChIJzVzIoqzpeC4RguxmUn2NiKI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"{'compound_code': 'R4XP+2H Kademangan, Blitar Regency, East Java, Indonesia', 'global_code': '6P3JR4XP+2H'}",,,https://www.google.com/maps/place/?q=place_id:ChIJzVzIoqzpeC4RguxmUn2NiKI
OPERATIONAL,"Jl. Raya Trisula No.43, Dawuhan, Kec. Kademangan, Kabupaten Blitar, Jawa Timur 66161, Indonesia","{'location': {'lat': -8.175723099999999, 'lng': 112.1189178}, 'viewport': {'northeast': {'lat': -8.174465970107276, 'lng': 112.1201525298927}, 'southwest': {'lat': -8.17716562989272, 'lng': 112.1174528701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa jambangan,"[{'height': 3455, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102458286970896109727"">Info Seputaran Blitar</a>'], 'photo_reference': 'AUGGfZn53fdsnFpyjb5S59mT22UZUlJhetHRCcVFq50XYigh1KUVmP_RYeVRbz8cUSNnCzp-82_jfgR9tRtuJZrAQWs5L0wq__amYKkJYbEmpwMXDVzX34xRpw8Dbl25fPc1QeFmnFl2V6F1hVzcw9jg3Ld99w1mx-n07lQJAHO0-wvwAVy0', 'width': 3456}]",ChIJOYzP6B3peC4RYADkQrhZpi4,4.6,ChIJOYzP6B3peC4RYADkQrhZpi4,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,"{'compound_code': 'R4F9+PH Dawuhan, Blitar Regency, East Java, Indonesia', 'global_code': '6P3JR4F9+PH'}",,,https://www.google.com/maps/place/?q=place_id:ChIJOYzP6B3peC4RYADkQrhZpi4
OPERATIONAL,"R4JX+5RW bukit bonsai, Sumberjati, Kec. Kademangan, Kabupaten Blitar, Jawa Timur 66161, Indonesia","{'location': {'lat': -8.1695015, 'lng': 112.1495627}, 'viewport': {'northeast': {'lat': -8.168289020107277, 'lng': 112.1507512298927}, 'southwest': {'lat': -8.170988679892721, 'lng': 112.1480515701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Bonsai,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115017805378100093459"">Neo Aryuda</a>'], 'photo_reference': 'AUGGfZnBMloepHtCkylSgsm_8Hkf8l4_fXEdGIV6If0FtjbCql95hUWnNsYmMG3w5tGHGgY9Vj0EDE6OxXaLoQmpx_ZOmEgVo9Bc6kjeaMBXEykL6O3bzWLtGk8yk5g_0NEgcX5iZlMn5Gn9wFNNQ3dawZYXxQ2H1JAATU2xonB0yx0wAwum', 'width': 2560}]",ChIJt4UG2yPqeC4ReIMKDMOvJjU,3.8,ChIJt4UG2yPqeC4ReIMKDMOvJjU,"['tourist_attraction', 'point_of_interest', 'establishment']",587,{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJt4UG2yPqeC4ReIMKDMOvJjU
OPERATIONAL,"R5P6+7XV, Plosorejo, Kademangan, Blitar Regency, East Java 66161, Indonesia","{'location': {'lat': -8.164397, 'lng': 112.1633399}, 'viewport': {'northeast': {'lat': -8.163063670107277, 'lng': 112.1646870798927}, 'southwest': {'lat': -8.165763329892721, 'lng': 112.1619874201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Mancing Bersama,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106281821001793742162"">A Google User</a>'], 'photo_reference': 'AUGGfZlNrGDGe4GbIvBqlz_AsKT5Z0jw7AcP7ZxT-lSdHl8TRHtkQCsL4d7m5zZOZx7B8JzTnVG5SNqc0y1L0I0Vx7D2feTX1HmChN_wX4IpyuBVwr2ZwQM1fpBZO0BzmDBT1ZedDmG230BZDdzDCnv_yyL-KpQZ_dYp88tRA6ZbVrfgnRun', 'width': 2160}]",ChIJPelOZU3reC4RjI8qiTBNCI8,5.0,ChIJPelOZU3reC4RjI8qiTBNCI8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPelOZU3reC4RjI8qiTBNCI8
OPERATIONAL,"Jaten, Kademangan, Blitar Regency, East Java, Indonesia","{'location': {'lat': -8.1419797, 'lng': 112.1348181}, 'viewport': {'northeast': {'lat': -8.140620720107279, 'lng': 112.1360910798927}, 'southwest': {'lat': -8.143320379892723, 'lng': 112.1333914201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SURGA FARM BLITAR,"[{'height': 3824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109885365934197789127"">bambang setyaji</a>'], 'photo_reference': 'AUGGfZm08klDA4lfMPwPDQlEaOIo9OOz4cf5CHVh5ZpYZrXE8nqJ_4oKwY8qIHgM73S0u-t5A-CCj3vzxdbF3V49Z4N7gW8fAjoaLZR8wYExLZb2pPS5Jw-7l3rYTxlU21B04BNFt1rEtdbIZBneTyksjq2F46yM4nIQQDR4wc_34fNPZ1bc', 'width': 6016}]",ChIJ6z2p-AjpeC4R-87hnexEzDU,5.0,ChIJ6z2p-AjpeC4R-87hnexEzDU,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,"{'compound_code': 'V45M+6W Kademangan, Blitar Regency, East Java, Indonesia', 'global_code': '6P3JV45M+6W'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ6z2p-AjpeC4R-87hnexEzDU
OPERATIONAL,"Q3HJ+QPR, Pakel, Kebonsari, Kec. Kademangan, Kabupaten Blitar, Jawa Timur 66161, Indonesia","{'location': {'lat': -8.2205212, 'lng': 112.0817601}, 'viewport': {'northeast': {'lat': -8.219344870107278, 'lng': 112.0825955798927}, 'southwest': {'lat': -8.222044529892722, 'lng': 112.0798959201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Petilasan Mbah Bonto,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105905650281603566167"">Refondi Ramadha</a>'], 'photo_reference': 'AUGGfZlkSpB1IxxK7iiMsMheJpo7OhV7PmhBL7Ou3Rehr7TCEDdgoSCmmKBKAvZVn9UICHOMVYmEhh7hcJlyF-kpKlYIHWpqSA4GZk96dc2TvDVvi56FYGh-WjBc9DtJhom-PGoHgLr6UfjzCgeSUkXmL-6ObvjLdRiuQ-uQO4M-Z4G5cTFA', 'width': 2992}]",ChIJBdCASfbDeC4RJl8D8Gc555Y,5.0,ChIJBdCASfbDeC4RJl8D8Gc555Y,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJBdCASfbDeC4RJl8D8Gc555Y
