business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,price_level,url
OPERATIONAL,"Jl. Malonda No.12, Silae, Kec. Ulujadi, Kota Palu, Sulawesi Tengah 94227, Indonesia","{'location': {'lat': -0.8767149, 'lng': 119.8361206}, 'viewport': {'northeast': {'lat': -0.8752847701072778, 'lng': 119.8374600798928}, 'southwest': {'lat': -0.8779844298927223, 'lng': 119.8347604201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Swiss-Belhotel Silae Palu,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104707569823123478180"">A Google User</a>'], 'photo_reference': 'AUGGfZkir-sUSajAmTdAG__iNGFJb0pJbbsq2ZlvBEYIMewQIdqrp5ftCjsTZBBXzN-nBiWIvMg9hQaplp-ZHPlZ03BN91_qZT_uKDem-jL1-T8zsuBbCR541CuvVQrfsgrlx-Nsi6S12y4XvYl0dQUQMWnCWtAhy8iPGMAaVWKIJKjIY16I', 'width': 1280}]",ChIJ7V48d7jtiy0Rit6HRupAuVQ,"{'compound_code': '4RFP+8C Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4RFP+8C'}",4.5,ChIJ7V48d7jtiy0Rit6HRupAuVQ,"['lodging', 'point_of_interest', 'establishment']",4418,,https://www.google.com/maps/place/?q=place_id:ChIJ7V48d7jtiy0Rit6HRupAuVQ
OPERATIONAL,"Jl. Moh. Hatta No.18, Lolu Utara, Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94114, Indonesia","{'location': {'lat': -0.8968063999999999, 'lng': 119.8728961}, 'viewport': {'northeast': {'lat': -0.8953856201072776, 'lng': 119.8742551298927}, 'southwest': {'lat': -0.8980852798927219, 'lng': 119.8715554701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Santika Palu,{'open_now': True},"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102604642501584767072"">Hotel Santika Palu</a>'], 'photo_reference': 'AUGGfZnyMPCNp7Sx5ZOIh1t0lXCJ7iG8-n3S6NTXPbBTtk8ymRW2P5N5JCpI5DIDJoINTl1XUbpzRUB_VNN92RCzwBtC8y8mV6XHClmQj6X4wc5d2Il3YvMz0mBXuZNsTWna8fSf5WVxmnzNk5hhuqgLpswEHmdUaWR1muOTRIqna469LtDZ', 'width': 800}]",ChIJJaIoeNvtiy0R5O-6HYhXQWc,"{'compound_code': '4V3F+75 North Lolu, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4V3F+75'}",4.4,ChIJJaIoeNvtiy0R5O-6HYhXQWc,"['lodging', 'point_of_interest', 'establishment']",3301,,https://www.google.com/maps/place/?q=place_id:ChIJJaIoeNvtiy0R5O-6HYhXQWc
OPERATIONAL,"Jl. Malonda No. 76, Kel. Tipo Kecamatan Ulujadi, Palu Barat, Buluri, Kec. Ulujadi, Kota Palu, Sulawesi Tengah 94228, Indonesia","{'location': {'lat': -0.8560232000000001, 'lng': 119.8266925}, 'viewport': {'northeast': {'lat': -0.8547279701072777, 'lng': 119.8279091298927}, 'southwest': {'lat': -0.8574276298927223, 'lng': 119.8252094701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Amazing City Beach Resort,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100652025567086472404"">Morisia H W</a>'], 'photo_reference': 'AUGGfZm-L4LxfFD-dPXmiPqV0_5anaQu3_ZGWpXkzDpjfIqteRMmFee8RRTr4Di4T3avi53QoYEcgGEnOZhMhy6L9p0O4-GJbYcl6T5ggIcOOeHFqLXC9nXBG2bBglElYwYJM5ITXi3UQv4Wz4r2msR0JVhP_bTPKQhkrDNHtaB27Ht74lNf', 'width': 4608}]",ChIJbYHC2ffsiy0R0lTzgxMKgWs,"{'compound_code': '4RVG+JP Buluri, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4RVG+JP'}",4.3,ChIJbYHC2ffsiy0R0lTzgxMKgWs,"['lodging', 'point_of_interest', 'establishment']",562,,https://www.google.com/maps/place/?q=place_id:ChIJbYHC2ffsiy0R0lTzgxMKgWs
OPERATIONAL,"Jl. Munif Rahman 1, Silae, Kec. Ulujadi, Kota Palu, Sulawesi Tengah 94226, Indonesia","{'location': {'lat': -0.8827598999999999, 'lng': 119.8369199}, 'viewport': {'northeast': {'lat': -0.8814013701072778, 'lng': 119.8382184298928}, 'southwest': {'lat': -0.8841010298927223, 'lng': 119.8355187701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Cendana,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112679064026317204281"">A Google User</a>'], 'photo_reference': 'AUGGfZkfaI5X-cA1xzYavnuBcduV9UkTdv2BnfaTGX0-ph7qA9HFAG8jQxv8nkMHICALc7tWWYFzw0YGgm3_mlXDpDkXAh9zo5RpmBx496hRNM4lVhmYPZ29GlGCgO0D2BLQCqsgWbGgT6V5p07NRiiDGdeBqrCKkE4XkrsOLuQsB4RA2Jai', 'width': 4160}]",ChIJ23r6WFrtiy0RZaJrfNNboUY,"{'compound_code': '4R8P+VQ Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4R8P+VQ'}",4.4,ChIJ23r6WFrtiy0RZaJrfNNboUY,"['lodging', 'point_of_interest', 'establishment']",39,,https://www.google.com/maps/place/?q=place_id:ChIJ23r6WFrtiy0RZaJrfNNboUY
OPERATIONAL,"Jl. Wolter Monginsidi No.60, Lolu Sel., Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111, Indonesia","{'location': {'lat': -0.9048202, 'lng': 119.8746287}, 'viewport': {'northeast': {'lat': -0.9034509701072782, 'lng': 119.8760484298927}, 'southwest': {'lat': -0.9061506298927223, 'lng': 119.8733487701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,ASTON Palu Hotel & Conference Center,,"[{'height': 1154, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103080529675843854503"">A Google User</a>'], 'photo_reference': 'AUGGfZkSXQHO-fvlNJRoktGcUcq-84CZMkJ-bZjqo9m9BVkyahabh-5waGf3tWr5LeCCM_NG5YRF0sEPtJbM6d_up7ELyYe05YF5R11PALbWxKcImf_2oI84xefREGZCWsbiwxc-m5YIBD5FkmblNBRnRlPN8FPwW9vdFPSvpoodVzUc0OGu', 'width': 1500}]",ChIJu4knGVrtiy0RpSEJzaeXE3g,"{'compound_code': '3VWF+3V South Lolu, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX3VWF+3V'}",4.9,ChIJu4knGVrtiy0RpSEJzaeXE3g,"['lodging', 'point_of_interest', 'establishment']",508,,https://www.google.com/maps/place/?q=place_id:ChIJu4knGVrtiy0RpSEJzaeXE3g
OPERATIONAL,"Silae, Ulujadi, Palu City, Central Sulawesi 94227, Indonesia","{'location': {'lat': -0.870397, 'lng': 119.8186648}, 'viewport': {'northeast': {'lat': -0.8692319701072778, 'lng': 119.8200384298927}, 'southwest': {'lat': -0.8719316298927223, 'lng': 119.8173387701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,D'Kalora Hotel & Resort,{'open_now': True},"[{'height': 923, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103194023930329991720"">A Google User</a>'], 'photo_reference': 'AUGGfZl8kD0NYBCOQ4jMOb7BB4B2jupjQDVmkYfKjN9VKLQgt3fTAmMF3RofchE31QOGLwI-ZNK6ct5CPGR4b2H2EzEYh1NlKVwa_3PdErX6LSg9Mkpwi0ZrG64eP_vjORpW0gTTkfGzljy-xvQaylCjY5JGbhr9DLlzyz17kSD3MscEC8_5', 'width': 1300}]",ChIJLxuKJrXtiy0RedEoZqPiS98,"{'compound_code': '4RH9+RF Silae, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX4RH9+RF'}",4.1,ChIJLxuKJrXtiy0RedEoZqPiS98,"['lodging', 'point_of_interest', 'establishment']",294,,https://www.google.com/maps/place/?q=place_id:ChIJLxuKJrXtiy0RedEoZqPiS98
OPERATIONAL,"3RPH+2VH, Duyu, Kinovaro, Sigi Regency, Central Sulawesi, Indonesia","{'location': {'lat': -0.9149303, 'lng': 119.8297193}, 'viewport': {'northeast': {'lat': -0.9136568201072778, 'lng': 119.8310203798927}, 'southwest': {'lat': -0.9163564798927221, 'lng': 119.8283207201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bukit Indah Doda Hotel & Resorts,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118275206301792548915"">yan adhitya wesda wardhana</a>'], 'photo_reference': 'AUGGfZly4HzsAMx7Ga4iZ0tTTukK4_QDbMiHjssIRkGeCz_gzOrxd-gG6JWH-5HspiWPMc3TVMttxrJgevA94LPDnZ7yTr-Fg_FQQRB1o4UYsacraQEeVYhA05bm4ZUoYwYRYBsB8Yhs5fXWnleNw3Vg0zKxd0iLeocmhugR_HKSBPoUVW5L', 'width': 4032}]",ChIJzaCz8Tjtiy0RrxMFRlSmx6U,,4.6,ChIJzaCz8Tjtiy0RrxMFRlSmx6U,"['lodging', 'point_of_interest', 'establishment']",129,,https://www.google.com/maps/place/?q=place_id:ChIJzaCz8Tjtiy0RrxMFRlSmx6U
OPERATIONAL,"4V89+695, Jl. Raden Saleh No.1, Besusu Bar., Kec. Palu Tim., Kota Palu, Sulawesi Tengah 94118, Indonesia","{'location': {'lat': -0.8848699999999999, 'lng': 119.8687019}, 'viewport': {'northeast': {'lat': -0.8835393201072776, 'lng': 119.8700750798928}, 'southwest': {'lat': -0.8862389798927222, 'lng': 119.8673754201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Palu Golden Hotel,,"[{'height': 386, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115088814199471268615"">A Google User</a>'], 'photo_reference': 'AUGGfZmzOX2pfogs4SgCi9nW5KpCnWFNCo-5L01XX11Ef8TYWTZfLQmegNS_-9Yi_dSAFG9vwEovLPCiE_Pj17YF5LGUs5wUocUcZx-aNiIEuacPgqTgQ2w8UMC_LHRF-kmGmX7MQ5pQsxvw9RdhlLY1oxpXxZzbs9F-Bq8nvL-iU1jAfApJ', 'width': 684}]",ChIJk9_VNc3tiy0R4mMfG9eSHxs,,4.2,ChIJk9_VNc3tiy0R4mMfG9eSHxs,"['lodging', 'point_of_interest', 'establishment']",668,,https://www.google.com/maps/place/?q=place_id:ChIJk9_VNc3tiy0R4mMfG9eSHxs
OPERATIONAL,"4R8X+9CR, Lere, Palu Barat, Palu City, Central Sulawesi 94221, Indonesia","{'location': {'lat': -0.8839893999999999, 'lng': 119.8484581}, 'viewport': {'northeast': {'lat': -0.8825465701072778, 'lng': 119.8496677798927}, 'southwest': {'lat': -0.8852462298927222, 'lng': 119.8469681201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,GRAND DUTA HOTEL PALU,,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116503087272001813335"">doni andrian hsb</a>'], 'photo_reference': 'AUGGfZkTVHkjD1E7E08Q0tx2pmJsfjHerc3JMDYSANQ2_gb3ylBiguPNs8OAc9KTFMi9qEFoNETblmrIA435oijeu4DzigKWAfscFgqwQyBabUpgUPJ4U1XU7K91JbOhMKZDZ1bGQcq6H70xvh3HxX3dlThQ7tdT7WkSZBW5P43D-3Si4kIx', 'width': 4640}]",ChIJZZjNSlbsiy0RqeOXlQ7L8L4,,3.9,ChIJZZjNSlbsiy0RqeOXlQ7L8L4,"['lodging', 'point_of_interest', 'establishment']",451,,https://www.google.com/maps/place/?q=place_id:ChIJZZjNSlbsiy0RqeOXlQ7L8L4
OPERATIONAL,"Jl. Basuki Rahmat, Birobuli Utara, Kec. Palu Sel., Kota Palu, Sulawesi Tengah 94111, Indonesia","{'location': {'lat': -0.9190893, 'lng': 119.887329}, 'viewport': {'northeast': {'lat': -0.9177377701072779, 'lng': 119.8886787798927}, 'southwest': {'lat': -0.9204374298927221, 'lng': 119.8859791201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Best Western Plus Coco Palu,,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116354814558587767458"">Remon Ambutua</a>'], 'photo_reference': 'AUGGfZnRbWweysakJTZSpGvPjfgmt6DDyzOTsB4W7dmse3EFAqs97vxvU-KCxCK0-JrsQ29cwWkrxkR5-T9j9JDqZmW6dGmO_U0aAkxB-DDVsqdH-0puZI6jHHDmLH8O9aTMBSz-xXAoPZCPRg1p5quSs0CZVakzXqRDOqtSHpxOf-dgnKr1', 'width': 3264}]",ChIJW2cYOwLuiy0RzU2l2QpuW2k,"{'compound_code': '3VJP+9W Birobuli Utara, Palu City, Central Sulawesi, Indonesia', 'global_code': '6PFX3VJP+9W'}",4.4,ChIJW2cYOwLuiy0RzU2l2QpuW2k,"['lodging', 'point_of_interest', 'establishment']",2428,,https://www.google.com/maps/place/?q=place_id:ChIJW2cYOwLuiy0RzU2l2QpuW2k
