business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
OPERATIONAL,"38M3+34, Gn. Anyar, Ketapang Daya, Kec. Ketapang, Kabupaten Sampang, Jawa Timur 69261, Indonesia","{'location': {'lat': -6.916931099999999, 'lng': 113.3029602}, 'viewport': {'northeast': {'lat': -6.915671670107279, 'lng': 113.3041512298927}, 'southwest': {'lat': -6.918371329892723, 'lng': 113.3014515701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman wisata sungai bung dalem,ChIJGy6WAZU12C0Rne6fh6t8qQ0,0.0,ChIJGy6WAZU12C0Rne6fh6t8qQ0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJGy6WAZU12C0Rne6fh6t8qQ0
OPERATIONAL,"37RP+76X, Taman, Ketapang Laok, Kec. Ketapang, Kabupaten Sampang, Jawa Timur 69261, Indonesia","{'location': {'lat': -6.9092642, 'lng': 113.2855611}, 'viewport': {'northeast': {'lat': -6.907868070107279, 'lng': 113.2867603298927}, 'southwest': {'lat': -6.910567729892723, 'lng': 113.2840606701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Ketapang sampang,ChIJS-QhIQA32C0R43pN6__Jies,0.0,ChIJS-QhIQA32C0R43pN6__Jies,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJS-QhIQA32C0R43pN6__Jies
OPERATIONAL,"4756+586, Sembung, Rabiyan, Kec. Ketapang, Kabupaten Sampang, Jawa Timur 69261, Indonesia","{'location': {'lat': -6.8920968, 'lng': 113.2607555}, 'viewport': {'northeast': {'lat': -6.890874070107278, 'lng': 113.2644989}, 'southwest': {'lat': -6.893573729892722, 'lng': 113.2595145}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Taman Impian (TI),ChIJjWs2Ao832C0RxI6zrbpDOH0,3.8,ChIJjWs2Ao832C0RxI6zrbpDOH0,"['tourist_attraction', 'point_of_interest', 'establishment']",23,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116520000198166007536"">A Google User</a>'], 'photo_reference': 'AUGGfZmRSXEwWnPj999cazxLdxASkDfgnH3Fu5jfZBU72o5_YSLfXhBeI1VxQo9dPQMbjlHllqHQz37JVj3_Vzxet3h9tOrXSqHSG-8IHjA602ybpIkal_IquqFAgrPbg7E848t74FnR2QaZhEKK1bth36lb2ere_-4vfSZ6z5YA9NTSwWS3', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJjWs2Ao832C0RxI6zrbpDOH0
OPERATIONAL,"4846+RWW, Talabang, Ketapang Daya, Kec. Ketapang, Kabupaten Sampang, Jawa Timur 69261, Indonesia","{'location': {'lat': -6.8928897, 'lng': 113.3123232}, 'viewport': {'northeast': {'lat': -6.891755520107279, 'lng': 113.3140285798927}, 'southwest': {'lat': -6.894455179892723, 'lng': 113.3113289201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Toroan,ChIJu_7rjBcYBS4RAJT3KKEKz-8,4.2,ChIJu_7rjBcYBS4RAJT3KKEKz-8,"['tourist_attraction', 'point_of_interest', 'establishment']",1902,"[{'height': 2670, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110965794370461886030"">Damadamn VH</a>'], 'photo_reference': 'AUGGfZkYt5Vul7ziqlD0lllZbHeuAAs6HgDIGuw92lH62XmnLCcP_dqxjXwgMtckep1UHvaV5rHPgaQM5ISpAc553cx9uk0Bak8P7CLylg1mubzrk4VxY2DhmY-WOdopet0awieTwtgDWXLCdmmCJNytLC5FvwmAxwahPlwYuThAQONv1mYy', 'width': 4000}]",{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJu_7rjBcYBS4RAJT3KKEKz-8
OPERATIONAL,"465W+2H, Rabiyan, Sampang Regency, East Java 69261, Indonesia","{'location': {'lat': -6.8918703, 'lng': 113.2482632}, 'viewport': {'northeast': {'lat': -6.890626420107278, 'lng': 113.2492364798927}, 'southwest': {'lat': -6.893326079892722, 'lng': 113.2465368201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Topoh,ChIJm0nxiSQ32C0RMQ7maX1yYuA,4.7,ChIJm0nxiSQ32C0RMQ7maX1yYuA,"['tourist_attraction', 'point_of_interest', 'establishment']",10,"[{'height': 3280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116151531824693617998"">Sofiatur Rahmah</a>'], 'photo_reference': 'AUGGfZndNvnfkSX8O8kqwW49I-1HfyILUYNU-AbFeba-AJpMebEMVYgTloGWgHlwDCI_HAwyb6C5S-jxS26FpoTFUmwuFiP1aQ6LmoSauZc2A1YxE-Eur_mWF9BZP1GlwPpFVfkP3xdkL0Sz9UoRxgAWNU5mnPlpxDplZoSQySSYNWdoqUwi', 'width': 2464}]",,https://www.google.com/maps/place/?q=place_id:ChIJm0nxiSQ32C0RMQ7maX1yYuA
OPERATIONAL,"35VW+7P, Gedungan, Batioh, Kec. Banyuates, Kabupaten Sampang, Jawa Timur, Indonesia","{'location': {'lat': -6.906548600000001, 'lng': 113.1977057}, 'viewport': {'northeast': {'lat': -6.905375370107278, 'lng': 113.1992763298927}, 'southwest': {'lat': -6.908075029892721, 'lng': 113.1965766701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Patereman,ChIJtyOsFgA32C0R3ZT81NVhwmY,5.0,ChIJtyOsFgA32C0R3ZT81NVhwmY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJtyOsFgA32C0R3ZT81NVhwmY
OPERATIONAL,"2983+R4W, Crecet, Tobai Tengah, Kec. Sokobanah, Kabupaten Sampang, Jawa Timur, Indonesia","{'location': {'lat': -6.982894399999999, 'lng': 113.3528434}, 'viewport': {'northeast': {'lat': -6.981174770107278, 'lng': 113.3541300798927}, 'southwest': {'lat': -6.983874429892722, 'lng': 113.3514304201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk tobaih tengah,ChIJa6Jxg4Uz2C0R8evTTQXtu08,0.0,ChIJa6Jxg4Uz2C0R8evTTQXtu08,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJa6Jxg4Uz2C0R8evTTQXtu08
OPERATIONAL,"296Q+X8V, Jean II, Karang Penang Oloh, Kec. Karangpenang, Kabupaten Sampang, Jawa Timur, Indonesia","{'location': {'lat': -6.987507799999999, 'lng': 113.3883084}, 'viewport': {'northeast': {'lat': -6.985729970107278, 'lng': 113.3897214298927}, 'southwest': {'lat': -6.988429629892722, 'lng': 113.3870217701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karang Penang oloh,ChIJsyx8OpLN2S0RcfN5IhcZ4XY,2.0,ChIJsyx8OpLN2S0RcfN5IhcZ4XY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJsyx8OpLN2S0RcfN5IhcZ4XY
OPERATIONAL,"2CH2+43V, Je ah I, Jean I, Karang Penang Oloh, Kec. Karangpenang, Kabupaten Sampang, Jawa Timur 69254, Indonesia","{'location': {'lat': -6.9721949, 'lng': 113.4002022}, 'viewport': {'northeast': {'lat': -6.970846770107277, 'lng': 113.4017087298927}, 'southwest': {'lat': -6.973546429892721, 'lng': 113.3990090701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Husnul44,ChIJU91mUQDN2S0RMTrzhEJcVYw,0.0,ChIJU91mUQDN2S0RMTrzhEJcVYw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJU91mUQDN2S0RMTrzhEJcVYw
OPERATIONAL,"37QH+M3P, Jalan Raya, Sumber Bhakti, West Ketapang, Ketapang, Sampang Regency, East Java 69261, Indonesia","{'location': {'lat': -6.9107753, 'lng': 113.2776965}, 'viewport': {'northeast': {'lat': -6.909438070107278, 'lng': 113.2790874798927}, 'southwest': {'lat': -6.912137729892722, 'lng': 113.2763878201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Masiang,ChIJK_hh4KM22C0RtcDoRqS97P4,4.2,ChIJK_hh4KM22C0RtcDoRqS97P4,"['point_of_interest', 'establishment']",71,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110197000429783295706"">A Google User</a>'], 'photo_reference': 'AUGGfZnObAb8SFEZfgFWWakKvZLSX6Q2578ueA_iGAaEckGNbcu7Xwtm1Y-hnf6j16oeX93oNWvoAuJLMX076URb4owTe19ESAI6ZRNLK81A_sm8Mews7q1-6CAD1wO8oKt8bkug-gKqmtNubO-2OIiEfWS93fjOHvD-Uq_z_jYDPg18Xmq0', 'width': 4160}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJK_hh4KM22C0RtcDoRqS97P4
