business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,plus_code,url
OPERATIONAL,"M4JF+VMQ, Bukit Seburi II, Adonara Barat, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.3177641, 'lng': 123.1242418}, 'viewport': {'northeast': {'lat': -8.316413670107279, 'lng': 123.1255955798927}, 'southwest': {'lat': -8.319113329892723, 'lng': 123.1228959201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dusun Waihean,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115879555390843897072"">Daris Helan</a>'], 'photo_reference': 'AUGGfZl1J8icD7cGsx7CAWGneWgD_v6dppmi4V9S1juBczBw2oJT5ItBeTxl5rERAuq_6doThhOg0CQClL7SFTuDhCXacVBKETzqUoceARWn2-4lKszdsIBntwYDMMfl_cPoGMiRTs_1u7eGEmGkEpcJm8IGfg4Ab_7L1FymzKb6ZEuGgqH2', 'width': 640}]",ChIJ27dY6fB_qy0Rkfmy3WdR2IY,5.0,ChIJ27dY6fB_qy0Rkfmy3WdR2IY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ27dY6fB_qy0Rkfmy3WdR2IY
OPERATIONAL,"Q563+CR, Adonara, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.2388973, 'lng': 123.1546093}, 'viewport': {'northeast': {'lat': -8.237547470107279, 'lng': 123.1559591298927}, 'southwest': {'lat': -8.240247129892722, 'lng': 123.1532594701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,APE MATA-beach,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101097163113161615209"">A Google User</a>'], 'photo_reference': 'AUGGfZl4hOE75hLRk7moMesj2NKkKseOwYLF4TaLSP9PrDUa8aa4ec-DjxNwJg6EX7FG0lXLIHhIkVSql-n8vnaeYvEE_8D8_1w7hzGgy6kacYAPIf7bm0cimXTGak0-ya9lk4ufQdrHtQ_N4ZmDVK9T7cbeoT9STxhgv3mrsUtKk4PuC_tt', 'width': 1122}]",ChIJz0gFvt-Hqy0RKH8ttEzAvYQ,4.0,ChIJz0gFvt-Hqy0RKH8ttEzAvYQ,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJz0gFvt-Hqy0RKH8ttEzAvYQ
OPERATIONAL,"Q45P+887, Adonara, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.2410003, 'lng': 123.1349735}, 'viewport': {'northeast': {'lat': -8.239392570107277, 'lng': 123.1399142}, 'southwest': {'lat': -8.242092229892721, 'lng': 123.1333266}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai tebing goa Lian burak,"[{'height': 1128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100541139957686879775"">A Google User</a>'], 'photo_reference': 'AUGGfZmeK321SBoAp6vFiAymzSdW4XVUcN4OxdDm7ywzRxxXnIx1mRtjmYfZQ1NgEYTjKaKU7IWcSX_7RJfrB2sCXq7NYNkIC_rVkIWTm3xpRMii-GWNAJxKMsh6BNW3Up4dvmonMxODhfE-l_qaH8D4SK8dEJTT-nwgfdr1yyvleSRK52P5', 'width': 720}]",ChIJacXkhpWBqy0RYMR1-qPeB-Q,2.0,ChIJacXkhpWBqy0RYMR1-qPeB-Q,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJacXkhpWBqy0RYMR1-qPeB-Q
OPERATIONAL,"Q553+4V, Adonara, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.242186499999999, 'lng': 123.1546659}, 'viewport': {'northeast': {'lat': -8.240836670107276, 'lng': 123.1560157298927}, 'southwest': {'lat': -8.24353632989272, 'lng': 123.1533160701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ile Manuk,"[{'height': 800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109275659819372860915"">A Google User</a>'], 'photo_reference': 'AUGGfZmau6D2y6FaDPsB22fo1ApSQWBca6nUE9fvRQ-KAgypGX8mgO7FkCMwlqCyxyjmQPcW6JWtIm-jY-9JCELqSxI5pZPe82InbWuYyLMQik71ZVuFS5J78gGsGCxU9ywWKAZA5_x4-Jfq7vH8hnoGqqWZGWMz3EGluFjOFRbCFJJp537X', 'width': 593}]",ChIJFzCbAUuBqy0R2u_wU3bSdEY,3.0,ChIJFzCbAUuBqy0R2u_wU3bSdEY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJFzCbAUuBqy0R2u_wU3bSdEY
OPERATIONAL,"J4JJ+G59, Bilal, Adonara Timur, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.3687094, 'lng': 123.1304948}, 'viewport': {'northeast': {'lat': -8.367355070107276, 'lng': 123.1318454298927}, 'southwest': {'lat': -8.37005472989272, 'lng': 123.1291457701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wai Olok,,ChIJ4ZYHTgB_qy0RE-Q5CEu_cnY,0.0,ChIJ4ZYHTgB_qy0RE-Q5CEu_cnY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4ZYHTgB_qy0RE-Q5CEu_cnY
CLOSED_TEMPORARILY,"P3FJ+M4P, Waiwadan, Adonara Barat, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.2757956, 'lng': 123.080316}, 'viewport': {'northeast': {'lat': -8.274445770107278, 'lng': 123.0816658298927}, 'southwest': {'lat': -8.277145429892721, 'lng': 123.0789661701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Waiwadan,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100257166169829729019"">Syamsul</a>'], 'photo_reference': 'AUGGfZll8B9S8SO7_OUg4jxipHQGhn0zsGR9JT23pRI9ldCi3BNSdTMyLSWP9T9vFBBGgYiIBkQmr25SwN3pd98-aQdBw0xEjkKZ6SUnO2S_wlPdB0RTnnfWnevu3fPqHj8vDCQ5n8Uig6W0mMdp1tUBIAFlO0N2ka1fggrwuO1ZM3t9pTTE', 'width': 4608}]",ChIJjU6a4vyBqy0R__ruAsudiWI,0.0,ChIJjU6a4vyBqy0R__ruAsudiWI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJjU6a4vyBqy0R__ruAsudiWI
OPERATIONAL,"Q525+GP5, Desa Lamahoda, Adonara, Kec. Adonara, Kabupaten Flores Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.2487389, 'lng': 123.1593698}, 'viewport': {'northeast': {'lat': -8.247389070107275, 'lng': 123.1607196298927}, 'southwest': {'lat': -8.250088729892719, 'lng': 123.1580199701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SIA BELE,,ChIJM7tDTW-Bqy0RfwmsfZv-_ss,5.0,ChIJM7tDTW-Bqy0RfwmsfZv-_ss,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJM7tDTW-Bqy0RfwmsfZv-_ss
OPERATIONAL,"J4P9+JR9, Dawataa, Adonara Timur, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.3634741, 'lng': 123.1196212}, 'viewport': {'northeast': {'lat': -8.362124270107275, 'lng': 123.1209710298927}, 'southwest': {'lat': -8.364823929892719, 'lng': 123.1182713701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nubatoa Area Waikeang Puncak Dawataa,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108215110690799979996"">sahar hamzah</a>'], 'photo_reference': 'AUGGfZmmRfXjITECyG-8sWgpoDtK3T8dWSep3O12XjcMXssX5c4P_RZFips6xwFVx5y7kyrvdXGFSp_e1txdHGcOnMv3uyHtIUsCKiBsp6YTWy6-JcO9l09Cwu4QPG6OhBrL8BxkVSs2MCrlxQs_Q-g3PC7K8hEpuVP6dDmGQPalZu6ACy8Z', 'width': 4160}]",ChIJpwVSidt_qy0R-seTDWmZvWI,5.0,ChIJpwVSidt_qy0R-seTDWmZvWI,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJpwVSidt_qy0R-seTDWmZvWI
OPERATIONAL,"J4GH+73M, Bilal, Adonara Timur, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.3742863, 'lng': 123.1276836}, 'viewport': {'northeast': {'lat': -8.37254837010728, 'lng': 123.12878985}, 'southwest': {'lat': -8.375248029892724, 'lng': 123.12436485}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,wot'en,,ChIJP1FjHQB_qy0R9P9QX4RmvCk,0.0,ChIJP1FjHQB_qy0R9P9QX4RmvCk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP1FjHQB_qy0R9P9QX4RmvCk
OPERATIONAL,"J4J9+WH7, Dawataa, Adonara Timur, East Flores Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.367701, 'lng': 123.1189332}, 'viewport': {'northeast': {'lat': -8.366351170107281, 'lng': 123.1202830298927}, 'southwest': {'lat': -8.369050829892725, 'lng': 123.1175833701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun(wai gokka),"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102625490799839113816"">A Google User</a>'], 'photo_reference': 'AUGGfZkIWbKULix0EBduLmUpsfX5WQ1hjMkfIDB9DFH8LA36bC-oL8CHobLXrujN9ej-YA60B-fkjIwm6Ks182YznCObOj-CakGCOCawV-IOo7sNmByWQtkKKozNbjEN6fWOLaNv80eGca4UGv5YnXz09FWKrSZ23CdUMThvxIrroHYgPAdE', 'width': 1200}]",ChIJ30f5lkJ_qy0R6C7ew7Vd0Zo,5.0,ChIJ30f5lkJ_qy0R6C7ew7Vd0Zo,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ30f5lkJ_qy0R6C7ew7Vd0Zo
