formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,url
"Tabanan Regency, Bali, Indonesia","{'location': {'lat': -8.459556100000002, 'lng': 115.0465991}, 'viewport': {'northeast': {'lat': -8.241584099999999, 'lng': 115.218175}, 'southwest': {'lat': -8.636873, 'lng': 114.913928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tabanan Regency,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117635400718004495511"">Muthuraja S</a>'], 'photo_reference': 'AUGGfZmS-rA-qo9ECjiF11nZW9u7UtGW0IpTt9Hg4Eh_p_qYQYppxukueXUFluFVCjBXq6CtaRzsQmzHAS9oO7kQw8EbspH3e7XcTb7S30JAKU473ieYCvbC2eVK5Zrvd_9jVi9KX8VjHUYeieRlMU5ucomoJuIGL0ExSQRlfLxf1vK_ca_i', 'width': 1280}]",ChIJzSbtsxUv0i0RUL98yvsLAwM,ChIJzSbtsxUv0i0RUL98yvsLAwM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJzSbtsxUv0i0RUL98yvsLAwM
"G5M7+XFX, Kelaci, Marga Dauh Puri, Marga, Marga Dauh Puri, Kec. Marga, Kabupaten Tabanan, Bali 82181, Indonesia","{'location': {'lat': -8.4650135, 'lng': 115.1637487}, 'viewport': {'northeast': {'lat': -8.463767020107278, 'lng': 115.1650639298928}, 'southwest': {'lat': -8.466466679892722, 'lng': 115.1623642701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Pujaan Bangsa Margarana,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100277587003585711635"">dek pen</a>'], 'photo_reference': 'AUGGfZlhGfx192GrGYhhxAlsT8qsgggCY57OiSHFFpzX6kSZMUaiBrrqpY9xl9QDBIny8A5PV3ginQaydvuxSSE5zkXj9Sfh7x7U2Uoboml4nE-ras_nGlK7q-NoGW4Sxx-5YLq-o_R8IqNxSMtugh5_8nmxRurQu-OKTyPGMNa0eduC2eHx', 'width': 3024}]",ChIJlZ5wwuwk0i0RtUr_Da5U-M8,ChIJlZ5wwuwk0i0RtUr_Da5U-M8,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.7,1352.0,,https://www.google.com/maps/place/?q=place_id:ChIJlZ5wwuwk0i0RtUr_Da5U-M8
"Beraban, Kediri, Tabanan Regency, Bali 82121, Indonesia","{'location': {'lat': -8.621213, 'lng': 115.086807}, 'viewport': {'northeast': {'lat': -8.61946322010728, 'lng': 115.0884166798927}, 'southwest': {'lat': -8.622162879892723, 'lng': 115.0857170201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah Lot,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110283221801786885116"">Rahul rajan</a>'], 'photo_reference': 'AUGGfZlZPtWGRYaIPzfIVQKtHFWsdh6LVXH04hDMsASi4TUmAX6MDzlm6HW3viM15EPR_RESSDIRFFZP1MHbqHM-_RzQLcnlkeAFmzaQ4-vjQmssxBuySwRB_y-3Z6XNdYR8iaij0JrDFcAtPQrHwZ2JQaKH9JF3j9bMu0RWcPupEHCGORXh', 'width': 4624}]",ChIJq95xT4I30i0RaU3j93Diq8o,ChIJq95xT4I30i0RaU3j93Diq8o,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.6,92158.0,"{'compound_code': '93HP+GP Beraban, Tabanan Regency, Bali, Indonesia', 'global_code': '6P3Q93HP+GP'}",https://www.google.com/maps/place/?q=place_id:ChIJq95xT4I30i0RaU3j93Diq8o
"J58J+26R, Jl. Banjar Pinge, Tua, Kec. Marga, Kabupaten Tabanan, Bali 82191, Indonesia","{'location': {'lat': -8.3848784, 'lng': 115.1805199}, 'viewport': {'northeast': {'lat': -8.383459370107277, 'lng': 115.1818640298927}, 'southwest': {'lat': -8.38615902989272, 'lng': 115.1791643701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Laduma Pinge,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112193107227194906987"">Hery Garong</a>'], 'photo_reference': 'AUGGfZn33oPQBTw3eRLXdqs7YNNhvFPPymJCUis66soS9qX3MWeJk7KepELm9fs2TW2xBE7otl3RfG_PjkWX_81nFWKDIzTfn1SF3YHZRGk4LKDOUO7d2LUxoOfrMZre71t2j3XCTbUd1fOXRsaJ7G4VJ5i3OLCzYgzkNq-3AXh9UWiCagto', 'width': 3264}]",ChIJeZsI5Ckn0i0RiRtBkAlXH8k,ChIJeZsI5Ckn0i0RiRtBkAlXH8k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.7,34.0,,https://www.google.com/maps/place/?q=place_id:ChIJeZsI5Ckn0i0RiRtBkAlXH8k
"Jl. Brahmana, Sangeh, Kec. Abiansemal, Kabupaten Badung, Bali 80353, Indonesia","{'location': {'lat': -8.4817743, 'lng': 115.2067391}, 'viewport': {'northeast': {'lat': -8.480465870107277, 'lng': 115.2082245298927}, 'southwest': {'lat': -8.483165529892721, 'lng': 115.2055248701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sangeh Monkey Forest,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109223480682225763721"">Djeinne Tulangow</a>'], 'photo_reference': 'AUGGfZkzd5UxKs5EAP07cXy9L274HME26sZR7oauHy-sNyNys2qVSIVZ3IG2eGlzrfHLTvkl1GUIrhV7BxNkuSeY6VuWjm3Q9uZqVVZ1n91YkfTT2yL1c-DIfl0piz7fWIqu1Z9KyFZ8fBXAHNk_y60Gi7HMleY6KTVqjnlhJmGOfAl5skyC', 'width': 4128}]",ChIJo-YhLEkj0i0RwrBdmWw4Fbc,ChIJo-YhLEkj0i0RwrBdmWw4Fbc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.6,6662.0,"{'compound_code': 'G694+7M Sangeh, Badung Regency, Bali, Indonesia', 'global_code': '6P3QG694+7M'}",https://www.google.com/maps/place/?q=place_id:ChIJo-YhLEkj0i0RwrBdmWw4Fbc
"H5VP+CR8, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia","{'location': {'lat': -8.4064692, 'lng': 115.1870888}, 'viewport': {'northeast': {'lat': -8.405115570107279, 'lng': 115.1882924798927}, 'southwest': {'lat': -8.407815229892723, 'lng': 115.1855928201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kayu Putih,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106773987245650323402"">hayde nobakht</a>'], 'photo_reference': 'AUGGfZm_-czt-HEgnVqid2bv55t_DvXG61Cq8jgHzfJ28M2uM_Gw0tDXunVYOiQN7l2Zgf_e3XHgl45CRcFw9067EIx3akPYoNya0BoGxeQxeEY6vg3g4EioEYsLB_zP9dz80yI-1C8jWzpoAOi1QlW2lqwt3AhWiLAM9OHOTKjXNXg-kZvE', 'width': 960}]",ChIJ0wc2QtEn0i0RIj-sp3iCImM,ChIJ0wc2QtEn0i0RIj-sp3iCImM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.7,302.0,,https://www.google.com/maps/place/?q=place_id:ChIJ0wc2QtEn0i0RIj-sp3iCImM
"F5C4+644, Jl. Raya Alas Kedaton, Kukuh, Kec. Marga, Kabupaten Tabanan, Bali 82121, Indonesia","{'location': {'lat': -8.5294825, 'lng': 115.1553403}, 'viewport': {'northeast': {'lat': -8.528148870107279, 'lng': 115.1565566798927}, 'southwest': {'lat': -8.530848529892722, 'lng': 115.1538570201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alas Kedaton,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107426413177216774007"">silvia gho</a>'], 'photo_reference': 'AUGGfZk4wqmtwSzj-V9p1ByLHwihay6MQIy6Ruc4kjwNztZGzfaP44zmMbG_oYvnl94sBG672tPumrXeaOpzRPGY9UsOy1G4ZxRaHm-N6y33o21aPyEpgOBVl232SMll8bKA3HDyV8b8c8qlqlbIb9m82JXRQsd22bc-5-4vlYQgCsYpxUV0', 'width': 3456}]",ChIJs4sqTRY70i0RSySGSgASiBE,ChIJs4sqTRY70i0RSySGSgASiBE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.2,2483.0,,https://www.google.com/maps/place/?q=place_id:ChIJs4sqTRY70i0RSySGSgASiBE
"Jl. Raya Denpasar Bedugul km. 36, Mekarsari, Baturiti, Mekarsari, Tabanan, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia","{'location': {'lat': -8.372676199999999, 'lng': 115.1933301}, 'viewport': {'northeast': {'lat': -8.371462770107277, 'lng': 115.1944712298927}, 'southwest': {'lat': -8.37416242989272, 'lng': 115.1917715701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Secret Garden Village,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112025211789578523317"">A Google User</a>'], 'photo_reference': 'AUGGfZntfhGktCwHh1caIzqA7W9NKsI5uybJYAdvmRIWa5qsXkc423rM_kuuUwCTewW2JFFgj8TQZtzvi453SaRYOUCCYANoES6zXoOi9_J6pM2aVR8H8Gb3nB_ToOLNgR_NhJmG9Gyrvu3Chf50-b6eYWt0yNw_-zbbAIxVXagCVB4-BUEa', 'width': 4032}]",ChIJhwAqoysh0i0R70f2yLfD06s,ChIJhwAqoysh0i0R70f2yLfD06s,"['tourist_attraction', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.6,5082.0,"{'compound_code': 'J5GV+W8 Mekarsari, Tabanan Regency, Bali, Indonesia', 'global_code': '6P3QJ5GV+W8'}",https://www.google.com/maps/place/?q=place_id:ChIJhwAqoysh0i0R70f2yLfD06s
"F33H+5XJ, Jl. Jurusan Kerambitan, Kerambitan, Kec. Kerambitan, Kabupaten Tabanan, Bali 82161, Indonesia","{'location': {'lat': -8.5470259, 'lng': 115.0798868}, 'viewport': {'northeast': {'lat': -8.545674820107278, 'lng': 115.0812372798927}, 'southwest': {'lat': -8.548374479892722, 'lng': 115.0785376201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puri Agung Kerambitan,"[{'height': 686, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111770953674340911865"">Candra Dewi</a>'], 'photo_reference': 'AUGGfZnvKuWnS-AswwOXA5bkc7VVQqKBLvuAXat3tp1FtX8stFu0te7_fDonvcAdoZDP9Em0Y-54H0PaA1H_9VlP_wIk9UDVqik7OQlkzUzwZ1oRDMoChqG6r5vibxv_WEb15TATsKai-kN4dNIlpxF9TLT4jzuH0KnjEuMvcpTt2TUIoY_K', 'width': 1024}]",ChIJzbfwpmtXBAUR1jYgQhksDMM,ChIJzbfwpmtXBAUR1jYgQhksDMM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.7,364.0,,https://www.google.com/maps/place/?q=place_id:ChIJzbfwpmtXBAUR1jYgQhksDMM
"J55H+VJF, Pinge Baru, Kec. Marga, Kabupaten Tabanan, Bali 82181, Indonesia","{'location': {'lat': -8.390309199999999, 'lng': 115.1790329}, 'viewport': {'northeast': {'lat': -8.389100770107277, 'lng': 115.1803638298927}, 'southwest': {'lat': -8.39180042989272, 'lng': 115.1776641701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DESA WISATA PINGE,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107838086011869604151"">Noventy Tampubolon</a>'], 'photo_reference': 'AUGGfZkGLk0HntxcaBrlNzE0aWgvOeP7FxgzaAsgHqe2egWM9QCSV3umy2dxoo7PAFfbQc8x_CTIvW9Oyk8QniTpQZE8FJ25leKb9sEDHEd9RIRBkmCDoA5pwhzRCMg4nacpfwRl1TvltSTvOUeZQt-UV1fFYwyRuglVoo5El07Nts6CUFBy', 'width': 4000}]",ChIJU-tl2bcm0i0RwNe4LQjhgzQ,ChIJU-tl2bcm0i0RwNe4LQjhgzQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.5,241.0,,https://www.google.com/maps/place/?q=place_id:ChIJU-tl2bcm0i0RwNe4LQjhgzQ
"93XG+GJ3, Pangkung Tibah, Kediri, Tabanan Regency, Bali, Indonesia","{'location': {'lat': -8.6012293, 'lng': 115.0765521}, 'viewport': {'northeast': {'lat': -8.600147920107279, 'lng': 115.0781777298927}, 'southwest': {'lat': -8.602847579892723, 'lng': 115.0754780701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pig Stone Beach,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116193775345306876581"">Alit Mahisa</a>'], 'photo_reference': 'AUGGfZkIrd1eidmiT7m2Xno1YJW3K4Go877vLVBuIjWG6lcwKRAQQU9MylDPnl_gNy77TzYGQzB5qPtHdg4q4jQ5SUFDQoFHAVrZs_KmWQtQYUN2s1fdG6wndmnwElWSgO18-SsFeVJcEp18EkGKbDONlfaQmIcn60-6W22L_5ZN6nwfXKw', 'width': 1280}]",ChIJOxmouEA30i0R9RRiM7NeA3M,ChIJOxmouEA30i0R9RRiM7NeA3M,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.7,49.0,,https://www.google.com/maps/place/?q=place_id:ChIJOxmouEA30i0R9RRiM7NeA3M
