business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,permanently_closed,url
OPERATIONAL,"Jl. Pusaka Rakyat, Area Sawah, Babadan, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491, Indonesia","{'location': {'lat': -7.812029000000001, 'lng': 111.502402}, 'viewport': {'northeast': {'lat': -7.810698220107277, 'lng': 111.5037492798927}, 'southwest': {'lat': -7.813397879892721, 'lng': 111.5010496201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanah,ChIJ_S1dHACjeS4RAoM_6oHqajs,0.0,ChIJ_S1dHACjeS4RAoM_6oHqajs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_S1dHACjeS4RAoM_6oHqajs
OPERATIONAL,"Jl. May.Jend. Sutoyo S No.49-67, Kranggan, Patihan Wetan, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491, Indonesia","{'location': {'lat': -7.847096499999999, 'lng': 111.4881869}, 'viewport': {'northeast': {'lat': -7.845773870107277, 'lng': 111.4895359798927}, 'southwest': {'lat': -7.848473529892721, 'lng': 111.4868363201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PRAPATAN LUR,ChIJGTg8U2CheS4Rzcu3UiDnX2U,0.0,ChIJGTg8U2CheS4Rzcu3UiDnX2U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '5F3Q+57 Patihan Wetan, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H5F3Q+57'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJGTg8U2CheS4Rzcu3UiDnX2U
OPERATIONAL,"5F92+FX, Bareng 2, Bareng, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur, Indonesia","{'location': {'lat': -7.8312818, 'lng': 111.4524921}, 'viewport': {'northeast': {'lat': -7.829898970107278, 'lng': 111.4538325798927}, 'southwest': {'lat': -7.832598629892722, 'lng': 111.4511329201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TENGAH SAWAH,ChIJhSzouKKfeS4RmJuHilwtQTk,0.0,ChIJhSzouKKfeS4RmJuHilwtQTk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhSzouKKfeS4RmJuHilwtQTk
OPERATIONAL,"5CQX+V7, Gelang, Sukosari, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur, Indonesia","{'location': {'lat': -7.809978599999999, 'lng': 111.4472253}, 'viewport': {'northeast': {'lat': -7.808615570107278, 'lng': 111.4486632298927}, 'southwest': {'lat': -7.811315229892722, 'lng': 111.4459635701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kedung Gelang,ChIJP90ci4yZeS4RTKfXARze2Tg,0.0,ChIJP90ci4yZeS4RTKfXARze2Tg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJP90ci4yZeS4RTKfXARze2Tg
OPERATIONAL,"Gelang, Sukosari, Babadan, Ponorogo Regency, East Java 63491, Indonesia","{'location': {'lat': -7.803005300000001, 'lng': 111.4473044}, 'viewport': {'northeast': {'lat': -7.801683520107279, 'lng': 111.4487132798927}, 'southwest': {'lat': -7.804383179892723, 'lng': 111.4460136201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Jambu Klampok (JBK),ChIJU4D9tFOZeS4RbXVpdnanptc,4.0,ChIJU4D9tFOZeS4RbXVpdnanptc,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"{'compound_code': '5CWW+QW Sukosari, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H5CWW+QW'}",{'open_now': False},"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100392563856283110127"">alief sajiwo</a>'], 'photo_reference': 'AUGGfZmsBjJCydOrIh10XN3JLrVpX4TucZYgAH5l9344Lc7TlhBcdBYM6LkF6XnixguKIY_1CtNIytDlfegdDfDMlHm5ScWGX8jxXmAqpO25i6e3u-1jjML3WFY9L3TnogUwcE-kAvGgDLWNo1Wm8eOVqJtVFi72Sb-dXYgywgAVMrwdKVPF', 'width': 4096}]",,https://www.google.com/maps/place/?q=place_id:ChIJU4D9tFOZeS4RbXVpdnanptc
OPERATIONAL,"5F2P+QXF, Jl. Parang Menang Gg. V, Kranggan, Patihan Wetan, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491, Indonesia","{'location': {'lat': -7.8480524, 'lng': 111.4874064}, 'viewport': {'northeast': {'lat': -7.846692970107278, 'lng': 111.4887562298927}, 'southwest': {'lat': -7.849392629892722, 'lng': 111.4860565701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANAMA PENA,ChIJK4Cz2nKheS4RYaqQ903wwh0,5.0,ChIJK4Cz2nKheS4RYaqQ903wwh0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101916177905012368549"">hadi suroto</a>'], 'photo_reference': 'AUGGfZmqNNFziXpCtBwdgchj0lqlMj081iL0_c_M-3RdP2ur_CjLzi40Izkq_LuBMkKHkIw9xP-35yHWp-9Vf58-qkaXLbAez9eIMLb-K7zuvjqZ5hG01mBszITMg-lokeWvWmn0CN45_kYod32re3Qz0dlIWDsBWtgSIh-EP8ZjW-7Ou01i', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJK4Cz2nKheS4RYaqQ903wwh0
OPERATIONAL,"Jl. Tribusono No.54, Sambirejo, Cokromenggalan, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63411, Indonesia","{'location': {'lat': -7.8548053, 'lng': 111.4769485}, 'viewport': {'northeast': {'lat': -7.853363870107278, 'lng': 111.4782878298927}, 'southwest': {'lat': -7.856063529892721, 'lng': 111.4755881701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ponorogo Dreamland,ChIJ29ug0d6heS4R41wPQjfokJY,4.1,ChIJ29ug0d6heS4R41wPQjfokJY,"['tourist_attraction', 'point_of_interest', 'establishment']",18,"{'compound_code': '4FWG+3Q Cokromenggalan, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H4FWG+3Q'}",{'open_now': False},"[{'height': 2232, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102082294958107367424"">A Google User</a>'], 'photo_reference': 'AUGGfZm2LniNb2iFbXfspbr89zmWI4pPf38fa7Yl0NUQqtQe-zQ8t5WoA6lFG_ODol0jVxdDVrX5OfiEbAg2u2qVjhyOOO2bLK6YG2v_IEv7aYukNwhIn6ZEFMBYCF7sg_HognsTo0rFPTacQPGLSqpjH0sj8u8MyMz7Jm7uS3NtRFtgt5FL', 'width': 3968}]",,https://www.google.com/maps/place/?q=place_id:ChIJ29ug0d6heS4R41wPQjfokJY
CLOSED_TEMPORARILY,"Jl. Parang Menang rogobangsan No.56, Kranggan, Patihan Wetan, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491, Indonesia","{'location': {'lat': -7.8518809, 'lng': 111.4879499}, 'viewport': {'northeast': {'lat': -7.850530820107277, 'lng': 111.4892928298927}, 'southwest': {'lat': -7.853230479892721, 'lng': 111.4865931701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kaka,ChIJzVx61k2heS4R2S4owxnPyho,0.0,ChIJzVx61k2heS4R2S4owxnPyho,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '4FXQ+65 Patihan Wetan, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H4FXQ+65'}",,,True,https://www.google.com/maps/place/?q=place_id:ChIJzVx61k2heS4R2S4owxnPyho
OPERATIONAL,"5C6P+VX5, Krajan, Nampan, Kec. Sukorejo, Kabupaten Ponorogo, Jawa Timur 63453, Indonesia","{'location': {'lat': -7.837872900000001, 'lng': 111.4374778}, 'viewport': {'northeast': {'lat': -7.836620370107277, 'lng': 111.4388301298927}, 'southwest': {'lat': -7.839320029892721, 'lng': 111.4361304701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pojok Agro,ChIJ02YyN3GfeS4RHI3Wlrqlpv0,0.0,ChIJ02YyN3GfeS4RHI3Wlrqlpv0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110648732575424274812"">A Google User</a>'], 'photo_reference': 'AUGGfZlkhRHWJZIFb-MJbEzAcBh6WuQ0trK5doUFZQzesdfrIS1odVBRP-laFxpWZ_Tu1YDBzRWG5yC5jaNB1b-jLp26AUxBKR6OJEO5xFnPAE7WFYr9gxF2fzaFeCgw85n_TVrFgP887puRBNHBcw3fJPoFONG0d7FdBBUWClD0g5hRj5Rl', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ02YyN3GfeS4RHI3Wlrqlpv0
OPERATIONAL,"Jl. Ali Usman, Krajan I, Plalangan, Kec. Jenangan, Kabupaten Ponorogo, Jawa Timur 63492, Indonesia","{'location': {'lat': -7.8419022, 'lng': 111.5132931}, 'viewport': {'northeast': {'lat': -7.840582820107277, 'lng': 111.5146461298927}, 'southwest': {'lat': -7.843282479892721, 'lng': 111.5119464701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Mancing Mania Nglorokan Plalangan,ChIJXRBx5xmheS4R9SeDl4yIMtU,5.0,ChIJXRBx5xmheS4R9SeDl4yIMtU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': '5G57+68 Plalangan, Ponorogo Regency, East Java, Indonesia', 'global_code': '6P4H5G57+68'}",{'open_now': False},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101415184907711771686"">ahmad fatony</a>'], 'photo_reference': 'AUGGfZl9Y5TZ04BzhTAh7SK9gnoXXXjsXH2gifjV1tBrHp0_h3xrryanDf29dczVIo81Dy-B718jC_o2mdQKwFLZXn-MV3I-n8pswWkrasVKmlbIUNlcegGb86dFprPGte60wJTq75suMGxDImJLBDhJGlCKSYncRY0itM3OvznWUFAT_D8R', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJXRBx5xmheS4R9SeDl4yIMtU
