business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,price_level,url
OPERATIONAL,"R8C2+F9, Dusun Mondoloko, Taman Suruh, Kec. Glagah, Kabupaten Banyuwangi, Jawa Timur 68432, Indonesia","{'location': {'lat': -8.178849, 'lng': 114.3009}, 'viewport': {'northeast': {'lat': -8.17697892010728, 'lng': 114.3022765298927}, 'southwest': {'lat': -8.179678579892723, 'lng': 114.2995768701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SUMBER CEMPOGO,ChIJO6wzjopP0S0Rh5jQTyfOBMM,0.0,ChIJO6wzjopP0S0Rh5jQTyfOBMM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJO6wzjopP0S0Rh5jQTyfOBMM
OPERATIONAL,"X5GJ+HPR, Kebunjeruk, Kalianyar, Kec. Ijen, Kabupaten Bondowoso, Jawa Timur 68288, Indonesia","{'location': {'lat': -8.023519600000002, 'lng': 114.1817538}, 'viewport': {'northeast': {'lat': -8.022378720107278, 'lng': 114.1830071798927}, 'southwest': {'lat': -8.025078379892722, 'lng': 114.1803075201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Gentongan,ChIJGyxv4_o00S0RZ8E4RFSJ2tw,4.1,ChIJGyxv4_o00S0RZ8E4RFSJ2tw,"['tourist_attraction', 'point_of_interest', 'establishment']",153,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108739147398068430744"">A Google User</a>'], 'photo_reference': 'AUGGfZlKfNg4GgKzdeVi3wdAe2mg95GTVff9cuFkSIAQ8G2yEIequS1zrE4E-kCKv14f8lOqpGTs0LSwiInIRxL7wDVJpbs6iZgjBJTHUzPSSNGZkcdzIG9bYiTM9VObyS4kQ2t59HQ_W4Gp3lh9hDY2H3CPEM-JEbnfNt2ZYqoLw2S_8FME', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJGyxv4_o00S0RZ8E4RFSJ2tw
OPERATIONAL,"Pelinggihan RT.2, RW.1, Grogol, Giri, Banyuwangi Regency, East Java 68425, Indonesia","{'location': {'lat': -8.187281, 'lng': 114.3254521}, 'viewport': {'northeast': {'lat': -8.185931170107278, 'lng': 114.3268019298927}, 'southwest': {'lat': -8.188630829892722, 'lng': 114.3241022701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Goa sodong,ChIJS5LUTuVP0S0R21ZBF8dXLPM,4.4,ChIJS5LUTuVP0S0R21ZBF8dXLPM,"['tourist_attraction', 'point_of_interest', 'establishment']",299,"[{'height': 2998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107148083404636997340"">asta sasmita</a>'], 'photo_reference': 'AUGGfZnV_NbjILNT1u3NlgRyBcSOCO6lFjP8m_qIwrHEIIgKPTRnqh3sxYZ1u8rR8VRsOPropwayt1begUys59AVuequtc7Pc7pjTM_K0uuH88rX03T5a7wFm29c_jeEDZOz0KyrVbjv6-r4O-KGIivIZCpCNmEzMq1Iw3C0iCoUUoRvJpMK', 'width': 3998}]",{'open_now': False},"{'compound_code': 'R87G+35 Grogol, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PR87G+35'}",,https://www.google.com/maps/place/?q=place_id:ChIJS5LUTuVP0S0R21ZBF8dXLPM
OPERATIONAL,"R8JH+W97, Banjarwaru, Kelir, Kalipuro, Banyuwangi Regency, East Java 68455, Indonesia","{'location': {'lat': -8.167736, 'lng': 114.328311}, 'viewport': {'northeast': {'lat': -8.166392720107277, 'lng': 114.3296820298927}, 'southwest': {'lat': -8.16909237989272, 'lng': 114.3269823701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertigaan Banjarwaru,ChIJ5wG1cgBP0S0RrVBhAMP9Svk,5.0,ChIJ5wG1cgBP0S0RrVBhAMP9Svk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5wG1cgBP0S0RrVBhAMP9Svk
OPERATIONAL,"P9H7+JGV, Unnamed Road, Krajan, Pondoknongko, Kec. Kabat, Kabupaten Banyuwangi, Jawa Timur 68461, Indonesia","{'location': {'lat': -8.2708785, 'lng': 114.3637846}, 'viewport': {'northeast': {'lat': -8.269469520107277, 'lng': 114.3651625798927}, 'southwest': {'lat': -8.272169179892721, 'lng': 114.3624629201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Loket Wisata Kedung Derus,ChIJz5-Dbcxb0S0RLtX5wK1Z1No,3.5,ChIJz5-Dbcxb0S0RLtX5wK1Z1No,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100585113155146686037"">Andi Sep Kurniawan</a>'], 'photo_reference': 'AUGGfZlaaeoPOqMzscLw-nMGEKRoigPtFZDXblq0LIKzXWSLMGQkGU_2glXuz3jDYzSxXnRfLyw9KXrf7KqlG-uUmbNWJtbpsuN8v4lfJlvbRMMAy9Gn4R3ZB6crztLpwYG2KmFr7FKOyq0_JABELjMTZv8Qo-i4jQb9chcogFk8sgbZN8Gs', 'width': 4160}]",{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJz5-Dbcxb0S0RLtX5wK1Z1No
OPERATIONAL,"Jl. Sumberwaru No.25, Gombeng, Gombengsari, Kec. Kalipuro, Kabupaten Banyuwangi, Jawa Timur 68455, Indonesia","{'location': {'lat': -8.157712799999999, 'lng': 114.3348664}, 'viewport': {'northeast': {'lat': -8.156288620107278, 'lng': 114.3362400298927}, 'southwest': {'lat': -8.158988279892721, 'lng': 114.3335403701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Peternakan P.GOFUR,ChIJKyKknSVF0S0RYeSrNohLPrY,5.0,ChIJKyKknSVF0S0RYeSrNohLPrY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117893978267416134877"">Irul Anam</a>'], 'photo_reference': 'AUGGfZmprjCfl7KXjBnRYG43OOrVyce2ABolRh40c80LKRbIHujhPbQfQuH1Dp6x6lmOCAGIKjkoqaIHjlfuOamtG1qz9_jakIYXSLiDLrzIc3av5TkZus_aIZEJx95Yz77N44CNsajb1eJcbhDhn6zOCM9tSztp7P39waR7NM438A2Tq-83', 'width': 1920}]",,"{'compound_code': 'R8RM+WW Gombengsari, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PR8RM+WW'}",,https://www.google.com/maps/place/?q=place_id:ChIJKyKknSVF0S0RYeSrNohLPrY
OPERATIONAL,"R7QC+PM6, Dusun Krajan, Kp. Anyar, Kec. Glagah, Kabupaten Banyuwangi, Jawa Timur 68432, Indonesia","{'location': {'lat': -8.1607221, 'lng': 114.2716259}, 'viewport': {'northeast': {'lat': -8.159263070107277, 'lng': 114.2728618298927}, 'southwest': {'lat': -8.161962729892721, 'lng': 114.2701621701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalibendo Waterfall,ChIJb_ndVWRP0S0RV2ZFNRQ0yC8,4.5,ChIJb_ndVWRP0S0RV2ZFNRQ0yC8,"['tourist_attraction', 'point_of_interest', 'establishment']",19,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113175651125520499597"">Rizki Moedjihadi</a>'], 'photo_reference': 'AUGGfZm90lQ2sl3NeBo7qY-5B7CUpY3qVZgXQeGebmGSjy1B0jrfgtEbSTRZGgoPh0Rc0dboidTHCjyCzE_KiGeha2wkUq-Wjm05joeJ1wa6aTYhjKOryFANlhp8745uphGTGeiPn2fAYnV9w9nRbYM49xduts4PIXtv1pZ0mmgtnk_Qa3jy', 'width': 4032}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJb_ndVWRP0S0RV2ZFNRQ0yC8
OPERATIONAL,"Dusun Kedaleman, Kemiren, Glagah, Banyuwangi Regency, East Java 68432, Indonesia","{'location': {'lat': -8.2075643, 'lng': 114.322617}, 'viewport': {'northeast': {'lat': -8.206214470107279, 'lng': 114.3239668298927}, 'southwest': {'lat': -8.208914129892722, 'lng': 114.3212671701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawasan Rumah Adat Osing Sukosari,ChIJ3cgBftJP0S0RUIGUflZk3_A,0.0,ChIJ3cgBftJP0S0RUIGUflZk3_A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"{'compound_code': 'Q8RF+X2 Kemiren, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PQ8RF+X2'}",,https://www.google.com/maps/place/?q=place_id:ChIJ3cgBftJP0S0RUIGUflZk3_A
OPERATIONAL,"Dusun Krajan, Kampung Anyar, Glagah, Banyuwangi Regency, East Java 68432, Indonesia","{'location': {'lat': -8.1759193, 'lng': 114.2844388}, 'viewport': {'northeast': {'lat': -8.174840770107277, 'lng': 114.2856509798927}, 'southwest': {'lat': -8.177540429892721, 'lng': 114.2829513201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jagir Waterfall,ChIJH8qImQBP0S0R-feoKRBTLkU,4.4,ChIJH8qImQBP0S0R-feoKRBTLkU,"['tourist_attraction', 'point_of_interest', 'establishment']",2898,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106026525766135910387"">Josefine Kroer</a>'], 'photo_reference': 'AUGGfZmKYl-XpBdiYRWZuFOa090tL_F7rt7OKxtYdR8N2nmh1Nf1XlrG3PbjRLroIHFzsl1KdrzyliHOpZqzR_fr1Xyi4dR870FLRlQ1cAA3jbPOVbYg3djXPStf6R0kdBH6J1PWYqyTYFEZXFCxeWJvh_P42I6BBT5i4fDUKwCiWeWzzqV5', 'width': 4032}]",{'open_now': False},"{'compound_code': 'R7FM+JQ Kampung Anyar, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PR7FM+JQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJH8qImQBP0S0R-feoKRBTLkU
OPERATIONAL,"Q957+F6H, Jl. Ikan Layur, Sobo, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68418, Indonesia","{'location': {'lat': -8.2413086, 'lng': 114.3631152}, 'viewport': {'northeast': {'lat': -8.239986570107277, 'lng': 114.3644505298927}, 'southwest': {'lat': -8.24268622989272, 'lng': 114.3617508701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kadang Cabai,ChIJRxKDZwBb0S0RTi8j2MfJUDQ,0.0,ChIJRxKDZwBb0S0RTi8j2MfJUDQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJRxKDZwBb0S0RTi8j2MfJUDQ
