formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,url
"Purwoharjo, Banyuwangi Regency, East Java, Indonesia","{'location': {'lat': -8.51183, 'lng': 114.2215768}, 'viewport': {'northeast': {'lat': -8.45416, 'lng': 114.292894}, 'southwest': {'lat': -8.63678, 'lng': 114.181}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Purwoharjo,"[{'height': 3936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115991037861021723954"">A Google User</a>'], 'photo_reference': 'AUGGfZnl_COmn__DLdG3phsDnxlb_yF68fBhx1U8Qyp_nK72bd-VzoW59vF8XmJ2_Ufq7uQ7AYS4taHG_QC1ltRuotI5uC1MeAAUfSYOiUjRxbJYEZaFdtu3ZbMyLenUXn5f3uR22RqY3BgpUt1jYLDa6QrcijXRJei5hf-zZAc0__lZbdbB', 'width': 1728}]",ChIJNdFuOPj50y0RwebSevAIHXI,ChIJNdFuOPj50y0RwebSevAIHXI,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJNdFuOPj50y0RwebSevAIHXI
"96WG+JF9, Tanjung, Grajagan, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur 68483, Indonesia","{'location': {'lat': -8.603466, 'lng': 114.2262308}, 'viewport': {'northeast': {'lat': -8.602102970107278, 'lng': 114.2275910298927}, 'southwest': {'lat': -8.604802629892722, 'lng': 114.2248913701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan grajagan,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106235249312819665691"">Sheli Novita</a>'], 'photo_reference': 'AUGGfZm9Y-g9erLAaMHqXd15fJeGMwYcMEVsO1TTPcFQ7ilYEiEfo9gGREaSx2ZU26_itCzmZD2OYg2gFzcgnl9T10oJ3S2orvRgC_IioDg-dhTNB3zDDxIunckTFd0yJikeuUm5sN_Y7b1DVWV3hqQ87fg4HClCA4x-JN73VO9lJiotwNxv', 'width': 4624}]",ChIJH0oHOU330y0RTwQdmzukWXk,ChIJH0oHOU330y0RTwQdmzukWXk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.7,85.0,,https://www.google.com/maps/place/?q=place_id:ChIJH0oHOU330y0RTwQdmzukWXk
"Karetan, Purwoharjo, Banyuwangi Regency, East Java, Indonesia","{'location': {'lat': -8.5124598, 'lng': 114.2182453}, 'viewport': {'northeast': {'lat': -8.5047801, 'lng': 114.24381}, 'southwest': {'lat': -8.51869, 'lng': 114.21355}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karetan,"[{'height': 1968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104328748074149513012"">luther bay</a>'], 'photo_reference': 'AUGGfZkmL1ENU1IyYsohkek1Bzf7-biM4c9CsfxjGiXbY7tAE7roXiWRNcsUF0b_kZDQ-TfNwA7ry_W_KIEdQKpmAspoNo5-UhyBsvpwHlosGLLc7MEcp06GpOpshvBnh6ob-6fjuXJ17fvTQZYvQ4iV1iZG8xR5eI8qe__FnLe8kx9wXDG_', 'width': 4144}]",ChIJFYVQtXn50y0Rb2vHh5bdsBw,ChIJFYVQtXn50y0Rb2vHh5bdsBw,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJFYVQtXn50y0Rb2vHh5bdsBw
"Sidodadi, Karetan, Purwoharjo, Banyuwangi Regency, East Java 68483, Indonesia","{'location': {'lat': -8.5115877, 'lng': 114.2262432}, 'viewport': {'northeast': {'lat': -8.510237720107277, 'lng': 114.2275175298927}, 'southwest': {'lat': -8.51293737989272, 'lng': 114.2248178701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PASAR SEJATI,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112611080701686141538"">tik pgri</a>'], 'photo_reference': 'AUGGfZlogEpptaoLWdh5pth0LIlk-hPYYwlTUpsdK4DqZ3eLaMKblDmmC5Vgs74fEwWCnUFwG_j5sJxT9QVHa-6Yvevyl7aSN8Onz_SsQLX5A1xHANgH0hY_n3Rqn0tetVM7UcolQxCtdzMZCGVm-uJaEPa31gQIUOKCMRNrAgENNQBrTd2T', 'width': 3472}]",ChIJ4dRtA3v50y0REtpb3iSwEtc,ChIJ4dRtA3v50y0REtpb3iSwEtc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.4,16.0,"{'compound_code': 'F6QG+9F Karetan, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PF6QG+9F'}",https://www.google.com/maps/place/?q=place_id:ChIJ4dRtA3v50y0REtpb3iSwEtc
"C62G+78V, Unnamed Road, Grajagan Pantai, Grajagan, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur 68483, Indonesia","{'location': {'lat': -8.5992714, 'lng': 114.2257963}, 'viewport': {'northeast': {'lat': -8.59791952010728, 'lng': 114.2271459798927}, 'southwest': {'lat': -8.600619179892723, 'lng': 114.2244463201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan Nelayan Grajagan,"[{'height': 1848, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104963053703496615147"">Winery Dogs</a>'], 'photo_reference': 'AUGGfZneHEJNeY1h_ssH1u54FEYWTKq0hV9n-NY-EZTZaz2Uqp4v4XayK_ERucJS1ryMc7Pz99r8JryKo9F9pOrK1nt8h31adNePNATcAI4Hxo0BBeCMX9WXDo2s9fnOZKDdP0-GP3pyXyfhMDJmz6QNedNoLk3G70zcCweU3gjvG1YzuOwu', 'width': 3280}]",ChIJj-EW6MP30y0RHpNIbHniyCM,ChIJj-EW6MP30y0RHpNIbHniyCM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,36.0,,https://www.google.com/maps/place/?q=place_id:ChIJj-EW6MP30y0RHpNIbHniyCM
"F7CP+JW, Sumbermulyo, Tegaldlimo, Kec. Tegaldlimo, Kabupaten Banyuwangi, Jawa Timur, Indonesia","{'location': {'lat': -8.528376, 'lng': 114.2872803}, 'viewport': {'northeast': {'lat': -8.527028120107277, 'lng': 114.2887041798927}, 'southwest': {'lat': -8.52972777989272, 'lng': 114.2860045201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KELOPO WANGI,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116407176749508520816"">A Google User</a>'], 'photo_reference': 'AUGGfZmePItIwQxi7Mr8B-lDCDvtlqh9qS0C2oPHHPL4QVaZizSogvrudGQbTWT2026agiCxNp_vOjTz1QsVjWV-SyUTCEo-c9nxGgy0PrGr-Ndcqh2m0eZDWcsxrIYAH21-r1ksO3KwelPiP0xlbAQ_XDaSwjkrxtG0_TfsIHE2V1hNXy_7', 'width': 1920}]",ChIJFaAPWAD70y0Rmyg9CMFfBU4,ChIJFaAPWAD70y0Rmyg9CMFfBU4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJFaAPWAD70y0Rmyg9CMFfBU4
"Dusun Bloksolo, RT. 1, RW. 2, Desa Sumberasri, Kecamatan Purwoharjo, Gebang Kandel, Sumberasri, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur 68483, Indonesia","{'location': {'lat': -8.5910581, 'lng': 114.26478}, 'viewport': {'northeast': {'lat': -8.589715820107278, 'lng': 114.2661459298927}, 'southwest': {'lat': -8.592415479892722, 'lng': 114.2634462701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Mangrove Bedul Ecotourism,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103183992863335233326"">Andhika asmara</a>'], 'photo_reference': 'AUGGfZkw_Y-Wg_fYAKFAysPbNEHUDRe4q5pHKrhPazYzhIARJ38BRlpch5Z1KezfQBRV-DKzhl4gSU-Ys204fM_6TVVIvt1qUZCwI_x5uKX8LxqtaUoDXSM2CcRXfrUyVWcIfUDphgalkJK6NeEd4Mh8QEWMHgzS39tBbM6CvrxarEnEGGQ5', 'width': 3264}]",ChIJbSuNzJTw0y0RrIZOQGsM13A,ChIJbSuNzJTw0y0RrIZOQGsM13A,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.3,126.0,"{'compound_code': 'C757+HW Sumberasri, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PC757+HW'}",https://www.google.com/maps/place/?q=place_id:ChIJbSuNzJTw0y0RrIZOQGsM13A
"F68C+57R, Jl. Grajagan, Sawah, Glagahagung, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur 68483, Indonesia","{'location': {'lat': -8.5345094, 'lng': 114.2206439}, 'viewport': {'northeast': {'lat': -8.532928970107276, 'lng': 114.22186605}, 'southwest': {'lat': -8.53562862989272, 'lng': 114.21697745}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit teletubis curahjati,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115165310776254951801"">indra gunawan</a>'], 'photo_reference': 'AUGGfZm173W41yJ_qrwaEcNIPwHYIG8vatiVgaHYR6OdBaFgcG3z8ezUs-3Mb5aY6EtjKG10Xz1uKvo2Ls508CXyyo9IeeLqvGAc8aI6TZ1a355-34eSjQjpRQPkMgCo8LYYBHskBmQR6cnvrehW-IJkdE8rb6523cBXxd0lqD8DzuWw9ZuP', 'width': 4032}]",ChIJTddmWCH50y0RVWXZSpwxwpc,ChIJTddmWCH50y0RVWXZSpwxwpc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.7,28.0,,https://www.google.com/maps/place/?q=place_id:ChIJTddmWCH50y0RVWXZSpwxwpc
"F6PJ+6C8, Sawah, Glagahagung, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur 68483, Indonesia","{'location': {'lat': -8.5144638, 'lng': 114.2310692}, 'viewport': {'northeast': {'lat': -8.513087820107277, 'lng': 114.2321087298927}, 'southwest': {'lat': -8.51578747989272, 'lng': 114.2294090701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu Tumpang,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105228071144257881735"">A Google User</a>'], 'photo_reference': 'AUGGfZlO1IF-gkUwOpXZ4-2eP-eP0t8RvnG6J4xPB82Gb7aJsNBzNYYXt4rYALJwN8g4_RYJzP7Vc0eRysthJQ6my4gmbh8m4Nn1ZRWyxk5q_zRbq3BYdEamboDx4-Rb3ALRDeU84VvhgJyrH4q5xGE_-rvF1Tf1BoEo8UmNiEfahccRcjxE', 'width': 1920}]",ChIJAYbeFIL50y0R8LOhc5YCxkk,ChIJAYbeFIL50y0R8LOhc5YCxkk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.3,16.0,,https://www.google.com/maps/place/?q=place_id:ChIJAYbeFIL50y0R8LOhc5YCxkk
"C757+9R7, Gebang Kandel, Sumberasri, Kec. Purwoharjo, Kabupaten Banyuwangi, Jawa Timur 68483, Indonesia","{'location': {'lat': -8.5915797, 'lng': 114.2645606}, 'viewport': {'northeast': {'lat': -8.590190870107278, 'lng': 114.2659312298927}, 'southwest': {'lat': -8.592890529892722, 'lng': 114.2632315701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Pantai Bedul ꦢꦼꦂꦩ꧀ꦩꦒꦥꦼꦱꦶꦱꦶꦂꦧꦼꦢꦸꦭ꧀,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103728618915175197034"">mujiono renvill</a>'], 'photo_reference': 'AUGGfZmSfSHIYC55qvjL7xpyd8GguZgqxuodLdK3SqBFQcm8I8umilYmyRnogzsZ3Q2-BKrLNDX99zz83SjLT9JjgIdMR816XfiHiGl-K-wvheZAVvcqyfOV5FU8VS5V0nbvV_OQ9DNve9Ltf0x9cXaINPm3duixI65cQhRZxnDOYsLQ052i', 'width': 2340}]",ChIJAWq5Q-Dw0y0RPRG8O3V2PrE,ChIJAWq5Q-Dw0y0RPRG8O3V2PrE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.3,53.0,,https://www.google.com/maps/place/?q=place_id:ChIJAWq5Q-Dw0y0RPRG8O3V2PrE
