formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,permanently_closed,url
"Glenmore, Banyuwangi Regency, East Java, Indonesia","{'location': {'lat': -8.3017694, 'lng': 114.0519926}, 'viewport': {'northeast': {'lat': -8.13325, 'lng': 114.1100701}, 'southwest': {'lat': -8.4296499, 'lng': 113.94726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Glenmore,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107914183966053864979"">A Google User</a>'], 'photo_reference': 'AUGGfZnl7KLceFEm5dSJnPAAwNQgf9ot936u1YD8DjFdnk-OWSLvZD-FJZmO96ZeFZ30ahuA5guQmswrn9mRz6H-WnksFuv08dovCWEq_PhJ6iMlZWAi8We2VnjqjRaTdyoCTKAFefYQ-nY_oRVfJXonkbdR0U-urVkXSp9R5rdyZnuiAnnJ', 'width': 1952}]",ChIJFZInKdet1i0RsApT43Z6AgQ,ChIJFZInKdet1i0RsApT43Z6AgQ,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJFZInKdet1i0RsApT43Z6AgQ
"Pagergunung, Karangharjo, Glenmore, Banyuwangi Regency, East Java 68466, Indonesia","{'location': {'lat': -8.383215, 'lng': 113.9728094}, 'viewport': {'northeast': {'lat': -8.38185262010728, 'lng': 113.9741499298927}, 'southwest': {'lat': -8.384552279892723, 'lng': 113.9714502701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jalan Lintas Selatan (JLS Banyuwangi),"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101585354047061694321"">MUHAMMAD FARHAN FATHULLOH</a>'], 'photo_reference': 'AUGGfZn8cev0XmvFZaTVlhc7aGzOzt8iYL_7_h8ZN8BBQ6btOl3SUQPK95fehZjw7ZWn54uikPCa6reI59nMHAAxmj_V543NK8QJzTnoaraUWX94TvN4BqtUDUR-CniVnaUsK4kS4LB1dxubSAMDFeCs2ovFJ52QwL6tQ92AqzRj33O7wtF3', 'width': 4160}]",ChIJ670SHrSp1i0RgNOTuxNsgIE,ChIJ670SHrSp1i0RgNOTuxNsgIE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'JX8F+P4 Karangharjo, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3MJX8F+P4'}",4.5,71.0,,https://www.google.com/maps/place/?q=place_id:ChIJ670SHrSp1i0RgNOTuxNsgIE
"Unnamed Road, Sidoluhur, Sepanjang, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia","{'location': {'lat': -8.25931, 'lng': 114.063209}, 'viewport': {'northeast': {'lat': -8.257992770107277, 'lng': 114.0645425798927}, 'southwest': {'lat': -8.260692429892721, 'lng': 114.0618429201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AIR TERJUN KEMBAR LEGOMORO,"[{'height': 3376, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102119477393127766112"">Lukman Hasyim</a>'], 'photo_reference': 'AUGGfZkKJPzYOL38VEYiyN0_XPFYc35poGXkIVLs8P3V-UpANpfsUDyQeA-PdBcXVgdRygtn0UWP8odbyLvqWhr6VEZOVytTs9SuhPX9LXQBLHJtHfTdoezmzdT3icXUZj8KwOBA8Cdq9iQ2IodlAOd_yBxEw343h7y0O3h5Q4eKoPu94jf-', 'width': 6000}]",ChIJm7YXTuit1i0RncGrFdNdJmE,ChIJm7YXTuit1i0RncGrFdNdJmE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'P3R7+77 Sepanjang, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PP3R7+77'}",4.5,1094.0,,https://www.google.com/maps/place/?q=place_id:ChIJm7YXTuit1i0RncGrFdNdJmE
"Wonoasih, Bumiharjo, Glenmore, Banyuwangi Regency, East Java 68466, Indonesia","{'location': {'lat': -8.2581778, 'lng': 114.0748225}, 'viewport': {'northeast': {'lat': -8.25682797010728, 'lng': 114.0761723298927}, 'southwest': {'lat': -8.259527629892723, 'lng': 114.0734726701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Bumimadukara,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104742755596880981315"">A Google User</a>'], 'photo_reference': 'AUGGfZnKgJJ_UkcTrozj3z76XmrA_bAPR0y3cP8CFdlGxCiGtOPl1DRtw2_ycmjXv1dkgJmSMvy-T3GWDMvnJb1YhSWP4a6OP0lj-cExueOCeUazabvZ8OxUhbEdxxRa2knj4JuneZpwERJKcIf7TFxvr9e63JBrostyfQRMFpd7mYjOs1y0', 'width': 2448}]",ChIJ2zkeDbSt1i0RIH0iyVCVsIo,ChIJ2zkeDbSt1i0RIH0iyVCVsIo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'P3RF+PW Bumiharjo, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PP3RF+PW'}",4.6,52.0,,https://www.google.com/maps/place/?q=place_id:ChIJ2zkeDbSt1i0RIH0iyVCVsIo
"P3QC+J9X, Sugihwaras, Bumiharjo, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia","{'location': {'lat': -8.2608874, 'lng': 114.0709772}, 'viewport': {'northeast': {'lat': -8.259662970107277, 'lng': 114.0725353298927}, 'southwest': {'lat': -8.26236262989272, 'lng': 114.0698356701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_hindu-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_hindu_pinlet,Candi Agung Gumuk Kancil Gunung Raung,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108721333717947680218"">arya dwipayana</a>'], 'photo_reference': 'AUGGfZnJeopjlluaQRUwXkCUg_3NOHjCrCvwt3qjid4ukhFnXx9eByOzouPNbugCMvzCue3w9fOJTDzpBqUXERM7F9Nlj1fr02iX8rS5RV6jAo-S77VpppucUkRhjHc8C79mF304eAWado4slEVH7DSeL7PNSUzdbPtM6oc2poRNACfSmZvU', 'width': 3456}]",ChIJQ2AsXx2s1i0RjezRktYXcU0,ChIJQ2AsXx2s1i0RjezRktYXcU0,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.6,250.0,,https://www.google.com/maps/place/?q=place_id:ChIJQ2AsXx2s1i0RjezRktYXcU0
"P33X+6P8, Salamrejo, Sumbergondo, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia","{'location': {'lat': -8.2969704, 'lng': 114.0993134}, 'viewport': {'northeast': {'lat': -8.295620570107275, 'lng': 114.1006632298927}, 'southwest': {'lat': -8.298320229892719, 'lng': 114.0979635701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sunset river,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118337343076935116879"">vendy azievano</a>'], 'photo_reference': 'AUGGfZlQDWV7ZXly7qqUO8bUcRyI1FP6a1XSrGN6kef4dlyxyfv1xcMmls6WsNjQlYeXlchn8T8MKRA5WcTiwMzrYygxLANZgla2t7kCsav4ZVZU1wlGkgdRagVLBog2DqI9SJhcTsYZv0rMQojux6yKhLFpoQ9vcv3jNaOkuZ0DaF1IRMc1', 'width': 2448}]",ChIJ7YMW-m2t1i0R4DFv6YkXZ5s,ChIJ7YMW-m2t1i0R4DFv6YkXZ5s,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.5,56.0,,https://www.google.com/maps/place/?q=place_id:ChIJ7YMW-m2t1i0R4DFv6YkXZ5s
"P3CR+99W, Salamrejo, Sumbergondo, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia","{'location': {'lat': -8.279019, 'lng': 114.0909623}, 'viewport': {'northeast': {'lat': -8.277562520107276, 'lng': 114.0922754798927}, 'southwest': {'lat': -8.280262179892722, 'lng': 114.0895758201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Umbul Bening,"[{'height': 3552, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116312169390983588315"">Arik Wiji Lestari</a>'], 'photo_reference': 'AUGGfZkWzLXMJbcsfpR1B_J_WxWxiWdZOYLiwRdXKvkUQRdUnWhFadx6BRMQ2Hcs6evPRv5Y-CQQ1rSIzG3o0cSId7cdASBgHUSAxAIAA5CzPj48dO2TulW5sOW1Ba_7vPh7UOSP7FySoDWDxuZ0mg48jCmsI5yDXk5UX0TPKu91XmnDqJ_o', 'width': 4736}]",ChIJoUpcXqut1i0Runii-8wpkxc,ChIJoUpcXqut1i0Runii-8wpkxc,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.4,3183.0,,https://www.google.com/maps/place/?q=place_id:ChIJoUpcXqut1i0Runii-8wpkxc
"Jalan Umbul, Jl. Gunungsari, Salamrejo, Sumbergondo, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia","{'location': {'lat': -8.2792317, 'lng': 114.0921784}, 'viewport': {'northeast': {'lat': -8.27795722010728, 'lng': 114.0935217798927}, 'southwest': {'lat': -8.280656879892724, 'lng': 114.0908221201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Umbul Pule,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107397805944001961719"">A Google User</a>'], 'photo_reference': 'AUGGfZmWzpGI2pVO8aifDR-M0UM2qcvijd7SmNgpbK4SlgLms2HRVP1DXV9selUer282iTmvGQpSLvtOxTuf6N7NY0k2z0BIo7DvKpHI34YV_8HJE28GDWfoWFT10IR8BqSUIZmg0BXXVZrN1eDL3dKVo_htUkcN7czeJi8ZbbgB-mR9X_TJ', 'width': 4000}]",ChIJs3IQ-mq01i0R-GOd_fdhcu4,ChIJs3IQ-mq01i0R-GOd_fdhcu4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'P3CR+8V Sumbergondo, Banyuwangi Regency, East Java, Indonesia', 'global_code': '6P3PP3CR+8V'}",4.2,714.0,,https://www.google.com/maps/place/?q=place_id:ChIJs3IQ-mq01i0R-GOd_fdhcu4
"M2CX+8X7, Karangharjo, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia","{'location': {'lat': -8.3292178, 'lng': 114.0499202}, 'viewport': {'northeast': {'lat': -8.327847720107279, 'lng': 114.0512719298927}, 'southwest': {'lat': -8.330547379892723, 'lng': 114.0485722701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waduk Sidodadi,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104160942403832444862"">Azhar Taruna</a>'], 'photo_reference': 'AUGGfZkRpEfWxqMniYBHw2rGKg4pPYY0LU5SQAh-roQ_PXnOP5iw5REJSpwrQrvoJsKmqsRO0rg3pjmaxcAVN6UgbV8CPVyBzfuREIQ46OhfBikqAXAaQXaaLwj19l2MMUqB-Qgz-u8J-ou5Tlr-xYshHy6fBHb2sZLS8lvBpKlHZO3d0Jdn', 'width': 1920}]",ChIJw2kNvC-r1i0RjszbCnNaQtQ,ChIJw2kNvC-r1i0RjszbCnNaQtQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.3,87.0,,https://www.google.com/maps/place/?q=place_id:ChIJw2kNvC-r1i0RjszbCnNaQtQ
"JX8F+V77, Unnamed Road, Pagergunung, Karangharjo, Kec. Glenmore, Kabupaten Banyuwangi, Jawa Timur 68466, Indonesia","{'location': {'lat': -8.3828351, 'lng': 113.9731813}, 'viewport': {'northeast': {'lat': -8.381506420107279, 'lng': 113.9745551798927}, 'southwest': {'lat': -8.384206079892722, 'lng': 113.9718555201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Pagergunung,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101796410627701275403"">anggi prk</a>'], 'photo_reference': 'AUGGfZmAn1SNVSzVSFgvgW4KuDVLuFKcdvdh2YrrgnTVxkQTaJwZqTvWRB-CTkt3ZNAlsF5my7a_ynzomasmkXr7dfEMHbsXE1oGzupTAB5F2WbfOJDGPOTkcNoyY4NS2uHWtguAbm_Pt9dJ_StUw6LeeZlxPROm2BwtinRcbhBna_Mdb4kM', 'width': 1080}]",ChIJxxq9Go2p1i0RGRHiYzmKFW4,ChIJxxq9Go2p1i0RGRHiYzmKFW4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.7,3.0,,https://www.google.com/maps/place/?q=place_id:ChIJxxq9Go2p1i0RGRHiYzmKFW4
